SKU,NAME,PO#1,Quantity Ordered1,Shipping Date1,ETA ATL1,PO#2,Quantity Ordered2,Shipping Date2,ETA ATL2,PO#3,Quantity Ordered3,Shipping Date3,ETA ATL3,PO#4,Quantity Ordered4,Shipping Date4,ETA ATL4
70001,,,,,,,,,,,,,,,,,
CONTINUOUS LOOP CORD,Continuous Loop Cord Mechanism,,,,,,,,,,,,,,,,
HOOKS,Hooks for Drapes,,,,,,,,,,,,,,,,
TEST  BEDDING,,,,,,,,,,,,,,,,,
RR00- MISC,Rollar Shade,,,,,,,,,,,,,,,,
PTFFLK-C23B-SW,Filigree Pearl Flocked Faux Silk Swatch,,,,,,,,,,,,,,,,
EFSCH-PLK850C3-SW,Zen Garden Iridescence Embroidered Faux Silk,,,,,,,,,,,,,,,,
EFSCH-PLK850C4-84,Zen Garden Harvest Embroidered Faux Silk Curtain,,,,,,,,,,,,,,,,
EFSCH-PLK850C4-96,Zen Garden Harvest Embroidered Faux Silk Curtain,,,,,,,,,,,,,,,,
EFSCH-PLK850C4-108,Zen Garden Harvest Embroidered Faux Silk Curtain,,,,,,,,,,,,,,,,
EFSCH-PLK850C4-120,Zen Garden Harvest Embroidered Faux Silk Curtain,,,,,,,,,,,,,,,,
EFSCH-PLK850C4-SW,Zen Garden Harvest Embroidered Faux Silk Swatch,,,,,,,,,,,,,,,,
EFSCH-PLK850C5-84,Zen Garden Tango Embroidered Faux Silk Curtain,,,,,,,,,,,,,,,,
EFSCH-PLK850C5-96,Zen Garden Tango Embroidered Faux Silk Curtain,,,,,,,,,,,,,,,,
EFSCH-PLK850C5-108,Zen Garden Tango Embroidered Faux Silk Curtain,,,,,,,,,,,,,,,,
EFSCH-PLK850C5-120,Zen Garden Tango Embroidered Faux Silk Curtain,,,,,,,,,,,,,,,,
EFSCH-PLK850C5-SW,Zen Garden Tango Embroidered Faux Silk Swatch,,,,,,,,,,,,,,,,
FELCH-OMB1701-84,Ombre Aqua Faux Linen Sheer Curtain,PO20102,90,,12/29/2017,,,,,,,,,,,,
FELCH-OMB1701-96,Ombre Aqua Faux Linen Sheer Curtain,PO20102,130,,12/29/2017,,,,,,,,,,,,
FELCH-OMB1701-108,Ombre Aqua Faux Linen Sheer Curtain,PO20102,130,,12/29/2017,,,,,,,,,,,,
FELCH-OMB1701-120,Ombre Aqua Faux Linen Sheer Curtain,,,,,,,,,,,,,,,,
FELCH-OMB1701-SW,Ombre Aqua Faux Linen Sheer Swatch,,,,,,,,,,,,,,,,
FELCH-OMB1703-84,Ombre Gold Faux Linen Sheer Curtain,PO20102,90,,12/29/2017,,,,,,,,,,,,
FELCH-OMB1703-96,Ombre Gold Faux Linen Sheer Curtain,PO20102,130,,12/29/2017,,,,,,,,,,,,
FELCH-OMB1703-108,Ombre Gold Faux Linen Sheer Curtain,PO20102,130,,12/29/2017,,,,,,,,,,,,
FELCH-OMB1703-120,Ombre Gold Faux Linen Sheer Curtain,,,,,,,,,,,,,,,,
FELCH-OMB1703-SW,Ombre Gold Faux Linen Sheet Swatch,,,,,,,,,,,,,,,,
FELCH-OMB1704-84,Ombre Olive Faux Linen Sheer Curtain,PO20102,90,,12/29/2017,,,,,,,,,,,,
FELCH-OMB1704-96,Ombre Olive Faux Linen Sheer Curtain,PO20102,130,,12/29/2017,,,,,,,,,,,,
FELCH-OMB1704-108,Ombre Olive Faux Linen Sheer Curtain,PO20102,130,,12/29/2017,,,,,,,,,,,,
FELCH-OMB1704-120,Ombre Olive Faux Linen Sheer Curtain,,,,,,,,,,,,,,,,
FELCH-OMB1704-SW,Ombre Olive Faux Linen Sheet Swatch,,,,,,,,,,,,,,,,
FELCH-OMB1707-84,Ombre Blue Faux Linen Sheer Curtain,PO20102,90,,12/29/2017,,,,,,,,,,,,
FELCH-OMB1707-96,Ombre Blue Faux Linen Sheer Curtain,PO20102,130,,12/29/2017,,,,,,,,,,,,
FELCH-OMB1707-108,Ombre Blue Faux Linen Sheer Curtain,PO20102,130,,12/29/2017,,,,,,,,,,,,
FELCH-OMB1707-120,Ombre Blue Faux Linen Sheer Curtain,,,,,,,,,,,,,,,,
FELCH-OMB1707-SW,Ombre Blue Faux Linen Sheer Swatch,,,,,,,,,,,,,,,,
FELCH-OMB1710-84,Ombre Black Faux Linen Sheer Curtain,PO20102,90,,12/29/2017,,,,,,,,,,,,
FELCH-OMB1710-96,Ombre Black Faux Linen Sheer Curtain,PO20102,130,,12/29/2017,,,,,,,,,,,,
FELCH-OMB1710-108,Ombre Black Faux Linen Sheer Curtain,PO20102,130,,12/29/2017,,,,,,,,,,,,
FELCH-OMB1710-120,Ombre Black Faux Linen Sheer Curtain,,,,,,,,,,,,,,,,
FELCH-OMB1710-SW,Ombre Black Faux Linen Sheer Swatch,,,,,,,,,,,,,,,,
FELCH-SLWE1701-84,Polar Grey Faux Linen Sheer Curtain,PO20103,110,,12/29/2017,,,,,,,,,,,,
FELCH-SLWE1701-96,Polar Grey Faux Linen Sheer Curtain,PO20103,160,,12/29/2017,,,,,,,,,,,,
FELCH-SLWE1701-108,Polar Grey Faux Linen Sheer Curtain,PO20103,160,,12/29/2017,,,,,,,,,,,,
FELCH-SLWE1701-120,Polar Grey Faux Linen Sheer Curtain,,,,,,,,,,,,,,,,
FELCH-SLWE1701-SW,Polar Grey Faux Linen Sheet Swatch,,,,,,,,,,,,,,,,
FELCH-SLWE1706-84,Stormy Purple Faux Linen Sheer Curtain,PO20103,90,,12/29/2017,,,,,,,,,,,,
FELCH-SLWE1706-96,Stormy Purple Faux Linen Sheer Curtain,PO20103,130,,12/29/2017,,,,,,,,,,,,
FELCH-SLWE1706-108,Stormy Purple Faux Linen Sheer Curtain,PO20103,130,,12/29/2017,,,,,,,,,,,,
FELCH-SLWE1706-120,Stormy Purple Faux Linen Sheer Curtain,,,,,,,,,,,,,,,,
FELCH-SLWE1706-SW,Stormy Purple Faux Linen Sheet Swatch,,,,,,,,,,,,,,,,
FELCH-SLWE1708-84,Primrose Pink Faux Linen Sheer Curtain,PO20103,90,,12/29/2017,,,,,,,,,,,,
FELCH-SLWE1708-96,Primrose Pink Faux Linen Sheer Curtain,PO20103,130,,12/29/2017,,,,,,,,,,,,
FELCH-SLWE1708-108,Primrose Pink Faux Linen Sheer Curtain,PO20103,130,,12/29/2017,,,,,,,,,,,,
FELCH-SLWE1708-120,Primrose Pink Faux Linen Sheer Curtain,,,,,,,,,,,,,,,,
FELCH-SLWE1708-SW,Primrose Pink Faux Linen Sheer Swatch,,,,,,,,,,,,,,,,
FELCH-SLWE1711-84,Stormy Blue Faux Linen Sheer Curtain,PO20103,90,,12/29/2017,,,,,,,,,,,,
FELCH-SLWE1711-96,Stormy Blue Faux Linen Sheer Curtain,PO20103,130,,12/29/2017,,,,,,,,,,,,
FELCH-SLWE1711-108,Stormy Blue Faux Linen Sheer Curtain,PO20103,130,,12/29/2017,,,,,,,,,,,,
FELCH-SLWE1711-120,Stormy Blue Faux Linen Sheer Curtain,,,,,,,,,,,,,,,,
FELCH-SLWE1711-SW,Stormy Blue Faux Linen Sheer Swatch,,,,,,,,,,,,,,,,
FELCH-SLWE1712-84,Bayside Aqua Faux Linen Sheer Curtain,PO20103,90,,12/29/2017,,,,,,,,,,,,
FELCH-SLWE1712-96,Bayside Aqua Faux Linen Sheer Curtain,PO20103,130,,12/29/2017,,,,,,,,,,,,
FELCH-SLWE1712-108,Bayside Aqua Faux Linen Sheer Curtain,PO20103,130,,12/29/2017,,,,,,,,,,,,
FELCH-SLWE1712-120,Bayside Aqua Faux Linen Sheer Curtain,,,,,,,,,,,,,,,,
FELCH-SLWE1712-SW,Bayside Aqua Faux Linen Sheer Swatch,,,,,,,,,,,,,,,,
FELCH-SLWE1733-84,Metropolish Grey Faux Linen Sheer Curtain,PO20103,90,,12/29/2017,,,,,,,,,,,,
FELCH-SLWE1733-96,Metropolish Grey Faux Linen Sheer Curtain,PO20103,130,,12/29/2017,,,,,,,,,,,,
FELCH-SLWE1733-108,Metropolish Grey Faux Linen Sheer Curtain,PO20103,130,,12/29/2017,,,,,,,,,,,,
FELCH-SLWE1733-120,Metropolish Grey Faux Linen Sheer Curtain,,,,,,,,,,,,,,,,
FELCH-SLWE1733-SW,Metropolish Grey Faux Linen Sheer Swatch,,,,,,,,,,,,,,,,
FELCH-SLWE1736-84,Mountain Olive Faux Linen Sheer Curtain,PO20103,90,,12/29/2017,,,,,,,,,,,,
FELCH-SLWE1736-96,Mountain Olive Faux Linen Sheer Curtain,PO20103,130,,12/29/2017,,,,,,,,,,,,
FELCH-SLWE1736-108,Mountain Olive Faux Linen Sheer Curtain,PO20103,130,,12/29/2017,,,,,,,,,,,,
FELCH-SLWE1736-120,Mountain Olive Faux Linen Sheer Curtain,,,,,,,,,,,,,,,,
FELCH-SLWE1736-SW,Mountain Olive Faux Linen Sheet Swatch,,,,,,,,,,,,,,,,
FELCH-SLWE1751-84,Buttercup Gold Faux Linen Sheer Curtain,PO20103,90,,12/29/2017,,,,,,,,,,,,
FELCH-SLWE1751-96,Buttercup Gold Faux Linen Sheer Curtain,PO20103,130,,12/29/2017,,,,,,,,,,,,
FELCH-SLWE1751-108,Buttercup Gold Faux Linen Sheer Curtain,PO20103,130,,12/29/2017,,,,,,,,,,,,
FELCH-SLWE1751-120,Buttercup Gold Faux Linen Sheer Curtain,,,,,,,,,,,,,,,,
FELCH-SLWE1751-SW,Buttercup Gold Faux Linen Sheet Swatch,,,,,,,,,,,,,,,,
FELCH-SLWE1755-84,Pale Bloom Faux Linen Sheer Curtain,PO20103,110,,12/29/2017,,,,,,,,,,,,
FELCH-SLWE1755-96,Pale Bloom Faux Linen Sheer Curtain,PO20103,160,,12/29/2017,,,,,,,,,,,,
FELCH-SLWE1755-108,Pale Bloom Faux Linen Sheer Curtain,PO20103,160,,12/29/2017,,,,,,,,,,,,
FELCH-SLWE1755-120,Pale Bloom Faux Linen Sheer Curtain,,,,,,,,,,,,,,,,
FELCH-SLWE1755-SW,Pale Bloom Faux Linen Sheer Swatch,,,,,,,,,,,,,,,,
FELCH-SLWE3911A-84,Vine White Embroidered Crewel Faux Linen Curtain,,,,,,,,,,,,,,,,
FELCH-SLWE3911A-96,Vine White Embroidered Crewel Faux Linen Curtain,,,,,,,,,,,,,,,,
FELCH-SLWE3911A-108,Vine White Embroidered Crewel Faux Linen Curtain,,,,,,,,,,,,,,,,
FELCH-SLWE3911A-SW,Vine White Embroidered Crewel Faux Linen Swatch,,,,,,,,,,,,,,,,
FELCH-SLWE3911B-84,Vine Grey Embroidered Crewel Faux Linen Curtain,,,,,,,,,,,,,,,,
FELCH-SLWE3911B-96,Vine Grey Embroidered Crewel Faux Linen Curtain,,,,,,,,,,,,,,,,
FELCH-SLWE3911B-108,Vine Grey Embroidered Crewel Faux Linen Curtain,,,,,,,,,,,,,,,,
FELCH-SLWE3911B-SW,Vine Grey Embroidered Crewel Faux Linen Swatch,,,,,,,,,,,,,,,,
FELCH-SLWE3955A-84,Plume White Embroidered Crewel Faux Linen Curtain,,,,,,,,,,,,,,,,
FELCH-SLWE3955A-96,Plume White Embroidered Crewel Faux Linen Curtain,,,,,,,,,,,,,,,,
FELCH-SLWE3955A-108,Plume White Embroidered Crewel Faux Linen Curtain,,,,,,,,,,,,,,,,
FELCH-SLWE3955A-SW,Plume White Embroidered Crewel Faux Linen Swatch,,,,,,,,,,,,,,,,
FELCH-SLWE3955B-84,Plume Navy Embroidered Crewel Faux Linen Curtain,,,,,,,,,,,,,,,,
FELCH-SLWE3955B-96,Plume Navy Embroidered Crewel Faux Linen Curtain,,,,,,,,,,,,,,,,
FELCH-SLWE3955B-108,Plume Navy Embroidered Crewel Faux Linen Curtain,,,,,,,,,,,,,,,,
FELCH-SLWE3955B-SW,Plume Navy Embroidered Crewel Faux Linen Swatch,,,,,,,,,,,,,,,,
FELCH-SLWE4123A-84,Willow White Embroidered Crewel Faux Linen Curtain,,,,,,,,,,,,,,,,
FELCH-SLWE4123A-96,Willow White Embroidered Crewel Faux Linen Curtain,,,,,,,,,,,,,,,,
FELCH-SLWE4123A-108,Willow White Embroidered Crewel Faux Linen Curtain,,,,,,,,,,,,,,,,
FELCH-SLWE4123A-SW,Willow White Embroidered Crewel Faux Linen Swatch,,,,,,,,,,,,,,,,
FELCH-SLWE4123B-84,Willow Grey Embroidered Crewel Faux Linen Curtain,,,,,,,,,,,,,,,,
FELCH-SLWE4123B-96,Willow Grey Embroidered Crewel Faux Linen Curtain,,,,,,,,,,,,,,,,
FELCH-SLWE4123B-108,Willow Grey Embroidered Crewel Faux Linen Curtain,,,,,,,,,,,,,,,,
FELCH-SLWE4123B-SW,Willow Grey Embroidered Crewel Faux Linen Swatch,,,,,,,,,,,,,,,,
FELCH-SLWE4351A-84,Ginko White Embroidered Crewel Faux Linen Curtain,,,,,,,,,,,,,,,,
FELCH-SLWE4351A-96,Ginko White Embroidered Crewel Faux Linen Curtain,,,,,,,,,,,,,,,,
FELCH-SLWE4351A-108,Ginko White Embroidered Crewel Faux Linen Curtain,,,,,,,,,,,,,,,,
FELCH-SLWE4351A-SW,Ginko White Embroidered Crewel Faux Linen Swatch,,,,,,,,,,,,,,,,
FELCH-SLWE4351B-84,Ginko Grey Embroidered Crewel Faux Linen Curtain,,,,,,,,,,,,,,,,
FELCH-SLWE4351B-96,Ginko Grey Embroidered Crewel Faux Linen Curtain,,,,,,,,,,,,,,,,
FELCH-SLWE4351B-108,Ginko Grey Embroidered Crewel Faux Linen Curtain,,,,,,,,,,,,,,,,
FELCH-SLWE4351B-SW,Ginko Grey Embroidered Crewel Faux Linen Swatch,,,,,,,,,,,,,,,,
FHLCH-314043-84,Mineral White Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-314043-96,Mineral White Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-314043-108,Mineral White Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-314043-120,Mineral White Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-314043-SW,Mineral White Heavy Faux Linen Swatch,,,,,,,,,,,,,,,,
FHLCH-314044-84,Barley Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-314044-96,Barley Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-314044-108,Barley Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-314044-120,Barley Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-314044-SW,Barley Heavy Faux Linen Swatch,,,,,,,,,,,,,,,,
FHLCH-314047-84,Spruce Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-314047-96,Spruce Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-314047-108,Spruce Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-314047-120,Spruce Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-314047-SW,Spruce Heavy Faux Linen Swatch,,,,,,,,,,,,,,,,
FHLCH-314048-84,Teal Ivy Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-314048-96,Teal Ivy Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-314048-108,Teal Ivy Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-314048-120,Teal Ivy Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-314048-SW,Teal Ivy Heavy Faux Linen Swatch,,,,,,,,,,,,,,,,
FHLCH-314052-84,Poppyseed Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-314052-96,Poppyseed Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-314052-108,Poppyseed Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-314052-120,Poppyseed Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-314052-SW,Poppyseed Heavy Faux Linen Swatch,,,,,,,,,,,,,,,,
FHLCH-314053-84,Farro Gold Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-314053-96,Farro Gold Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-314053-108,Farro Gold Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-314053-120,Farro Gold Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-314053-SW,Farro Gold Heavy Faux Linen Swatch,,,,,,,,,,,,,,,,
FHLCH-314055-84,Cinnabar Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-314055-96,Cinnabar Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-314055-108,Cinnabar Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-314055-120,Cinnabar Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-314055-SW,Cinnabar Heavy Faux Linen Swatch,,,,,,,,,,,,,,,,
FHLCH-416016-84,Oatmeal Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-416016-96,Oatmeal Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-416016-108,Oatmeal Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-416016-120,Oatmeal Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-416016-SW,Oatmeal Heavy Faux Linen Swatch,,,,,,,,,,,,,,,,
FHLCH-416017-84,Pepper Gray Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-416017-96,Pepper Gray Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-416017-108,Pepper Gray Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-416017-120,Pepper Gray Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-416017-SW,Pepper Gray Heavy Faux Linen Swatch,,,,,,,,,,,,,,,,
FHLCH-416018-84,Chestnut Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-416018-96,Chestnut Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-416018-108,Chestnut Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-416018-120,Chestnut Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-416018-SW,Chestnut Heavy Faux Linen Swatch,,,,,,,,,,,,,,,,
FHLCH-416019-84,Estate Blue Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-416019-96,Estate Blue Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-416019-108,Estate Blue Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-416019-120,Estate Blue Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-416019-SW,Estate Blue Heavy Faux Linen Swatch,,,,,,,,,,,,,,,,
FHLCH-416020-84,Heirloom Red Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-416020-96,Heirloom Red Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-416020-108,Heirloom Red Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-416020-120,Heirloom Red Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-416020-SW,Heirloom Red Heavy Faux Linen Swatch,,,,,,,,,,,,,,,,
FHLCH-7176217-84-GR,Del Mar Stone Grommet Linen Blend Stripe Curtain,,,,,,,,,,,,,,,,
FHLCH-7176217-96-GR,Del Mar Stone Grommet Linen Blend Stripe Curtain,,,,,,,,,,,,,,,,
FHLCH-7176217-108-GR,Del Mar Stone Grommet Linen Blend Stripe Curtain,,,,,,,,,,,,,,,,
FHLCH-7176217-120-GR,Del Mar Stone Grommet Linen Blend Stripe Curtain,,,,,,,,,,,,,,,,
FHLCH-7178109-84-GR,Bermuda Gray Grommet Linen Blend Stripe Curtain,,,,,,,,,,,,,,,,
FHLCH-7178109-96-GR,Bermuda Gray Grommet Linen Blend Stripe Curtain,,,,,,,,,,,,,,,,
FHLCH-7178109-108-GR,Bermuda Gray Grommet Linen Blend Stripe Curtain,,,,,,,,,,,,,,,,
FHLCH-7178109-120-GR,Bermuda Gray Grommet Linen Blend Stripe Curtain,,,,,,,,,,,,,,,,
FHLCH-7178117-84-GR,Del Mar Gray Grommet Linen Blend Stripe Curtain,,,,,,,,,,,,,,,,
FHLCH-7178117-96-GR,Del Mar Gray Grommet Linen Blend Stripe Curtain,,,,,,,,,,,,,,,,
FHLCH-7178117-108-GR,Del Mar Gray Grommet Linen Blend Stripe Curtain,,,,,,,,,,,,,,,,
FHLCH-7178117-120-GR,Del Mar Gray Grommet Linen Blend Stripe Curtain,,,,,,,,,,,,,,,,
FHLCH-AJ416-120,Mauve Textured Linen Blend Curtain,,,,,,,,,,,,,,,,
FHLCH-AJ416-108-GR,Mauve Textured Linen Blend Grommet Curtain,,,,,,,,,,,,,,,,
FHLCH-AJ416-120-GR,Mauve Textured Linen Blend Grommet Curtain,,,,,,,,,,,,,,,,
FHLCH-VET13191-84,White Heavy Faux Linen Curtain,PO19148,58,8/9/2017,9/20/2017,PO19486,70,8/20/2017,10/5/2017,PO19766,220,,11/16/2017,,,,
FHLCH-VET13191-96,White Heavy Faux Linen Curtain,PO19148,313,8/9/2017,9/20/2017,PO19486,100,8/20/2017,10/5/2017,PO19766,70,,11/16/2017,,,,
FHLCH-VET13191-108,White Heavy Faux Linen Curtain,PO19148,276,8/9/2017,9/20/2017,PO19486,30,8/20/2017,10/5/2017,PO19766,40,,11/16/2017,,,,
FHLCH-VET13191-120,White Heavy Faux Linen Curtain,PO19148,279,8/9/2017,9/20/2017,PO19486,130,8/20/2017,10/5/2017,PO19766,60,,11/16/2017,,,,
FHLCH-VET13191-84-GR,White Grommet Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-VET13191-96-GR,White Grommet Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-VET13191-108GR,White Grommet Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-VET13191-120GR,White Grommet Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-VET13191-SW,White Heavy Faux Linen Swatch,,,,,,,,,,,,,,,,
FHLCH-VET13192-84,Barley Heavy Faux Linen Curtain,PO19766,40,,11/16/2017,,,,,,,,,,,,
FHLCH-VET13192-96,Barley Heavy Faux Linen Curtain,PO19486,80,8/20/2017,10/5/2017,PO19766,280,,11/16/2017,,,,,,,,
FHLCH-VET13192-108,Barley Heavy Faux Linen Curtain,PO19148,451,8/9/2017,9/20/2017,PO19486,150,8/20/2017,10/5/2017,PO19766,100,,11/16/2017,,,,
FHLCH-VET13192-120,Barley Heavy Faux Linen Curtain,PO19486,200,8/20/2017,10/5/2017,PO19766,100,,11/16/2017,,,,,,,,
FHLCH-VET13192-84-GR,Barley Grommet Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-VET13192-96-GR,Barley Grommet Heavy Faux Linen Curtain,PO19766,60,,11/16/2017,,,,,,,,,,,,
FHLCH-VET13192-108GR,Barley Grommet Heavy Faux Linen Curtain,PO19766,60,,11/16/2017,,,,,,,,,,,,
FHLCH-VET13192-120GR,Barley Grommet Heavy Faux Linen Curtain,PO19766,54,,11/16/2017,,,,,,,,,,,,
FHLCH-VET13192-SW,Barley Heavy Faux Linen Swatch,,,,,,,,,,,,,,,,
FHLCH-VET13193-84,Latte Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-VET13193-96,Latte Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-VET13193-108,Latte Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-VET13193-120,Latte Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-VET13193-84-GR,Latte Grommet Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-VET13193-96-GR,Latte Grommet Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-VET13193-108GR,Latte Grommet Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-VET13193-120GR,Latte Grommet Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-VET13193-SW,Latte Heavy Faux Linen Swatch,,,,,,,,,,,,,,,,
FHLCH-VET13194-84,Pewter Grey Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-VET13194-96,Pewter Grey Heavy Faux Linen Curtain,PO20047,150,,12/19/2017,,,,,,,,,,,,
FHLCH-VET13194-108,Pewter Grey Heavy Faux Linen Curtain,PO20047,150,,12/19/2017,,,,,,,,,,,,
FHLCH-VET13194-120,Pewter Grey Heavy Faux Linen Curtain,PO20047,90,,12/19/2017,,,,,,,,,,,,
FHLCH-VET13194-84-GR,Pewter Grey Grommet Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-VET13194-96-GR,Pewter Grey Grommet Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-VET13194-108GR,Pewter Grey Grommet Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-VET13194-120GR,Pewter Grey Grommet Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-VET13194-SW,Pewter Grey Heavy Faux Linen Swatch,,,,,,,,,,,,,,,,
FHLCH-VET13195-84,Slate Grey Heavy Faux Linen Curtain,PO19766,40,,11/16/2017,,,,,,,,,,,,
FHLCH-VET13195-96,Slate Grey Heavy Faux Linen Curtain,PO19766,80,,11/16/2017,,,,,,,,,,,,
FHLCH-VET13195-108,Slate Grey Heavy Faux Linen Curtain,PO19766,180,,11/16/2017,,,,,,,,,,,,
FHLCH-VET13195-120,Slate Grey Heavy Faux Linen Curtain,PO19766,50,,11/16/2017,,,,,,,,,,,,
FHLCH-VET13195-84-GR,Slate Grey Grommet Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-VET13195-96-GR,Slate Grey Grommet Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-VET13195-108GR,Slate Grey Grommet Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-VET13195-120GR,Slate Grey Grommet Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-VET13195-SW,Slate Grey Heavy Faux Linen Swatch,,,,,,,,,,,,,,,,
FHLCH-VET13197-84,Ash Grey Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-VET13197-96,Ash Grey Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-VET13197-108,Ash Grey Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-VET13197-120,Ash Grey Heavy Faux Linen Curtain,,,,,,,,,,,,,,,,
FHLCH-VET13197-SW,Ash Grey Heavy Faux Linen Swatch,,,,,,,,,,,,,,,,
FHLCH-YL3008-84,Trinidad Hemp Linen Blend Stripe Curtain,,,,,,,,,,,,,,,,
FHLCH-YL3008-96,Trinidad Hemp Linen Blend Stripe Curtain,,,,,,,,,,,,,,,,
FHLCH-YL3008-108,Trinidad Hemp Linen Blend Stripe Curtain,,,,,,,,,,,,,,,,
FHLCH-YL3008-120,Trinidad Hemp Linen Blend Stripe Curtain,,,,,,,,,,,,,,,,
FHLCH-YL3008-SW,Trinidad Hemp Linen Blend Stripe Swatch,,,,,,,,,,,,,,,,
FHLCH-YL3010B-84,Trinidad Natural Linen Blend Stripe Curtain,,,,,,,,,,,,,,,,
FHLCH-YL3010B-96,Trinidad Natural Linen Blend Stripe Curtain,,,,,,,,,,,,,,,,
FHLCH-YL3010B-108,Trinidad Natural Linen Blend Stripe Curtain,,,,,,,,,,,,,,,,
