SKU,NAME,PO#1,Quantity Ordered1,Shipping Date1,ETA ATL1,PO#2,Quantity Ordered2,Shipping Date2,ETA ATL2,PO#3,Quantity Ordered3,Shipping Date3,ETA ATL3,PO#4,Quantity Ordered4,Shipping Date4,ETA ATL4
70001,,,,,,,,,,,,,,,,,
CONTINUOUS LOOP CORD,Continuous Loop Cord Mechanism,,,,,,,,,,,,,,,,
HOOKS,Hooks for Drapes,,,,,,,,,,,,,,,,
TEST  BEDDING,,,,,,,,,,,,,,,,,
RR00- MISC,Rollar Shade,,,,,,,,,,,,,,,,
PTFFLK-C23B-SW,Filigree Pearl Flocked Faux Silk Swatch,,,,,,,,,,,,,,,,
PDCH-HANB90-84,Translucent Cream Yarn Dyed Faux,,,,,,,,,,,,,,,,
PDCH-HANB90-96,Translucent Cream Yarn Dyed Faux,,,,,,,,,,,,,,,,
PDCH-HANB90-108,Translucent Cream Yarn Dyed Faux,,,,,,,,,,,,,,,,
PDCH-HANB90-120,Translucent Cream Yarn Dyed Faux,,,,,,,,,,,,,,,,
PDCH-HANB90-SW,Translucent Cream Yarn Dyed Faux,,,,,,,,,,,,,,,,
PDCH-HANB91-84,Elemental Silver Yarn Dyed Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-HANB91-96,Elemental Silver Yarn Dyed Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-HANB91-108,Elemental Silver Yarn Dyed Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-HANB91-120,Elemental Silver Yarn Dyed Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-HANB91-SW,Elemental Silver Yarn Dyed Faux,,,,,,,,,,,,,,,,
PDCH-HANB92-84,Elemental Grey Yarn Dyed Faux Dupioni Silk Curtain,PO19179,102,8/9/2017,9/20/2017,,,,,,,,,,,,
PDCH-HANB92-96,Elemental Grey Yarn Dyed Faux Dupioni Silk Curtain,PO19179,140,8/9/2017,9/20/2017,,,,,,,,,,,,
PDCH-HANB92-108,Elemental Grey Yarn Dyed Faux Dupioni Silk Curtain,PO19179,140,8/9/2017,9/20/2017,,,,,,,,,,,,
PDCH-HANB92-120,Elemental Grey Yarn Dyed Faux Dupioni Silk Curtain,PO19179,76,8/9/2017,9/20/2017,,,,,,,,,,,,
PDCH-HANB92-SW,Elemental Grey Yarn Dyed Faux Dupioni Silk Swatch,,,,,,,,,,,,,,,,
PDCH-KBS1-84,Ice Vintage Textured Faux Dupioni Silk Curtain,PO19343,55,8/9/2017,9/20/2017,PO19767,50,,11/16/2017,,,,,,,,
PDCH-KBS1-96,Ice Vintage Textured Faux Dupioni Silk Curtain,PO19343,158,8/9/2017,9/20/2017,PO19767,50,,11/16/2017,,,,,,,,
PDCH-KBS1-108,Ice Vintage Textured Faux Dupioni Silk Curtain,PO19343,105,8/9/2017,9/20/2017,PO19767,100,,11/16/2017,,,,,,,,
PDCH-KBS1-120,Ice Vintage Textured Faux Dupioni Silk Curtain,PO19343,79,8/9/2017,9/20/2017,PO19767,50,,11/16/2017,,,,,,,,
PDCH-KBS100-84,Black Vintage Textured Faux Dupioni Silk Curtain,,,,,,,,,,,,,,,,
PDCH-KBS100-96,Black Vintage Textured Faux Dupioni Silk Curtain,,,,,,,,,,,,,,,,
PDCH-KBS100-108,Black Vintage Textured Faux Dupioni Silk Curtain,,,,,,,,,,,,,,,,
PDCH-KBS100-120,Black Vintage Textured Faux Dupioni Silk Curtain,,,,,,,,,,,,,,,,
PDCH-KBS100-FP2584,Black Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS100-FP2596,Black Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS100-FP25108,Black Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS100-FP25120,Black Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS100-FP3884,Black Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS100-FP3896,Black Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS100-FP38108,Black Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS100-FP38120,Black Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS100-FP5084,Black Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS100-FP5096,Black Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS100-FP50108,Black Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS100-FP50120,Black Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS11-84,Smokey Plum Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS11-96,Smokey Plum Vintage Textured Faux Dupioni Silk,PO19343,173,8/9/2017,9/20/2017,,,,,,,,,,,,
PDCH-KBS11-108,Smokey Plum Vintage Textured Faux Dupioni Silk,PO19767,30,,11/16/2017,,,,,,,,,,,,
PDCH-KBS11-120,Smokey Plum Vintage Textured Faux Dupioni Silk,PO19343,42,8/9/2017,9/20/2017,,,,,,,,,,,,
PDCH-KBS11BO-84,Smokey Plum Blackout Vintage Textured,,,,,,,,,,,,,,,,
PDCH-KBS11BO-96,Smokey Plum Blackout Vintage Textured,,,,,,,,,,,,,,,,
PDCH-KBS11BO-108,Smokey Plum Blackout Vintage Textured,,,,,,,,,,,,,,,,
PDCH-KBS11BO-84-FP,Smokey Plum Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS11BO-96-FP,Smokey Plum Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS11BO-108-FP,Smokey Plum Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS11-FP2584,Smokey Plum Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS11-FP2596,Smokey Plum Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS11-FP25108,Smokey Plum Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS11-FP25120,Smokey Plum Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS11-FP3884,Smokey Plum Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS11-FP3896,Smokey Plum Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS11-FP38108,Smokey Plum Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS11-FP38120,Smokey Plum Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS11-FP5084,Smokey Plum Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS11-FP5096,Smokey Plum Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS11-FP50108,Smokey Plum Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS11-FP50120,Smokey Plum Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS11-84-GRBO,Smokey Plum Grommet Blackout Vintage Textured,PO19343,36,8/9/2017,9/20/2017,PO19767,30,,11/16/2017,,,,,,,,
PDCH-KBS11-96-GRBO,Smokey Plum Grommet Blackout Vintage Textured,PO19343,32,8/9/2017,9/20/2017,,,,,,,,,,,,
PDCH-KBS11-108-GRBO,Smokey Plum Grommet Blackout Vintage Textured,PO19767,140,,11/16/2017,,,,,,,,,,,,
PDCH-KBS11-SW,Smokey Plum Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS14-84,Peacock Vintage Textured Faux Dupioni Silk Curtain,,,,,,,,,,,,,,,,
PDCH-KBS14-96,Peacock Vintage Textured Faux Dupioni Silk Curtain,,,,,,,,,,,,,,,,
PDCH-KBS14-108,Peacock Vintage Textured Faux Dupioni Silk Curtain,,,,,,,,,,,,,,,,
PDCH-KBS14-120,Peacock Vintage Textured Faux Dupioni Silk Curtain,,,,,,,,,,,,,,,,
PDCH-KBS14BO-84,Peacock Blackout Vintage Textured,,,,,,,,,,,,,,,,
PDCH-KBS14BO-96,Peacock Blackout Vintage Textured,,,,,,,,,,,,,,,,
PDCH-KBS14BO-108,Peacock Blackout Vintage Textured,,,,,,,,,,,,,,,,
PDCH-KBS14BO-84-DW,Peacock Blackout Doublewide Vintage Textured,,,,,,,,,,,,,,,,
PDCH-KBS14BO-96-DW,Peacock Blackout Doublewide Vintage Textured,,,,,,,,,,,,,,,,
PDCH-KBS14BO-108-DW,Peacock Blackout Doublewide Vintage Textured,,,,,,,,,,,,,,,,
PDCH-KBS14BO-84-FP,Peacock Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS14BO-96-FP,Peacock Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS14BO-108-FP,Peacock Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS14-FP2584,Peacock Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS14-FP2596,Peacock Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS14-FP25108,Peacock Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS14-FP25120,Peacock Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS14-FP3884,Peacock Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS14-FP3896,Peacock Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS14-FP38108,Peacock Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS14-FP38120,Peacock Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS14-FP5084,Peacock Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS14-FP5096,Peacock Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS14-FP50108,Peacock Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS14-FP50120,Peacock Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS14-84-GRBO,Peacock Grommet Blackout Vintage Textured,,,,,,,,,,,,,,,,
PDCH-KBS14-96-GRBO,Peacock Grommet Blackout Vintage Textured,,,,,,,,,,,,,,,,
PDCH-KBS14-108-GRBO,Peacock Grommet Blackout Vintage Textured,,,,,,,,,,,,,,,,
PDCH-KBS14-SW,Peacock Vintage Textured Faux Dupioni Silk Swatch,,,,,,,,,,,,,,,,
PDCH-KBS15-84,Lunar Blue Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS15-96,Lunar Blue Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS15-108,Lunar Blue Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS15-120,Lunar Blue Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS15-SW,Lunar Blue Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS16-84,Burnt Orange Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS16-96,Burnt Orange Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS16-108,Burnt Orange Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS16-120,Burnt Orange Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS16-FP2584,Burnt Orange Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS16-FP2596,Burnt Orange Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS16-FP25108,Burnt Orange Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS16-FP25120,Burnt Orange Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS16-FP3884,Burnt Orange Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS16-FP3896,Burnt Orange Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS16-FP38108,Burnt Orange Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS16-FP38120,Burnt Orange Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS16-FP5084,Burnt Orange Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS16-FP5096,Burnt Orange Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS16-FP50108,Burnt Orange Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS16-FP50120,Burnt Orange Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS16-SW,Burnt Orange Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS17-84,Mullberry Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS17-96,Mullberry Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS17-108,Mullberry Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS17-120,Mullberry Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS17-SW,Mullberry Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS18-84,Provencial Blue Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS18-96,Provencial Blue Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS18-108,Provencial Blue Vintage Textured Faux Dupioni,PO20174,4,,9/20/2017,PO20176,2,,9/20/2017,,,,,,,,
PDCH-KBS18-120,Provencial Blue Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS18BO-84,Provencial Blue Blackout Vintage Textured,,,,,,,,,,,,,,,,
PDCH-KBS18BO-96,Provencial Blue Blackout Vintage Textured,,,,,,,,,,,,,,,,
PDCH-KBS18BO-108,Provencial Blue Blackout Vintage Textured,,,,,,,,,,,,,,,,
PDCH-KBS18BO-84-FP,Provencial Blue Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS18BO-96-FP,Provencial Blue Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS18BO-108-FP,Provencial Blue Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS18-FP2584,Provencial Blue Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS18-FP2596,Provencial Blue Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS18-FP25108,Provencial Blue Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS18-FP25120,Provencial Blue Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS18-FP3884,Provencial Blue Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS18-FP3896,Provencial Blue Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS18-FP38108,Provencial Blue Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS18-FP38120,Provencial Blue Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS18-FP5084,Provencial Blue Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS18-FP5096,Provencial Blue Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS18-FP50108,Provencial Blue Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS18-FP50120,Provencial Blue Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS18-84-GRBO,Provencial Blue Grommet Blackout Vintage Textured,,,,,,,,,,,,,,,,
PDCH-KBS18-96-GRBO,Provencial Blue Grommet Blackout Vintage Textured,,,,,,,,,,,,,,,,
PDCH-KBS18-108-GRBO,Provencial Blue Grommet Blackout Vintage Textured,,,,,,,,,,,,,,,,
PDCH-KBS18-SW,Provencial Blue Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS19-84,Warm Stone Vintage Textured Faux Dupioni,PO19343,45,8/9/2017,9/20/2017,,,,,,,,,,,,
PDCH-KBS19-96,Warm Stone Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS19-108,Warm Stone Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS19-120,Warm Stone Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS19-SW,Warm Stone Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS1BO-84,Ice Blackout Vintage Textured,PO19343,77,8/9/2017,9/20/2017,PO19767,30,,11/16/2017,,,,,,,,
PDCH-KBS1BO-96,Ice Blackout Vintage Textured,PO19343,70,8/9/2017,9/20/2017,PO19767,70,,11/16/2017,,,,,,,,
PDCH-KBS1BO-108,Ice Blackout Vintage Textured,PO19343,42,8/9/2017,9/20/2017,PO19767,40,,11/16/2017,,,,,,,,
PDCH-KBS1BO-84-DW,Ice Blackout Doublewide Vintage Textured,,,,,,,,,,,,,,,,
PDCH-KBS1BO-96-DW,Ice Blackout Doublewide Vintage Textured,,,,,,,,,,,,,,,,
PDCH-KBS1BO-108-DW,Ice Blackout Doublewide Vintage Textured,,,,,,,,,,,,,,,,
PDCH-KBS1BO-84-FP,Ice Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS1BO-96-FP,Ice Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS1BO-108-FP,Ice Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS1-FP2584,Ice Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS1-FP2596,Ice Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS1-FP25108,Ice Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS1-FP25120,Ice Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS1-FP3884,Ice Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS1-FP3896,Ice Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS1-FP38108,Ice Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS1-FP38120,Ice Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS1-FP5084,Ice Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS1-FP5096,Ice Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS1-FP50108,Ice Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS1-FP50120,Ice Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS1-84-GRBO,Ice Grommet Blackout Vintage Textured,,,,,,,,,,,,,,,,
PDCH-KBS1-96-GRBO,Ice Grommet Blackout Vintage Textured,PO19767,90,,11/16/2017,,,,,,,,,,,,
PDCH-KBS1-108-GRBO,Ice Grommet Blackout Vintage Textured,,,,,,,,,,,,,,,,
PDCH-KBS1-SW,Ice Vintage Textured Faux Dupioni Silk Swatch,,,,,,,,,,,,,,,,
PDCH-KBS2-84,Off White Vintage Textured Faux Dupioni Silk,PO19343,73,8/9/2017,9/20/2017,PO19767,80,,11/16/2017,,,,,,,,
PDCH-KBS2-96,Off White Vintage Textured Faux Dupioni Silk,PO19343,229,8/9/2017,9/20/2017,PO19767,400,,11/16/2017,,,,,,,,
PDCH-KBS2-108,Off White Vintage Textured Faux Dupioni Silk,PO19343,111,8/9/2017,9/20/2017,PO19767,130,,11/16/2017,,,,,,,,
PDCH-KBS2-120,Off White Vintage Textured Faux Dupioni Silk,PO19343,136,8/9/2017,9/20/2017,,,,,,,,,,,,
PDCH-KBS20-84,Butternut Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS20-96,Butternut Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS20-108,Butternut Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS20-120,Butternut Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS20-SW,Butternut Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS21-84,Mist Grey Vintage Textured Faux Dupioni,PO19217,91,8/9/2017,9/20/2017,,,,,,,,,,,,
PDCH-KBS21-96,Mist Grey Vintage Textured Faux Dupioni,PO19217,131,8/9/2017,9/20/2017,,,,,,,,,,,,
PDCH-KBS21-108,Mist Grey Vintage Textured Faux Dupioni,PO19217,104,8/9/2017,9/20/2017,,,,,,,,,,,,
PDCH-KBS21-120,Mist Grey Vintage Textured Faux Dupioni,PO19217,33,8/9/2017,9/20/2017,,,,,,,,,,,,
PDCH-KBS21-SW,Mist Grey Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS22-84,Water Fall Vintage Textured Faux Dupioni,PO19767,36,,11/16/2017,,,,,,,,,,,,
PDCH-KBS22-96,Water Fall Vintage Textured Faux Dupioni,PO19767,60,,11/16/2017,,,,,,,,,,,,
PDCH-KBS22-108,Water Fall Vintage Textured Faux Dupioni,PO19767,60,,11/16/2017,,,,,,,,,,,,
PDCH-KBS22-120,Water Fall Vintage Textured Faux Dupioni,PO19767,50,,11/16/2017,,,,,,,,,,,,
PDCH-KBS22-SW,Water Fall Vintage Textured Faux Dupioni swatch,,,,,,,,,,,,,,,,
PDCH-KBS23-84,Loyalty Blue Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS23-96,Loyalty Blue Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS23-108,Loyalty Blue Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS23-120,Loyalty Blue Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS23-SW,Loyalty Blue Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS24-84,Oregano Green Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS24-96,Oregano Green Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS24-108,Oregano Green Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS24-120,Oregano Green Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS24-SW,Oregano Green Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS25-84,Urban Grey Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS25-96,Urban Grey Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS25-108,Urban Grey Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS25-120,Urban Grey Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS25-SW,Urban Grey Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS26-84,Dark Grape Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS26-96,Dark Grape Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS26-108,Dark Grape Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS26-120,Dark Grape Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS26-SW,Dark Grape Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS27-84,Oceanside Blue Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS27-96,Oceanside Blue Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS27-108,Oceanside Blue Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS27-120,Oceanside Blue Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS27-SW,Oceanside Blue Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS2BO-84,Off White Blackout Vintage Textured,PO19343,136,8/9/2017,9/20/2017,,,,,,,,,,,,
PDCH-KBS2BO-96,Off White Blackout Vintage Textured,,,,,,,,,,,,,,,,
PDCH-KBS2BO-108,Off White Blackout Vintage Textured,PO19767,40,,11/16/2017,,,,,,,,,,,,
PDCH-KBS2BO-84-DW,Off White Blackout Doublewide Vintage Textured,,,,,,,,,,,,,,,,
PDCH-KBS2BO-96-DW,Off White Blackout Doublewide Vintage Textured,,,,,,,,,,,,,,,,
PDCH-KBS2BO-108-DW,Off White Blackout Doublewide Vintage Textured,,,,,,,,,,,,,,,,
PDCH-KBS2BO-84-FP,Off White Vintage Textured Faux Dupioni,PO19767,30,,11/16/2017,,,,,,,,,,,,
PDCH-KBS2BO-96-FP,Off White Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS2BO-108-FP,Off White Vintage Textured Faux Dupioni,,,,,,,,,,,,,,,,
PDCH-KBS2-FP2584,Off White Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS2-FP2596,Off White Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS2-FP25108,Off White Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS2-FP25120,Off White Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS2-FP3884,Off White Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS2-FP3896,Off White Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS2-FP38108,Off White Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS2-FP38120,Off White Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS2-FP5084,Off White Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS2-FP5096,Off White Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS2-FP50108,Off White Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS2-FP50120,Off White Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS2-84-GRBO,Off White Grommet Blackout Vintage Textured,,,,,,,,,,,,,,,,
PDCH-KBS2-96-GRBO,Off White Grommet Blackout Vintage Textured,PO19343,32,8/9/2017,9/20/2017,,,,,,,,,,,,
PDCH-KBS2-108-GRBO,Off White Grommet Blackout Vintage Textured,PO19343,78,8/9/2017,9/20/2017,,,,,,,,,,,,
PDCH-KBS2-SW,Off White Vintage Textured Faux Dupioni Silk,,,,,,,,,,,,,,,,
PDCH-KBS3-84,Almond Vintage Textured Faux Dupioni Silk Curtain,,,,,,,,,,,,,,,,
PDCH-KBS3-96,Almond Vintage Textured Faux Dupioni Silk Curtain,,,,,,,,,,,,,,,,
