Fabric Code,Name,Safety Lock,Min Alert Qty,Delivery Days,Per Yard Retail Price
birva,"test2","0","56","0","0.0000","",""
CC-CD14-FB,"Gold Multi Hand Weaved Cotton Fabric","0","50","0","10.0000","",""
CC-CD17-FB,"Teal & Natural Hand Weaved Cotton Fabric","0","0","0","0.0000","",""
CC-CD22-FB,"Antique Gold Hand Weaved Cotton Fabric","0","0","0","0.0000","",""
CC-CD29-FB,"Red & Gold Hand Weaved Cotton Fabric","0","0","0","0.0000","",""
CC-CD34-FB,"Sienna Multi Hand Weaved Cotton Fabric","0","50","0","0.0000","",""
CC-CD35-FB,"Blue & Beige Hand Weaved Cotton Fabric","0","0","0","0.0000","",""
CC-CD36-FB,"Blue Multi Hand Weaved Cotton Fabric","0","50","0","0.0000","",""
CC-CD37-FB,"Blue & Taupe Hand Weaved Cotton Fabric","0","50","0","0.0000","",""
CC-CD38-FB,"Black & Cream Hand Weaved Cotton Fabric","0","0","0","0.0000","",""
CC-CD42-FB,"Grey Hand Weaved Cotton Fabric","0","50","0","0.0000","",""
CC-CD43-FB,"Red Hand Weaved Cotton Fabric","0","50","0","0.0000","",""
CC-CD44-FB,"Black Hand Weaved Cotton Fabric","0","50","0","0.0000","",""
CC-MA1-FB,"Beige Casual Cotton Fabric","0","50","0","0.0000","",""
CC-MA2-FB,"Brown & Black Casual Cotton Fabric","0","50","0","0.0000","",""
CC-MA3-FB,"White Hand Weaved Cotton Fabric","0","0","0","0.0000","",""
CC-MA4-FB,"Gold & Black Casual Cotton Fabric","0","50","0","0.0000","",""
CC-MA5-FB,"Mocha & Teal Casual Cotton Fabric","0","0","0","0.0000","",""
CC-MA6-FB,"Black & Silver Casual Cotton Fabric","0","0","0","0.0000","",""
CC-MA7-FB,"Beige & Gold Casual Cotton Fabric","0","50","0","0.0000","",""
CC-MA71-FB,"White Multi Hand Weaved Cotton Fabric","0","50","0","0.0000","",""
CC-MA8-FB,"Brown & White Casual Cotton Fabric","0","50","0","0.0000","",""
CC-MABB26-FB,"Lemon Grass Hand Weaved Cotton Fabric","0","0","0","0.0000","",""
CC-MABB32-FB,"Plaid Casual Cotton Fabric","0","50","0","0.0000","",""
CC-MAMGBB02-FB,"Moss Green Casual Cotton Fabric","0","50","0","0.0000","",""
CC-MASB78-FB,"White & Beige Hand Weaved Cotton Fabric","0","50","0","0.0000","",""
CC-MASB81-FB,"Beige & Grey Casual Cotton Fabric","0","50","0","0.0000","",""
CC-SB73-FB,"Multi Casual Cotton Fabric","0","50","0","0.0000","",""
CC-TEALBB29-FB,"Teal Hand Weaved Cotton Fabric","0","0","0","0.0000","",""
CRC-MYTH04-FB,"Naomi Embroidered Cotton Crewel Fabric","0","0","0","0.0000","",""
CRC-MYTH14-FB,"Sophie Embroidered Cotton Crewel Fabric","0","0","0","0.0000","",""
CRC-MYTH72-FB,"Chantal Embroidered Cotton Crewel Fabric","0","0","0","0.0000","",""
CRC-MYTH73-FB,"Elise Embroidered Cotton Crewel Fabric","0","0","0","0.0000","",""
CRC-MYTH79-FB,"Aurora Embroidered Cotton Crewel Fabric","0","0","0","0.0000","",""
CRC-MYTH809-FB,"Lorraine Embroidered Cotton Crewel Fabric","0","0","0","0.0000","",""
DIS-ID1-FB,"Lily White Textured Dupioni Silk Fabric","0","0","3","0.0000","",""
DIS-ID112-FB,"Chili Pepper Textured Dupioni Silk Fabric","10","0","30","8.0000","",""
DIS-ID124-FB,"Chocolate Textured Dupioni Silk Fabric","0","0","0","0.0000","",""
DIS-ID15-FB,"Biscotti Textured Dupioni Silk Fabric","0","0","0","0.0000","",""
DIS-ID20-FB,"Sunrise Gold Textured Dupioni Silk Fabric","0","0","0","0.0000","",""
DIS-ID221-FB,"Navy Textured Dupioni Silk Fabric","0","0","0","0.0000","",""
DIS-ID224-FB,"Black Textured Dupioni Silk Fabric","0","0","0","0.0000","",""
DIS-ID37-FB,"Restful Green Textured Dupioni Silk Fabric","0","0","0","0.0000","",""
DIS-ID50-FB,"Mocha Textured Dupioni Silk Fabric","0","0","0","0.0000","",""
DIS-ID511-FB,"Silver Bell Textured Dupioni Silk Fabric","0","0","0","0.0000","",""
DIS-ID68-FB,"Shoreline Textured Dupioni Silk Fabric","0","0","0","0.0000","",""
DIS-ID7727-FB,"Pearl Textured Dupioni Silk Fabric","0","0","0","0.0000","",""
DIS-ID7806-FB,"Cashmere Textured Dupioni Silk Fabric","0","0","0","0.0000","",""
DIS-ID7906-FB,"Winter Blue Textured Dupioni Silk Fabric","0","0","0","0.0000","",""
DIS-ID9-FB,"Maplewood Textured Dupioni Silk Fabric","0","0","0","0.0000","",""
DS-ASST100-FB,"Nob Hill Silk Stripe Fabric","0","0","0","0.0000","",""
DS-CHX14-FB,"NEW: Oxford Silk Plaid Fabric","0","0","0","0.0000","",""
DS-CHX4-FB,"NEW: Derby Silk Plaid Fabric","0","0","0","0.0000","",""
DS-D12012-FB,"Wilmington Taffeta Silk Stripe Fabric","0","0","0","0.0000","",""
DS-D22012-FB,"Genoa Silk Taffeta Plaid Fabric","0","0","0","0.0000","",""
DS-D32012-FB,"Windsor Taffeta Silk Stripe Fabric","0","50","0","0.0000","",""
DS-D42012-FB,"Somerset Silk Stripe Fabric","0","50","0","0.0000","",""
DS-DST2-FB,"Cairo Dune Silk Stripe Fabric","0","0","0","0.0000","",""
DS-DST4-FB,"Cairo Haze Silk Stripe Fabric","0","0","0","0.0000","",""
DS-DUPST1-FB,"Varadero Silk Stripe Fabric","0","0","0","0.0000","",""
DS-DXB20-FB,"Sausalito Silk Stripe Fabric","0","0","0","0.0000","",""
DS-DXB66-FB,"El-Dorado Silk Stripe Fabric","0","0","0","0.0000","",""
DS-DXB69-FB,"Palm Springs Silk Stripe Fabric","0","0","0","0.0000","",""
DS-EFCH10A-FB,"Eastwood Silk Taffeta Plaid Fabric","0","0","0","0.0000","",""
DS-EFCH14-FB,"Newman Silk Taffeta Plaid Fabric","0","0","0","0.0000","",""
DS-EFCH38-FB,"Knotts Landing Silk Taffeta Plaid Fabric","0","0","0","0.0000","",""
DS-EMBS20131-FB,"Carliyle Pearl White Thai Silk Fabric","0","50","3","0.0000","",""
DS-EMBS201310-FB,"Chai Brown Gold Silk Fabric","0","50","0","0.0000","",""
DS-EMBS201311-FB,"Rowena Gold Dust Silk Fabric","0","50","0","0.0000","",""
DS-EMBS201312-FB,"Toulon Sea Blue Silk Fabric","1","50","0","23.0000","",""
DS-EMBS201313-FB,"Cayenne Jamawar Silk Fabric","1","50","0","26.0000","",""
DS-EMBS201314-FB,"Taj Mahal Silk Fabric","0","50","0","0.0000","",""
DS-EMBS201315-FB,"Mirror Pearl White Silk Fabric","0","50","0","0.0000","",""
DS-EMBS201316-FB,"Bellagio Silver Silk Fabric","0","50","0","0.0000","",""
DS-EMBS201317-FB,"Merlot Jamawar Silk Fabric","0","50","0","0.0000","",""
DS-EMBS201319-FB,"Trophy Bold Red Silk Fabric","0","0","0","0.0000","",""
DS-EMBS201319-FB45,"test","1","0","0","0.0000","",""
DS-EMBS20132-FB,"Trophy Sea Blue Thai Silk Fabric","0","50","0","0.0000","",""
DS-EMBS201320-FB,"Borrache Silk Fabric","2","0","0","0.0000","",""
DS-EMBS201321-FB,"Dahlia Silk Fabric","5","0","0","0.0000","",""
DS-EMBS201322-FB,"Olivia Silk Fabric","0","0","0","0.0000","",""
DS-EMBS201323-FB,"Rubia Silk Fabric","0","0","0","0.0000","",""
DS-EMBS201324-FB,"Sterling Silk Fabric","0","0","0","0.0000","",""
DS-EMBS201327-FB,"test","0","50","2","12.0000","",""
DS-EMBS20133-FB,"Cassandra Sage Green Thai Silk Fabric","0","0","0","0.0000","",""
DS-EMBS20134-FB,"Baldwin Merlot Silk Fabric","0","0","0","0.0000","",""
DS-EMBS20135-FB,"Indria Pearl White Silk Fabric","0","89","0","0.0000","",""
DS-EMBS20136-FB,"Istanbul Cayenne Silk Fabric","0","0","0","0.0000","",""
DS-EMBS20137-FB,"Chai Silver Thai Silk Fabric","0","0","0","0.0000","",""
DS-EMBS20138-FB,"Bombay Bold Red Silk Fabric","0","0","0","0.0000","",""
DS-MDSTK2-FB,"Woodbury Silk Taffeta Stripe Fabric","0","0","0","0.0000","",""
DS-MDSTK5-FB,"Preston Silk Taffeta Stripe Fabric","0","0","0","0.0000","",""
DS-MSTK1-FB,"Blue Water Silk Fabric","10","0","1","2.2200","",""
DS-MSTK4-FB,"Eureka Silk Stripe Fabric","0","0","0","0.0000","",""
DS-MSTK5-FB,"Providence Silk Taffeta Stripe Fabric","0","0","0","0.0000","",""
DS-PS001-FB,"Cambridge White Silk Stripe Fabric","0","0","0","0.0000","",""
DS-PS002-FB,"Cambridge Cream Silk Stripe Fabric","0","0","0","0.0000","",""
DS-PS003-FB,"Cambridge Grey Silk Stripe Fabric","0","0","0","0.0000","",""
DS-SDG6-FB,"Bengali Silk Stripe Fabric","0","0","0","0.0000","",""
DS-SLK02-FB,"Bristol Silk Stripe Fabric","0","0","0","0.0000","",""
DS-SLK136-FB,"Serendipity Silk Taffeta Stripe Fabric","0","0","0","0.0000","",""
DS-SLK196-FB,"Waterford Gold Silk Stripe Fabric","0","0","0","0.0000","",""
DS-SLK33-FB,"NEW: Sheffield Silk Plaid Fabric","0","0","0","0.0000","",""
DS-SLK50-FB,"Waterford Sienna Silk Stripe Fabric","0","0","0","0.0000","",""
DS-SLK83-FB,"Waterford Sand Silk Stripe Fabric","0","0","0","0.0000","",""
DS-SSL28-FB,"Toscano Silk Taffeta Stripe Fabric","0","0","0","0.0000","",""
DS-TF514-FB,"Bellevue Silk Taffeta Stripe Fabric","0","0","0","0.0000","",""
DS-TF708-FB,"Cyprus Silk Taffeta Stripe Fabric","0","0","0","0.0000","",""
DS-TF926-FB,"Tulare Silk Taffeta Stripe Fabric","0","0","0","0.0000","",""
DS-TF940-FB,"Belmont Silk Taffeta Stripe Fabric","0","0","0","0.0000","",""
DS-TF944-FB,"Pacific Heights Silk Stripe Fabric","0","0","0","0.0000","",""
DS-TF959-FB,"Hawthorne Silk Stripe Fabric","0","0","0","0.0000","",""
DS-TFSN25-FB,"Dallas Silk Taffeta Satin Stripe Fabric","0","0","0","0.0000","",""
DS-TFSN30-FB,"Beverly Hills Silk Taffeta Stripe Fabric","0","0","0","0.0000","",""
DS-TFSN33-FB,"Melrose Silk Taffeta Satin Stripe Fabric","0","0","0","0.0000","",""
DS-TLT17-FB,"Dynasty Silk Taffeta Plaid Fabric","0","0","0","0.0000","",""
DS-TS001-FB,"Brighton Grey Silk Stripe Fabric","0","0","0","0.0000","",""
DS-TS002-FB,"Brighton Blue Silk Stripe Fabric","0","0","0","0.0000","",""
EFSCH-20134A-FB,"Romanian Silver Embroidered Faux Silk Fabric","0","0","0","0.0000","",""
EFSCH-20134B--FB,"Romanian Iridescence Embroidered Faux Silk Fabric","0","50","0","0.0000","",""
EFSCH-20134C-FB,"Romanian Copper Embroidered Faux Silk Fabric","0","0","0","0.0000","",""
EFSCH-20134D1-FB,"Lyon Crème Embroidered Faux Silk Fabric","0","0","0","0.0000","",""
EFSCH-20134D2-FB,"Lyon Bronze Embroidered Faux Silk Fabric","0","0","0","0.0000","",""
EFSCH-20134E1-FB,"St. Tropez Stone Embroidered Faux Silk Fabric","0","0","0","0.0000","",""
EFSCH-20134E2-FB,"St. Tropez Gold Embroidered Faux Silk Fabric","0","0","0","0.0000","",""
EFSCH-20134F1-FB,"Greco Ivory Embroidered Faux Silk Fabric","0","0","0","0.0000","",""
EFSCH-20134G1-FB,"Chai Embroidered Faux Silk Fabric","0","0","0","0.0000","",""
EFSCH-20136A-FB,"Morracco Bronze Embroidered Faux Silk Fabric","0","0","0","0.0000","",""
EFSCH-20136B-FB,"Luxembourg Bronze Embroidered Faux Silk Fabric","0","0","0","0.0000","",""
EFSCH-AL450C1-FB,"Alexandria Gold Faux Taffeta Silk Fabric","0","0","0","0.0000","",""
EFSCH-AL450C2-FB,"Alexandria Off White Taffeta Faux Silk Fabric","0","0","0","0.0000","",""
EFSCH-AL450C3-FB,"Alexandria Platinum Embroidered Faux Silk Fabric","0","50","0","0.0000","",""
EFSCH-AL450C4-FB,"Alexandria Merlot Faux Taffeta Silk Fabric","0","0","0","0.0000","",""
EFSCH-PLK850C1-FB,"Zen Garden Black Embroidered Faux Silk Fabric","0","0","0","0.0000","",""
EFSCH-PLK850C2-FB,"Zen Garden Chocolate Embroidered Faux Silk Fabric","0","0","0","0.0000","",""
EFSCH-PLK850C3-FB,"Zen Garden Iridescence Embroidered Faux Silk Fabric","0","0","0","0.0000","",""
EFSCH-PLK850C4-FB,"Zen Garden Harvest Embroidered Faux Silk Fabric","0","0","0","0.0000","",""
EFSCH-PLK850C5-FB,"Zen Garden Tango Embroidered Faux Silk Fabric","0","0","0","0.0000","",""
JQCH-2012201-FB,"Magdelena Golden Faux Silk Jacquard Fabric","0","0","0","0.0000","",""
JQCH-20122010-FB,"Magdelena Champagne Faux Silk Jacquard Fabric","0","0","0","0.0000","",""
JQCH-2012204-FB,"Magdelena Gold & Blue Faux Silk Jacquard Fabric","0","0","0","0.0000","",""
JQCH-2012206-FB,"Magdelena Silver & Blue Faux Silk Jacquard Fabric","0","0","0","0.0000","",""
JQCH-201263-FB,"Astoria Gold & Bronze Faux Silk Jacquard Fabric","0","0","0","0.0000","",""
JQCH-201266-FB,"Astoria Taupe & Mushroom Faux Silk Jacquard Fabric","0","0","0","0.0000","",""
JQCH-201268-FB,"Astoria Red & Bronze Faux Silk Jacquard Fabric","0","0","0","0.0000","",""
JQCH-201301-FB,"Astoria Black & Pewter Faux Silk Jacquard Fabric","0","0","0","0.0000","",""
JQCH-201302-FB,"Magdelena Black & Cognac Faux Silk Jacquard Fabric","0","0","0","0.0000","",""
JQCH-HANB10-FB,"Bjork Creme Jacquard Fabric","0","0","0","0.0000","",""
JQCH-HANB11-FB,"Espen Citron Jacquard Fabric","0","0","0","0.0000","",""
JQCH-HANB12A-FB,"Davin Neutral Jacquard Fabric","0","0","0","0.0000","",""
JQCH-HANB12B-FB,"Davin Grey Jacquard Fabric","0","0","0","0.0000","",""
JQCH-HANB13A-FB,"Surrey SmokeJacquard Fabric","0","0","0","0.0000","",""
JQCH-HANB13A-FB,"Surrey SmokeJacquard Fabric","0","50","0","0.0000","",""
JQCH-HANB13B-FB,"Surrey Russet Jacquard Fabric","0","0","0","0.0000","",""
JQCH-HANB13C-FB,"Surrey Aqua Jacquard Fabric","0","50","0","0.0000","",""
JQCH-HANB13D-FB,"Surrey Ivory Jacquard Fabric","0","0","0","0.0000","",""
JQCH-HANB1A-FB,"Copenhagen Taupe Jacquard with Organza Overlay Fabric","0","0","0","0.0000","",""
JQCH-HANB1B-FB,"Copenhagen Natural Jacquard with Organza Overlay Fabric","0","0","0","0.0000","",""
JQCH-HANB2-FB,"Safi Silver Jacquard Fabric","0","0","0","0.0000","",""
JQCH-HANB3A-FB,"Elsa Beige Jacquard Fabric","0","0","0","0.0000","",""
JQCH-HANB3B-FB,"Elsa Rouge Jacquard Fabric","0","0","0","0.0000","",""
JQCH-HANB4-FB,"Xena Jacquard Fabric","0","0","0","0.0000","",""
JQCH-HANB5A-FB,"Borneo Violet Jacquard Fabric","0","0","0","0.0000","",""
JQCH-HANB5B-FB,"Borneo Blue Jacquard Fabric","0","0","0","0.0000","",""
JQCH-HANB5C-FB,"Borneo Rust Jacquard Fabric","0","0","0","0.0000","",""
JQCH-HANB6-FB,"Dahl Multi Jacquard Fabric","0","0","0","0.0000","",""
JQCH-HANB7-FB,"Zeus Stone Jacquard Fabric","0","0","0","0.0000","",""
JQCH-HANB8-FB,"Athena Stone Jacquard Fabric","0","0","0","0.0000","",""
JQCH-HANB9-FB,"Flanders Multi Jacquard Fabric","0","0","0","0.0000","",""
LN-5000-FB,"Ivoire French Linen Fabric","0","0","0","0.0000","",""
LN-5100-FB,"Hemp French Linen Fabric","0","0","0","0.0000","",""
LN-5175-FB,"Truffle Brown French Linen Fabric","0","0","0","0.0000","",""
