SKU,UPC,Price,BaseCustomPrice
DS-CHX4-FB,"799418019208","60.0000","60.0000"
DS-D12012-108,"799665817343","259.0000","259.0000"
DS-D12012-120,"799665817336","269.0000","269.0000"
DS-D12012-84,"799665817312","229.0000","229.0000"
DS-D12012-96,"799665817329","249.0000","249.0000"
DS-D12012-FB,"799665817367","60.0000","60.0000"
DS-D22012-108,"799665818784","259.0000","213.0000"
DS-D22012-120,"799665818777","269.0000","269.0000"
DS-D22012-84,"799665818753","229.0000","215.0000"
DS-D22012-96,"799665818760","249.0000","249.0000"
DS-D22012-FB,"799665818807","60.0000","60.0000"
DS-D32012-108,"799665818609","279.0000","279.0000"
DS-D32012-120,"799665818593","289.0000","289.0000"
DS-D32012-84,"799665818579","249.0000","249.0000"
DS-D32012-96,"799665818586","269.0000","269.0000"
DS-D32012-FB,"799665818623","60.0000","60.0000"
DS-D42012-108,"799665817404","259.0000","259.0000"
DS-D42012-120,"799665817398","269.0000","269.0000"
DS-D42012-84,"799665817374","229.0000","229.0000"
DS-D42012-96,"799665817381","249.0000","249.0000"
DS-D42012-FB,"799665817428","60.0000","60.0000"
DS-DST2-108,"799665817527","259.0000","259.0000"
DS-DST2-120,"799665817510","269.0000","269.0000"
DS-DST2-84,"799665817497","229.0000","229.0000"
DS-DST2-96,"799665817503","249.0000","249.0000"
DS-DST2-FB,"799665817541","60.0000","60.0000"
DS-DST4-108,"799665817466","259.0000","259.0000"
DS-DST4-120,"799665817459","269.0000","269.0000"
DS-DST4-84,"799665817435","229.0000","229.0000"
DS-DST4-96,"799665817442","249.0000","249.0000"
DS-DST4-FB,"799665817480","60.0000","60.0000"
DS-DUPST1-108,"799665817169","259.0000","259.0000"
DS-DUPST1-120,"799665817152","269.0000","269.0000"
DS-DUPST1-84,"799665817138","229.0000","229.0000"
DS-DUPST1-96,"799665817145","249.0000","219.0000"
DS-DUPST1-FB,"799665817183","60.0000","60.0000"
DS-DXB20-108,"799665818180","279.0000","279.0000"
DS-DXB20-120,"799665818173","289.0000","289.0000"
DS-DXB20-84,"799665818159","249.0000","249.0000"
DS-DXB20-96,"799665818166","269.0000","269.0000"
DS-DXB20-FB,"799665818203","60.0000","60.0000"
DS-DXB66-108,"799665817824","279.0000","279.0000"
DS-DXB66-120,"799665817817","289.0000","289.0000"
DS-DXB66-84,"799665817794","249.0000","249.0000"
DS-DXB66-96,"799665817800","269.0000","269.0000"
DS-DXB66-FB,"799665817848","60.0000","60.0000"
DS-DXB69-108,"799665818241","269.0000","269.0000"
DS-DXB69-120,"799665818234","279.0000","279.0000"
DS-DXB69-84,"799665818210","239.0000","239.0000"
DS-DXB69-96,"799665818227","259.0000","259.0000"
DS-DXB69-FB,"799665818265","60.0000","60.0000"
DS-EFCH10A-108,"799665818906","259.0000","259.0000"
DS-EFCH10A-120,"799665818890","269.0000","269.0000"
DS-EFCH10A-84,"799665818876","220.0000","229.0000"
DS-EFCH10A-96,"799665818883","249.0000","249.0000"
DS-EFCH10A-FB,"799665818920","60.0000","60.0000"
DS-EFCH14-108,"799665818722","259.0000","259.0000"
DS-EFCH14-120,"799665818715","269.0000","269.0000"
DS-EFCH14-84,"799665818692","229.0000","229.0000"
DS-EFCH14-96,"799665818708","249.0000","249.0000"
DS-EFCH14-FB,"799665818746","60.0000","60.0000"
DS-EFCH38-108,"799665818661","259.0000","259.0000"
DS-EFCH38-120,"799665818654","269.0000","269.0000"
DS-EFCH38-84,"799665818630","229.0000","229.0000"
DS-EFCH38-96,"799665818647","249.0000","249.0000"
DS-EFCH38-FB,"799665818685","60.0000","60.0000"
DS-EMBS20131-108,"799665820862","269.0000","269.0000"
DS-EMBS20131-120,"799665820855","279.0000","279.0000"
DS-EMBS20131-84,"799665820831","239.0000","239.0000"
DS-EMBS20131-96,"799665820848","259.0000","259.0000"
DS-EMBS201310-108,"799665821586","309.0000","309.0000"
DS-EMBS201310-120,"799665821579","319.0000","319.0000"
DS-EMBS201310-84,"799665821555","279.0000","279.0000"
DS-EMBS201310-96,"799665821562","299.0000","299.0000"
DS-EMBS201311-108,"799665821661","309.0000","309.0000"
DS-EMBS201311-120,"799665821654","319.0000","319.0000"
DS-EMBS201311-84,"799665821630","279.0000","279.0000"
DS-EMBS201311-96,"799665821647","299.0000","299.0000"
DS-EMBS201312-108,"799665821746","329.0000","329.0000"
DS-EMBS201312-120,"799665821739","339.0000","339.0000"
DS-EMBS201312-84,"799665821715","299.0000","299.0000"
DS-EMBS201312-96,"799665821722","319.0000","319.0000"
DS-EMBS201313-108,"799665821821","319.0000","319.0000"
DS-EMBS201313-120,"799665821814","329.0000","329.0000"
DS-EMBS201313-84,"799665821791","289.0000","289.0000"
DS-EMBS201313-96,"799665821807","309.0000","309.0000"
DS-EMBS201314-108,"799665821906","319.0000","319.0000"
DS-EMBS201314-120,"799665821890","329.0000","329.0000"
DS-EMBS201314-84,"799665821876","289.0000","289.0000"
DS-EMBS201314-96,"799665821883","309.0000","309.0000"
DS-EMBS201315-108,"799665821982","319.0000","319.0000"
DS-EMBS201315-120,"799665821975","329.0000","329.0000"
DS-EMBS201315-84,"799665821951","289.0000","289.0000"
DS-EMBS201315-96,"799665821968","309.0000","309.0000"
DS-EMBS201316-108,"799665822064","369.0000","369.0000"
DS-EMBS201316-120,"799665822057","379.0000","379.0000"
DS-EMBS201316-84,"799665822033","339.0000","339.0000"
DS-EMBS201316-96,"799665822040","359.0000","359.0000"
DS-EMBS201317-108,"799665822149","319.0000","319.0000"
DS-EMBS201317-120,"799665822132","329.0000","329.0000"
DS-EMBS201317-84,"799665822118","289.0000","289.0000"
DS-EMBS201317-96,"799665822125","309.0000","309.0000"
DS-EMBS201318-108,"799665822224","319.0000","319.0000"
DS-EMBS201318-120,"799665822217","329.0000","329.0000"
DS-EMBS201318-84,"799665822194","289.0000","289.0000"
DS-EMBS201318-96,"799665822200","309.0000","309.0000"
DS-EMBS201319-108,"799665822309","329.0000","329.0000"
DS-EMBS201319-120,"799665822293","339.0000","339.0000"
DS-EMBS201319-84,"799665822279","299.0000","299.0000"
DS-EMBS201319-96,"799665822286","319.0000","319.0000"
DS-EMBS20132-108,"799665820947","289.0000","289.0000"
DS-EMBS20132-120,"799665820930","299.0000","299.0000"
DS-EMBS20132-84,"799665820916","259.0000","259.0000"
DS-EMBS20132-96,"799665820923","279.0000","279.0000"
DS-EMBS201320-108,"799665822385","319.0000","319.0000"
DS-EMBS201320-120,"799665822378","329.0000","329.0000"
DS-EMBS201320-84,"799665822354","289.0000","289.0000"
DS-EMBS201320-96,"799665822361","309.0000","309.0000"
DS-EMBS201321-108,"799665822460","319.0000","319.0000"
DS-EMBS201321-120,"799665822453","329.0000","329.0000"
DS-EMBS201321-84,"799665822439","289.0000","289.0000"
DS-EMBS201321-96,"799665822446","309.0000","309.0000"
DS-EMBS201322-108,"799665822545","319.0000","319.0000"
DS-EMBS201322-120,"799665822538","329.0000","329.0000"
DS-EMBS201322-84,"799665822514","289.0000","289.0000"
DS-EMBS201322-96,"799665822521","309.0000","309.0000"
DS-EMBS201323-108,"799665822620","319.0000","319.0000"
DS-EMBS201323-120,"799665822613","329.0000","329.0000"
DS-EMBS201323-84,"799665822590","289.0000","289.0000"
DS-EMBS201323-96,"799665822606","309.0000","309.0000"
DS-EMBS201324-108,"799665822705","319.0000","319.0000"
DS-EMBS201324-96,"799665822682","309.0000","309.0000"
DS-EMBS20133-108,"799665821029","289.0000","289.0000"
DS-EMBS20133-120,"799665821012","299.0000","299.0000"
DS-EMBS20133-84,"799665820992","259.0000","259.0000"
DS-EMBS20133-96,"799665821005","279.0000","279.0000"
DS-EMBS20134-108,"799665821104","285.0000","285.0000"
DS-EMBS20134-120,"799665821098","295.0000","295.0000"
DS-EMBS20134-84,"799665821074","255.0000","255.0000"
DS-EMBS20134-96,"799665821081","275.0000","275.0000"
DS-EMBS20135-108,"799665821180","305.0000","305.0000"
DS-EMBS20135-120,"799665821173","315.0000","315.0000"
DS-EMBS20135-84,"799665821159","275.0000","275.0000"
DS-EMBS20135-96,"799665821166","295.0000","295.0000"
DS-EMBS20136-108,"799665821265","305.0000","305.0000"
DS-EMBS20136-120,"799665821258","315.0000","315.0000"
DS-EMBS20136-84,"799665821234","275.0000","275.0000"
DS-EMBS20136-96,"799665821241","295.0000","295.0000"
DS-EMBS20137-108,"799665821340","309.0000","309.0000"
DS-EMBS20137-120,"799665821333","319.0000","319.0000"
DS-EMBS20137-84,"799665821319","279.0000","279.0000"
DS-EMBS20137-96,"799665821326","299.0000","299.0000"
DS-EMBS20138-108,"799665821425","309.0000","309.0000"
DS-EMBS20138-120,"799665821418","319.0000","319.0000"
DS-EMBS20138-84,"799665821395","279.0000","279.0000"
DS-EMBS20138-96,"799665821401","299.0000","299.0000"
DS-MDSTK2-108,"799665817886","279.0000","279.0000"
DS-MDSTK2-120,"799665817879","289.0000","289.0000"
DS-MDSTK2-84,"799665817855","249.0000","249.0000"
DS-MDSTK2-96,"799665817862","269.0000","269.0000"
DS-MDSTK2-FB,"799665817909","60.0000","60.0000"
DS-MDSTK5-108,"799665817282","259.0000","259.0000"
DS-MDSTK5-120,"799665817275","269.0000","269.0000"
DS-MDSTK5-84,"799665817251","229.0000","229.0000"
DS-MDSTK5-96,"799665817268","249.0000","249.0000"
DS-MDSTK5-FB,"799665817305","60.0000","60.0000"
DS-MSTK1-108,"799418019239","199.0000","199.0000"
DS-MSTK1-120,"799418019246","209.0000","209.0000"
DS-MSTK1-84,"799418019215","179.0000","179.0000"
DS-MSTK1-96,"799418019222","189.0000","189.0000"
DS-MSTK1-FB,"799418019277","45.0000","45.0000"
DS-MSTK4-108,"799665817107","279.0000","279.0000"
DS-MSTK4-120,"799665817091","289.0000","289.0000"
DS-MSTK4-84,"799665817077","249.0000","249.0000"
DS-MSTK4-96,"799665817084","269.0000","269.0000"
DS-MSTK4-FB,"799665817121","60.0000","60.0000"
DS-MSTK5-108,"799665818425","279.0000","279.0000"
DS-MSTK5-120,"799665818418","289.0000","289.0000"
DS-MSTK5-84,"799665818395","249.0000","249.0000"
DS-MSTK5-96,"799665818401","269.0000","269.0000"
DS-MSTK5-FB,"799665818449","60.0000","60.0000"
DS-PS001-108,"799418019307","229.0000","229.0000"
DS-PS001-84,"799418019284","199.0000","199.0000"
DS-PS001-96,"799418019291","219.0000","219.0000"
DS-PS001-FB,"799418019345","60.0000","60.0000"
DS-PS002-108,"799418019376","229.0000","229.0000"
DS-PS002-120,"799418019383","239.0000","239.0000"
DS-PS002-84,"799418019352","199.0000","199.0000"
DS-PS002-96,"799418019369","219.0000","219.0000"
DS-PS002-FB,"799418019413","60.0000","60.0000"
DS-PS003-108,"799418019444","229.0000","229.0000"
DS-PS003-120,"799418019451","239.0000","239.0000"
DS-PS003-84,"799418019420","199.0000","199.0000"
DS-PS003-96,"799418019437","219.0000","219.0000"
DS-PS003-FB,"799418019482","60.0000","60.0000"
DS-ROM-CAS,"799665813635","0.0000","0.0000"
DS-ROM-FSL,"799665813918","0.0000","0.0000"
DS-ROM-RLX,"799418019932","0.0000","0.0000"
DS-ROM-SFL,"799665813772","0.0000","0.0000"
DS-SDG6-108,"799665818487","279.0000","279.0000"
DS-SDG6-120,"799665818470","289.0000","289.0000"
DS-SDG6-84,"799665818456","249.0000","249.0000"
DS-SDG6-96,"799665818463","269.0000","269.0000"
DS-SDG6-FB,"799665818500","60.0000","60.0000"
DS-SLK02-108,"799418019512","279.0000","279.0000"
DS-SLK02-120,"799418019529","289.0000","289.0000"
DS-SLK02-84,"799418019499","249.0000","249.0000"
DS-SLK02-96,"799418019505","269.0000","269.0000"
DS-SLK02-FB,"799418019550","60.0000","60.0000"
DS-SLK136-108,"799665817947","279.0000","279.0000"
DS-SLK136-120,"799665817930","289.0000","289.0000"
DS-SLK136-84,"799665817916","249.0000","249.0000"
DS-SLK136-96,"799665817923","269.0000","269.0000"
DS-SLK136-FB,"799665817961","60.0000","60.0000"
DS-SLK196-108,"799418019727","279.0000","279.0000"
DS-SLK196-120,"799418019734","289.0000","289.0000"
DS-SLK196-84,"799418019703","249.0000","249.0000"
DS-SLK196-96,"799418019710","269.0000","269.0000"
DS-SLK196-FB,"799418019765","60.0000","60.0000"
DS-SLK33-108,"799418019024","259.0000","259.0000"
DS-SLK33-120,"799418019031","269.0000","269.0000"
DS-SLK33-84,"799418019000","229.0000","229.0000"
DS-SLK33-96,"799418019017","249.0000","249.0000"
DS-SLK33-FB,"799418019062","60.0000","60.0000"
DS-SLK50-FB,"799418019697","60.0000","60.0000"
DS-SLK83-108,"799418019581","279.0000","279.0000"
DS-SLK83-120,"799418019598","289.0000","289.0000"
DS-SLK83-84,"799418019567","249.0000","249.0000"
DS-SLK83-96,"799418019574","269.0000","269.0000"
DS-SLK83-FB,"799418019628","60.0000","60.0000"
DS-SSL28-108,"799665818067","279.0000","279.0000"
DS-SSL28-120,"799665818050","289.0000","289.0000"
DS-SSL28-84,"799665818036","249.0000","249.0000"
DS-SSL28-96,"799665818043","269.0000","269.0000"
DS-SSL28-FB,"799665818081","60.0000","60.0000"
DS-TF514-108,"799665818364","279.0000","279.0000"
DS-TF514-120,"799665818357","289.0000","289.0000"
DS-TF514-84,"799665818333","249.0000","249.0000"
DS-TF514-96,"799665818340","269.0000","269.0000"
DS-TF514-FB,"799665818388","60.0000","60.0000"
DS-TF708-108,"799665817220","279.0000","279.0000"
DS-TF708-120,"799665817213","289.0000","289.0000"
DS-TF708-84,"799665817190","229.0000","229.0000"
DS-TF708-96,"799665817206","269.0000","269.0000"
DS-TF708-FB,"799665817244","60.0000","60.0000"
DS-TF926-108,"799665817589","269.0000","269.0000"
DS-TF926-120,"799665817572","279.0000","279.0000"
DS-TF926-84,"799665817558","239.0000","239.0000"
DS-TF926-96,"799665817565","259.0000","259.0000"
DS-TF926-FB,"799665817602","60.0000","60.0000"
DS-TF940-108,"799665818302","279.0000","279.0000"
DS-TF940-120,"799665818296","289.0000","289.0000"
DS-TF940-84,"799665818272","249.0000","249.0000"
DS-TF940-96,"799665818289","269.0000","269.0000"
DS-TF940-FB,"799665818326","60.0000","60.0000"
DS-TF944-108,"799665818548","279.0000","279.0000"
DS-TF944-120,"799665818531","289.0000","289.0000"
DS-TF944-84,"799665818517","249.0000","249.0000"
DS-TF944-96,"799665818524","269.0000","269.0000"
DS-TF944-FB,"799665818562","60.0000","60.0000"
DS-TF959-108,"799665817701","259.0000","259.0000"
DS-TF959-120,"799665817695","269.0000","269.0000"
DS-TF959-84,"799665817671","229.0000","229.0000"
DS-TF959-96,"799665817688","249.0000","249.0000"
DS-TF959-FB,"799665817725","60.0000","60.0000"
DS-TFSN25-108,"799665817763","269.0000","269.0000"
DS-TFSN25-120,"799665817756","279.0000","279.0000"
DS-TFSN25-84,"799665817732","239.0000","239.0000"
DS-TFSN25-96,"799665817749","259.0000","259.0000"
DS-TFSN25-FB,"799665817787","60.0000","60.0000"
DS-TFSN30-108,"799665818128","279.0000","279.0000"
DS-TFSN30-120,"799665818111","289.0000","289.0000"
DS-TFSN30-84,"799665818098","249.0000","249.0000"
DS-TFSN30-96,"799665818104","269.0000","269.0000"
DS-TFSN30-FB,"799665818142","60.0000","60.0000"
DS-TFSN33-108,"799665818005","279.0000","279.0000"
DS-TFSN33-120,"799665817992","289.0000","289.0000"
DS-TFSN33-84,"799665817978","249.0000","249.0000"
DS-TFSN33-96,"799665817985","269.0000","269.0000"
DS-TFSN33-FB,"799665818029","60.0000","60.0000"
DS-TLT17-108,"799665818845","279.0000","279.0000"
DS-TLT17-120,"799665818838","289.0000","289.0000"
DS-TLT17-84,"799665818814","249.0000","249.0000"
DS-TLT17-96,"799665818821","269.0000","269.0000"
DS-TLT17-FB,"799665818869","60.0000","60.0000"
DS-TS001-108,"799418019796","259.0000","259.0000"
DS-TS001-120,"799418019802","269.0000","269.0000"
DS-TS001-84,"799418019772","229.0000","229.0000"
DS-TS001-96,"799418019789","249.0000","249.0000"
DS-TS001-FB,"799418019833","60.0000","60.0000"
DS-TS002-108,"799418019864","259.0000","259.0000"
DS-TS002-120,"799418019871","269.0000","269.0000"
DS-TS002-84,"799418019840","229.0000","229.0000"
DS-TS002-96,"799418019857","249.0000","249.0000"
DS-TS002-FB,"799418019901","60.0000","60.0000"
EFSCH-20134A-108,"799418015125","109.0000","109.0000"
EFSCH-20134A-120,"799418015132","119.0000","119.0000"
EFSCH-20134A-84,"799418015101","89.0000","89.0000"
EFSCH-20134A-96,"799418015118","99.0000","99.0000"
EFSCH-20134B-108,"799418015194","109.0000","109.0000"
EFSCH-20134B-120,"799418015200","119.0000","119.0000"
EFSCH-20134B-84,"799418015170","89.0000","89.0000"
EFSCH-20134B-96,"799418015187","99.0000","99.0000"
EFSCH-20134C-108,"799418015057","109.0000","109.0000"
EFSCH-20134C-120,"799418015064","119.0000","119.0000"
EFSCH-20134C-84,"799418015033","89.0000","89.0000"
EFSCH-20134C-96,"799418015040","99.0000","99.0000"
EFSCH-20134D1-108,"799418014777","129.0000","129.0000"
EFSCH-20134D1-120,"799418014784","139.0000","139.0000"
EFSCH-20134D1-84,"799418014753","109.0000","109.0000"
EFSCH-20134D1-96,"799418014760","119.0000","119.0000"
EFSCH-20134D2-108,"799418014845","129.0000","129.0000"
EFSCH-20134D2-120,"799418014852","139.0000","139.0000"
EFSCH-20134D2-84,"799418014821","109.0000","109.0000"
EFSCH-20134D2-96,"799418014838","119.0000","119.0000"
EFSCH-20134E1-120,"799418014920","139.0000","139.0000"
EFSCH-20134E1-84,"799418014890","109.0000","109.0000"
EFSCH-20134E1-96,"799418014906","119.0000","119.0000"
EFSCH-20134E2-108,"799418014982","129.0000","129.0000"
EFSCH-20134E2-120,"799418014999","139.0000","139.0000"
EFSCH-20134E2-84,"799418014968","109.0000","109.0000"
EFSCH-20134E2-96,"799418014975","119.0000","119.0000"
EFSCH-20134F1-108,"799418015262","129.0000","129.0000"
EFSCH-20134F1-120,"799418015279","139.0000","139.0000"
EFSCH-20134F1-84,"799418015248","109.0000","109.0000"
EFSCH-20134F1-96,"799418015255","119.0000","119.0000"
EFSCH-20134G1-108,"797734458497","129.0000","129.0000"
EFSCH-20134G1-120,"799418014715","139.0000","139.0000"
EFSCH-20134G1-84,"799418014685","89.0000","89.0000"
EFSCH-20134G1-96,"799418014692","119.0000","119.0000"
EFSCH-20136A-108,"799418015330","139.0000","139.0000"
EFSCH-20136A-120,"799418015347","149.0000","149.0000"
EFSCH-20136A-84,"799418015316","119.0000","119.0000"
EFSCH-20136A-96,"799418015323","129.0000","129.0000"
EFSCH-20136B-108,"799418015408","139.0000","139.0000"
EFSCH-20136B-120,"799418015415","149.0000","149.0000"
EFSCH-20136B-63,"799418015438","149.0000","149.0000"
EFSCH-20136B-84,"799418015385","5.0000","2.0000"
EFSCH-20136B-96,"799418015392","5.0000","2.0000"
EFSCH-AL450C1-108,"799418014630","119.0000","119.0000"
EFSCH-AL450C1-120,"799418014647","129.0000","129.0000"
EFSCH-AL450C1-84,"799418014616","0.0000","0.0000"
EFSCH-AL450C1-96,"799418014623","109.0000","109.0000"
EFSCH-AL450C2,"799418018959","189.0000","189.0000"
EFSCH-AL450C2-108,"799418014494","119.0000","119.0000"
EFSCH-AL450C2-120,"799418014500","129.0000","129.0000"
EFSCH-AL450C2-84,"799418014470","79.0000","79.0000"
EFSCH-AL450C2-96,"799418014487","109.0000","109.0000"
EFSCH-AL450C3-108,"799418014562","119.0000","119.0000"
EFSCH-AL450C3-120,"799418014579","129.0000","129.0000"
EFSCH-AL450C3-84,"799418014548","79.0000","79.0000"
EFSCH-AL450C3-96,"799418014555","109.0000","109.0000"
EFSCH-AL450C4-108,"799418014425","119.0000","119.0000"
EFSCH-AL450C4-120,"799418014432","129.0000","129.0000"
EFSCH-AL450C4-84,"799418014401","79.0000","79.0000"
EFSCH-AL450C4-96,"799418014418","109.0000","109.0000"
EFSCH-PLK850C1-108,"799418014074","139.0000","139.0000"
EFSCH-PLK850C1-120,"799418014081","149.0000","149.0000"
EFSCH-PLK850C1-84,"799418014050","129.0000","129.0000"
EFSCH-PLK850C1-96,"799418014067","129.0000","129.0000"
EFSCH-PLK850C2-108,"799418014142","139.0000","139.0000"
EFSCH-PLK850C2-120,"799418014159","149.0000","149.0000"
EFSCH-PLK850C2-84,"799418014128","129.0000","129.0000"
EFSCH-PLK850C2-96,"799418014135","129.0000","129.0000"
EFSCH-PLK850C3-108,"799418014210","139.0000","139.0000"
EFSCH-PLK850C3-120,"799418014227","149.0000","149.0000"
EFSCH-PLK850C3-84,"799418014197","129.0000","129.0000"
EFSCH-PLK850C3-96,"799418014203","129.0000","129.0000"
EFSCH-PLK850C4-108,"799418014289","139.0000","139.0000"
EFSCH-PLK850C4-120,"799418014296","149.0000","149.0000"
EFSCH-PLK850C4-84,"799418014265","119.0000","119.0000"
EFSCH-PLK850C4-96,"799418014272","129.0000","129.0000"
EFSCH-PLK850C5-108,"799418014357","139.0000","139.0000"
EFSCH-PLK850C5-120,"799418014364","149.0000","149.0000"
EFSCH-PLK850C5-84,"799418014333","119.0000","119.0000"
EFSCH-PLK850C5-96,"799418014340","129.0000","129.0000"
FHLCH-314043-108,"799665832742","89.0000","89.0000"
FHLCH-314043-120,"799665832759","99.0000","99.0000"
FHLCH-314043-84,"799665832728","69.0000","69.0000"
FHLCH-314043-96,"799665832735","79.0000","79.0000"
FHLCH-314044-108,"799665832803","89.0000","89.0000"
FHLCH-314044-120,"799665832810","99.0000","99.0000"
FHLCH-314044-84,"799665832780","69.0000","69.0000"
FHLCH-314044-96,"799665832797","79.0000","79.0000"
FHLCH-314047-108,"799665832865","89.0000","89.0000"
FHLCH-314047-120,"799665832872","99.0000","99.0000"
FHLCH-314047-84,"799665832841","69.0000","69.0000"
FHLCH-314047-96,"799665832858","79.0000","79.0000"
FHLCH-314048-108,"799665833404","89.0000","89.0000"
FHLCH-314048-120,"799665833411","99.0000","99.0000"
FHLCH-314048-84,"799665833381","69.0000","69.0000"
FHLCH-314048-96,"799665833398","79.0000","79.0000"
FHLCH-314052-108,"799665832926","89.0000","89.0000"
FHLCH-314052-120,"799665832933","99.0000","99.0000"
FHLCH-314052-84,"799665832902","69.0000","69.0000"
FHLCH-314052-96,"799665832919","79.0000","79.0000"
FHLCH-314053-108,"799665832988","89.0000","89.0000"
FHLCH-314053-120,"799665832995","99.0000","99.0000"
FHLCH-314053-84,"799665832964","69.0000","69.0000"
FHLCH-314053-96,"799665832971","79.0000","79.0000"
FHLCH-314055-108,"799665833046","89.0000","89.0000"
FHLCH-314055-120,"799665833053","99.0000","99.0000"
FHLCH-314055-84,"799665833022","69.0000","69.0000"
FHLCH-314055-96,"799665833039","79.0000","79.0000"
FHLCH-416016-108,"799665833107","89.0000","89.0000"
FHLCH-416016-120,"799665833114","99.0000","99.0000"
FHLCH-416016-84,"799665833084","69.0000","69.0000"
FHLCH-416016-96,"799665833091","79.0000","79.0000"
FHLCH-416017-108,"799665833169","89.0000","89.0000"
FHLCH-416017-120,"799665833176","99.0000","99.0000"
FHLCH-416017-84,"799665833145","69.0000","69.0000"
FHLCH-416017-96,"799665833152","79.0000","79.0000"
FHLCH-416018-108,"799665833220","89.0000","89.0000"
FHLCH-416018-120,"799665833237","99.0000","99.0000"
FHLCH-416018-84,"799665833206","69.0000","69.0000"
FHLCH-416018-96,"799665833213","79.0000","79.0000"
FHLCH-416019-108,"799665833282","89.0000","89.0000"
FHLCH-416019-120,"799665833299","99.0000","99.0000"
FHLCH-416019-84,"799665833268","69.0000","69.0000"
FHLCH-416019-96,"799665833275","79.0000","79.0000"
FHLCH-416020-108,"799665833343","89.0000","89.0000"
FHLCH-416020-120,"799665833350","99.0000","99.0000"
FHLCH-416020-84,"799665833329","69.0000","69.0000"
FHLCH-416020-96,"799665833336","79.0000","79.0000"
FHLCH-YL3008-108,"799665828929","69.0000","69.0000"
FHLCH-YL3008-120,"799665828912","74.0000","74.0000"
FHLCH-YL3008-84,"799665828899","59.0000","59.0000"
FHLCH-YL3008-96,"799665828905","64.0000","64.0000"
FHLCH-YL3010B-108,"799665829001","69.0000","69.0000"
FHLCH-YL3010B-120,"799665828998","0.0000","0.0000"
FHLCH-YL3010B-84,"799665828974","59.0000","59.0000"
FHLCH-YL3010B-96,"799665828981","64.0000","64.0000"
FHLCH-YL3012-108,"799665828844","69.0000","69.0000"
FHLCH-YL3012-120,"799665828837","0.0000","0.0000"
FHLCH-YL3012-84,"799665828813","59.0000","59.0000"
FHLCH-YL3012-96,"799665828820","64.0000","64.0000"
FHLCH-YL3022-108,"799665828769","69.0000","69.0000"
FHLCH-YL3022-120,"799665828752","0.0000","0.0000"
FHLCH-YL3022-84,"799665828738","59.0000","59.0000"
FHLCH-YL3022-96,"799665828745","64.0000","64.0000"
FHLCH-YL5003-108,"799665829087","69.0000","69.0000"
FHLCH-YL5003-120,"799665829070","0.0000","0.0000"
FHLCH-YL5003-84,"799665829056","59.0000","59.0000"
FHLCH-YL5003-96,"799665829063","64.0000","64.0000"
FHLCH-YL7176203-108,"799665828684","69.0000","69.0000"
FHLCH-YL7176203-120,"799665828677","74.0000","74.0000"
FHLCH-YL7176203-84,"799665828653","59.0000","59.0000"
FHLCH-YL7176203-96,"799665828660","64.0000","64.0000"
FHLCH-YL7176209-108,"799665830137","69.0000","69.0000"
FHLCH-YL7176209-120,"799665830120","74.0000","74.0000"
FHLCH-YL7176209-84,"799665830106","59.0000","59.0000"
FHLCH-YL7176209-96,"799665830113","64.0000","64.0000"
FHLCH-YL7176217-108,"799665830052","69.0000","69.0000"
FHLCH-YL7176217-120,"799665830045","74.0000","74.0000"
FHLCH-YL7176217-84,"799665830021","59.0000","59.0000"
FHLCH-YL7176217-96,"799665830038","64.0000","64.0000"
FHLCH-YL7178103-108,"799665828608","69.0000","69.0000"
FHLCH-YL7178103-120,"799665828592","74.0000","74.0000"
FHLCH-YL7178103-84,"799665828578","59.0000","59.0000"
FHLCH-YL7178103-96,"799665828585","64.0000","64.0000"
FHLCH-YL7178109-108,"799665828523","69.0000","69.0000"
FHLCH-YL7178109-120,"799665828516","74.0000","74.0000"
FHLCH-YL7178109-84,"799665828493","59.0000","59.0000"
FHLCH-YL7178109-96,"799665828509","64.0000","64.0000"
FHLCH-YL7178117-108,"799665828448","69.0000","69.0000"
FHLCH-YL7178117-120,"799665828431","74.0000","74.0000"
FHLCH-YL7178117-84,"799665828417","59.0000","59.0000"
FHLCH-YL7178117-96,"799665828424","64.0000","64.0000"
HDW-AB-2018-22,"799418020525","21.9900","21.9900"
HDW-AB-2018-22-WP-4,"","199.0000","199.0000"
HDW-AB-2018-22-WP-6,"799418020907","239.0000","239.0000"
HDW-AB-2018-22-WP-8,"799418020853","279.0000","279.0000"
HDW-AB-2031-22-WP-4,"","199.0000","199.0000"
HDW-AB-2031-22-WP-6,"799418020808","239.0000","239.0000"
HDW-AB-2031-22-WP-8,"799418020754","279.0000","279.0000"
HDW-AB-2040-22,"799418020501","21.9900","21.9900"
HDW-AB-2041-22,"799418020426","14.9900","14.9900"
HDW-AB-3032-22,"799418020297","0.0000","0.0000"
HDW-AB-3046-22,"799418020556","22.9900","22.9900"
HDW-AB-3049-22,"799418020648","88.0000","29.9900"
HDW-AB-3058-22,"799418020679","29.9900","29.9900"
HDW-AB-3537-22-WP-4,"","199.0000","199.0000"
HDW-AB-3537-22-WP-6,"799418021300","239.0000","239.0000"
HDW-AB-3537-22-WP-8,"799418021256","279.0000","279.0000"
HDW-AB-3588-22,"799418020372","19.9900","19.9900"
HDW-AB-3639-22,"799418020358","14.9900","14.9900"
HDW-AB-3714-22-WP-4,"","199.0000","199.0000"
HDW-AB-3714-22-WP-6,"799418021102","239.0000","239.0000"
