SKU,SalePrice,BaseCustomPrice,DisplayOrder,Weight,Discontinue
JQCH-HANB9-96,"139.0000","139.0000","2","6.00","No"
JQCH-HANB9-CUS,"0.0000","0.0000","5","0.00","No"
JQCH-HANB9-SW,"0.9900","0.0000","999","0.05","No"
JQCH-ROM,"0.0000","0.0000","999","0.00","No"
JQCH-ROM-CAS,"0.0000","0.0000","1","2.40","No"
JQCH-ROM-FSL,"0.0000","0.0000","3","2.40","No"
JQCH-ROM-RLX,"0.0000","0.0000","4","2.40","No"
JQCH-ROM-SFL,"0.0000","0.0000","2","2.40","No"
LN-5000,"129.0000","0.0000","1","5.00","No"
LN-5000-108,"159.0000","159.0000","2","6.00","No"
LN-5000-120,"174.0000","174.0000","2","6.00","No"
LN-5000-84,"129.0000","129.0000","1","5.00","No"
LN-5000-96,"144.0000","144.0000","2","5.00","No"
LN-5000-CUS,"0.0000","0.0000","5","2.40","No"
LN-5000-SW,"0.9900","0.0000","999","0.05","No"
LN-5100,"129.0000","0.0000","2","5.00","No"
LN-5100-108,"159.0000","159.0000","2","6.00","No"
LN-5100-120,"174.0000","174.0000","2","6.00","No"
LN-5100-84,"129.0000","129.0000","1","5.00","No"
LN-5100-96,"144.0000","144.0000","2","5.00","No"
LN-5100-CUS,"0.0000","0.0000","5","2.40","No"
LN-5100-SW,"0.9900","0.0000","999","0.05","No"
LN-5175,"129.0000","0.0000","4","5.00","No"
LN-5175-108,"159.0000","159.0000","2","6.00","No"
LN-5175-120,"174.0000","174.0000","2","6.00","No"
LN-5175-84,"129.0000","129.0000","1","5.00","No"
LN-5175-96,"144.0000","144.0000","2","5.00","No"
LN-5175-CUS,"0.0000","0.0000","5","2.40","No"
LN-5175-SW,"0.9900","0.0000","999","0.05","No"
LN-5176,"129.0000","0.0000","0","5.00","No"
LN-5176-108,"159.0000","159.0000","2","6.00","No"
LN-5176-120,"174.0000","174.0000","2","6.00","No"
LN-5176-84,"129.0000","129.0000","1","5.00","No"
LN-5176-96,"144.0000","144.0000","2","5.00","No"
LN-5176-CUS,"0.0000","0.0000","5","2.40","No"
LN-5176-SW,"0.9900","0.0000","999","0.05","No"
LN-5177,"129.0000","0.0000","5","5.00","No"
LN-5177-108,"159.0000","159.0000","2","6.00","No"
LN-5177-120,"174.0000","174.0000","2","6.00","No"
LN-5177-84,"129.0000","129.0000","1","5.00","No"
LN-5177-96,"144.0000","144.0000","2","5.00","No"
LN-5177-CUS,"0.0000","0.0000","5","2.40","No"
LN-5177-SW,"0.9900","0.0000","999","0.05","No"
LN-5178,"129.0000","0.0000","7","5.00","No"
LN-5178-108,"159.0000","159.0000","2","6.00","No"
LN-5178-120,"174.0000","174.0000","2","6.00","No"
LN-5178-84,"129.0000","129.0000","1","5.00","No"
LN-5178-96,"144.0000","144.0000","2","5.00","No"
LN-5178-CUS,"0.0000","0.0000","5","2.40","No"
LN-5178-SW,"0.9900","0.0000","999","0.05","No"
LN-5179,"129.0000","0.0000","3","5.00","No"
LN-5179-108,"159.0000","159.0000","2","6.00","No"
LN-5179-120,"174.0000","174.0000","2","6.00","No"
LN-5179-84,"129.0000","129.0000","1","5.00","No"
LN-5179-96,"144.0000","144.0000","2","5.00","No"
LN-5179-CUS,"0.0000","0.0000","5","2.40","No"
LN-5179-SW,"0.9900","0.0000","999","0.05","No"
LN-5520,"129.0000","0.0000","6","5.00","No"
LN-5520-108,"159.0000","159.0000","2","6.00","No"
LN-5520-120,"174.0000","174.0000","2","6.00","No"
LN-5520-84,"129.0000","129.0000","1","5.00","No"
LN-5520-96,"144.0000","144.0000","2","5.00","No"
LN-5520-CUS,"0.0000","0.0000","5","2.40","No"
LN-5520-SW,"0.9900","0.0000","999","0.05","No"
LN-ROM,"0.0000","0.0000","999","0.00","No"
LN-ROM-CAS,"0.0000","0.0000","1","2.40","No"
LN-ROM-FSL,"0.0000","0.0000","3","2.40","No"
LN-ROM-RLX,"0.0000","0.0000","4","2.40","No"
LN-ROM-SFL,"0.0000","0.0000","2","2.40","No"
PDCH-HANB08,"108.0000","0.0000","999","5.00","No"
PDCH-HANB08-108,"128.0000","128.0000","2","6.00","No"
PDCH-HANB08-120,"138.0000","138.0000","2","6.00","No"
PDCH-HANB08-84,"108.0000","108.0000","1","5.00","No"
PDCH-HANB08-96,"118.0000","118.0000","2","5.00","No"
PDCH-HANB08-CUS,"0.0000","0.0000","5","2.40","No"
PDCH-HANB08-SW,"0.9900","0.0000","999","0.05","No"
PDCH-HANB10,"108.0000","0.0000","999","5.00","No"
PDCH-HANB10-108,"128.0000","128.0000","2","6.00","No"
PDCH-HANB10-120,"138.0000","138.0000","2","6.00","No"
PDCH-HANB10-84,"108.0000","108.0000","1","5.00","No"
PDCH-HANB10-96,"118.0000","118.0000","2","5.00","No"
PDCH-HANB10-CUS,"0.0000","0.0000","5","2.40","No"
PDCH-HANB10-SW,"0.9900","0.0000","999","0.05","No"
PDCH-HANB23,"108.0000","0.0000","999","5.00","No"
PDCH-HANB23-108,"128.0000","128.0000","2","6.00","No"
PDCH-HANB23-120,"138.0000","138.0000","2","6.00","No"
PDCH-HANB23-84,"108.0000","108.0000","1","5.00","No"
PDCH-HANB23-96,"118.0000","118.0000","2","5.00","No"
PDCH-HANB23-CUS,"0.0000","0.0000","5","2.40","No"
PDCH-HANB23-SW,"0.9900","0.0000","999","0.05","No"
PDCH-HANB35,"108.0000","0.0000","999","5.00","No"
PDCH-HANB35-108,"128.0000","128.0000","2","6.00","No"
PDCH-HANB35-120,"138.0000","138.0000","2","6.00","No"
PDCH-HANB35-84,"108.0000","108.0000","1","5.00","No"
PDCH-HANB35-96,"118.0000","118.0000","2","5.00","No"
PDCH-HANB35-CUS,"0.0000","0.0000","5","2.40","No"
PDCH-HANB35-SW,"0.9900","0.0000","999","0.05","No"
PDCH-HANB44,"108.0000","0.0000","999","5.00","No"
PDCH-HANB44-108,"128.0000","128.0000","2","6.00","No"
PDCH-HANB44-120,"138.0000","138.0000","2","6.00","No"
PDCH-HANB44-84,"108.0000","108.0000","1","5.00","No"
PDCH-HANB44-96,"118.0000","118.0000","2","5.00","No"
PDCH-HANB44-CUS,"0.0000","0.0000","5","2.40","No"
PDCH-HANB44-SW,"0.9900","0.0000","999","0.05","No"
PDCH-HANB46,"108.0000","0.0000","999","5.00","No"
PDCH-HANB46-108,"128.0000","128.0000","2","6.00","No"
PDCH-HANB46-120,"138.0000","138.0000","2","6.00","No"
PDCH-HANB46-84,"108.0000","108.0000","1","5.00","No"
PDCH-HANB46-96,"118.0000","118.0000","2","5.00","No"
PDCH-HANB46-CUS,"0.0000","0.0000","5","2.40","No"
PDCH-HANB46-SW,"0.9900","0.0000","999","0.05","No"
PDCH-HANB52,"108.0000","0.0000","999","5.00","No"
PDCH-HANB52-108,"128.0000","128.0000","2","6.00","No"
PDCH-HANB52-120,"138.0000","138.0000","2","6.00","No"
PDCH-HANB52-84,"108.0000","108.0000","1","5.00","No"
PDCH-HANB52-96,"118.0000","118.0000","2","5.00","No"
PDCH-HANB52-CUS,"0.0000","0.0000","5","2.40","No"
PDCH-HANB52-SW,"0.9900","0.0000","999","0.05","No"
PDCH-HANB56,"108.0000","0.0000","999","5.00","No"
PDCH-HANB56-108,"128.0000","128.0000","2","6.00","No"
PDCH-HANB56-120,"138.0000","138.0000","2","6.00","No"
PDCH-HANB56-84,"108.0000","108.0000","1","5.00","No"
PDCH-HANB56-96,"118.0000","118.0000","2","5.00","No"
PDCH-HANB56-CUS,"0.0000","0.0000","5","2.40","No"
PDCH-HANB56-SW,"0.9900","0.0000","999","0.05","No"
PDCH-HANB57,"108.0000","0.0000","999","5.00","No"
PDCH-HANB57-108,"128.0000","128.0000","2","6.00","No"
PDCH-HANB57-120,"138.0000","138.0000","2","6.00","No"
PDCH-HANB57-84,"108.0000","108.0000","1","5.00","No"
PDCH-HANB57-96,"118.0000","118.0000","2","5.00","No"
PDCH-HANB57-CUS,"0.0000","0.0000","5","2.40","No"
PDCH-HANB57-SW,"0.9900","0.0000","999","0.05","No"
PDCH-HANB60,"108.0000","0.0000","999","5.00","No"
PDCH-HANB60-108,"128.0000","128.0000","2","6.00","No"
PDCH-HANB60-120,"138.0000","138.0000","2","6.00","No"
PDCH-HANB60-84,"108.0000","108.0000","1","5.00","No"
PDCH-HANB60-96,"118.0000","118.0000","2","5.00","No"
PDCH-HANB60-CUS,"0.0000","0.0000","5","2.40","No"
PDCH-HANB60-SW,"0.9900","0.0000","999","0.05","No"
PDCH-HANB80,"108.0000","0.0000","999","5.00","No"
PDCH-HANB80-108,"128.0000","128.0000","2","6.00","No"
PDCH-HANB80-120,"138.0000","138.0000","2","6.00","No"
PDCH-HANB80-84,"108.0000","108.0000","1","5.00","No"
PDCH-HANB80-96,"118.0000","118.0000","2","5.00","No"
PDCH-HANB80-CUS,"0.0000","0.0000","5","2.40","No"
PDCH-HANB80-SW,"0.9900","0.0000","999","0.05","No"
PDCH-HANB81,"108.0000","0.0000","0","5.00","No"
PDCH-HANB81-108,"128.0000","128.0000","2","6.00","No"
PDCH-HANB81-120,"138.0000","138.0000","2","6.00","No"
PDCH-HANB81-84,"108.0000","108.0000","1","5.00","No"
PDCH-HANB81-96,"118.0000","118.0000","2","5.00","No"
PDCH-HANB81-CUS,"0.0000","0.0000","5","2.40","No"
PDCH-HANB81-SW,"0.9900","0.0000","999","0.05","No"
PDCH-HANB83,"108.0000","0.0000","999","5.00","No"
PDCH-HANB83-108,"128.0000","128.0000","2","6.00","No"
PDCH-HANB83-120,"138.0000","138.0000","2","6.00","No"
PDCH-HANB83-84,"108.0000","108.0000","1","5.00","No"
PDCH-HANB83-96,"118.0000","118.0000","2","5.00","No"
PDCH-HANB83-CUS,"0.0000","0.0000","5","2.40","No"
PDCH-HANB83-SW,"0.9900","0.0000","999","0.05","No"
PDCH-HANB85,"108.0000","0.0000","999","5.00","No"
PDCH-HANB85-108,"128.0000","128.0000","2","6.00","No"
PDCH-HANB85-120,"138.0000","138.0000","2","6.00","No"
PDCH-HANB85-84,"108.0000","108.0000","1","5.00","No"
PDCH-HANB85-96,"118.0000","118.0000","2","5.00","No"
PDCH-HANB85-CUS,"0.0000","0.0000","5","2.40","No"
PDCH-HANB85-SW,"0.9900","0.0000","999","0.05","No"
PDCH-KBS1,"79.0000","0.0000","999","5.00","No"
PDCH-KBS1-108,"99.0000","99.0000","2","6.00","No"
PDCH-KBS1-120,"109.0000","109.0000","2","6.00","No"
PDCH-KBS1-84,"79.0000","79.0000","1","5.00","No"
PDCH-KBS1-96,"89.0000","89.0000","2","5.00","No"
PDCH-KBS1-CUS,"0.0000","0.0000","5","2.40","No"
PDCH-KBS1-SW,"0.9900","0.0000","999","0.05","No"
PDCH-KBS10,"59.0000","0.0000","0","10.00","No"
PDCH-KBS10-96,"0.0000","0.0000","1","0.00","No"
PDCH-KBS11,"79.0000","0.0000","999","5.00","No"
PDCH-KBS11-108,"99.0000","99.0000","2","6.00","No"
PDCH-KBS11-120,"109.0000","109.0000","2","6.00","No"
PDCH-KBS11-84,"79.0000","79.0000","1","5.00","No"
PDCH-KBS11-96,"89.0000","89.0000","2","5.00","No"
PDCH-KBS11-CUS,"0.0000","0.0000","5","2.40","No"
PDCH-KBS11-SW,"0.9900","0.0000","999","0.05","No"
PDCH-KBS14,"79.0000","0.0000","999","5.00","No"
PDCH-KBS14-108,"99.0000","99.0000","2","6.00","No"
PDCH-KBS14-120,"109.0000","109.0000","2","6.00","No"
PDCH-KBS14-84,"79.0000","79.0000","1","5.00","No"
PDCH-KBS14-96,"89.0000","89.0000","2","5.00","No"
PDCH-KBS14-CUS,"0.0000","0.0000","5","2.40","No"
PDCH-KBS14-SW,"0.9900","0.0000","999","0.05","No"
PDCH-KBS15,"79.0000","0.0000","999","5.00","No"
PDCH-KBS15-108,"99.0000","99.0000","2","6.00","No"
PDCH-KBS15-120,"109.0000","109.0000","2","6.00","No"
PDCH-KBS15-84,"79.0000","79.0000","1","5.00","No"
PDCH-KBS15-96,"89.0000","89.0000","2","5.00","No"
PDCH-KBS15-CUS,"0.0000","0.0000","5","2.40","No"
PDCH-KBS15-SW,"0.9900","0.0000","999","0.05","No"
PDCH-KBS16,"79.0000","0.0000","999","5.00","No"
PDCH-KBS16-108,"99.0000","99.0000","2","6.00","No"
PDCH-KBS16-120,"109.0000","109.0000","2","6.00","No"
PDCH-KBS16-84,"79.0000","79.0000","1","5.00","No"
PDCH-KBS16-96,"89.0000","89.0000","2","5.00","No"
PDCH-KBS16-CUS,"0.0000","0.0000","5","2.40","No"
PDCH-KBS17,"69.0000","0.0000","0","10.00","No"
PDCH-KBS17-108,"25.0000","25.0000","3","0.00","No"
PDCH-KBS17-120,"35.0000","35.0000","4","0.00","No"
PDCH-KBS17-84,"0.0000","0.0000","1","0.00","No"
PDCH-KBS17-96,"15.0000","15.0000","2","0.00","No"
PDCH-KBS18,"79.0000","0.0000","0","0.00","No"
PDCH-KBS18,"79.0000","0.0000","999","5.00","No"
PDCH-KBS18-108,"99.0000","99.0000","2","6.00","No"
PDCH-KBS18-120,"109.0000","109.0000","2","6.00","No"
PDCH-KBS18-84,"79.0000","79.0000","1","5.00","No"
PDCH-KBS18-96,"0.0000","0.0000","1","5.00","No"
PDCH-KBS18-96,"89.0000","89.0000","2","5.00","No"
PDCH-KBS18-CUS,"0.0000","0.0000","5","2.40","No"
PDCH-KBS18-SW,"0.9900","0.0000","999","0.05","No"
PDCH-KBS2,"69.0000","0.0000","0","0.00","No"
PDCH-KBS2,"79.0000","0.0000","999","5.00","No"
PDCH-KBS2-108,"99.0000","99.0000","2","6.00","No"
PDCH-KBS2-120,"109.0000","109.0000","2","6.00","No"
PDCH-KBS2-84,"79.0000","79.0000","1","5.00","No"
PDCH-KBS2-96,"89.0000","89.0000","2","5.00","No"
PDCH-KBS2-CUS,"0.0000","0.0000","5","2.40","No"
PDCH-KBS2-SW,"0.9900","0.0000","999","0.05","No"
PDCH-KBS3,"79.0000","0.0000","0","5.00","No"
PDCH-KBS3-108,"99.0000","99.0000","2","6.00","No"
PDCH-KBS3-120,"109.0000","109.0000","2","6.00","No"
PDCH-KBS3-84,"79.0000","79.0000","1","5.00","No"
PDCH-KBS3-96,"89.0000","89.0000","2","5.00","No"
PDCH-KBS3-CUS,"0.0000","0.0000","5","2.40","No"
PDCH-KBS3-SW,"0.9900","0.0000","999","0.05","No"
PDCH-KBS5,"79.0000","0.0000","0","5.00","No"
PDCH-KBS5-108,"99.0000","99.0000","2","6.00","No"
PDCH-KBS5-120,"109.0000","109.0000","2","6.00","No"
PDCH-KBS5-84,"79.0000","79.0000","1","5.00","No"
PDCH-KBS5-96,"89.0000","89.0000","2","5.00","No"
PDCH-KBS5-CUS,"0.0000","0.0000","5","2.40","No"
PDCH-KBS5-SW,"0.9900","0.0000","999","0.05","No"
PDCH-KBS6,"79.0000","0.0000","0","5.00","No"
PDCH-KBS6-108,"99.0000","99.0000","2","6.00","No"
PDCH-KBS6-120,"109.0000","109.0000","2","6.00","No"
PDCH-KBS6-84,"79.0000","79.0000","1","5.00","No"
PDCH-KBS6-96,"89.0000","89.0000","2","5.00","No"
PDCH-KBS6-CUS,"0.0000","0.0000","5","2.40","No"
PDCH-KBS6-FB,"15.0000","15.0000","1","1.00","No"
PDCH-KBS6-SW,"0.9900","0.0000","999","0.05","No"
PDCH-KBS7,"79.0000","0.0000","999","5.00","No"
PDCH-KBS7-108,"99.0000","99.0000","2","6.00","No"
PDCH-KBS7-120,"109.0000","109.0000","2","6.00","No"
PDCH-KBS7-84,"79.0000","79.0000","1","5.00","No"
PDCH-KBS7-96,"89.0000","89.0000","2","5.00","No"
PDCH-KBS7-CUS,"0.0000","0.0000","5","2.40","No"
PDCH-KBS7-SW,"0.9900","0.0000","999","0.05","No"
PDCH-KBS8,"79.0000","0.0000","999","5.00","No"
PDCH-KBS8-108,"99.0000","99.0000","2","6.00","No"
PDCH-KBS8-120,"109.0000","109.0000","2","6.00","No"
PDCH-KBS8-84,"79.0000","79.0000","1","5.00","No"
PDCH-KBS8-96,"89.0000","89.0000","2","5.00","No"
PDCH-KBS8-CUS,"0.0000","0.0000","5","2.40","No"
PDCH-KBS8-SW,"0.9900","0.0000","999","0.05","No"
PDCH-KBS9,"79.0000","0.0000","999","5.00","No"
PDCH-KBS9-108,"99.0000","99.0000","2","6.00","No"
PDCH-KBS9-120,"109.0000","109.0000","2","6.00","No"
PDCH-KBS9-84,"79.0000","79.0000","1","5.00","No"
PDCH-KBS9-96,"89.0000","89.0000","2","5.00","No"
PDCH-KBS9-CUS,"0.0000","0.0000","5","2.40","No"
PDCH-KBS9-SW,"0.9900","0.0000","999","0.05","No"
PDCH-ROM,"0.0000","0.0000","999","0.00","No"
PDCH-ROM-CAS,"0.0000","0.0000","1","2.40","No"
PDCH-ROM-FSL,"0.0000","0.0000","3","2.40","No"
PDCH-ROM-RLX,"0.0000","0.0000","4","2.40","No"
PDCH-ROM-SFL,"0.0000","0.0000","2","2.40","No"
PRTW-D01,"99.0000","0.0000","24","6.00","No"
PRTW-D01-108,"129.0000","129.0000","2","7.00","No"
PRTW-D01-120,"139.0000","139.0000","2","8.00","No"
PRTW-D01-84,"99.0000","99.0000","1","6.00","No"
PRTW-D01-96,"119.0000","119.0000","2","7.00","No"
PRTW-D01-CUS,"0.0000","0.0000","5","2.40","No"
PRTW-D01-SW,"0.9900","0.0000","999","0.05","No"
PRTW-D02,"99.0000","0.0000","7","6.00","No"
PRTW-D02,"198.9900","0.0000","","0.00","No"
PRTW-D02-108,"129.0000","129.0000","2","7.00","No"
PRTW-D02-108,"238.9900","238.9900","3","7.00","No"
PRTW-D02-120,"139.0000","139.0000","2","8.00","No"
PRTW-D02-120,"258.9900","258.9900","4","8.00","No"
PRTW-D02-84,"99.0000","99.0000","1","6.00","No"
PRTW-D02-84,"198.9900","198.9900","1","6.00","No"
PRTW-D02-96,"119.0000","119.0000","2","7.00","No"
PRTW-D02-96,"218.9900","218.9900","2","7.00","No"
PRTW-D02-CUS,"0.0000","0.0000","5","2.40","No"
PRTW-D02-SW,"0.9900","0.0000","999","0.05","No"
PRTW-D04,"99.0000","0.0000","26","6.00","No"
PRTW-D04-108,"129.0000","129.0000","2","7.00","No"
PRTW-D04-120,"139.0000","139.0000","2","8.00","No"
PRTW-D04-84,"99.0000","99.0000","1","6.00","No"
PRTW-D04-96,"119.0000","119.0000","2","7.00","No"
PRTW-D04-CUS,"0.0000","0.0000","5","2.40","No"
PRTW-D04-SW,"0.9900","0.0000","999","0.05","No"
PRTW-D05,"99.0000","0.0000","15","6.00","No"
PRTW-D05-108,"129.0000","129.0000","2","7.00","No"
PRTW-D05-120,"139.0000","139.0000","2","8.00","No"
PRTW-D05-84,"99.0000","99.0000","1","6.00","No"
PRTW-D05-96,"119.0000","119.0000","2","7.00","No"
PRTW-D05-CUS,"0.0000","0.0000","5","2.40","No"
PRTW-D05-SW,"0.9900","0.0000","999","0.05","No"
PRTW-D06A,"99.0000","0.0000","25","6.00","No"
PRTW-D06A-108,"129.0000","129.0000","2","7.00","No"
PRTW-D06A-120,"139.0000","139.0000","2","8.00","No"
PRTW-D06A-84,"99.0000","99.0000","1","6.00","No"
PRTW-D06A-96,"119.0000","119.0000","2","7.00","No"
PRTW-D06A-CUS,"0.0000","0.0000","5","2.40","No"
PRTW-D06A-SW,"0.9900","0.0000","999","0.05","No"
PRTW-D06B,"99.0000","0.0000","27","6.00","No"
PRTW-D06B-108,"129.0000","129.0000","2","7.00","No"
PRTW-D06B-120,"139.0000","139.0000","2","8.00","No"
PRTW-D06B-84,"99.0000","99.0000","1","6.00","No"
PRTW-D06B-96,"119.0000","119.0000","2","7.00","No"
PRTW-D06B-CUS,"0.0000","0.0000","5","2.40","No"
PRTW-D06B-SW,"0.9900","0.0000","999","0.05","No"
PRTW-D09,"99.0000","0.0000","30","6.00","No"
PRTW-D09-108,"129.0000","129.0000","2","7.00","No"
PRTW-D09-120,"139.0000","139.0000","2","8.00","No"
PRTW-D09-84,"99.0000","99.0000","1","6.00","No"
PRTW-D09-96,"119.0000","119.0000","2","7.00","No"
PRTW-D09-CUS,"0.0000","0.0000","5","2.40","No"
PRTW-D09-SW,"0.9900","0.0000","999","0.05","No"
PRTW-D11,"99.0000","0.0000","19","6.00","No"
PRTW-D11-108,"129.0000","129.0000","2","7.00","No"
PRTW-D11-120,"139.0000","139.0000","2","8.00","No"
PRTW-D11-84,"99.0000","99.0000","1","6.00","No"
PRTW-D11-96,"119.0000","119.0000","2","7.00","No"
PRTW-D11-CUS,"0.0000","0.0000","5","2.40","No"
PRTW-D11-SW,"0.9900","0.0000","999","0.05","No"
PRTW-D12,"99.0000","0.0000","23","6.00","No"
PRTW-D12-108,"129.0000","129.0000","2","7.00","No"
PRTW-D12-120,"139.0000","139.0000","2","8.00","No"
PRTW-D12-84,"99.0000","99.0000","1","6.00","No"
PRTW-D12-96,"119.0000","119.0000","2","7.00","No"
PRTW-D12-CUS,"0.0000","0.0000","5","2.40","No"
PRTW-D12-SW,"0.9900","0.0000","999","0.05","No"
PRTW-D13,"99.0000","0.0000","14","6.00","No"
PRTW-D13-108,"129.0000","129.0000","2","7.00","No"
PRTW-D13-120,"139.0000","139.0000","2","8.00","No"
PRTW-D13-84,"99.0000","99.0000","1","6.00","No"
PRTW-D13-96,"119.0000","119.0000","2","7.00","No"
PRTW-D13-CUS,"0.0000","0.0000","5","2.40","No"
PRTW-D13-SW,"0.9900","0.0000","999","0.05","No"
PRTW-D15,"99.0000","0.0000","5","6.00","No"
PRTW-D15-108,"129.0000","129.0000","2","7.00","No"
PRTW-D15-120,"139.0000","139.0000","2","8.00","No"
PRTW-D15-84,"99.0000","99.0000","1","6.00","No"
PRTW-D15-96,"119.0000","119.0000","2","7.00","No"
PRTW-D15-CUS,"0.0000","0.0000","5","2.40","No"
PRTW-D15-SW,"0.9900","0.0000","999","0.05","No"
PRTW-D16,"99.0000","0.0000","4","6.00","No"
PRTW-D16-108,"129.0000","129.0000","2","7.00","No"
PRTW-D16-120,"139.0000","139.0000","2","8.00","No"
PRTW-D16-84,"99.0000","99.0000","1","6.00","No"
PRTW-D16-96,"119.0000","119.0000","2","7.00","No"
PRTW-D16-CUS,"0.0000","0.0000","5","2.40","No"
PRTW-D16-SW,"0.9900","0.0000","999","0.05","No"
PRTW-D17,"99.0000","0.0000","0","6.00","No"
PRTW-D17-108,"129.0000","129.0000","2","7.00","No"
PRTW-D17-120,"139.0000","139.0000","2","8.00","No"
PRTW-D17-84,"99.0000","99.0000","1","6.00","No"
PRTW-D17-96,"119.0000","119.0000","2","7.00","No"
PRTW-D17-CUS,"0.0000","0.0000","5","2.40","No"
PRTW-D17-SW,"0.9900","0.0000","999","0.05","No"
PRTW-D20,"99.0000","0.0000","29","6.00","No"
PRTW-D20-108,"129.0000","129.0000","2","7.00","No"
PRTW-D20-120,"139.0000","139.0000","2","8.00","No"
PRTW-D20-84,"99.0000","99.0000","1","6.00","No"
PRTW-D20-96,"119.0000","119.0000","2","7.00","No"
PRTW-D20-CUS,"0.0000","0.0000","5","2.40","No"
PRTW-D20-SW,"0.9900","0.0000","999","0.05","No"
PRTW-D21,"99.0000","0.0000","11","6.00","No"
PRTW-D21-108,"129.0000","129.0000","2","7.00","No"
PRTW-D21-120,"139.0000","139.0000","2","8.00","No"
PRTW-D21-84,"99.0000","99.0000","1","6.00","No"
PRTW-D21-96,"119.0000","119.0000","2","7.00","No"
PRTW-D21-CUS,"0.0000","0.0000","5","2.40","No"
PRTW-D21-SW,"0.9900","0.0000","999","0.05","No"
PRTW-D22,"99.0000","0.0000","31","6.00","No"
PRTW-D22-108,"129.0000","129.0000","2","7.00","No"
PRTW-D22-120,"139.0000","139.0000","2","8.00","No"
PRTW-D22-84,"99.0000","99.0000","1","6.00","No"
PRTW-D22-96,"119.0000","119.0000","2","7.00","No"
PRTW-D22-CUS,"0.0000","0.0000","5","2.40","No"
PRTW-D22-SW,"0.9900","0.0000","999","0.05","No"
PRTW-D23,"99.0000","0.0000","20","6.00","No"
PRTW-D23,"198.9900","0.0000","0","0.00","No"
PRTW-D23-108,"129.0000","129.0000","2","7.00","No"
PRTW-D23-108,"238.9900","238.9900","3","7.00","No"
PRTW-D23-120,"139.0000","139.0000","2","8.00","No"
PRTW-D23-120,"258.9900","258.9900","4","8.00","No"
PRTW-D23-84,"99.0000","99.0000","1","6.00","No"
PRTW-D23-84,"198.9900","198.9900","1","6.00","No"
PRTW-D23-96,"119.0000","119.0000","2","7.00","No"
PRTW-D23-96,"218.9900","218.9900","2","7.00","No"
PRTW-D23-CUS,"0.0000","0.0000","5","2.40","No"
PRTW-D23-SW,"0.9900","0.0000","999","0.05","No"
PRTW-D24A,"99.0000","0.0000","13","6.00","No"
PRTW-D24A-108,"129.0000","129.0000","2","7.00","No"
PRTW-D24A-120,"139.0000","139.0000","2","8.00","No"
PRTW-D24A-84,"99.0000","99.0000","1","6.00","No"
PRTW-D24A-96,"119.0000","119.0000","2","7.00","No"
PRTW-D24A-CUS,"0.0000","0.0000","5","2.40","No"
PRTW-D24A-SW,"0.9900","0.0000","999","0.05","No"
PRTW-D24B,"99.0000","0.0000","12","6.00","No"
PRTW-D24B-108,"129.0000","129.0000","2","7.00","No"
PRTW-D24B-120,"139.0000","139.0000","2","8.00","No"
PRTW-D24B-84,"99.0000","99.0000","1","6.00","No"
PRTW-D24B-96,"119.0000","119.0000","2","7.00","No"
PRTW-D24B-CUS,"0.0000","0.0000","5","2.40","No"
PRTW-D24B-SW,"0.9900","0.0000","999","0.05","No"
PRTW-D25,"99.0000","0.0000","22","6.00","No"
PRTW-D25-108,"129.0000","129.0000","2","7.00","No"
PRTW-D25-120,"139.0000","139.0000","2","8.00","No"
PRTW-D25-84,"99.0000","99.0000","1","6.00","No"
PRTW-D25-96,"119.0000","119.0000","2","7.00","No"
PRTW-D25-CUS,"0.0000","0.0000","5","2.40","No"
PRTW-D25-SW,"0.9900","0.0000","999","0.05","No"
PRTW-D26,"99.0000","0.0000","10","6.00","No"
PRTW-D26-108,"129.0000","129.0000","2","7.00","No"
PRTW-D26-120,"139.0000","139.0000","2","8.00","No"
PRTW-D26-84,"99.0000","99.0000","1","6.00","No"
PRTW-D26-96,"119.0000","119.0000","2","7.00","No"
PRTW-D26-CUS,"0.0000","0.0000","5","2.40","No"
PRTW-D26-SW,"0.9900","0.0000","999","0.05","No"
PRTW-D27,"99.0000","0.0000","6","6.00","No"
PRTW-D27-108,"129.0000","129.0000","2","7.00","No"
PRTW-D27-120,"139.0000","139.0000","2","8.00","No"
PRTW-D27-84,"99.0000","99.0000","1","6.00","No"
PRTW-D27-96,"119.0000","119.0000","2","7.00","No"
PRTW-D27-CUS,"0.0000","0.0000","5","2.40","No"
PRTW-D27-SW,"0.9900","0.0000","999","0.05","No"
PRTW-D28,"99.0000","0.0000","21","6.00","No"
PRTW-D28,"198.9900","0.0000","","0.00","No"
PRTW-D28-108,"129.0000","129.0000","2","7.00","No"
PRTW-D28-108,"238.9900","238.9900","3","7.00","No"
PRTW-D28-120,"139.0000","139.0000","2","8.00","No"
PRTW-D28-120,"258.9900","258.9900","4","8.00","No"
PRTW-D28-84,"99.0000","99.0000","1","6.00","No"
PRTW-D28-84,"198.9900","198.9900","1","6.00","No"
PRTW-D28-96,"119.0000","119.0000","2","7.00","No"
PRTW-D28-96,"218.9900","218.9900","2","7.00","No"
PRTW-D28-CUS,"0.0000","0.0000","5","2.40","No"
PRTW-D28-SW,"0.9900","0.0000","999","0.05","No"
PRTW-D29A,"99.0000","0.0000","16","6.00","No"
PRTW-D29A-108,"129.0000","129.0000","2","7.00","No"
PRTW-D29A-120,"139.0000","139.0000","2","8.00","No"
