SKU,UPC,IsBuy1Get1,Startdate,Enddate
DS-EMBS201315-96,"799665821968","No","10/17/2013","10/17/2013"
DS-EMBS201315-108,"799665821982","No","10/17/2013","10/17/2013"
DS-EMBS201315-120,"799665821975","No","10/17/2013","10/17/2013"
DIS-ID50-84,"797734450330","No","10/17/2013","10/17/2013"
DIS-ID50-96,"797734450347","No","10/17/2013","10/17/2013"
DIS-ID50-108,"797734450354","No","10/17/2013","10/17/2013"
DIS-ID50-120,"797734450361","No","10/17/2013","10/17/2013"
DIS-ID221-96,"797734449907","No","10/17/2013","10/17/2013"
DIS-ID221-108,"797734449914","No","10/17/2013","10/17/2013"
DIS-ID221-120,"797734449921","No","10/17/2013","10/17/2013"
DIS-ID221-84,"797734449891","No","10/17/2013","10/17/2013"
DS-EFCH14-84,"799665818692","No","10/17/2013","10/17/2013"
DS-EFCH14-96,"799665818708","No","10/17/2013","10/17/2013"
DS-EFCH14-108,"799665818722","No","10/17/2013","10/17/2013"
DS-EFCH14-120,"799665818715","No","10/17/2013","10/17/2013"
SSTF-4-120,"610395233763","No","10/17/2013","10/17/2013"
SSTF-4-84,"610395233732","No","10/17/2013","10/17/2013"
SSTF-4-96,"610395233749","No","10/17/2013","10/17/2013"
SSTF-4-108,"610395233756","No","10/17/2013","10/17/2013"
DS-ASST100-96,"799665817626","No","10/17/2013","10/17/2013"
DS-ASST100-84,"799665817619","No","10/17/2013","10/17/2013"
DS-ASST100-108,"799665817640","No","10/17/2013","10/17/2013"
DS-ASST100-120,"799665817633","No","10/17/2013","10/17/2013"
DS-EMBS201322-84,"799665822514","No","10/17/2013","10/17/2013"
DS-EMBS201322-96,"799665822521","No","10/17/2013","10/17/2013"
DS-EMBS201322-108,"799665822545","No","10/17/2013","10/17/2013"
DS-EMBS201322-120,"799665822538","No","10/17/2013","10/17/2013"
PTSCH-11098-84,"797734451740","No","10/17/2013","10/17/2013"
PTSCH-11098-96,"797734451757","No","10/17/2013","10/17/2013"
PTSCH-11098-108,"797734451764","No","10/17/2013","10/17/2013"
PTSCH-11098-120,"797734451771","No","10/17/2013","10/17/2013"
PTSCH-13402-120,"799665833626","No","10/17/2013","10/17/2013"
PTSCH-13402-84,"799665833602","No","10/17/2013","10/17/2013"
PTSCH-13402-96,"799665833619","No","10/17/2013","10/17/2013"
PTSCH-13402-108,"799665833633","No","10/17/2013","10/17/2013"
DS-TF944-84,"799665818517","No","10/17/2013","10/17/2013"
DS-TF944-96,"799665818524","No","10/17/2013","10/17/2013"
DS-TF944-108,"799665818548","No","10/17/2013","10/17/2013"
DS-TF944-120,"799665818531","No","10/17/2013","10/17/2013"
SHCH-ORG6-120-PR,"610395231905","No","10/17/2013","10/17/2013"
SHCH-ORG6-84-PR,"610395231912","No","10/17/2013","10/17/2013"
SHCH-ORG6-96-PR,"610395231929","No","10/17/2013","10/17/2013"
SHCH-ORG6-108-PR,"610395231899","No","10/17/2013","10/17/2013"
SHCH-VOL3-84-PR,"610395231998","No","10/17/2013","10/17/2013"
SHCH-VOL3-96-PR,"610395232001","No","10/17/2013","10/17/2013"
SHCH-VOL3-108-PR,"610395231974","No","10/17/2013","10/17/2013"
SHCH-VOL3-120-PR,"610395231981","No","10/17/2013","10/17/2013"
SHCH-VOL3-SW,"799418015545","No","10/17/2013","10/17/2013"
SHCH-VOL1-84-PR,"610395231950","No","10/17/2013","10/17/2013"
SHCH-VOL1-96-PR,"610395231967","No","10/17/2013","10/17/2013"
SHCH-VOL1-108-PR,"610395231936","No","10/17/2013","10/17/2013"
SHCH-VOL1-120-PR,"610395231943","No","10/17/2013","10/17/2013"
SHCH-VOL1-SW,"799418015538","No","10/17/2013","10/17/2013"
SHCH-ORG1-120-PR,"610395231820","No","10/17/2013","10/17/2013"
SHCH-ORG1-84-PR,"610395231837","No","10/17/2013","10/17/2013"
SHCH-ORG1-96-PR,"610395231844","No","10/17/2013","10/17/2013"
SHCH-ORG1-108-PR,"610395231813","No","10/17/2013","10/17/2013"
DS-DXB69-84,"799665818210","No","10/17/2013","10/17/2013"
DS-DXB69-96,"799665818227","No","10/17/2013","10/17/2013"
DS-DXB69-108,"799665818241","No","10/17/2013","10/17/2013"
DS-DXB69-120,"799665818234","No","10/17/2013","10/17/2013"
PTFFLK-C30-84,"799418012278","No","10/17/2013","10/17/2013"
PTFFLK-C30-96,"799418012285","No","10/17/2013","10/17/2013"
PTFFLK-C30-108,"799418012292","No","10/17/2013","10/17/2013"
PTFFLK-C30-120,"799418012308","No","10/17/2013","10/17/2013"
PTSCH-13400-120,"799665833466","No","10/17/2013","10/17/2013"
PTSCH-13400-84,"799665833442","No","10/17/2013","10/17/2013"
PTSCH-13400-96,"799665833459","No","10/17/2013","10/17/2013"
PTSCH-13400-108,"799665833473","No","10/17/2013","10/17/2013"
PTFFLK-C22B-84,"799418011929","No","10/17/2013","10/17/2013"
PTFFLK-C22B-96,"799418011936","No","10/17/2013","10/17/2013"
PTFFLK-C22B-108,"799418011943","No","10/17/2013","10/17/2013"
PTFFLK-C22B-120,"799418011950","No","10/17/2013","10/17/2013"
PTFFLK-C22A-120,"799418011882","No","10/17/2013","10/17/2013"
PTFFLK-C22A-84,"799418011851","No","10/17/2013","10/17/2013"
PTFFLK-C22A-96,"799418011868","No","10/17/2013","10/17/2013"
PTFFLK-C22A-108,"799418011875","No","10/17/2013","10/17/2013"
DIS-ID7727-84,"797734449938","No","10/17/2013","10/17/2013"
DIS-ID7727-120,"797734449969","No","10/17/2013","10/17/2013"
DIS-ID7727-108,"797734449952","No","10/17/2013","10/17/2013"
DIS-ID7727-96,"797734449945","No","10/17/2013","10/17/2013"
SS-SPW28-108,"799665820299","No","10/17/2013","10/17/2013"
SS-SPW28-120,"799665820282","No","10/17/2013","10/17/2013"
SS-SPW28-84,"799665820268","No","10/17/2013","10/17/2013"
SS-SPW28-96,"799665820275","No","10/17/2013","10/17/2013"
PTFFLK-C21B-108,"799418011806","No","10/17/2013","10/17/2013"
PTFFLK-C21B-120,"799418011813","No","10/17/2013","10/17/2013"
PTFFLK-C21B-96,"799418011790","No","10/17/2013","10/17/2013"
PTFFLK-C21B-84,"799418011783","No","10/17/2013","10/17/2013"
PTFFLK-C21A-120,"799418011745","No","10/17/2013","10/17/2013"
PTFFLK-C21A-84,"799418011714","No","10/17/2013","10/17/2013"
PTFFLK-C21A-96,"799418011721","No","10/17/2013","10/17/2013"
PTFFLK-C21A-108,"799418011738","No","10/17/2013","10/17/2013"
DS-EMBS201318-84,"799665822194","No","10/17/2013","10/17/2013"
DS-EMBS201318-96,"799665822200","No","10/17/2013","10/17/2013"
DS-EMBS201318-108,"799665822224","No","10/17/2013","10/17/2013"
DS-EMBS201318-120,"799665822217","No","10/17/2013","10/17/2013"
PTFFLK-C26-84,"799418012209","No","10/17/2013","10/17/2013"
PTFFLK-C26-96,"799418012216","No","10/17/2013","10/17/2013"
PTFFLK-C26-108,"799418012223","No","10/17/2013","10/17/2013"
PTFFLK-C26-120,"799418012230","No","10/17/2013","10/17/2013"
PTSCH-11089-96,"797734451832","No","10/17/2013","10/17/2013"
PTSCH-11089-84,"797734451825","No","10/17/2013","10/17/2013"
PTSCH-11089-108,"797734451849","No","10/17/2013","10/17/2013"
PTSCH-11089-120,"797734451856","No","10/17/2013","10/17/2013"
DS-MDSTK5-84,"799665817251","No","10/17/2013","10/17/2013"
DS-MDSTK5-96,"799665817268","No","10/17/2013","10/17/2013"
DS-MDSTK5-108,"799665817282","No","10/17/2013","10/17/2013"
DS-MDSTK5-120,"799665817275","No","10/17/2013","10/17/2013"
DS-MSTK5-84,"799665818395","No","10/17/2013","10/17/2013"
DS-MSTK5-96,"799665818401","No","10/17/2013","10/17/2013"
DS-MSTK5-108,"799665818425","No","10/17/2013","10/17/2013"
DS-MSTK5-120,"799665818418","No","10/17/2013","10/17/2013"
PTSCH-11083-84,"610395223382","No","10/17/2013","10/17/2013"
PTSCH-11083-96,"610395223399","No","10/17/2013","10/17/2013"
PTSCH-11083-108,"610395223405","No","10/17/2013","10/17/2013"
PTSCH-11083-120,"610395223412","No","10/17/2013","10/17/2013"
PTFFLK-C2-120,"610395230571","No","10/17/2013","10/17/2013"
PTFFLK-C2-108,"610395230564","No","10/17/2013","10/17/2013"
PTFFLK-C2-84,"797734455243","No","10/17/2013","10/17/2013"
PTFFLK-C2-96,"610395230588","No","10/17/2013","10/17/2013"
DIS-ID37-120,"797734450088","No","10/17/2013","10/17/2013"
DIS-ID37-84,"797734450057","No","10/17/2013","10/17/2013"
DIS-ID37-96,"797734450064","No","10/17/2013","10/17/2013"
DIS-ID37-108,"797734450071","No","10/17/2013","10/17/2013"
PTSCH-11095-84,"610395223504","No","10/17/2013","10/17/2013"
PTSCH-11095-96,"610395223511","No","10/17/2013","10/17/2013"
PTSCH-11095-108,"610395223528","No","10/17/2013","10/17/2013"
PTSCH-11095-120,"610395223535","No","10/17/2013","10/17/2013"
DS-EMBS201311-96,"799665821647","No","10/17/2013","10/17/2013"
DS-EMBS201311-108,"799665821661","No","10/17/2013","10/17/2013"
DS-EMBS201311-84,"799665821630","No","10/17/2013","10/17/2013"
DS-EMBS201311-120,"799665821654","No","10/17/2013","10/17/2013"
PTSCH-13401-84,"799665833527","No","10/17/2013","10/17/2013"
PTSCH-13401-96,"799665833534","No","10/17/2013","10/17/2013"
PTSCH-13401-108,"799665833558","No","10/17/2013","10/17/2013"
PTSCH-13401-120,"799665833541","No","10/17/2013","10/17/2013"
DS-EMBS201323-96,"799665822606","No","10/17/2013","10/17/2013"
DS-EMBS201323-108,"799665822620","No","10/17/2013","10/17/2013"
DS-EMBS201323-120,"799665822613","No","10/17/2013","10/17/2013"
DS-EMBS201323-84,"799665822590","No","10/17/2013","10/17/2013"
SS-SG05-84,"799665819965","No","10/17/2013","10/17/2013"
SS-SG05-96,"799665819972","No","10/17/2013","10/17/2013"
SS-SG05-108,"799665819996","No","10/17/2013","10/17/2013"
SS-SG05-120,"799665819989","No","10/17/2013","10/17/2013"
PTSCH-32012-84,"610395222392","No","10/17/2013","10/17/2013"
PTSCH-32012-96,"610395222408","No","10/17/2013","10/17/2013"
PTSCH-32012-108,"610395222415","No","10/17/2013","10/17/2013"
PTSCH-32012-120,"610395222422","No","10/17/2013","10/17/2013"
SSRW-LF951-120,"799665811730","No","10/17/2013","10/17/2013"
SSRW-LF951-84,"799665811747","No","10/17/2013","10/17/2013"
SSRW-LF951-96,"799665811754","No","10/17/2013","10/17/2013"
SSRW-LF951-108,"799665811723","No","10/17/2013","10/17/2013"
DS-DXB20-84,"799665818159","No","10/17/2013","10/17/2013"
DS-DXB20-96,"799665818166","No","10/17/2013","10/17/2013"
DS-DXB20-108,"799665818180","No","10/17/2013","10/17/2013"
DS-DXB20-120,"799665818173","No","10/17/2013","10/17/2013"
SSTF-7-84,"610395233657","No","10/17/2013","10/17/2013"
SSTF-7-96,"610395233664","No","10/17/2013","10/17/2013"
SSTF-7-108,"610395233671","No","10/17/2013","10/17/2013"
SSTF-7-120,"610395233688","No","10/17/2013","10/17/2013"
SS-SSB02-96,"799665819859","No","10/17/2013","10/17/2013"
SS-SSB02-108,"799665819873","No","10/17/2013","10/17/2013"
SS-SSB02-120,"799665819866","No","10/17/2013","10/17/2013"
SS-SSB02-84,"799665819842","No","10/17/2013","10/17/2013"
DS-SLK136-84,"799665817916","No","10/17/2013","10/17/2013"
DS-SLK136-96,"799665817923","No","10/17/2013","10/17/2013"
DS-SLK136-108,"799665817947","No","10/17/2013","10/17/2013"
DS-SLK136-120,"799665817930","No","10/17/2013","10/17/2013"
DIS-ID68-84,"797734450491","No","10/17/2013","10/17/2013"
DIS-ID68-120,"797734450521","No","10/17/2013","10/17/2013"
DIS-ID68-108,"797734450514","No","10/17/2013","10/17/2013"
DIS-ID68-96,"797734450507","No","10/17/2013","10/17/2013"
VPCH-192018-108-GRBO,"610395222163","No","10/17/2013","10/17/2013"
VPCH-192018-120-GRBO,"610395222170","No","10/17/2013","10/17/2013"
VPCH-192018-84-GRBO,"610395222156","No","10/17/2013","10/17/2013"
VPCH-192018-96-GRBO,"610395222187","No","10/17/2013","10/17/2013"
VPCH-192315-84-GRBO,"610395222194","No","10/17/2013","10/17/2013"
VPCH-192315-96-GRBO,"610395222224","No","10/17/2013","10/17/2013"
VPCH-192315-108-GRBO,"610395222200","No","10/17/2013","10/17/2013"
VPCH-192315-120-GRBO,"610395222217","No","10/17/2013","10/17/2013"
VPCH-190622-84-GRBO,"610395222088","No","10/17/2013","10/17/2013"
VPCH-190622-96-GRBO,"610395222095","No","10/17/2013","10/17/2013"
VPCH-190622-108-GRBO,"610395222101","No","10/17/2013","10/17/2013"
VPCH-190622-120-GRBO,"610395222071","No","10/17/2013","10/17/2013"
VPCH-190912-84-GRBO,"610395222118","No","10/17/2013","10/17/2013"
VPCH-190912-96-GRBO,"610395222149","No","10/17/2013","10/17/2013"
VPCH-190912-108-GRBO,"610395222125","No","10/17/2013","10/17/2013"
VPCH-190912-120-GRBO,"610395222132","No","10/17/2013","10/17/2013"
VPCH-194023-84-GRBO,"610395222279","No","10/17/2013","10/17/2013"
VPCH-194023-96-GRBO,"610395222309","No","10/17/2013","10/17/2013"
VPCH-194023-108-GRBO,"610395222286","No","10/17/2013","10/17/2013"
VPCH-194023-120-GRBO,"610395222293","No","10/17/2013","10/17/2013"
VPCH-184005-108-GRBO,"610395222040","No","10/17/2013","10/17/2013"
VPCH-184005-120-GRBO,"610395222057","No","10/17/2013","10/17/2013"
VPCH-184005-84-GRBO,"610395222033","No","10/17/2013","10/17/2013"
VPCH-184005-96-GRBO,"610395222064","No","10/17/2013","10/17/2013"
VPCH-110602-84-GRBO,"610395221913","No","10/17/2013","10/17/2013"
VPCH-110602-96-GRBO,"610395221944","No","10/17/2013","10/17/2013"
VPCH-110602-108-GRBO,"610395221920","No","10/17/2013","10/17/2013"
VPCH-110602-120-GRBO,"610395221937","No","10/17/2013","10/17/2013"
VPCH-145002-84-GRBO,"610395221999","No","10/17/2013","10/17/2013"
VPCH-145002-96-GRBO,"610395222026","No","10/17/2013","10/17/2013"
VPCH-145002-108-GRBO,"610395222002","No","10/17/2013","10/17/2013"
VPCH-145002-120-GRBO,"610395222019","No","10/17/2013","10/17/2013"
VPCH-194007-120-GRBO,"610395222255","No","10/17/2013","10/17/2013"
VPCH-194007-84-GRBO,"610395222231","No","10/17/2013","10/17/2013"
VPCH-194007-96-GRBO,"610395222262","No","10/17/2013","10/17/2013"
VPCH-194007-108-GRBO,"610395222248","No","10/17/2013","10/17/2013"
DIS-ID511-84,"610395233558","No","10/17/2013","10/17/2013"
DIS-ID511-96,"610395233565","No","10/17/2013","10/17/2013"
DIS-ID511-108,"610395233534","No","10/17/2013","10/17/2013"
DIS-ID511-120,"610395233541","No","10/17/2013","10/17/2013"
DS-D42012-96,"799665817381","No","10/17/2013","10/17/2013"
DS-D42012-108,"799665817404","No","10/17/2013","10/17/2013"
DS-D42012-84,"799665817374","No","10/17/2013","10/17/2013"
DS-D42012-120,"799665817398","No","10/17/2013","10/17/2013"
SSRW-LF956-84,"799665811983","No","10/17/2013","10/17/2013"
SSRW-LF956-96,"799665811990","No","10/17/2013","10/17/2013"
SSRW-LF956-108,"799665811969","No","10/17/2013","10/17/2013"
SSRW-LF956-120,"799665811976","No","10/17/2013","10/17/2013"
DS-EMBS201324-96,"799665822682","No","10/17/2013","10/17/2013"
DS-EMBS201324-108,"799665822705","No","10/17/2013","10/17/2013"
DIS-ID20-84,"610395223269","No","10/17/2013","10/17/2013"
DIS-ID20-96,"610395223276","No","10/17/2013","10/17/2013"
DIS-ID20-108,"610395223283","No","10/17/2013","10/17/2013"
DIS-ID20-120,"610395223290","No","10/17/2013","10/17/2013"
SSTF-5-84,"610395233572","No","10/17/2013","10/17/2013"
SSTF-5-96,"610395233589","No","10/17/2013","10/17/2013"
SSTF-5-108,"610395233596","No","10/17/2013","10/17/2013"
SSTF-5-120,"610395233602","No","10/17/2013","10/17/2013"
DS-EMBS201314-120,"799665821890","No","10/17/2013","10/17/2013"
DS-EMBS201314-84,"799665821876","No","10/17/2013","10/17/2013"
DS-EMBS201314-96,"799665821883","No","10/17/2013","10/17/2013"
DS-EMBS201314-108,"799665821906","No","10/17/2013","10/17/2013"
SS-STG16-108,"799665820053","No","10/17/2013","10/17/2013"
SS-STG16-120,"799665820046","No","10/17/2013","10/17/2013"
SS-STG16-84,"799665820022","No","10/17/2013","10/17/2013"
SS-STG16-96,"799665820039","No","10/17/2013","10/17/2013"
PTFFLK-C25-120,"799418012162","No","10/17/2013","10/17/2013"
PTFFLK-C25-84,"799418012131","No","10/17/2013","10/17/2013"
PTFFLK-C25-96,"799418012148","No","10/17/2013","10/17/2013"
PTFFLK-C25-108,"799418012155","No","10/17/2013","10/17/2013"
SSRW-LF953-84,"799665811860","No","10/17/2013","10/17/2013"
SSRW-LF953-96,"799665811877","No","10/17/2013","10/17/2013"
SSRW-LF953-108,"799665811846","No","10/17/2013","10/17/2013"
SSRW-LF953-120,"799665811853","No","10/17/2013","10/17/2013"
DS-SSL28-84,"799665818036","No","10/17/2013","10/17/2013"
DS-SSL28-96,"799665818043","No","10/17/2013","10/17/2013"
DS-SSL28-108,"799665818067","No","10/17/2013","10/17/2013"
DS-SSL28-120,"799665818050","No","10/17/2013","10/17/2013"
DS-EMBS201312-96,"799665821722","No","10/17/2013","10/17/2013"
DS-EMBS201312-108,"799665821746","No","10/17/2013","10/17/2013"
DS-EMBS201312-120,"799665821739","No","10/17/2013","10/17/2013"
DS-EMBS201312-84,"799665821715","No","10/17/2013","10/17/2013"
DS-EMBS201319-84,"799665822279","No","10/17/2013","10/17/2013"
DS-EMBS201319-96,"799665822286","No","10/17/2013","10/17/2013"
DS-EMBS201319-108,"799665822309","No","10/17/2013","10/17/2013"
DS-EMBS201319-120,"799665822293","No","10/17/2013","10/17/2013"
DS-EMBS20132-108,"799665820947","No","10/17/2013","10/17/2013"
DS-EMBS20132-120,"799665820930","No","10/17/2013","10/17/2013"
DS-EMBS20132-84,"799665820916","No","10/17/2013","10/17/2013"
DS-EMBS20132-96,"799665820923","No","10/17/2013","10/17/2013"
DS-TF926-84,"799665817558","No","10/17/2013","10/17/2013"
DS-TF926-96,"799665817565","No","10/17/2013","10/17/2013"
DS-TF926-108,"799665817589","No","10/17/2013","10/17/2013"
DS-TF926-120,"799665817572","No","10/17/2013","10/17/2013"
DS-DUPST1-84,"799665817138","No","10/17/2013","10/17/2015"
DS-DUPST1-96,"799665817145","No","10/17/2013","10/17/2013"
DS-DUPST1-108,"799665817169","No","10/17/2013","10/17/2013"
DS-DUPST1-120,"799665817152","No","10/17/2013","10/17/2013"
PTSCH-11082-84,"610395223344","No","10/17/2013","10/17/2013"
PTSCH-11082-96,"610395223351","No","10/17/2013","10/17/2013"
PTSCH-11082-108,"610395223368","No","10/17/2013","10/17/2013"
PTSCH-11082-120,"610395223375","No","10/17/2013","10/17/2013"
SSTF-1-84,"610395233770","No","10/17/2013","10/17/2013"
SSTF-1-96,"610395233787","No","10/17/2013","10/17/2013"
SSTF-1-108,"610395233794","No","10/17/2013","10/17/2013"
SSTF-1-120,"610395233800","No","10/17/2013","10/17/2013"
DS-D12012-120,"799665817336","No","10/17/2013","10/17/2013"
DS-D12012-84,"799665817312","No","10/17/2013","10/17/2013"
DS-D12012-108,"799665817343","No","10/17/2013","10/17/2013"
DS-D12012-96,"799665817329","No","10/17/2013","10/17/2013"
DS-D32012-84,"799665818579","No","10/17/2013","10/17/2013"
DS-D32012-96,"799665818586","No","10/17/2013","10/17/2013"
DS-D32012-108,"799665818609","No","10/17/2013","10/17/2013"
DS-D32012-120,"799665818593","No","10/17/2013","10/17/2013"
DIS-ID7906-120,"797734450125","No","10/17/2013","10/17/2013"
DIS-ID7906-84,"797734450095","No","10/17/2013","10/17/2013"
DIS-ID7906-96,"797734450101","No","10/17/2013","10/17/2013"
DIS-ID7906-108,"797734450118","No","10/17/2013","10/17/2013"
DS-MDSTK2-84,"799665817855","No","10/17/2013","10/17/2013"
DS-MDSTK2-96,"799665817862","No","10/17/2013","10/17/2013"
DS-MDSTK2-108,"799665817886","No","10/17/2013","10/17/2013"
DS-MDSTK2-120,"799665817879","No","10/17/2013","10/17/2013"
BN-SBN11VET1206-96,"799665820596","No","10/18/2013","10/18/2013"
BN-SBN11VET1206-108,"799665820619","No","10/18/2013","10/18/2013"
BN-SBN11VET1206-120,"799665820602","No","10/18/2013","10/18/2013"
BN-SBN11VET1206-84,"799665820589","No","10/18/2013","10/18/2013"
BN-SCY22VET1206-108,"799665820718","No","10/18/2013","10/18/2013"
BN-SCY22VET1206-120,"799665820701","No","10/18/2013","10/18/2013"
BN-SCY22VET1206-84,"799665820688","No","10/18/2013","10/18/2013"
BN-SCY22VET1206-96,"799665820695","No","10/18/2013","10/18/2013"
BN-SMR04VET1206-84,"799665820732","No","10/18/2013","10/18/2013"
BN-SMR04VET1206-96,"799665820749","No","10/18/2013","10/18/2013"
BN-SMR04VET1206-108,"799665820763","No","10/18/2013","10/18/2013"
BN-SMR04VET1206-120,"799665820756","No","10/18/2013","10/18/2013"
BN-SMB19VET1206-120,"799665820800","No","10/18/2013","10/18/2013"
BN-SMB19VET1206-84,"799665820787","No","10/18/2013","10/18/2013"
BN-SMB19VET1206-96,"799665820794","No","10/18/2013","10/18/2013"
BN-SMB19VET1206-108,"799665820817","No","10/18/2013","10/18/2013"
BN-SPW28VET1206-84,"799665820480","No","10/18/2013","10/18/2013"
BN-SPW28VET1206-96,"799665820497","No","10/18/2013","10/18/2013"
BN-SPW28VET1206-108,"799665820510","No","10/18/2013","10/18/2013"
BN-SPW28VET1206-120,"799665820503","No","10/18/2013","10/18/2013"
BN-SG17VET1206-120,"799665820558","No","06/09/2015","06/30/2015"
BN-SG17VET1206-84,"799665820534","No","10/18/2013","10/31/2013"
BN-SG17VET1206-96,"799665820541","No","10/18/2013","10/18/2013"
BN-SG17VET1206-108,"799665820565","No","10/18/2013","10/18/2013"
BN-STG16VET1206-84,"799665820633","No","10/18/2013","10/18/2013"
BN-STG16VET1206-96,"799665820640","No","10/18/2013","10/18/2013"
BN-STG16VET1206-108,"799665820664","No","10/18/2013","10/18/2013"
BN-STG16VET1206-120,"799665820657","No","10/18/2013","10/18/2013"
SS-SBR13-84-RU,"799665812188","No","10/18/2013","10/18/2013"
SS-SBR13-96-RU,"799665812195","No","10/18/2013","10/18/2013"
SS-SBR13-108-RU,"799665812164","No","10/18/2013","10/18/2013"
SS-SBR13-120-RU,"799665812171","No","10/18/2013","10/18/2013"
SS-SBN1-84-RU,"799665812461","No","10/18/2013","10/18/2013"
SS-SBN1-96-RU,"799665812478","No","10/18/2013","10/18/2013"
SS-SBN1-108-RU,"799665812447","No","10/18/2013","10/18/2013"
SS-SBN1-120-RU,"799665812454","No","10/18/2013","10/18/2013"
SS-SCY22-84-RU,"799665812140","No","10/18/2013","10/18/2013"
SS-SCY22-96-RU,"799665812157","No","10/18/2013","10/18/2013"
SS-SCY22-108-RU,"799665812126","No","10/18/2013","10/18/2013"
SS-SCY22-120-RU,"799665812133","No","10/18/2013","10/18/2013"
SS-SCB01-84-RU,"799665812508","No","10/18/2013","10/18/2013"
SS-SCB02-96-RU,"799665812515","No","10/18/2013","10/18/2013"
SS-SCB03-108-RU,"799665812485","No","10/18/2013","10/18/2013"
SS-SCB04-120-RU,"799665812492","No","10/18/2013","10/18/2013"
PTCH-120-96-RU,"797734457049","No","10/18/2013","10/18/2013"
PTCH-120-108-RU,"797734457056","No","10/18/2013","10/18/2013"
PTCH-120-120-RU,"797734457063","No","10/18/2013","10/18/2013"
PTCH-120-84-RU,"797734457032","No","10/18/2013","10/18/2013"
SS-SGD21-84-RU,"799665812348","No","10/18/2013","10/18/2013"
SS-SGD21-96-RU,"799665812355","No","10/18/2013","10/18/2013"
SS-SGD21-108-RU,"799665812324","No","10/18/2013","10/18/2013"
SS-SGD21-120-RU,"799665812331","No","10/18/2013","10/18/2013"
SS-SMR04-84-RU,"799665812225","No","10/18/2013","10/18/2013"
SS-SMR04-96-RU,"799665812232","No","10/18/2013","10/18/2013"
SS-SMR04-108-RU,"799665812201","No","10/18/2013","10/18/2013"
SS-SMR04-120-RU,"799665812218","No","10/18/2013","10/18/2013"
SS-SMB19-96-RU,"799665812553","No","10/18/2013","10/18/2013"
SS-SMB19-84-RU,"799665812546","No","10/18/2013","10/18/2013"
SS-SMB19-108-RU,"799665812522","No","10/18/2013","10/18/2013"
SS-SMB19-120-RU,"799665812539","No","10/18/2013","10/18/2013"
SS-SPW28-96-RU,"799665812591","No","02/14/2015","02/14/2015"
SS-SPW28-108-RU,"799665812560","No","02/14/2015","02/14/2015"
SS-SPW28-84-RU,"799665812584","No","10/18/2013","10/18/2013"
SS-SPW28-120,"799665820282","No","10/18/2013","10/18/2013"
SS-SG05-84-RU,"799665812386","No","10/18/2013","10/18/2013"
SS-SG05-96-RU,"799665812393","No","10/18/2013","10/18/2013"
SS-SG05-108-RU,"799665812362","No","10/18/2013","10/18/2013"
SS-SG05-120-RU,"799665812379","No","10/18/2013","10/18/2013"
SS-SSB02-84-RU,"799665812300","No","10/18/2013","10/18/2013"
SS-SSB02-96-RU,"799665812317","No","10/18/2013","10/18/2013"
SS-SSB02-108-RU,"799665812287","No","10/18/2013","10/18/2013"
SS-SSB02-120-RU,"799665812294","No","10/18/2013","10/18/2013"
SS-SG17-96-RU,"799665812270","No","10/18/2013","10/18/2013"
SS-SG17-84-RU,"799665812263","No","10/18/2013","10/18/2013"
SS-SG17-108-RU,"799665812249","No","10/18/2013","10/18/2013"
SS-SG17-120-RU,"799665812256","No","10/18/2013","10/18/2013"
SS-STG16-96-RU,"799665812430","No","10/18/2013","10/18/2013"
SS-STG16-108-RU,"799665812409","No","10/18/2013","10/18/2013"
SS-STG16-120-RU,"799665812416","No","10/18/2013","10/18/2013"
SS-STG16-84-RU,"799665812423","No","10/18/2013","10/18/2013"
JQCH-20122010-FP-84,"610395232612","No","10/18/2013","10/18/2013"
JQCH-20122010-FP-96,"610395232629","No","10/18/2013","10/18/2013"
JQCH-20122010-FP-108,"610395232636","No","10/18/2013","10/18/2013"
JQCH-20122010-FP-120,"610395232643","No","10/18/2013","10/18/2013"
BOCH-KC34C-84,"799665826178","No","10/18/2013","10/18/2013"
BOCH-KC34C-96,"799665826185","No","10/18/2013","10/18/2013"
BOCH-KC34C-108,"799665826208","No","10/18/2013","10/18/2013"
BOCH-KC34C-120,"799665826192","No","10/18/2013","10/18/2013"
EFSCH-AL450C1-96,"799418014623","No","12/16/2013","12/16/2013"
EFSCH-AL450C1-84,"799418014616","No","12/16/2013","12/16/2013"
EFSCH-AL450C1-108,"799418014630","No","12/16/2013","12/16/2013"
EFSCH-AL450C1-120,"799418014647","No","12/16/2013","12/16/2013"
JQCH-HANB8-96,"799418013121","No","12/16/2013","12/16/2013"
JQCH-HANB8-84,"799418013114","No","12/16/2013","12/16/2013"
JQCH-HANB8-108,"799418013138","No","12/16/2013","12/16/2013"
JQCH-HANB8-120,"799418013145","No","12/16/2013","12/16/2013"
JQCH-HANB10-96,"799418013268","No","12/16/2013","12/16/2013"
JQCH-HANB10-84,"799418013251","No","12/16/2013","12/16/2013"
JQCH-HANB10-108,"799418013275","No","12/16/2013","12/16/2013"
JQCH-HANB10-120,"799418013282","No","12/16/2013","12/16/2013"
JQCH-HANB5B-96,"799418012841","No","12/16/2013","12/16/2013"
JQCH-HANB5B-84,"799418012834","No","12/16/2013","12/16/2013"
JQCH-HANB5B-108,"799418012858","No","12/16/2013","12/16/2013"
JQCH-HANB5B-120,"799418012865","No","12/16/2013","12/16/2013"
JQCH-HANB5C-96,"799418012919","No","12/16/2013","12/16/2013"
