SKU,Price,BASE CUSTOM PRICE
"DS-EMBS20135-108","305.0000","305.0000"
"DS-EMBS20135-120","315.0000","315.0000"
"DS-EMBS20135-84","275.0000","275.0000"
"DS-EMBS20135-96","295.0000","295.0000"
"DS-EMBS20136-108","305.0000","305.0000"
"DS-EMBS20136-120","315.0000","315.0000"
"DS-EMBS20136-84","275.0000","275.0000"
"DS-EMBS20136-96","295.0000","295.0000"
"DS-EMBS20137-108","309.0000","309.0000"
"DS-EMBS20137-120","319.0000","319.0000"
"DS-EMBS20137-84","279.0000","279.0000"
"DS-EMBS20137-96","299.0000","299.0000"
"DS-EMBS20138-108","309.0000","309.0000"
"DS-EMBS20138-120","319.0000","319.0000"
"DS-EMBS20138-84","279.0000","279.0000"
"DS-EMBS20138-96","299.0000","299.0000"
"DS-MDSTK2-108","279.0000","279.0000"
"DS-MDSTK2-120","289.0000","289.0000"
"DS-MDSTK2-84","249.0000","249.0000"
"DS-MDSTK2-96","269.0000","269.0000"
"DS-MDSTK2-FB","60.0000","60.0000"
"DS-MDSTK5-108","259.0000","259.0000"
"DS-MDSTK5-120","269.0000","269.0000"
"DS-MDSTK5-84","229.0000","229.0000"
"DS-MDSTK5-96","249.0000","249.0000"
"DS-MDSTK5-FB","60.0000","60.0000"
"DS-MSTK1-108","199.0000","199.0000"
"DS-MSTK1-120","209.0000","209.0000"
"DS-MSTK1-84","179.0000","179.0000"
"DS-MSTK1-96","189.0000","189.0000"
"DS-MSTK1-FB","45.0000","45.0000"
"DS-MSTK4-108","279.0000","279.0000"
"DS-MSTK4-120","289.0000","289.0000"
"DS-MSTK4-84","249.0000","249.0000"
"DS-MSTK4-96","269.0000","269.0000"
"DS-MSTK4-FB","60.0000","60.0000"
"DS-MSTK5-108","279.0000","279.0000"
"DS-MSTK5-120","289.0000","289.0000"
"DS-MSTK5-84","249.0000","249.0000"
"DS-MSTK5-96","269.0000","269.0000"
"DS-MSTK5-FB","60.0000","60.0000"
"DS-PS001-108","229.0000","229.0000"
"DS-PS001-84","199.0000","199.0000"
"DS-PS001-96","219.0000","219.0000"
"DS-PS001-FB","60.0000","60.0000"
"DS-PS002-108","229.0000","229.0000"
"DS-PS002-120","239.0000","239.0000"
"DS-PS002-84","199.0000","199.0000"
"DS-PS002-96","219.0000","219.0000"
"DS-PS002-FB","60.0000","60.0000"
"DS-PS003-108","229.0000","229.0000"
"DS-PS003-120","239.0000","239.0000"
"DS-PS003-84","199.0000","199.0000"
"DS-PS003-96","219.0000","219.0000"
"DS-PS003-FB","60.0000","60.0000"
"DS-ROM-CAS","0.0000","0.0000"
"DS-ROM-FSL","0.0000","0.0000"
"DS-ROM-RLX","0.0000","0.0000"
"DS-ROM-SFL","0.0000","0.0000"
"DS-SDG6-108","279.0000","279.0000"
"DS-SDG6-120","289.0000","289.0000"
"DS-SDG6-84","249.0000","249.0000"
"DS-SDG6-96","269.0000","269.0000"
"DS-SDG6-FB","60.0000","60.0000"
"DS-SLK02-108","279.0000","279.0000"
"DS-SLK02-120","289.0000","289.0000"
"DS-SLK02-84","249.0000","249.0000"
"DS-SLK02-96","269.0000","269.0000"
"DS-SLK02-FB","60.0000","60.0000"
"DS-SLK136-108","279.0000","279.0000"
"DS-SLK136-120","289.0000","289.0000"
"DS-SLK136-84","249.0000","249.0000"
"DS-SLK136-96","269.0000","269.0000"
"DS-SLK136-FB","60.0000","60.0000"
"DS-SLK196-108","279.0000","279.0000"
"DS-SLK196-120","289.0000","289.0000"
"DS-SLK196-84","249.0000","249.0000"
"DS-SLK196-96","269.0000","269.0000"
"DS-SLK196-FB","60.0000","60.0000"
"DS-SLK33-108","259.0000","259.0000"
"DS-SLK33-120","269.0000","269.0000"
"DS-SLK33-84","229.0000","229.0000"
"DS-SLK33-96","249.0000","249.0000"
"DS-SLK33-FB","60.0000","60.0000"
"DS-SLK50-FB","60.0000","60.0000"
"DS-SLK83-108","279.0000","279.0000"
"DS-SLK83-120","289.0000","289.0000"
"DS-SLK83-84","249.0000","249.0000"
"DS-SLK83-96","269.0000","269.0000"
"DS-SLK83-FB","60.0000","60.0000"
"DS-SSL28-108","279.0000","279.0000"
"DS-SSL28-120","289.0000","289.0000"
"DS-SSL28-84","249.0000","249.0000"
"DS-SSL28-96","269.0000","269.0000"
"DS-SSL28-FB","60.0000","60.0000"
"DS-TF514-108","279.0000","279.0000"
"DS-TF514-120","289.0000","289.0000"
"DS-TF514-84","249.0000","249.0000"
"DS-TF514-96","269.0000","269.0000"
"DS-TF514-FB","60.0000","60.0000"
"DS-TF708-108","279.0000","279.0000"
"DS-TF708-120","289.0000","289.0000"
"DS-TF708-84","229.0000","229.0000"
"DS-TF708-96","269.0000","269.0000"
"DS-TF708-FB","60.0000","60.0000"
"DS-TF926-108","269.0000","269.0000"
"DS-TF926-120","279.0000","279.0000"
"DS-TF926-84","239.0000","239.0000"
"DS-TF926-96","259.0000","259.0000"
"DS-TF926-FB","60.0000","60.0000"
"DS-TF940-108","279.0000","279.0000"
"DS-TF940-120","289.0000","289.0000"
"DS-TF940-84","249.0000","249.0000"
"DS-TF940-96","269.0000","269.0000"
"DS-TF940-FB","60.0000","60.0000"
"DS-TF944-108","279.0000","279.0000"
"DS-TF944-120","289.0000","289.0000"
"DS-TF944-84","249.0000","249.0000"
"DS-TF944-96","269.0000","269.0000"
"DS-TF944-FB","60.0000","60.0000"
"DS-TF959-108","259.0000","259.0000"
"DS-TF959-120","269.0000","269.0000"
"DS-TF959-84","229.0000","229.0000"
"DS-TF959-96","249.0000","249.0000"
"DS-TF959-FB","60.0000","60.0000"
"DS-TFSN25-108","269.0000","269.0000"
"DS-TFSN25-120","279.0000","279.0000"
"DS-TFSN25-84","239.0000","239.0000"
"DS-TFSN25-96","259.0000","259.0000"
"DS-TFSN25-FB","60.0000","60.0000"
"DS-TFSN30-108","279.0000","279.0000"
"DS-TFSN30-120","289.0000","289.0000"
"DS-TFSN30-84","249.0000","249.0000"
"DS-TFSN30-96","269.0000","269.0000"
"DS-TFSN30-FB","60.0000","60.0000"
"DS-TFSN33-108","279.0000","279.0000"
"DS-TFSN33-120","289.0000","289.0000"
"DS-TFSN33-84","249.0000","249.0000"
"DS-TFSN33-96","269.0000","269.0000"
"DS-TFSN33-FB","60.0000","60.0000"
"DS-TLT17-108","279.0000","279.0000"
"DS-TLT17-120","289.0000","289.0000"
"DS-TLT17-84","249.0000","249.0000"
"DS-TLT17-96","269.0000","269.0000"
"DS-TLT17-FB","60.0000","60.0000"
"DS-TS001-108","259.0000","259.0000"
"DS-TS001-120","269.0000","269.0000"
"DS-TS001-84","229.0000","229.0000"
"DS-TS001-96","249.0000","249.0000"
"DS-TS001-FB","60.0000","60.0000"
"DS-TS002-108","259.0000","259.0000"
"DS-TS002-120","269.0000","269.0000"
"DS-TS002-84","229.0000","229.0000"
"DS-TS002-96","249.0000","249.0000"
"DS-TS002-FB","60.0000","60.0000"
"EFSCH-20134A-108","109.0000","109.0000"
"EFSCH-20134A-120","119.0000","119.0000"
"EFSCH-20134A-84","89.0000","89.0000"
"EFSCH-20134A-96","99.0000","99.0000"
"EFSCH-20134B-108","109.0000","109.0000"
"EFSCH-20134B-120","119.0000","119.0000"
"EFSCH-20134B-84","89.0000","89.0000"
"EFSCH-20134B-96","99.0000","99.0000"
"EFSCH-20134C-108","109.0000","109.0000"
"EFSCH-20134C-120","119.0000","119.0000"
"EFSCH-20134C-84","89.0000","89.0000"
"EFSCH-20134C-96","99.0000","99.0000"
"EFSCH-20134D1-108","129.0000","129.0000"
"EFSCH-20134D1-120","139.0000","139.0000"
"EFSCH-20134D1-84","109.0000","109.0000"
"EFSCH-20134D1-96","119.0000","119.0000"
"EFSCH-20134D2-108","129.0000","129.0000"
"EFSCH-20134D2-120","139.0000","139.0000"
"EFSCH-20134D2-84","109.0000","109.0000"
"EFSCH-20134D2-96","119.0000","119.0000"
"EFSCH-20134E1-120","139.0000","139.0000"
"EFSCH-20134E1-84","109.0000","109.0000"
"EFSCH-20134E1-96","119.0000","119.0000"
"EFSCH-20134E2-108","129.0000","129.0000"
"EFSCH-20134E2-120","139.0000","139.0000"
"EFSCH-20134E2-84","109.0000","109.0000"
"EFSCH-20134E2-96","119.0000","119.0000"
"EFSCH-20134F1-108","129.0000","129.0000"
"EFSCH-20134F1-120","139.0000","139.0000"
"EFSCH-20134F1-84","109.0000","109.0000"
"EFSCH-20134F1-96","119.0000","119.0000"
"EFSCH-20134G1-108","129.0000","129.0000"
"EFSCH-20134G1-120","139.0000","139.0000"
"EFSCH-20134G1-84","89.0000","89.0000"
"EFSCH-20134G1-96","119.0000","119.0000"
"EFSCH-20136A-108","139.0000","139.0000"
"EFSCH-20136A-120","149.0000","149.0000"
"EFSCH-20136A-84","119.0000","119.0000"
"EFSCH-20136A-96","129.0000","129.0000"
"EFSCH-20136B-108","139.0000","139.0000"
"EFSCH-20136B-120","149.0000","149.0000"
"EFSCH-20136B-84","5.0000","2.0000"
"EFSCH-20136B-96","5.0000","2.0000"
"EFSCH-AL450C1-108","119.0000","119.0000"
"EFSCH-AL450C1-120","129.0000","129.0000"
"EFSCH-AL450C1-84","0.0000","0.0000"
"EFSCH-AL450C1-96","109.0000","109.0000"
"EFSCH-AL450C2","189.0000","189.0000"
"EFSCH-AL450C2-108","119.0000","119.0000"
"EFSCH-AL450C2-120","129.0000","129.0000"
"EFSCH-AL450C2-84","79.0000","79.0000"
"EFSCH-AL450C2-96","109.0000","109.0000"
"EFSCH-AL450C3-108","119.0000","119.0000"
"EFSCH-AL450C3-120","129.0000","129.0000"
"EFSCH-AL450C3-84","79.0000","79.0000"
"EFSCH-AL450C3-96","109.0000","109.0000"
"EFSCH-AL450C4-108","119.0000","119.0000"
"EFSCH-AL450C4-120","129.0000","129.0000"
"EFSCH-AL450C4-84","79.0000","79.0000"
"EFSCH-AL450C4-96","109.0000","109.0000"
"EFSCH-PLK850C1-108","139.0000","139.0000"
"EFSCH-PLK850C1-120","149.0000","149.0000"
"EFSCH-PLK850C1-84","129.0000","129.0000"
"EFSCH-PLK850C1-96","129.0000","129.0000"
"EFSCH-PLK850C2-108","139.0000","139.0000"
"EFSCH-PLK850C2-120","149.0000","149.0000"
"EFSCH-PLK850C2-84","129.0000","129.0000"
"EFSCH-PLK850C2-96","129.0000","129.0000"
"EFSCH-PLK850C3-108","139.0000","139.0000"
"EFSCH-PLK850C3-120","149.0000","149.0000"
"EFSCH-PLK850C3-84","129.0000","129.0000"
"EFSCH-PLK850C3-96","129.0000","129.0000"
"EFSCH-PLK850C4-108","139.0000","139.0000"
"EFSCH-PLK850C4-120","149.0000","149.0000"
"EFSCH-PLK850C4-84","119.0000","119.0000"
"EFSCH-PLK850C4-96","129.0000","129.0000"
"EFSCH-PLK850C5-108","139.0000","139.0000"
"EFSCH-PLK850C5-120","149.0000","149.0000"
"EFSCH-PLK850C5-84","119.0000","119.0000"
"EFSCH-PLK850C5-96","129.0000","129.0000"
"FHLCH-314043-108","89.0000","89.0000"
"FHLCH-314043-120","99.0000","99.0000"
"FHLCH-314043-84","69.0000","69.0000"
"FHLCH-314043-96","79.0000","79.0000"
"FHLCH-314044-108","89.0000","89.0000"
"FHLCH-314044-120","99.0000","99.0000"
"FHLCH-314044-84","69.0000","69.0000"
"FHLCH-314044-96","79.0000","79.0000"
"FHLCH-314047-108","89.0000","89.0000"
"FHLCH-314047-120","99.0000","99.0000"
"FHLCH-314047-84","69.0000","69.0000"
"FHLCH-314047-96","79.0000","79.0000"
"FHLCH-314048-108","89.0000","89.0000"
"FHLCH-314048-120","99.0000","99.0000"
"FHLCH-314048-84","69.0000","69.0000"
"FHLCH-314048-96","79.0000","79.0000"
"FHLCH-314052-108","89.0000","89.0000"
"FHLCH-314052-120","99.0000","99.0000"
"FHLCH-314052-84","69.0000","69.0000"
"FHLCH-314052-96","79.0000","79.0000"
"FHLCH-314053-108","89.0000","89.0000"
"FHLCH-314053-120","99.0000","99.0000"
"FHLCH-314053-84","69.0000","69.0000"
"FHLCH-314053-96","79.0000","79.0000"
"FHLCH-314055-108","89.0000","89.0000"
"FHLCH-314055-120","99.0000","99.0000"
"FHLCH-314055-84","69.0000","69.0000"
"FHLCH-314055-96","79.0000","79.0000"
"FHLCH-416016-108","89.0000","89.0000"
"FHLCH-416016-120","99.0000","99.0000"
"FHLCH-416016-84","69.0000","69.0000"
"FHLCH-416016-96","79.0000","79.0000"
"FHLCH-416017-108","89.0000","89.0000"
"FHLCH-416017-120","99.0000","99.0000"
"FHLCH-416017-84","69.0000","69.0000"
"FHLCH-416017-96","79.0000","79.0000"
"FHLCH-416018-108","89.0000","89.0000"
"FHLCH-416018-120","99.0000","99.0000"
"FHLCH-416018-84","69.0000","69.0000"
"FHLCH-416018-96","79.0000","79.0000"
"FHLCH-416019-108","89.0000","89.0000"
"FHLCH-416019-120","99.0000","99.0000"
"FHLCH-416019-84","69.0000","69.0000"
"FHLCH-416019-96","79.0000","79.0000"
"FHLCH-416020-108","89.0000","89.0000"
"FHLCH-416020-120","99.0000","99.0000"
"FHLCH-416020-84","69.0000","69.0000"
"FHLCH-416020-96","79.0000","79.0000"
"FHLCH-YL3008-108","69.0000","69.0000"
"FHLCH-YL3008-120","74.0000","74.0000"
"FHLCH-YL3008-84","59.0000","59.0000"
"FHLCH-YL3008-96","64.0000","64.0000"
"FHLCH-YL3010B-108","69.0000","69.0000"
"FHLCH-YL3010B-120","0.0000","0.0000"
"FHLCH-YL3010B-84","59.0000","59.0000"
"FHLCH-YL3010B-96","64.0000","64.0000"
"FHLCH-YL3012-108","69.0000","69.0000"
"FHLCH-YL3012-120","0.0000","0.0000"
"FHLCH-YL3012-84","59.0000","59.0000"
"FHLCH-YL3012-96","64.0000","64.0000"
"FHLCH-YL3022-108","69.0000","69.0000"
"FHLCH-YL3022-120","0.0000","0.0000"
"FHLCH-YL3022-84","59.0000","59.0000"
"FHLCH-YL3022-96","64.0000","64.0000"
"FHLCH-YL5003-108","69.0000","69.0000"
"FHLCH-YL5003-120","0.0000","0.0000"
"FHLCH-YL5003-84","59.0000","59.0000"
"FHLCH-YL5003-96","64.0000","64.0000"
"FHLCH-YL7176203-108","69.0000","69.0000"
"FHLCH-YL7176203-120","74.0000","74.0000"
"FHLCH-YL7176203-84","59.0000","59.0000"
"FHLCH-YL7176203-96","64.0000","64.0000"
"FHLCH-YL7176209-108","69.0000","69.0000"
"FHLCH-YL7176209-120","74.0000","74.0000"
"FHLCH-YL7176209-84","59.0000","59.0000"
"FHLCH-YL7176209-96","64.0000","64.0000"
"FHLCH-YL7176217-108","69.0000","69.0000"
"FHLCH-YL7176217-120","74.0000","74.0000"
"FHLCH-YL7176217-84","59.0000","59.0000"
"FHLCH-YL7176217-96","64.0000","64.0000"
"FHLCH-YL7178103-108","69.0000","69.0000"
"FHLCH-YL7178103-120","74.0000","74.0000"
"FHLCH-YL7178103-84","59.0000","59.0000"
"FHLCH-YL7178103-96","64.0000","64.0000"
"FHLCH-YL7178109-108","69.0000","69.0000"
"FHLCH-YL7178109-120","74.0000","74.0000"
"FHLCH-YL7178109-84","59.0000","59.0000"
"FHLCH-YL7178109-96","64.0000","64.0000"
"FHLCH-YL7178117-108","69.0000","69.0000"
"FHLCH-YL7178117-120","74.0000","74.0000"
"FHLCH-YL7178117-84","59.0000","59.0000"
"FHLCH-YL7178117-96","64.0000","64.0000"
"HDW-AB-2018-22","21.9900","21.9900"
"HDW-AB-2018-22-WP-4","199.0000","199.0000"
"HDW-AB-2018-22-WP-6","239.0000","239.0000"
"HDW-AB-2018-22-WP-8","279.0000","279.0000"
"HDW-AB-2031-22-WP-4","199.0000","199.0000"
"HDW-AB-2031-22-WP-6","239.0000","239.0000"
"HDW-AB-2031-22-WP-8","279.0000","279.0000"
"HDW-AB-2040-22","21.9900","21.9900"
"HDW-AB-2041-22","14.9900","14.9900"
"HDW-AB-3032-22","0.0000","0.0000"
"HDW-AB-3044-22","19.9900","19.9900"
"HDW-AB-3046-22","22.9900","22.9900"
"HDW-AB-3049-22","88.0000","29.9900"
"HDW-AB-3058-22","29.9900","29.9900"
"HDW-AB-3537-22-WP-4","199.0000","199.0000"
"HDW-AB-3537-22-WP-6","239.0000","239.0000"
"HDW-AB-3537-22-WP-8","279.0000","279.0000"
"HDW-AB-3588-22","19.9900","19.9900"
"HDW-AB-3639-22","14.9900","14.9900"
"HDW-AB-3639-22-WP-4","199.0000","199.0000"
"HDW-AB-3639-22-WP-6","239.0000","239.0000"
"HDW-AB-3639-22-WP-8","279.0000","279.0000"
"HDW-AB-3714-22","19.9900","19.9900"
"HDW-AB-3714-22-WP-4","199.0000","199.0000"
"HDW-AB-3714-22-WP-6","239.0000","239.0000"
"HDW-AB-3714-22-WP-8","279.0000","279.0000"
"HDW-AB-3746-22","19.9900","19.9900"
"HDW-AB-3747-22","19.9900","19.9900"
"HDW-AB-3748-22","14.9900","14.9900"
"HDW-AB-3862-22","7.5000","7.5000"
"HDW-AB-3863-22","19.9900","19.9900"
"HDW-AB-3863-22-WP-4","199.0000","199.0000"
"HDW-AB-3863-22-WP-6","239.0000","239.0000"
"HDW-AB-3863-22-WP-8","279.0000","279.0000"
"HDW-AB-3909-22","19.9900","19.9900"
"HDW-AB-9301-22","14.9900","14.9900"
"HDW-AB-9306-22","39.9900","39.9900"
"HDW-AB-9309-22","59.9900","59.9900"
"HDW-AB-9311-22","14.9900","14.9900"
"HDW-AB-9319-22","68.9900","68.9900"
"HDW-AB-9321-22","109.9900","109.9900"
"HDW-AB-9323-22","28.9900","28.9900"
"HDW-AB-9324-22","14.9900","14.9900"
"HDW-AB-9326-22","19.9900","19.9900"
"HDW-AB-9353-22","16.9900","16.9900"
"HDW-HG-2018-12","21.9900","21.9900"
"HDW-HG-2018-12-WP-4","199.0000","199.0000"
"HDW-HG-2018-12-WP-6","239.0000","239.0000"
"HDW-HG-2018-12-WP-8","279.0000","279.0000"
"HDW-HG-2031-12-WP-4","199.0000","199.0000"
"HDW-HG-2031-12-WP-6","239.0000","239.0000"
"HDW-HG-2031-12-WP-8","279.0000","279.0000"
"HDW-HG-2035-79-WP-4","199.0000","199.0000"
"HDW-HG-2035-79-WP-6","239.0000","239.0000"
"HDW-HG-2035-79-WP-8","279.0000","279.0000"
"HDW-HG-2035-80-WP-4","199.0000","199.0000"
"HDW-HG-2035-80-WP-6","239.0000","239.0000"
"HDW-HG-2035-80-WP-8","279.0000","279.0000"
"HDW-HG-2035-81-WP-4","249.0000","249.0000"
"HDW-HG-2035-81-WP-6","289.0000","289.0000"
"HDW-HG-2035-81-WP-8","349.0000","349.0000"
"HDW-HG-2040-12","21.9900","21.9900"
"HDW-HG-2041-12","14.9900","14.9900"
"HDW-HG-2042-79-WP-4","199.0000","199.0000"
"HDW-HG-2042-79-WP-6","239.0000","239.0000"
"HDW-HG-2042-79-WP-8","279.0000","279.0000"
"HDW-HG-2042-80-WP-4","199.0000","199.0000"
"HDW-HG-2042-80-WP-6","239.0000","239.0000"
"HDW-HG-2042-80-WP-8","279.0000","279.0000"
"HDW-HG-2042-81-WP-4","249.0000","249.0000"
"HDW-HG-2042-81-WP-6","289.0000","289.0000"
"HDW-HG-2042-81-WP-8","349.0000","349.0000"
"HDW-HG-3032-12","0.0000","0.0000"
"HDW-HG-3044-12","19.9900","19.9900"
"HDW-HG-3046-12","22.9900","22.9900"
"HDW-HG-3049-12","29.9900","29.9900"
"HDW-HG-3058-12","29.9900","29.9900"
"HDW-HG-3588-12","19.9900","19.9900"
"HDW-HG-3714-12","19.9900","19.9900"
"HDW-HG-3714-12-WP-4","199.0000","199.0000"
"HDW-HG-3714-12-WP-6","239.0000","239.0000"
"HDW-HG-3714-12-WP-8","279.0000","279.0000"
"HDW-HG-3746-12","19.9900","19.9900"
"HDW-HG-3747-12","19.9900","19.9900"
"HDW-HG-3748-12","14.9900","14.9900"
"HDW-HG-3862-12","7.5000","7.5000"
"HDW-HG-3863-12","19.9900","19.9900"
"HDW-HG-3863-12-WP-4","0.0000","0.0000"
"HDW-HG-3863-12-WP-6","0.0000","0.0000"
"HDW-HG-3863-12-WP-8","0.0000","0.0000"
"HDW-HG-3909-12","19.9900","19.9900"
"HDW-HG-9301-12","14.9900","14.9900"
"HDW-HG-9306-12","39.9900","39.9900"
"HDW-HG-9309-12","59.9900","59.9900"
"HDW-HG-9311-12","14.9900","14.9900"
"HDW-HG-9320-12","79.9900","79.9900"
"HDW-HG-9321-12","109.9900","109.9900"
"HDW-HG-9324-12","14.9900","14.9900"
"HDW-HG-9326-12","19.9900","19.9900"
"HDW-HG-9326-12","19.9900","19.9900"
"HDW-HG-9353-12","16.9900","16.9900"
"JQCH-2012201-108","89.0000","89.0000"
"JQCH-2012201-120","99.0000","99.0000"
"JQCH-2012201-84","69.0000","69.0000"
"JQCH-2012201-96","79.0000","79.0000"
"JQCH-2012201-FP-108","99.0000","99.0000"
"JQCH-2012201-FP-120","109.0000","109.0000"
"JQCH-2012201-FP-84","79.0000","79.0000"
"JQCH-2012201-FP-96","89.0000","89.0000"
"JQCH-20122010-108","89.0000","89.0000"
"JQCH-20122010-120","99.0000","99.0000"
"JQCH-20122010-84","69.0000","69.0000"
"JQCH-20122010-96","79.0000","79.0000"
"JQCH-20122010-FP-108","99.0000","99.0000"
"JQCH-20122010-FP-120","109.0000","109.0000"
"JQCH-20122010-FP-84","79.0000","79.0000"
"JQCH-20122010-FP-96","89.0000","89.0000"
"JQCH-2012204-108","109.0000","109.0000"
"JQCH-2012204-120","99.0000","99.0000"
"JQCH-2012204-84","79.0000","79.0000"
"JQCH-2012204-96","89.0000","89.0000"
"JQCH-2012204-FP-108","99.0000","99.0000"
"JQCH-2012204-FP-120","109.0000","109.0000"
"JQCH-2012204-FP-84","79.0000","79.0000"
"JQCH-2012204-FP-96","89.0000","89.0000"
"JQCH-201263-108","89.0000","89.0000"
"JQCH-201263-120","99.0000","99.0000"
"JQCH-201263-84","69.0000","69.0000"
"JQCH-201263-96","79.0000","79.0000"
"JQCH-201263-FP-108","99.0000","99.0000"
"JQCH-201263-FP-120","109.0000","109.0000"
"JQCH-201263-FP-84","79.0000","79.0000"
"JQCH-201263-FP-96","89.0000","89.0000"
"JQCH-201266-108","89.0000","89.0000"
"JQCH-201266-120","99.0000","99.0000"
"JQCH-201266-84","69.0000","69.0000"
"JQCH-201266-96","79.0000","79.0000"
"JQCH-201266-FP-108","99.0000","99.0000"
"JQCH-201266-FP-120","109.0000","109.0000"
"JQCH-201266-FP-84","79.0000","79.0000"
"JQCH-201266-FP-96","89.0000","89.0000"
"JQCH-201268-108","89.0000","89.0000"
"JQCH-201268-120","99.0000","99.0000"
"JQCH-201268-84","69.0000","69.0000"
"JQCH-201268-96","79.0000","79.0000"
"JQCH-201268-FP-108","99.0000","99.0000"
"JQCH-201268-FP-120","109.0000","109.0000"
"JQCH-201268-FP-84","79.0000","79.0000"
"JQCH-201268-FP-96","89.0000","89.0000"
"JQCH-201301-108","89.0000","89.0000"
"JQCH-201301-120","99.0000","99.0000"
"JQCH-201301-84","69.0000","69.0000"
"JQCH-201301-96","79.0000","79.0000"
"JQCH-201301-FP-108","99.0000","99.0000"
"JQCH-201301-FP-120","109.0000","109.0000"
"JQCH-201301-FP-84","79.0000","79.0000"
"JQCH-201301-FP-96","89.0000","89.0000"
"JQCH-201302-108","89.0000","89.0000"
"JQCH-201302-120","99.0000","99.0000"
"JQCH-201302-84","69.0000","69.0000"
"JQCH-201302-96","79.0000","79.0000"
"JQCH-201302-FP-108","99.0000","99.0000"
"JQCH-201302-FP-120","109.0000","109.0000"
"JQCH-201302-FP-84","79.0000","79.0000"
"JQCH-201302-FP-96","89.0000","89.0000"
"JQCH-HANB10-108","119.0000","119.0000"
"JQCH-HANB10-120","129.0000","129.0000"
"JQCH-HANB10-84","99.0000","99.0000"
"JQCH-HANB10-96","109.0000","109.0000"
"JQCH-HANB11-108","159.0000","159.0000"
"JQCH-HANB11-120","169.0000","169.0000"
"JQCH-HANB11-84","139.0000","139.0000"
"JQCH-HANB11-96","149.0000","149.0000"
"JQCH-HANB12A-108","119.0000","119.0000"
"JQCH-HANB12A-120","129.0000","129.0000"
"JQCH-HANB12A-84","99.0000","99.0000"
"JQCH-HANB12A-96","109.0000","109.0000"
"JQCH-HANB12B-108","119.0000","119.0000"
"JQCH-HANB12B-120","129.0000","129.0000"
"JQCH-HANB12B-84","99.0000","99.0000"
"JQCH-HANB12B-96","109.0000","109.0000"
"JQCH-HANB13A-108","99.0000","99.0000"
"JQCH-HANB13A-120","109.0000","109.0000"
"JQCH-HANB13A-84","79.0000","79.0000"
"JQCH-HANB13A-96","89.0000","89.0000"
"JQCH-HANB13B-108","99.0000","99.0000"
"JQCH-HANB13B-120","109.0000","109.0000"
"JQCH-HANB13B-84","79.0000","79.0000"
"JQCH-HANB13B-96","89.0000","89.0000"
"JQCH-HANB13C-108","99.0000","99.0000"
"JQCH-HANB13C-120","109.0000","109.0000"
"JQCH-HANB13C-84","79.0000","79.0000"
"JQCH-HANB13C-96","89.0000","89.0000"
"JQCH-HANB13D-108","99.0000","99.0000"
"JQCH-HANB13D-120","109.0000","109.0000"
"JQCH-HANB13D-84","75.0000","75.0000"
"JQCH-HANB13D-96","89.0000","89.0000"
"JQCH-HANB14A-108","79.0000","79.0000"
"JQCH-HANB14A-84","59.0000","59.0000"
"JQCH-HANB14A-96","69.0000","69.0000"
"JQCH-HANB14B-108","79.0000","79.0000"
"JQCH-HANB14B-84","59.0000","59.0000"
"JQCH-HANB14B-96","69.0000","69.0000"
"JQCH-HANB14C-108","79.0000","79.0000"
"JQCH-HANB14C-84","59.0000","59.0000"
"JQCH-HANB14C-96","69.0000","69.0000"
"JQCH-HANB15-108","79.0000","79.0000"
"JQCH-HANB15-84","59.0000","59.0000"
"JQCH-HANB15-96","69.0000","69.0000"
"JQCH-HANB1A-108","139.0000","139.0000"
"JQCH-HANB1A-120","149.0000","149.0000"
"JQCH-HANB1A-84","119.0000","119.0000"
"JQCH-HANB1A-96","129.0000","129.0000"
"JQCH-HANB1B-108","139.0000","139.0000"
"JQCH-HANB1B-120","149.0000","149.0000"
"JQCH-HANB1B-84","119.0000","119.0000"
"JQCH-HANB1B-96","129.0000","129.0000"
"JQCH-HANB2-108","119.0000","119.0000"
"JQCH-HANB2-120","129.0000","129.0000"
"JQCH-HANB2-84","99.0000","99.0000"
"JQCH-HANB2-96","109.0000","109.0000"
"JQCH-HANB3A-108","119.0000","119.0000"
"JQCH-HANB3A-120","129.0000","129.0000"
"JQCH-HANB3A-84","99.0000","99.0000"
"JQCH-HANB3A-96","109.0000","109.0000"
"JQCH-HANB3B-108","119.0000","119.0000"
"JQCH-HANB3B-120","129.0000","129.0000"
"JQCH-HANB3B-84","99.0000","99.0000"
"JQCH-HANB3B-96","109.0000","109.0000"
"JQCH-HANB4-108","109.0000","109.0000"
"JQCH-HANB4-120","119.0000","119.0000"
"JQCH-HANB4-84","89.0000","89.0000"
"JQCH-HANB4-96","99.0000","99.0000"
"JQCH-HANB5A-108","139.0000","139.0000"
"JQCH-HANB5A-120","149.0000","149.0000"
"JQCH-HANB5A-84","119.0000","119.0000"
"JQCH-HANB5A-96","129.0000","129.0000"
"JQCH-HANB5B-108","139.0000","139.0000"
"JQCH-HANB5B-120","149.0000","149.0000"
"JQCH-HANB5B-84","119.0000","119.0000"
"JQCH-HANB5B-96","129.0000","129.0000"
"JQCH-HANB5C-108","139.0000","139.0000"
"JQCH-HANB5C-120","149.0000","149.0000"
"JQCH-HANB5C-84","119.0000","119.0000"
"JQCH-HANB5C-96","129.0000","129.0000"
"JQCH-HANB6-108","139.0000","139.0000"
"JQCH-HANB6-120","149.0000","149.0000"
