SKU,Price,BASE CUSTOM PRICE
"JQCH-HANB6-84","119.0000","119.0000"
"JQCH-HANB6-96","129.0000","129.0000"
"JQCH-HANB7-108","119.0000","119.0000"
"JQCH-HANB7-120","129.0000","129.0000"
"JQCH-HANB7-84","99.0000","99.0000"
"JQCH-HANB7-96","109.0000","109.0000"
"JQCH-HANB8-108","119.0000","119.0000"
"JQCH-HANB8-120","129.0000","129.0000"
"JQCH-HANB8-84","99.0000","99.0000"
"JQCH-HANB8-96","109.0000","109.0000"
"JQCH-HANB9-108","149.0000","149.0000"
"JQCH-HANB9-120","159.0000","159.0000"
"JQCH-HANB9-84","129.0000","129.0000"
"JQCH-HANB9-96","139.0000","139.0000"
"JQCH-ROM-CAS","0.0000","0.0000"
"JQCH-ROM-FSL","0.0000","0.0000"
"JQCH-ROM-RLX","0.0000","0.0000"
"JQCH-ROM-SFL","0.0000","0.0000"
"LN-5000-108","159.0000","159.0000"
"LN-5000-120","174.0000","174.0000"
"LN-5000-84","129.0000","129.0000"
"LN-5000-96","144.0000","144.0000"
"LN-5100-108","159.0000","159.0000"
"LN-5100-120","174.0000","174.0000"
"LN-5100-84","129.0000","129.0000"
"LN-5100-96","144.0000","144.0000"
"LN-5175-108","159.0000","159.0000"
"LN-5175-120","174.0000","174.0000"
"LN-5175-84","129.0000","129.0000"
"LN-5175-96","144.0000","144.0000"
"LN-5176-108","159.0000","159.0000"
"LN-5176-120","174.0000","174.0000"
"LN-5176-84","129.0000","129.0000"
"LN-5176-96","144.0000","144.0000"
"LN-5177-108","159.0000","159.0000"
"LN-5177-120","174.0000","174.0000"
"LN-5177-84","129.0000","129.0000"
"LN-5177-96","144.0000","144.0000"
"LN-5178-108","159.0000","159.0000"
"LN-5178-120","174.0000","174.0000"
"LN-5178-84","129.0000","129.0000"
"LN-5178-96","144.0000","144.0000"
"LN-5179-108","159.0000","159.0000"
"LN-5179-120","174.0000","174.0000"
"LN-5179-84","129.0000","129.0000"
"LN-5179-96","144.0000","144.0000"
"LN-5520-108","159.0000","159.0000"
"LN-5520-120","174.0000","174.0000"
"LN-5520-84","129.0000","129.0000"
"LN-5520-96","144.0000","144.0000"
"LN-ROM-CAS","0.0000","0.0000"
"LN-ROM-FSL","0.0000","0.0000"
"LN-ROM-RLX","0.0000","0.0000"
"LN-ROM-SFL","0.0000","0.0000"
"PDCH-HANB08-108","128.0000","128.0000"
"PDCH-HANB08-120","138.0000","138.0000"
"PDCH-HANB08-84","108.0000","108.0000"
"PDCH-HANB08-96","118.0000","118.0000"
"PDCH-HANB10-108","128.0000","128.0000"
"PDCH-HANB10-120","138.0000","138.0000"
"PDCH-HANB10-84","108.0000","108.0000"
"PDCH-HANB10-96","118.0000","118.0000"
"PDCH-HANB23-108","128.0000","128.0000"
"PDCH-HANB23-120","138.0000","138.0000"
"PDCH-HANB23-84","108.0000","108.0000"
"PDCH-HANB23-96","118.0000","118.0000"
"PDCH-HANB35-108","128.0000","128.0000"
"PDCH-HANB35-120","138.0000","138.0000"
"PDCH-HANB35-84","108.0000","108.0000"
"PDCH-HANB35-96","118.0000","118.0000"
"PDCH-HANB44-108","128.0000","128.0000"
"PDCH-HANB44-120","138.0000","138.0000"
"PDCH-HANB44-84","108.0000","108.0000"
"PDCH-HANB44-96","118.0000","118.0000"
"PDCH-HANB46-108","128.0000","128.0000"
"PDCH-HANB46-120","138.0000","138.0000"
"PDCH-HANB46-84","108.0000","108.0000"
"PDCH-HANB46-96","118.0000","118.0000"
"PDCH-HANB52-108","128.0000","128.0000"
"PDCH-HANB52-120","138.0000","138.0000"
"PDCH-HANB52-84","108.0000","108.0000"
"PDCH-HANB52-96","118.0000","118.0000"
"PDCH-HANB56-108","128.0000","128.0000"
"PDCH-HANB56-120","138.0000","138.0000"
"PDCH-HANB56-84","108.0000","108.0000"
"PDCH-HANB56-96","118.0000","118.0000"
"PDCH-HANB57-108","128.0000","128.0000"
"PDCH-HANB57-120","138.0000","138.0000"
"PDCH-HANB57-84","108.0000","108.0000"
"PDCH-HANB57-96","118.0000","118.0000"
"PDCH-HANB60-108","128.0000","128.0000"
"PDCH-HANB60-120","138.0000","138.0000"
"PDCH-HANB60-84","108.0000","108.0000"
"PDCH-HANB60-96","118.0000","118.0000"
"PDCH-HANB80-108","128.0000","128.0000"
"PDCH-HANB80-120","138.0000","138.0000"
"PDCH-HANB80-84","108.0000","108.0000"
"PDCH-HANB80-96","118.0000","118.0000"
"PDCH-HANB81-108","128.0000","128.0000"
"PDCH-HANB81-120","138.0000","138.0000"
"PDCH-HANB81-84","108.0000","108.0000"
"PDCH-HANB81-96","118.0000","118.0000"
"PDCH-HANB83-108","128.0000","128.0000"
"PDCH-HANB83-120","138.0000","138.0000"
"PDCH-HANB83-84","108.0000","108.0000"
"PDCH-HANB83-96","118.0000","118.0000"
"PDCH-HANB85-108","128.0000","128.0000"
"PDCH-HANB85-120","138.0000","138.0000"
"PDCH-HANB85-84","108.0000","108.0000"
"PDCH-HANB85-96","118.0000","118.0000"
"PDCH-KBS1-108","99.0000","99.0000"
"PDCH-KBS1-120","109.0000","109.0000"
"PDCH-KBS1-84","79.0000","79.0000"
"PDCH-KBS1-96","89.0000","89.0000"
"PDCH-KBS10-96","0.0000","0.0000"
"PDCH-KBS11-108","99.0000","99.0000"
"PDCH-KBS11-120","109.0000","109.0000"
"PDCH-KBS11-84","79.0000","79.0000"
"PDCH-KBS11-96","89.0000","89.0000"
"PDCH-KBS14-108","99.0000","99.0000"
"PDCH-KBS14-120","109.0000","109.0000"
"PDCH-KBS14-84","79.0000","79.0000"
"PDCH-KBS14-96","89.0000","89.0000"
"PDCH-KBS15-108","99.0000","99.0000"
"PDCH-KBS15-120","109.0000","109.0000"
"PDCH-KBS15-84","79.0000","79.0000"
"PDCH-KBS15-96","89.0000","89.0000"
"PDCH-KBS16-108","99.0000","99.0000"
"PDCH-KBS16-108","20.0000","20.0000"
"PDCH-KBS16-120","30.0000","30.0000"
"PDCH-KBS16-120","109.0000","109.0000"
"PDCH-KBS16-84","79.0000","79.0000"
"PDCH-KBS16-84","0.0000","0.0000"
"PDCH-KBS16-96","10.0000","10.0000"
"PDCH-KBS16-96","89.0000","89.0000"
"PDCH-KBS17-108","25.0000","25.0000"
"PDCH-KBS17-120","35.0000","35.0000"
"PDCH-KBS17-84","0.0000","0.0000"
"PDCH-KBS17-96","15.0000","15.0000"
"PDCH-KBS18-108","99.0000","99.0000"
"PDCH-KBS18-120","109.0000","109.0000"
"PDCH-KBS18-84","79.0000","79.0000"
"PDCH-KBS18-96","89.0000","89.0000"
"PDCH-KBS18-96","0.0000","0.0000"
"PDCH-KBS2-108","99.0000","99.0000"
"PDCH-KBS2-120","109.0000","109.0000"
"PDCH-KBS2-84","79.0000","79.0000"
"PDCH-KBS2-96","89.0000","89.0000"
"PDCH-KBS3-108","99.0000","99.0000"
"PDCH-KBS3-120","109.0000","109.0000"
"PDCH-KBS3-84","79.0000","79.0000"
"PDCH-KBS3-96","89.0000","89.0000"
"PDCH-KBS5-108","99.0000","99.0000"
"PDCH-KBS5-120","109.0000","109.0000"
"PDCH-KBS5-84","79.0000","79.0000"
"PDCH-KBS5-96","89.0000","89.0000"
"PDCH-KBS6-108","99.0000","99.0000"
"PDCH-KBS6-120","109.0000","109.0000"
"PDCH-KBS6-84","79.0000","79.0000"
"PDCH-KBS6-96","89.0000","89.0000"
"PDCH-KBS6-FB","15.0000","15.0000"
"PDCH-KBS7-108","99.0000","99.0000"
"PDCH-KBS7-120","109.0000","109.0000"
"PDCH-KBS7-84","79.0000","79.0000"
"PDCH-KBS7-96","89.0000","89.0000"
"PDCH-KBS8-108","99.0000","99.0000"
"PDCH-KBS8-120","109.0000","109.0000"
"PDCH-KBS8-84","79.0000","79.0000"
"PDCH-KBS8-96","89.0000","89.0000"
"PDCH-KBS9-108","99.0000","99.0000"
"PDCH-KBS9-120","109.0000","109.0000"
"PDCH-KBS9-84","79.0000","79.0000"
"PDCH-KBS9-96","89.0000","89.0000"
"PDCH-ROM-CAS","0.0000","0.0000"
"PDCH-ROM-FSL","0.0000","0.0000"
"PDCH-ROM-RLX","0.0000","0.0000"
"PDCH-ROM-SFL","0.0000","0.0000"
"PRTW-D01-108","129.0000","129.0000"
"PRTW-D01-120","139.0000","139.0000"
"PRTW-D01-84","99.0000","99.0000"
"PRTW-D01-96","119.0000","119.0000"
"PRTW-D02-108","129.0000","129.0000"
"PRTW-D02-108","238.9900","238.9900"
"PRTW-D02-120","258.9900","258.9900"
"PRTW-D02-120","139.0000","139.0000"
"PRTW-D02-84","99.0000","99.0000"
"PRTW-D02-84","198.9900","198.9900"
"PRTW-D02-96","218.9900","218.9900"
"PRTW-D02-96","119.0000","119.0000"
"PRTW-D04-108","129.0000","129.0000"
"PRTW-D04-120","139.0000","139.0000"
"PRTW-D04-84","99.0000","99.0000"
"PRTW-D04-96","119.0000","119.0000"
"PRTW-D05-108","129.0000","129.0000"
"PRTW-D05-120","139.0000","139.0000"
"PRTW-D05-84","99.0000","99.0000"
"PRTW-D05-96","119.0000","119.0000"
"PRTW-D06A-108","129.0000","129.0000"
"PRTW-D06A-120","139.0000","139.0000"
"PRTW-D06A-84","99.0000","99.0000"
"PRTW-D06A-96","119.0000","119.0000"
"PRTW-D06B-108","129.0000","129.0000"
"PRTW-D06B-120","139.0000","139.0000"
"PRTW-D06B-84","99.0000","99.0000"
"PRTW-D06B-96","119.0000","119.0000"
"PRTW-D09-108","129.0000","129.0000"
"PRTW-D09-120","139.0000","139.0000"
"PRTW-D09-84","99.0000","99.0000"
"PRTW-D09-96","119.0000","119.0000"
"PRTW-D11-108","129.0000","129.0000"
"PRTW-D11-120","139.0000","139.0000"
"PRTW-D11-84","99.0000","99.0000"
"PRTW-D11-96","119.0000","119.0000"
"PRTW-D12-108","129.0000","129.0000"
"PRTW-D12-120","139.0000","139.0000"
"PRTW-D12-84","99.0000","99.0000"
"PRTW-D12-96","119.0000","119.0000"
"PRTW-D13-108","129.0000","129.0000"
"PRTW-D13-120","139.0000","139.0000"
"PRTW-D13-84","99.0000","99.0000"
"PRTW-D13-96","119.0000","119.0000"
"PRTW-D15-108","129.0000","129.0000"
"PRTW-D15-120","139.0000","139.0000"
"PRTW-D15-84","99.0000","99.0000"
"PRTW-D15-96","119.0000","119.0000"
"PRTW-D16-108","129.0000","129.0000"
"PRTW-D16-120","139.0000","139.0000"
"PRTW-D16-84","99.0000","99.0000"
"PRTW-D16-96","119.0000","119.0000"
"PRTW-D17-108","129.0000","129.0000"
"PRTW-D17-120","139.0000","139.0000"
"PRTW-D17-84","99.0000","99.0000"
"PRTW-D17-96","119.0000","119.0000"
"PRTW-D20-108","129.0000","129.0000"
"PRTW-D20-120","139.0000","139.0000"
"PRTW-D20-84","99.0000","99.0000"
"PRTW-D20-96","119.0000","119.0000"
"PRTW-D21-108","129.0000","129.0000"
"PRTW-D21-120","139.0000","139.0000"
"PRTW-D21-84","99.0000","99.0000"
"PRTW-D21-96","119.0000","119.0000"
"PRTW-D22-108","129.0000","129.0000"
"PRTW-D22-120","139.0000","139.0000"
"PRTW-D22-84","99.0000","99.0000"
"PRTW-D22-96","119.0000","119.0000"
"PRTW-D23-108","129.0000","129.0000"
"PRTW-D23-108","238.9900","238.9900"
"PRTW-D23-120","258.9900","258.9900"
"PRTW-D23-120","139.0000","139.0000"
"PRTW-D23-84","99.0000","99.0000"
"PRTW-D23-84","198.9900","198.9900"
"PRTW-D23-96","218.9900","218.9900"
"PRTW-D23-96","119.0000","119.0000"
"PRTW-D24A-108","129.0000","129.0000"
"PRTW-D24A-120","139.0000","139.0000"
"PRTW-D24A-84","99.0000","99.0000"
"PRTW-D24A-96","119.0000","119.0000"
"PRTW-D24B-108","129.0000","129.0000"
"PRTW-D24B-120","139.0000","139.0000"
"PRTW-D24B-84","99.0000","99.0000"
"PRTW-D24B-96","119.0000","119.0000"
"PRTW-D25-108","129.0000","129.0000"
"PRTW-D25-120","139.0000","139.0000"
"PRTW-D25-84","99.0000","99.0000"
"PRTW-D25-96","119.0000","119.0000"
"PRTW-D26-108","129.0000","129.0000"
"PRTW-D26-120","139.0000","139.0000"
"PRTW-D26-84","99.0000","99.0000"
"PRTW-D26-96","119.0000","119.0000"
"PRTW-D27-108","129.0000","129.0000"
"PRTW-D27-120","139.0000","139.0000"
"PRTW-D27-84","99.0000","99.0000"
"PRTW-D27-96","119.0000","119.0000"
"PRTW-D28-108","129.0000","129.0000"
"PRTW-D28-108","238.9900","238.9900"
"PRTW-D28-120","258.9900","258.9900"
"PRTW-D28-120","139.0000","139.0000"
"PRTW-D28-84","99.0000","99.0000"
"PRTW-D28-84","198.9900","198.9900"
"PRTW-D28-96","218.9900","218.9900"
"PRTW-D28-96","119.0000","119.0000"
"PRTW-D29A-108","129.0000","129.0000"
"PRTW-D29A-120","139.0000","139.0000"
"PRTW-D29A-84","99.0000","99.0000"
"PRTW-D29A-96","119.0000","119.0000"
"PRTW-D29B-108","129.0000","129.0000"
"PRTW-D29B-120","139.0000","139.0000"
"PRTW-D29B-84","99.0000","99.0000"
"PRTW-D29B-96","119.0000","119.0000"
"PRTW-D30-108","129.0000","129.0000"
"PRTW-D30-120","139.0000","139.0000"
"PRTW-D30-84","99.0000","99.0000"
"PRTW-D30-96","119.0000","119.0000"
"PRTW-D31-108","129.0000","129.0000"
"PRTW-D31-120","139.0000","139.0000"
"PRTW-D31-84","99.0000","99.0000"
"PRTW-D31-96","119.0000","119.0000"
"PRTW-D32-108","129.0000","129.0000"
"PRTW-D32-120","139.0000","139.0000"
"PRTW-D32-84","99.0000","99.0000"
"PRTW-D32-96","119.0000","119.0000"
"PRTW-D33-108","129.0000","129.0000"
"PRTW-D33-120","139.0000","139.0000"
"PRTW-D33-84","99.0000","99.0000"
"PRTW-D33-96","119.0000","119.0000"
"PRTW-ROM-CAS","0.0000","0.0000"
"PRTW-ROM-FSL","0.0000","0.0000"
"PRTW-ROM-RLX","0.0000","0.0000"
"PRTW-ROM-SFL","0.0000","0.0000"
"PTCH-001-108-RU","139.0000","139.0000"
"PTCH-001-120-RU","159.0000","159.0000"
"PTCH-001-84-RU","99.0000","99.0000"
"PTCH-001-96-RU","119.0000","119.0000"
"PTCH-003-108-RU","139.0000","139.0000"
"PTCH-003-84-RU","99.0000","99.0000"
"PTCH-003-96-RU","119.0000","119.0000"
"PTCH-005-108-RU","139.0000","139.0000"
"PTCH-005-120-RU","159.0000","159.0000"
"PTCH-005-84-RU","99.0000","99.0000"
"PTCH-005-96-RU","119.0000","119.0000"
"PTCH-005-RUVAL-108","139.0000","139.0000"
"PTCH-005-RUVAL-120","159.0000","159.0000"
"PTCH-005-RUVAL-84","99.0000","99.0000"
"PTCH-005-RUVAL-96","119.0000","119.0000"
"PTCH-100-108-RU","139.0000","139.0000"
"PTCH-100-120-RU","159.0000","159.0000"
"PTCH-100-84-RU","99.0000","99.0000"
"PTCH-100-96-RU","119.0000","119.0000"
"PTCH-102-108-RU","139.0000","139.0000"
"PTCH-102-120-RU","159.0000","159.0000"
"PTCH-102-84-RU","99.0000","99.0000"
"PTCH-102-96-RU","119.0000","119.0000"
"PTCH-104-108-RU","139.0000","139.0000"
"PTCH-104-120-RU","159.0000","159.0000"
"PTCH-104-84-RU","99.0000","99.0000"
"PTCH-104-96-RU","119.0000","119.0000"
"PTCH-1066-108-RU","139.0000","139.0000"
"PTCH-1066-120-RU","159.0000","159.0000"
"PTCH-1066-84-RU","99.0000","99.0000"
"PTCH-1066-96-RU","119.0000","119.0000"
"PTCH-1066-RUVAL-108","159.0000","159.0000"
"PTCH-1066-RUVAL-120","179.0000","179.0000"
"PTCH-1066-RUVAL-84","119.0000","119.0000"
"PTCH-1066-RUVAL-96","139.0000","139.0000"
"PTCH-112-108-RU","139.0000","139.0000"
"PTCH-112-84-RU","99.0000","99.0000"
"PTCH-112-96-RU","119.0000","119.0000"
"PTCH-112-RUVAL-108","159.0000","159.0000"
"PTCH-112-RUVAL-120","179.0000","179.0000"
"PTCH-112-RUVAL-84","119.0000","119.0000"
"PTCH-112-RUVAL-96","139.0000","139.0000"
"PTCH-120-108-RU","139.0000","139.0000"
"PTCH-120-108-RU","139.0000","139.0000"
"PTCH-120-120-RU","159.0000","159.0000"
"PTCH-120-84-RU","99.0000","99.0000"
"PTCH-120-84-RU","99.0000","99.0000"
"PTCH-120-96-RU","119.0000","119.0000"
"PTCH-120-96-RU","119.0000","119.0000"
"PTCH-130907-108-RU","139.0000","139.0000"
"PTCH-130907-120-RU","159.0000","159.0000"
"PTCH-130907-84-RU","99.0000","99.0000"
"PTCH-130907-96-RU","119.0000","119.0000"
"PTCH-190912-108-RU","139.0000","139.0000"
"PTCH-190912-84-RU","99.0000","99.0000"
"PTCH-190912-96-RU","119.0000","119.0000"
"PTCH-194010-108-RU","139.0000","139.0000"
"PTCH-194010-120-RU","159.0000","159.0000"
"PTCH-194010-84-RU","99.0000","99.0000"
"PTCH-194010-96-RU","119.0000","119.0000"
"PTCH-202-108-RU","139.0000","139.0000"
"PTCH-202-120-RU","159.0000","159.0000"
"PTCH-202-84-RU","99.0000","99.0000"
"PTCH-202-96-RU","119.0000","119.0000"
"PTCH-203-108-RU","139.0000","139.0000"
"PTCH-203-120-RU","159.0000","159.0000"
"PTCH-203-84-RU","99.0000","99.0000"
"PTCH-203-96-RU","119.0000","119.0000"
"PTCH-204-108-RU","139.0000","139.0000"
"PTCH-204-120-RU","159.0000","159.0000"
"PTCH-204-84-RU","99.0000","99.0000"
"PTCH-204-96-RU","119.0000","119.0000"
"PTCH-205-108-RU","139.0000","139.0000"
"PTCH-205-120-RU","159.0000","159.0000"
"PTCH-205-84-RU","99.0000","99.0000"
"PTCH-205-96-RU","119.0000","119.0000"
"PTCH-206-108-RU","139.0000","139.0000"
"PTCH-206-120-RU","159.0000","159.0000"
"PTCH-206-84-RU","99.0000","99.0000"
"PTCH-206-96-RU","119.0000","119.0000"
"PTCH-207-108-RU","139.0000","139.0000"
"PTCH-207-120-RU","159.0000","159.0000"
"PTCH-207-84-RU","99.0000","99.0000"
"PTCH-207-96-RU","119.0000","119.0000"
"PTCH-208-108-RU","139.0000","139.0000"
"PTCH-208-120-RU","159.0000","159.0000"
"PTCH-208-84-RU","99.0000","99.0000"
"PTCH-208-96-RU","119.0000","119.0000"
"PTCH-209-108-RU","139.0000","139.0000"
"PTCH-209-120-RU","159.0000","159.0000"
"PTCH-209-84-RU","99.0000","99.0000"
"PTCH-209-96-RU","119.0000","119.0000"
"PTCH-27-108-RU","139.0000","139.0000"
"PTCH-27-120-RU","159.0000","159.0000"
"PTCH-27-84-RU","99.0000","99.0000"
"PTCH-27-96-RU","119.0000","119.0000"
"PTCH-29-108-RU","139.0000","139.0000"
"PTCH-29-120-RU","159.0000","159.0000"
"PTCH-29-84-RU","99.0000","99.0000"
"PTCH-29-96-RU","119.0000","119.0000"
"PTCH-41-108-RU","139.0000","139.0000"
"PTCH-41-120-RU","159.0000","159.0000"
"PTCH-41-84-RU","99.0000","99.0000"
"PTCH-41-96-RU","119.0000","119.0000"
"PTCH-5-RUVAL-108","159.0000","159.0000"
"PTCH-5-RUVAL-120","179.0000","179.0000"
"PTCH-5-RUVAL-84","119.0000","119.0000"
"PTCH-5-RUVAL-96","139.0000","139.0000"
"PTCH-54-108-RU","139.0000","139.0000"
"PTCH-54-120-RU","159.0000","159.0000"
"PTCH-54-84-RU","99.0000","99.0000"
"PTCH-54-96-RU","119.0000","119.0000"
"PTCH-87-108-RU","139.0000","139.0000"
"PTCH-87-120-RU","159.0000","159.0000"
"PTCH-87-84-RU","99.0000","99.0000"
"PTCH-87-96-RU","119.0000","119.0000"
"PTCH-JTSP001-108","114.0000","114.0000"
"PTCH-JTSP001-108","25.0000","25.0000"
"PTCH-JTSP001-120","124.0000","124.0000"
"PTCH-JTSP001-84","89.0000","89.0000"
"PTCH-JTSP001-84","0.0000","0.0000"
"PTCH-JTSP001-96","15.0000","15.0000"
"PTCH-JTSP001-96","104.0000","104.0000"
"PTCH-JTSP003-108","114.0000","114.0000"
"PTCH-JTSP003-120","124.0000","124.0000"
"PTCH-JTSP003-84","89.0000","89.0000"
"PTCH-JTSP003-96","104.0000","104.0000"
"PTCH-JTSP005-108","114.0000","114.0000"
"PTCH-JTSP005-108","25.0000","25.0000"
"PTCH-JTSP005-108-RU","139.0000","139.0000"
"PTCH-JTSP005-120","124.0000","124.0000"
"PTCH-JTSP005-120","35.0000","35.0000"
"PTCH-JTSP005-84","0.0000","0.0000"
"PTCH-JTSP005-84","89.0000","89.0000"
"PTCH-JTSP005-96","104.0000","104.0000"
"PTCH-JTSP005-96","15.0000","15.0000"
"PTCH-JTSP100-108","25.0000","25.0000"
"PTCH-JTSP100-108","114.0000","114.0000"
"PTCH-JTSP100-120","124.0000","124.0000"
"PTCH-JTSP100-120","35.0000","35.0000"
"PTCH-JTSP100-84","0.0000","0.0000"
"PTCH-JTSP100-84","89.0000","89.0000"
"PTCH-JTSP100-96","104.0000","104.0000"
"PTCH-JTSP100-96","15.0000","15.0000"
"PTCH-JTSP102-108","25.0000","25.0000"
"PTCH-JTSP102-108","114.0000","114.0000"
"PTCH-JTSP102-120","124.0000","124.0000"
"PTCH-JTSP102-120","35.0000","35.0000"
"PTCH-JTSP102-84","0.0000","0.0000"
"PTCH-JTSP102-84","89.0000","89.0000"
"PTCH-JTSP102-96","104.0000","104.0000"
"PTCH-JTSP102-96","15.0000","15.0000"
"PTCH-JTSP104-108","114.0000","114.0000"
"PTCH-JTSP104-120","124.0000","124.0000"
"PTCH-JTSP104-84","89.0000","89.0000"
"PTCH-JTSP104-96","104.0000","104.0000"
"PTCH-JTSP1066-108","114.0000","114.0000"
"PTCH-JTSP1066-120","124.0000","124.0000"
"PTCH-JTSP1066-84","89.0000","89.0000"
"PTCH-JTSP1066-96","104.0000","104.0000"
"PTCH-JTSP112-108","114.0000","114.0000"
"PTCH-JTSP112-120","124.0000","124.0000"
"PTCH-JTSP112-120-RU","159.0000","159.0000"
"PTCH-JTSP112-84","89.0000","89.0000"
"PTCH-JTSP112-96","104.0000","104.0000"
"PTCH-JTSP112-96","104.0000","104.0000"
"PTCH-JTSP120-108","114.0000","114.0000"
"PTCH-JTSP120-120","124.0000","124.0000"
"PTCH-JTSP120-84","89.0000","89.0000"
"PTCH-JTSP120-96","104.0000","104.0000"
"PTCH-JTSP130907-108","114.0000","114.0000"
"PTCH-JTSP130907-108","0.0000","0.0000"
"PTCH-JTSP130907-120","10.0000","10.0000"
"PTCH-JTSP130907-120","124.0000","124.0000"
"PTCH-JTSP130907-84","89.0000","89.0000"
"PTCH-JTSP130907-96","104.0000","104.0000"
"PTCH-JTSP190912-108","114.0000","114.0000"
"PTCH-JTSP190912-120","124.0000","124.0000"
"PTCH-JTSP190912-84","89.0000","89.0000"
"PTCH-JTSP190912-96","104.0000","104.0000"
"PTCH-JTSP194010-108","114.0000","114.0000"
"PTCH-JTSP194010-120","124.0000","124.0000"
"PTCH-JTSP194010-84","89.0000","89.0000"
"PTCH-JTSP194010-96","104.0000","104.0000"
"PTCH-JTSP202-108","114.0000","114.0000"
"PTCH-JTSP202-120","124.0000","124.0000"
"PTCH-JTSP202-84","89.0000","89.0000"
"PTCH-JTSP202-96","104.0000","104.0000"
"PTCH-JTSP203-108","114.0000","114.0000"
"PTCH-JTSP203-120","124.0000","124.0000"
"PTCH-JTSP203-84","89.0000","89.0000"
"PTCH-JTSP203-96","104.0000","104.0000"
"PTCH-JTSP204-108","114.0000","114.0000"
"PTCH-JTSP204-120","124.0000","124.0000"
"PTCH-JTSP204-84","89.0000","89.0000"
"PTCH-JTSP204-96","104.0000","104.0000"
"PTCH-JTSP205-108","114.0000","114.0000"
"PTCH-JTSP205-120","124.0000","124.0000"
"PTCH-JTSP205-84","89.0000","89.0000"
"PTCH-JTSP205-96","104.0000","104.0000"
"PTCH-JTSP206-108","114.0000","114.0000"
"PTCH-JTSP206-120","124.0000","124.0000"
"PTCH-JTSP206-84","89.0000","89.0000"
"PTCH-JTSP206-96","104.0000","104.0000"
"PTCH-JTSP207-108","114.0000","114.0000"
"PTCH-JTSP207-120","124.0000","124.0000"
"PTCH-JTSP207-84","89.0000","89.0000"
"PTCH-JTSP207-96","104.0000","104.0000"
"PTCH-JTSP208-108","114.0000","114.0000"
"PTCH-JTSP208-120","124.0000","124.0000"
"PTCH-JTSP208-84","89.0000","89.0000"
"PTCH-JTSP208-96","104.0000","104.0000"
"PTCH-JTSP209-108","114.0000","114.0000"
"PTCH-JTSP209-120","124.0000","124.0000"
"PTCH-JTSP209-84","89.0000","89.0000"
"PTCH-JTSP209-96","104.0000","104.0000"
"PTCH-JTSP27-108","114.0000","114.0000"
"PTCH-JTSP27-120","124.0000","124.0000"
"PTCH-JTSP27-84","89.0000","89.0000"
"PTCH-JTSP27-96","104.0000","104.0000"
"PTCH-JTSP29-108","114.0000","114.0000"
"PTCH-JTSP29-120","124.0000","124.0000"
"PTCH-JTSP29-84","89.0000","89.0000"
"PTCH-JTSP29-96","104.0000","104.0000"
"PTCH-JTSP41-108","114.0000","114.0000"
"PTCH-JTSP41-120","124.0000","124.0000"
"PTCH-JTSP41-84","89.0000","89.0000"
"PTCH-JTSP41-96","104.0000","104.0000"
"PTCH-JTSP5-108","114.0000","114.0000"
"PTCH-JTSP5-120","124.0000","124.0000"
"PTCH-JTSP5-84","89.0000","89.0000"
"PTCH-JTSP5-96","104.0000","104.0000"
"PTCH-JTSP54-108","114.0000","114.0000"
"PTCH-JTSP54-120","124.0000","124.0000"
"PTCH-JTSP54-84","89.0000","89.0000"
"PTCH-JTSP54-96","104.0000","104.0000"
"PTCH-JTSP87-108","114.0000","114.0000"
"PTCH-JTSP87-120","124.0000","124.0000"
"PTCH-JTSP87-84","89.0000","89.0000"
"PTCH-JTSP87-96","104.0000","104.0000"
"PTCH-ROM-CAS","0.0000","0.0000"
"PTCH-ROM-FSL","0.0000","0.0000"
"PTCH-ROM-RLX","0.0000","0.0000"
"PTCH-ROM-SFL","0.0000","0.0000"
"PTFFLK-C2-108","89.0000","89.0000"
"PTFFLK-C2-120","99.0000","99.0000"
"PTFFLK-C2-84","69.0000","69.0000"
"PTFFLK-C2-96","79.0000","79.0000"
"PTFFLK-C20A-108","89.0000","89.0000"
"PTFFLK-C20A-120","99.0000","99.0000"
"PTFFLK-C20A-84","69.0000","69.0000"
"PTFFLK-C20A-96","79.0000","79.0000"
"PTFFLK-C20B-108","89.0000","89.0000"
"PTFFLK-C20B-120","99.0000","99.0000"
"PTFFLK-C20B-84","69.0000","69.0000"
"PTFFLK-C20B-96","79.0000","79.0000"
"PTFFLK-C21A-108","89.0000","89.0000"
"PTFFLK-C21A-120","99.0000","99.0000"
"PTFFLK-C21A-84","69.0000","69.0000"
"PTFFLK-C21A-96","79.0000","79.0000"
"PTFFLK-C21B-108","89.0000","89.0000"
"PTFFLK-C21B-120","99.0000","99.0000"
"PTFFLK-C21B-84","69.0000","69.0000"
"PTFFLK-C21B-96","79.0000","79.0000"
"PTFFLK-C22A-108","89.0000","89.0000"
"PTFFLK-C22A-120","99.0000","99.0000"
"PTFFLK-C22A-84","69.0000","69.0000"
"PTFFLK-C22A-96","79.0000","79.0000"
"PTFFLK-C22B-108","89.0000","89.0000"
"PTFFLK-C22B-120","99.0000","99.0000"
"PTFFLK-C22B-84","69.0000","69.0000"
"PTFFLK-C22B-96","79.0000","79.0000"
"PTFFLK-C23A-108","89.0000","89.0000"
"PTFFLK-C23A-120","99.0000","99.0000"
"PTFFLK-C23A-84","69.0000","69.0000"
"PTFFLK-C23A-96","79.0000","79.0000"
"PTFFLK-C23B-108","89.0000","89.0000"
