SKU,UPC,Inventory On Hand, Location,Hemming Allowed
DS-EFCH14-1,"13","-24","Livermore Warehouse","No"
 ,SKU,UPC,Inventory On Hand, Location,Safety Lock Qty,Avilable For Channel Sales/HPD Website
,"BOCH-KC5-CUS","799665828219","0","Livermore Warehouse","0",""
VPCH-194007,"","282","Livermore Warehouse","No"
,"VPCH-194007-84","610395223184","121","Livermore Warehouse","0","121"
,"VPCH-194007-96","610395223214","67","Livermore Warehouse","0","67"
,"VPCH-194007-108","610395223191","72","Livermore Warehouse","0","72"
,"VPCH-194007-120","610395223207","22","Livermore Warehouse","0","22"
,"VPCH-194007-CUS","799665830892","0","Livermore Warehouse","0",""
VPCH-141113,"","199","Livermore Warehouse","No"
,"VPCH-141113-84","610395222866","0","Livermore Warehouse","0","0"
,"VPCH-141113-96","610395222897","171","Livermore Warehouse","0","171"
,"VPCH-141113-108","610395222873","28","Livermore Warehouse","0","28"
,"VPCH-141113-120","610395222880","0","Livermore Warehouse","0","0"
,"VPCH-141113-CUS","799665830991","0","Livermore Warehouse","0",""
VPCH-VET1212,"","377","Livermore Warehouse","No"
,"VPCH-VET1212-84","610395225010","67","Livermore Warehouse","0","67"
,"VPCH-VET1212-96","610395225041","167","Livermore Warehouse","0","167"
,"VPCH-VET1212-108","610395225027","110","Livermore Warehouse","0","110"
,"VPCH-VET1212-120","610395225034","33","Livermore Warehouse","0","33"
,"VPCH-VET1212-CUS","799665834067","0","Livermore Warehouse","0",""
VPCH-VET1216,"","314","Livermore Warehouse","No"
,"VPCH-VET1216-84","610395224976","39","Livermore Warehouse","0","39"
,"VPCH-VET1216-96","610395225003","115","Livermore Warehouse","0","115"
,"VPCH-VET1216-108","610395224983","124","Livermore Warehouse","0","124"
,"VPCH-VET1216-120","610395224990","36","Livermore Warehouse","0","36"
,"VPCH-VET1216-CUS","799665834180","0","Livermore Warehouse","0",""
VPCH-VET1217,"","663","Livermore Warehouse","No"
,"VPCH-VET1217-84","610395224853","106","Livermore Warehouse","0","106"
,"VPCH-VET1217-96","610395224884","215","Livermore Warehouse","0","215"
,"VPCH-VET1217-108","610395224860","224","Livermore Warehouse","0","224"
,"VPCH-VET1217-120","610395224877","118","Livermore Warehouse","0","118"
,"VPCH-VET1217-CUS","799665834210","0","Livermore Warehouse","0",""
VPCH-VET1214,"","240","Livermore Warehouse","No"
,"VPCH-VET1214-84","610395224938","28","Livermore Warehouse","0","28"
,"VPCH-VET1214-96","610395224969","69","Livermore Warehouse","0","69"
,"VPCH-VET1214-108","610395224945","117","Livermore Warehouse","0","117"
,"VPCH-VET1214-120","610395224952","26","Livermore Warehouse","0","26"
,"VPCH-VET1214-CUS","799665834128","0","Livermore Warehouse","0",""
VPCH-193810,"","199","Livermore Warehouse","No"
,"VPCH-194007-CUS","799665830847","0","Livermore Warehouse","0",""
,"VPCH-194007-84","610395223146","0","Livermore Warehouse","0","0"
,"VPCH-193810-96","610395223177","0","Livermore Warehouse","0","0"
,"VPCH-194007-108","610395223153","126","Livermore Warehouse","0","126"
,"VPCH-194007-120","799665830861","73","Livermore Warehouse","0","73"
VPCH-VET1219,"","857","Livermore Warehouse","No"
,"VPCH-VET1219-84","799665813567","164","Livermore Warehouse","0","164"
,"VPCH-VET1219-96","799665813574","252","Livermore Warehouse","0","252"
,"VPCH-VET1219-108","799665813581","263","Livermore Warehouse","0","263"
,"VPCH-VET1219-120","799665813598","178","Livermore Warehouse","0","178"
,"VPCH-VET1219-CUS","799665834272","0","Livermore Warehouse","0",""
VPCH-VET1213,"","444","Livermore Warehouse","No"
,"VPCH-VET1213-84","610395224891","58","Livermore Warehouse","0","58"
,"VPCH-VET1213-96","610395224921","147","Livermore Warehouse","0","147"
,"VPCH-VET1213-108","610395224907","167","Livermore Warehouse","0","167"
,"VPCH-VET1213-120","610395224914","72","Livermore Warehouse","0","72"
,"VPCH-VET1213-CUS","799665834098","0","Livermore Warehouse","0",""
VPCH-190622,"","23","Livermore Warehouse","No"
,"VPCH-190622-84","610395222989","0","Livermore Warehouse","0","0"
,"VPCH-190622-96","610395223016","0","Livermore Warehouse","0","0"
,"VPCH-190622-108","610395222996","0","Livermore Warehouse","0","0"
,"VPCH-190622-120","610395223009","23","Livermore Warehouse","0","23"
,"VPCH-190622-CUS","799665831158","0","Livermore Warehouse","0",""
VPCH-145002,"","418","Livermore Warehouse","No"
,"VPCH-145002-84","610395222903","99","Livermore Warehouse","0","99"
,"VPCH-145002-96","610395222934","57","Livermore Warehouse","0","57"
,"VPCH-145002-108","610395222910","184","Livermore Warehouse","0","184"
,"VPCH-145002-120","610395222927","78","Livermore Warehouse","0","78"
,"VPCH-145002-CUS","799665831042","0","Livermore Warehouse","0",""
BOCH-KC28,"","243","Atlanta Warehouse","No"
,"BOCH-KC28-84","799665825690","0","Atlanta Warehouse","0","0"
,"BOCH-KC28-96","799665825706","75","Atlanta Warehouse","0","75"
,"BOCH-KC28-108","799665825720","97","Atlanta Warehouse","0","97"
,"BOCH-KC28-120","799665825713","71","Atlanta Warehouse","0","71"
,"BOCH-KC28-CUS","799665825737","0","Livermore Warehouse","0",""
BOCH-KC22,"","268","Atlanta Warehouse","No"
,"BOCH-KC22-84","799665825218","0","Atlanta Warehouse","0","0"
,"BOCH-KC22-96","799665825225","76","Atlanta Warehouse","0","76"
,"BOCH-KC22-108","799665825249","139","Atlanta Warehouse","0","139"
,"BOCH-KC22-120","799665825232","53","Atlanta Warehouse","0","53"
,"BOCH-KC22-CUS","799665825256","0","Livermore Warehouse","0",""
BOCH-KC91B,"","656","Livermore Warehouse","No"
,"BOCH-KC91B-84","610395225973","151","Livermore Warehouse","0","151"
,"BOCH-KC91B-96","610395225980","155","Livermore Warehouse","0","155"
,"BOCH-KC91B-108","610395225997","231","Livermore Warehouse","0","231"
,"BOCH-KC91B-120","610395226000","119","Livermore Warehouse","0","119"
,"BOCH-KC91B-CUS","799665828370","0","Livermore Warehouse","0",""
BOCH-KC32,"","330","Atlanta Warehouse","No"
,"BOCH-KC32-84","799665826017","0","Atlanta Warehouse","0","0"
,"BOCH-KC32-96","799665826024","95","Atlanta Warehouse","0","95"
,"BOCH-KC32-108","799665826048","163","Atlanta Warehouse","0","163"
,"BOCH-KC32-120","799665826031","72","Atlanta Warehouse","0","72"
,"BOCH-KC32-CUS","799665826055","0","Livermore Warehouse","0",""
BOCH-KC23,"","0","Atlanta Warehouse","No"
,"BOCH-KC23-84","799665825294","0","Atlanta Warehouse","0","0"
,"BOCH-KC23-96","799665825300","0","Atlanta Warehouse","0","0"
,"BOCH-KC23-96","799665825300","0","Livermore Warehouse","0","0"
,"BOCH-KC23-108","799665825324","0","Atlanta Warehouse","0","0"
,"BOCH-KC23-120","799665825317","0","Atlanta Warehouse","0","0"
,"BOCH-KC23-CUS","799665825331","0","Livermore Warehouse","0",""
BOCH-KC35,"","220","Atlanta Warehouse","No"
,"BOCH-KC35-84","799665826253","0","Atlanta Warehouse","0","0"
,"BOCH-KC35-96","799665826260","61","Atlanta Warehouse","0","61"
,"BOCH-KC35-108","799665826284","109","Atlanta Warehouse","0","109"
,"BOCH-KC35-108","799665826284","109","Livermore Warehouse","0","109"
,"BOCH-KC35-120","799665826277","50","Atlanta Warehouse","0","50"
,"BOCH-KC35-CUS","799665826291","0","Livermore Warehouse","0",""
VPCH-VET1211,"","349","Livermore Warehouse","No"
,"VPCH-VET1211-84","610395225096","48","Livermore Warehouse","0","48"
,"VPCH-VET1211-96","610395225126","86","Livermore Warehouse","0","86"
,"VPCH-VET1211-108","610395225102","156","Livermore Warehouse","0","156"
,"VPCH-VET1211-120","610395225119","59","Livermore Warehouse","0","59"
,"VPCH-VET1211-CUS","799665834302","0","Livermore Warehouse","0",""
VPCH-VET1218,"","152","Livermore Warehouse","No"
,"VPCH-VET1218-84","799665813529","35","Livermore Warehouse","0","35"
,"VPCH-VET1218-96","799665813536","54","Livermore Warehouse","0","54"
,"VPCH-VET1218-108","799665813543","63","Livermore Warehouse","0","63"
,"VPCH-VET1218-120","799665813550","0","Livermore Warehouse","0","0"
,"VPCH-VET1218-CUS","799665834241","0","Livermore Warehouse","0",""
VPCH-VET1215,"","361","Livermore Warehouse","No"
,"VPCH-VET1215-84","610395225058","24","Livermore Warehouse","0","24"
,"VPCH-VET1215-96","610395225089","100","Livermore Warehouse","0","100"
,"VPCH-VET1215-108","610395225065","179","Livermore Warehouse","0","179"
,"VPCH-VET1215-120","610395225072","58","Livermore Warehouse","0","58"
,"VPCH-VET1215-CUS","799665834159","0","Livermore Warehouse","0",""
VPCH-194023,"","148","Livermore Warehouse","No"
,"VPCH-194023-84","610395223221","0","Livermore Warehouse","0","0"
,"VPCH-194023-96","610395223252","23","Livermore Warehouse","0","23"
,"VPCH-194023-108","610395223238","83","Livermore Warehouse","0","83"
,"VPCH-194023-120","610395223245","42","Livermore Warehouse","0","42"
,"VPCH-194023-CUS","799665830946","0","Livermore Warehouse","0",""
VPCH-192018,"","404","Livermore Warehouse","No"
,"VPCH-192018-84","610395223061","0","Livermore Warehouse","0","0"
,"VPCH-192018-96","610395223092","141","Livermore Warehouse","0","141"
,"VPCH-192018-108","610395223078","184","Livermore Warehouse","0","184"
,"VPCH-192018-120","610395223085","79","Livermore Warehouse","0","79"
,"VPCH-192018-CUS","799665830748","0","Livermore Warehouse","0",""
VPCH-190912,"","542","Livermore Warehouse","No"
,"VPCH-190912-84","610395223023","29","Livermore Warehouse","0","29"
,"VPCH-190912-96","610395223054","172","Livermore Warehouse","0","172"
,"VPCH-190912-108","610395223030","233","Livermore Warehouse","0","233"
,"VPCH-190912-120","610395223047","108","Livermore Warehouse","0","108"
,"VPCH-190912-CUS","799665830694","0","Livermore Warehouse","0",""
VPCH-110602,"","-11","Livermore Warehouse","No"
,"VPCH-110602-84","610395222804","66","Livermore Warehouse","0","66"
,"VPCH-110602-96","797734457162","83","Livermore Warehouse","0","83"
,"VPCH-110602-108","797734457179","208","Livermore Warehouse","0","208"
,"VPCH-110602-120","610395222811","109","Livermore Warehouse","0","109"
,"VPCH-110602-CUS","799665830595","0","Livermore Warehouse","0",""
VPCH-192315,"","630","Livermore Warehouse","No"
,"VPCH-192315-84","610395223108","44","Livermore Warehouse","0","44"
,"VPCH-192315-96","610395223139","163","Livermore Warehouse","0","163"
,"VPCH-192315-108","610395223115","274","Livermore Warehouse","0","274"
,"VPCH-192315-120","610395223122","149","Livermore Warehouse","0","149"
,"VPCH-192315-CUS","799665830793","0","Livermore Warehouse","0",""
BOCH-KC25,"","286","Atlanta Warehouse","No"
,"BOCH-KC25-84","799665825454","85","Atlanta Warehouse","0","85"
,"BOCH-KC25-96","799665825461","104","Atlanta Warehouse","0","104"
,"BOCH-KC25-108","799665825485","97","Atlanta Warehouse","0","97"
,"BOCH-KC25-120","799665825478","0","Atlanta Warehouse","0","0"
,"BOCH-KC25-CUS","799665825492","0","Livermore Warehouse","0",""
BOCH-KC30,"","343","Atlanta Warehouse","No"
,"BOCH-KC30-84","799665825850","85","Atlanta Warehouse","0","85"
,"BOCH-KC30-96","799665825867","90","Atlanta Warehouse","0","90"
,"BOCH-KC30-108","799665825881","128","Atlanta Warehouse","0","128"
,"BOCH-KC30-120","799665825874","40","Atlanta Warehouse","0","40"
,"BOCH-KC30-CUS","799665825898","0","Livermore Warehouse","0",""
VPCH-120601,"","435","Livermore Warehouse","No"
,"VPCH-120601-84","610395222828","0","Livermore Warehouse","0","0"
,"VPCH-120601-96","610395222859","123","Livermore Warehouse","0","123"
,"VPCH-120601-108","610395222835","200","Livermore Warehouse","0","200"
,"VPCH-120601-120","610395222842","112","Atlanta Warehouse","0","0"
,"VPCH-120601-120","610395222842","112","Livermore Warehouse","0","0"
,"VPCH-120601-CUS","799665830649","0","Livermore Warehouse","0","0"
BOCH-193810,"","123","Livermore Warehouse","No"
,"BOCH-193810-84","797734456509","63","Atlanta Warehouse","0","63"
,"BOCH-193810-84","797734456509","63","Livermore Warehouse","0","63"
,"BOCH-193810-96","797734456516","0","Livermore Warehouse","0","0"
,"BOCH-193810-108","797734456523","60","Atlanta Warehouse","0","60"
,"BOCH-193810-108","797734456523","60","Livermore Warehouse","0","60"
,"BOCH-193810-120","797734456530","0","Livermore Warehouse","0","0"
,"BOCH-193810-120","797734456530","0","Atlanta Warehouse","0","0"
,"BOCH-193810-CUS","799665833893","0","Livermore Warehouse","0",""
BOCH-191016,"","607","Livermore Warehouse","No"
,"BOCH-191016-84","797734455434","114","Livermore Warehouse","0","114"
,"BOCH-191016-84","797734455434","114","Atlanta Warehouse","0","114"
,"BOCH-191016-96","797734455441","187","Livermore Warehouse","0","187"
,"BOCH-191016-96","797734455441","187","Atlanta Warehouse","0","187"
,"BOCH-191016-108","797734455410","208","Atlanta Warehouse","0","208"
,"BOCH-191016-108","797734455410","208","Livermore Warehouse","0","208"
,"BOCH-191016-120","797734455427","98","Livermore Warehouse","0","98"
,"BOCH-191016-120","797734455427","98","Atlanta Warehouse","0","98"
,"BOCH-191016-CUS","799665833916","0","Livermore Warehouse","0",""
BOCH-201302,"","-1","Livermore Warehouse","No"
,"BOCH-201302-84","799665814922","10","Atlanta Warehouse","0","10"
,"BOCH-201302-84","799665814922","10","Livermore Warehouse","0","10"
,"BOCH-201302-96","799665814939","10","Livermore Warehouse","0","10"
,"BOCH-201302-96","799665814939","10","Atlanta Warehouse","0","10"
,"BOCH-201302-108","799665814946","71","Atlanta Warehouse","0","71"
,"BOCH-201302-108","799665814946","71","Livermore Warehouse","0","71"
,"BOCH-201302-120","799665814953","46","Livermore Warehouse","0","46"
,"BOCH-201302-120","799665814953","46","Atlanta Warehouse","0","46"
,"BOCH-201302-CUS","799665833978","0","Livermore Warehouse","0",""
BOCH-201305,"","335","Livermore Warehouse","No"
,"BOCH-201305-84","799665815165","0","Livermore Warehouse","0","0"
,"BOCH-201305-96","799665815172","64","Atlanta Warehouse","0","64"
,"BOCH-201305-96","799665815172","64","Livermore Warehouse","0","64"
,"BOCH-201305-108","799665815189","186","Livermore Warehouse","0","186"
,"BOCH-201305-108","799665815189","186","Atlanta Warehouse","0","186"
,"BOCH-201305-120","799665815196","85","Livermore Warehouse","0","85"
,"BOCH-201305-120","799665815196","85","Atlanta Warehouse","0","85"
,"BOCH-201305-CUS","799665834036","0","Livermore Warehouse","0",""
BOCH-KC20,"","244","Livermore Warehouse","No"
,"BOCH-KC20-84","799665825058","0","Atlanta Warehouse","0","0"
,"BOCH-KC20-96","799665825065","55","Atlanta Warehouse","0","55"
,"BOCH-KC20-108","799665825089","108","Atlanta Warehouse","0","108"
,"BOCH-KC20-120","799665825072","81","Atlanta Warehouse","0","81"
,"BOCH-KC20-CUS","799665825096","0","Livermore Warehouse","0",""
VPCH-184005,"","-6","Livermore Warehouse","No"
,"VPCH-184005-84","610395222767","65","Livermore Warehouse","0","65"
,"VPCH-184005-96","797734457209","138","Livermore Warehouse","0","138"
,"VPCH-184005-108","797734457216","211","Livermore Warehouse","0","211"
,"VPCH-184005-120","610395222774","91","Livermore Warehouse","0","91"
,"VPCH-184005-CUS","799665831097","0","Livermore Warehouse","0",""
BOCH-KC33,"","283","Atlanta Warehouse","No"
,"BOCH-KC33-84","799665826093","64","Atlanta Warehouse","0","64"
,"BOCH-KC33-96","799665826109","77","Atlanta Warehouse","0","77"
,"BOCH-KC33-96","799665826109","77","Livermore Warehouse","0","77"
,"BOCH-KC33-108","799665826123","121","Atlanta Warehouse","0","121"
,"BOCH-KC33-108","799665826123","121","Livermore Warehouse","0","121"
,"BOCH-KC33-120","799665826116","21","Livermore Warehouse","0","21"
,"BOCH-KC33-120","799665826116","21","Atlanta Warehouse","0","21"
,"BOCH-KC33-CUS","799665826130","0","Livermore Warehouse","0",""
BOCH-KC1,"","885","Livermore Warehouse","No"
,"BOCH-KC1-84","610395225577","209","Livermore Warehouse","0","209"
,"BOCH-KC1-96","610395225584","242","Livermore Warehouse","0","242"
,"BOCH-KC1-108","610395225591","345","Livermore Warehouse","0","345"
,"BOCH-KC1-120","610395225607","89","Livermore Warehouse","0","89"
,"BOCH-KC1-CUS","799665828332","0","Livermore Warehouse","0",""
BOCH-KC21,"","871","Livermore Warehouse","No"
,"BOCH-KC21-84","799665825133","90","Atlanta Warehouse","0","90"
,"BOCH-KC21-96","799665825140","279","Atlanta Warehouse","0","279"
,"BOCH-KC21-108","799665825164","333","Atlanta Warehouse","0","333"
,"BOCH-KC21-120","799665825157","169","Atlanta Warehouse","0","169"
,"BOCH-KC21-CUS","799665825171","0","Livermore Warehouse","0",""
BOCH-PL1605,"","399","Livermore Warehouse","No"
,"BOCH-PL1605-84","799665829377","26","Atlanta Warehouse","0","26"
,"BOCH-PL1605-96","799665829384","57","Atlanta Warehouse","0","57"
,"BOCH-PL1605-108","799665829407","194","Atlanta Warehouse","0","194"
,"BOCH-PL1605-120","799665829391","122","Atlanta Warehouse","0","122"
,"BOCH-PL1605-CUS","799665829414","0","Livermore Warehouse","0",""
BOCH-PL1602,"","331","Livermore Warehouse","No"
,"BOCH-PL1602-84","799665829216","0","Atlanta Warehouse","0","0"
,"BOCH-PL1602-96","799665829223","108","Atlanta Warehouse","0","108"
,"BOCH-PL1602-108","799665829247","141","Atlanta Warehouse","0","141"
,"BOCH-PL1602-120","799665829230","82","Atlanta Warehouse","0","82"
,"BOCH-PL1602-CUS","799665829254","0","Livermore Warehouse","0",""
BOCH-PL1609,"","349","Livermore Warehouse","No"
,"BOCH-PL1609-84","799665829698","29","Atlanta Warehouse","0","29"
,"BOCH-PL1609-96","799665829704","79","Atlanta Warehouse","0","79"
,"BOCH-PL1609-108","799665829728","138","Atlanta Warehouse","0","138"
,"BOCH-PL1609-120","799665829711","103","Atlanta Warehouse","0","103"
,"BOCH-PL1609-CUS","799665829735","0","Livermore Warehouse","0",""
BOCH-PL1601,"","168","Livermore Warehouse","No"
,"BOCH-PL1601-84","799665829131","58","Livermore Warehouse","0","58"
,"BOCH-PL1601-84","799665829131","58","Atlanta Warehouse","0","58"
,"BOCH-PL1601-96","799665829148","74","Atlanta Warehouse","0","74"
,"BOCH-PL1601-108","799665829162","36","Atlanta Warehouse","0","36"
,"BOCH-PL1601-120","799665829155","0","Atlanta Warehouse","0","0"
,"BOCH-PL1601-CUS","799665829179","0","Livermore Warehouse","0",""
BOCH-KC26,"","709","Livermore Warehouse","No"
,"BOCH-KC26-84","799665825539","208","Atlanta Warehouse","0","208"
,"BOCH-KC26-96","799665825546","200","Atlanta Warehouse","0","200"
,"BOCH-KC26-108","799665825560","219","Livermore Warehouse","0","219"
,"BOCH-KC26-108","799665825560","219","Atlanta Warehouse","0","219"
,"BOCH-KC26-120","799665825553","82","Atlanta Warehouse","0","82"
,"BOCH-KC26-CUS","799665825577","0","Livermore Warehouse","0",""
BOCH-KC6,"","369","Livermore Warehouse","No"
,"BOCH-KC6-84","610395225652","85","Livermore Warehouse","0","85"
,"BOCH-KC6-96","610395225669","119","Livermore Warehouse","0","119"
,"BOCH-KC6-108","610395225676","120","Livermore Warehouse","0","120"
,"BOCH-KC6-120","610395225683","45","Livermore Warehouse","0","45"
,"BOCH-KC6-CUS","799665828172","0","Livermore Warehouse","0",""
BOCH-KC27,"","819","Livermore Warehouse","No"
,"BOCH-KC27-84","799665825614","125","Atlanta Warehouse","10","115"
,"BOCH-KC27-84","799665825614","125","Livermore Warehouse","10","115"
,"BOCH-KC27-96","799665825621","279","Atlanta Warehouse","0","279"
,"BOCH-KC27-108","799665825645","286","Atlanta Warehouse","0","286"
,"BOCH-KC27-108","799665825645","286","Livermore Warehouse","0","286"
,"BOCH-KC27-120","799665825638","129","Atlanta Warehouse","0","129"
,"BOCH-KC27-CUS","799665825652","0","Livermore Warehouse","0",""
BOCH-KC29,"","397","Livermore Warehouse","No"
,"BOCH-KC29-84","799665825775","34","Atlanta Warehouse","0","34"
,"BOCH-KC29-96","799665825782","111","Atlanta Warehouse","0","111"
,"BOCH-KC29-108","799665825805","170","Atlanta Warehouse","0","170"
,"BOCH-KC29-120","799665825799","82","Atlanta Warehouse","0","82"
,"BOCH-KC29-CUS","799665825812","0","Livermore Warehouse","0",""
BOCH-KC8,"","711","Livermore Warehouse","No"
,"BOCH-KC8-84","610395225898","125","Livermore Warehouse","0","125"
,"BOCH-KC8-84","610395225898","125","Atlanta Warehouse","0","125"
,"BOCH-KC8-96","610395225904","234","Atlanta Warehouse","0","234"
,"BOCH-KC8-96","610395225904","234","Livermore Warehouse","0","234"
,"BOCH-KC8-108","610395225911","205","Livermore Warehouse","0","205"
,"BOCH-KC8-108","610395225911","205","Atlanta Warehouse","0","205"
,"BOCH-KC8-120","610395225928","147","Livermore Warehouse","0","147"
,"BOCH-KC8-120","610395225928","147","Atlanta Warehouse","0","147"
,"BOCH-KC8-CUS","799665828295","0","Livermore Warehouse","0",""
BOCH-PL4201,"","735","Livermore Warehouse","No"
,"BOCH-PL4201-84","799665829858","119","Atlanta Warehouse","0","119"
,"BOCH-PL4201-96","799665829865","189","Atlanta Warehouse","0","189"
,"BOCH-PL4201-108","799665829889","273","Atlanta Warehouse","0","273"
,"BOCH-PL4201-120","799665829872","154","Atlanta Warehouse","0","154"
,"BOCH-PL4201-CUS","799665829896","0","Livermore Warehouse","0",""
BOCH-PL1608,"","111","Livermore Warehouse","No"
,"BOCH-PL1608-84","799665829612","29","Atlanta Warehouse","0","29"
,"BOCH-PL1608-96","799665829629","31","Atlanta Warehouse","0","31"
,"BOCH-PL1608-108","799665829643","28","Atlanta Warehouse","0","28"
,"BOCH-PL1608-120","799665829636","23","Atlanta Warehouse","0","23"
,"BOCH-PL1608-CUS","799665829650","0","Livermore Warehouse","0",""
BOCH-KC31,"","330","Livermore Warehouse","No"
,"BOCH-KC31-84","799665825935","0","Atlanta Warehouse","0","0"
,"BOCH-KC31-96","799665825942","49","Atlanta Warehouse","0","49"
,"BOCH-KC31-108","799665825966","209","Atlanta Warehouse","0","209"
,"BOCH-KC31-120","799665825959","72","Atlanta Warehouse","0","72"
,"BOCH-KC31-CUS","799665825973","0","Livermore Warehouse","0",""
BOCH-201301,"","774","Livermore Warehouse","No"
,"BOCH-201301-84","799665814847","117","Livermore Warehouse","0","117"
,"BOCH-201301-84","799665814847","117","Atlanta Warehouse","0","117"
,"BOCH-201301-96","799665814854","222","Livermore Warehouse","0","222"
,"BOCH-201301-96","799665814854","222","Atlanta Warehouse","0","222"
,"BOCH-201301-108","799665814861","234","Livermore Warehouse","0","234"
,"BOCH-201301-108","799665814861","234","Atlanta Warehouse","0","234"
,"BOCH-201301-120","799665814878","201","Livermore Warehouse","0","201"
,"BOCH-201301-120","799665814878","201","Atlanta Warehouse","0","201"
,"BOCH-201301-CUS","799665833954","0","Livermore Warehouse","0",""
BOCH-KC36,"","221","Atlanta Warehouse","No"
,"BOCH-KC36-84","799665826338","0","Atlanta Warehouse","0","0"
,"BOCH-KC36-84","799665826338","0","Livermore Warehouse","0","0"
,"BOCH-KC36-96","799665826345","58","Atlanta Warehouse","0","58"
,"BOCH-KC36-96","799665826345","58","Livermore Warehouse","0","58"
,"BOCH-KC36-108","799665826369","106","Atlanta Warehouse","0","106"
,"BOCH-KC36-120","799665826352","57","Atlanta Warehouse","0","57"
,"BOCH-KC36-CUS","799665826376","0","Livermore Warehouse","0",""
BOCH-KC24,"","293","Atlanta Warehouse","No"
,"BOCH-KC24-84","799665825379","0","Atlanta Warehouse","0","0"
,"BOCH-KC24-96","799665825386","127","Atlanta Warehouse","0","127"
,"BOCH-KC24-108","799665825409","110","Atlanta Warehouse","0","110"
,"BOCH-KC24-120","799665825393","56","Atlanta Warehouse","0","56"
,"BOCH-KC24-CUS","799665825416","0","Livermore Warehouse","0",""
BOCH-131009,"","0","Livermore Warehouse","No"
,"BOCH-131009-84","797734455311","105","Atlanta Warehouse","0","105"
,"BOCH-131009-84","797734455311","105","Livermore Warehouse","0","105"
,"BOCH-131009-96","797734455328","268","Livermore Warehouse","0","268"
,"BOCH-131009-96","797734455328","268","Atlanta Warehouse","0","268"
,"BOCH-131009-108","797734455298","137","Livermore Warehouse","0","137"
,"BOCH-131009-108","797734455298","137","Atlanta Warehouse","0","137"
,"BOCH-131009-120","797734455304","93","Livermore Warehouse","0","93"
,"BOCH-131009-120","797734455304","93","Atlanta Warehouse","0","93"
,"BOCH-131009-CUS","799665833855","0","Livermore Warehouse","0",""
BOCH-201304,"","477","Livermore Warehouse","No"
,"BOCH-201304-84","799665815080","52","Livermore Warehouse","0","52"
,"BOCH-201304-84","799665815080","52","Atlanta Warehouse","0","52"
,"BOCH-201304-96","799665815097","129","Livermore Warehouse","0","129"
,"BOCH-201304-96","799665815097","129","Atlanta Warehouse","0","129"
,"BOCH-201304-108","799665815103","187","Atlanta Warehouse","0","187"
,"BOCH-201304-108","799665815103","187","Livermore Warehouse","0","187"
,"BOCH-201304-120","799665815110","109","Atlanta Warehouse","0","109"
,"BOCH-201304-120","799665815110","109","Livermore Warehouse","0","109"
,"BOCH-201304-CUS","799665834012","0","Livermore Warehouse","0",""
BOCH-PL1610,"","22","Atlanta Warehouse","No"
,"BOCH-PL1610-84","799665829773","22","Atlanta Warehouse","0","22"
,"BOCH-PL1610-96","799665829780","0","Atlanta Warehouse","0","0"
,"BOCH-PL1610-108","799665829803","0","Atlanta Warehouse","0","0"
,"BOCH-PL1610-120","799665829797","0","Atlanta Warehouse","0","0"
,"BOCH-PL1610-CUS","799665829810","0","Livermore Warehouse","0",""
BOCH-PL1606,"","368","Atlanta Warehouse","No"
,"BOCH-PL1606-84","799665829452","68","Atlanta Warehouse","0","68"
,"BOCH-PL1606-96","799665829469","139","Atlanta Warehouse","0","139"
,"BOCH-PL1606-108","799665829483","117","Atlanta Warehouse","0","117"
,"BOCH-PL1606-120","799665829476","44","Atlanta Warehouse","0","44"
,"BOCH-PL1606-CUS","799665829490","0","Livermore Warehouse","0",""
FHLCH-416020,"","327","Livermore Warehouse","No"
,"FHLCH-416020-84","799665833329","43","Atlanta Warehouse","0","43"
,"FHLCH-416020-96","799665833336","117","Atlanta Warehouse","0","117"
,"FHLCH-416020-108","799665833343","106","Atlanta Warehouse","0","106"
,"FHLCH-416020-120","799665833350","61","Atlanta Warehouse","0","61"
,"FHLCH-416020-CUS","799418017259","0","Livermore Warehouse","0",""
,"FHLCH-416020-CUS","799418017259","0","Atlanta Warehouse","0",""
FHLCH-416018,"","383","Livermore Warehouse","No"
,"FHLCH-416018-84","799665833206","53","Atlanta Warehouse","0","53"
,"FHLCH-416018-96","799665833213","137","Atlanta Warehouse","0","137"
,"FHLCH-416018-108","799665833220","125","Atlanta Warehouse","0","125"
,"FHLCH-416018-120","799665833237","68","Atlanta Warehouse","0","68"
,"FHLCH-416018-CUS","799418017211","0","Livermore Warehouse","0",""
,"FHLCH-416018-CUS","799418017211","0","Atlanta Warehouse","0",""
FHLCH-314043,"","123","Livermore Warehouse","No"
,"FHLCH-314043-84","799665832728","25","Atlanta Warehouse","0","25"
,"FHLCH-314043-96","799665832735","44","Livermore Warehouse","0","44"
,"FHLCH-314043-96","799665832735","44","Atlanta Warehouse","0","44"
,"FHLCH-314043-108","799665832742","33","Atlanta Warehouse","0","33"
,"FHLCH-314043-120","799665832759","21","Atlanta Warehouse","0","21"
,"FHLCH-314043-CUS","799418017051","0","Atlanta Warehouse","0",""
,"FHLCH-314043-CUS","799418017051","0","Livermore Warehouse","0",""
FHLCH-416017,"","237","Livermore Warehouse","No"
,"FHLCH-416017-84","799665833145","60","Atlanta Warehouse","0","60"
,"FHLCH-416017-96","799665833152","96","Atlanta Warehouse","0","96"
,"FHLCH-416017-108","799665833169","81","Atlanta Warehouse","0","81"
,"FHLCH-416017-120","799665833176","0","Livermore Warehouse","0","0"
