SKU,UPC,Inventory On Hand, Location,Hemming Allowed
DS-EFCH14-1,"13","-24","Livermore Warehouse","No"
 ,SKU,UPC,Inventory On Hand, Location,Safety Lock Qty,Avilable For Channel Sales/HPD Website
,"JQCH-201302-96","799665822767","28","Livermore Warehouse","5","43"
,"JQCH-201302-108","799665822781","25","Livermore Warehouse","5","20"
,"JQCH-201302-108","799665822781","25","Atlanta Warehouse","5","20"
,"JQCH-201302-120","799665822774","0","Livermore Warehouse","5","0"
,"JQCH-201302-120","799665822774","0","Atlanta Warehouse","5","0"
,"JQCH-201302-CUS","799665822798","0","Livermore Warehouse","0",""
JQCH-201302-FP,"799665816414","69","Atlanta Warehouse","Yes"
,"JQCH-201302-FP-84","799665816414","44","Atlanta Warehouse","5","59"
,"JQCH-201302-FP-84","799665816414","44","Livermore Warehouse","5","59"
,"JQCH-201302-FP-96","799665816421","25","Atlanta Warehouse","5","20"
,"JQCH-201302-FP-96","799665816421","25","Livermore Warehouse","5","20"
,"JQCH-201302-FP-108","799665816438","0","Livermore Warehouse","5","0"
,"JQCH-201302-FP-108","799665816438","0","Atlanta Warehouse","5","0"
,"JQCH-201302-FP-120","799665816445","0","Livermore Warehouse","5","0"
,"JQCH-201302-FP-120","799665816445","0","Atlanta Warehouse","5","0"
JQCH-201302-FP,"799665816414","69","Livermore Warehouse","Yes"
,"JQCH-201302-FP-84","799665816414","44","Atlanta Warehouse","5","59"
,"JQCH-201302-FP-84","799665816414","44","Livermore Warehouse","5","59"
,"JQCH-201302-FP-96","799665816421","25","Atlanta Warehouse","5","20"
,"JQCH-201302-FP-96","799665816421","25","Livermore Warehouse","5","20"
,"JQCH-201302-FP-108","799665816438","0","Livermore Warehouse","5","0"
,"JQCH-201302-FP-108","799665816438","0","Atlanta Warehouse","5","0"
,"JQCH-201302-FP-120","799665816445","0","Livermore Warehouse","5","0"
,"JQCH-201302-FP-120","799665816445","0","Atlanta Warehouse","5","0"
JQCH-201302-SW,"799665822811","33","Livermore Warehouse","No"
JQCH-HANB10-SW,"799418013299","30","Livermore Warehouse","No"
JQCH-HANB11-SW,"799418013367","35","Livermore Warehouse","No"
JQCH-HANB12A-SW,"799418013435","34","Livermore Warehouse","No"
JQCH-HANB12B-SW,"799418013503","35","Livermore Warehouse","No"
JQCH-HANB13A-SW,"799418013572","34","Livermore Warehouse","No"
JQCH-HANB13B-SW,"799418013640","35","Livermore Warehouse","No"
JQCH-HANB13C-SW,"799418013718","28","Livermore Warehouse","No"
JQCH-HANB13D,"799418013749","185","Atlanta Warehouse","No"
,"JQCH-HANB13D-84","799418013749","22","Atlanta Warehouse","0","22"
,"JQCH-HANB13D-96","799418013756","74","Atlanta Warehouse","0","74"
,"JQCH-HANB13D-96","799418013756","74","Livermore Warehouse","0","74"
,"JQCH-HANB13D-108","799418013763","53","Atlanta Warehouse","0","53"
,"JQCH-HANB13D-120","799418013770","38","Atlanta Warehouse","0","38"
,"JQCH-HANB13D-CUS","799418013794","0","Livermore Warehouse","0",""
JQCH-HANB13D-SW,"799418013787","35","Livermore Warehouse","No"
JQCH-HANB14A-SW,"799418013848","33","Livermore Warehouse","No"
JQCH-HANB14B-SW,"799418013909","34","Livermore Warehouse","No"
JQCH-HANB14C-SW,"799418013961","31","Livermore Warehouse","No"
JQCH-HANB15-SW,"799418014029","32","Livermore Warehouse","No"
JQCH-HANB1A-SW,"799418012384","33","Livermore Warehouse","No"
JQCH-HANB1B-SW,"799418012452","35","Livermore Warehouse","No"
JQCH-HANB2-SW,"799418012520","29","Livermore Warehouse","No"
JQCH-HANB3A-SW,"799418012599","35","Livermore Warehouse","No"
JQCH-HANB3B-SW,"799418012667","33","Livermore Warehouse","No"
JQCH-HANB4,"799418012698","227","Atlanta Warehouse","No"
,"JQCH-HANB4-84","799418012698","45","Atlanta Warehouse","0","45"
,"JQCH-HANB4-96","799418012704","66","Atlanta Warehouse","0","66"
,"JQCH-HANB4-108","799418012711","74","Atlanta Warehouse","0","74"
,"JQCH-HANB4-120","799418012728","42","Atlanta Warehouse","0","42"
," 	JQCH-HANB4-CUS","799418012742","0","Livermore Warehouse","0",""
JQCH-HANB4-SW,"799418012735","34","Livermore Warehouse","No"
JQCH-HANB5A-SW,"799418012803","35","Livermore Warehouse","No"
JQCH-HANB5B-SW,"799418012872","29","Livermore Warehouse","No"
JQCH-HANB5C-SW,"799418012940","34","Livermore Warehouse","No"
JQCH-HANB6,"799418012971","-1","Atlanta Warehouse","No"
,"JQCH-HANB6-84","799418012971","0","Atlanta Warehouse","0","0"
,"JQCH-HANB6-96","799418012988","0","Atlanta Warehouse","0","0"
,"JQCH-HANB6-108","799418012995","0","Atlanta Warehouse","0","0"
,"JQCH-HANB6-120","799418013008","0","Atlanta Warehouse","0","0"
,"JQCH-HANB6-CUS","799418013022","0","Livermore Warehouse","0",""
JQCH-HANB6-SW,"799418013015","29","Livermore Warehouse","No"
JQCH-HANB7-SW,"799418013084","32","Livermore Warehouse","No"
JQCH-HANB8-SW,"799418013152","31","Livermore Warehouse","No"
JQCH-HANB9-SW,"799418013220","32","Livermore Warehouse","No"
LN-5000-SW,"799418018317","32","Livermore Warehouse","No"
LN-5100-SW,"799418018454","34","Livermore Warehouse","No"
LN-5175-SW,"799418018522","35","Livermore Warehouse","No"
LN-5176-SW,"799418018591","34","Livermore Warehouse","No"
LN-5177-SW,"799418018669","35","Livermore Warehouse","No"
LN-5178-SW,"799418018737","34","Livermore Warehouse","No"
LN-5179-SW,"799418018805","34","Livermore Warehouse","No"
LN-5520-SW,"799418018386","35","Livermore Warehouse","No"
PDCH-HANB08-SW,"799418010984","161","Livermore Warehouse","No"
PDCH-HANB10-SW,"799418011127","170","Livermore Warehouse","No"
PDCH-HANB23-SW,"799665835637","166","Livermore Warehouse","No"
PDCH-HANB35-SW,"799665835842","160","Livermore Warehouse","No"
PDCH-HANB44-SW,"799665835705","167","Livermore Warehouse","No"
PDCH-HANB46-SW,"799665835774","174","Livermore Warehouse","No"
PDCH-HANB52-SW,"799418011196","120","Livermore Warehouse","No"
PDCH-HANB56-SW,"799665835491","149","Livermore Warehouse","No"
PDCH-HANB57-SW,"799665835569","156","Livermore Warehouse","No"
PDCH-HANB60-SW,"799418011059","174","Livermore Warehouse","No"
PDCH-HANB80-SW,"799418011264","150","Livermore Warehouse","No"
PDCH-HANB81-SW,"799418011332","131","Livermore Warehouse","No"
PDCH-HANB83-SW,"799418011400","151","Livermore Warehouse","No"
PDCH-HANB85-SW,"799418011547","142","Livermore Warehouse","No"
PDCH-KBS1-SW,"799665814533","274","Livermore Warehouse","No"
PDCH-KBS11-SW,"799665814519","533","Livermore Warehouse","No"
PDCH-KBS14-SW,"799665814595","26","Livermore Warehouse","No"
PDCH-KBS5-SW,"799665814755","185","Livermore Warehouse","No"
PDCH-KBS6-SW,"799665814779","180","Livermore Warehouse","No"
PDCH-KBS7-SW,"799665814793","29","Livermore Warehouse","No"
PDCH-KBS8-SW,"799665814816","49","Livermore Warehouse","No"
PDCH-KBS9-SW,"799665814830","123","Livermore Warehouse","No"
PRTW-D01-SW,"799665827915","35","Livermore Warehouse","No"
PRTW-D02-SW,"799665827793","34","Livermore Warehouse","No"
PRTW-D04-SW,"799665827632","0","Livermore Warehouse","No"
PRTW-D05-SW,"799665827953","33","Livermore Warehouse","No"
PRTW-D06A-SW,"799665827878","35","Livermore Warehouse","No"
PRTW-D06B-SW,"799665827830","34","Livermore Warehouse","No"
PRTW-D09-SW,"799665827557","35","Livermore Warehouse","No"
PRTW-D11-SW,"799665828035","90","Livermore Warehouse","No"
PRTW-D12-SW,"799665827991","33","Livermore Warehouse","No"
PRTW-D13-SW,"799665827595","0","Livermore Warehouse","No"
PRTW-D15-SW,"799665827717","89","Livermore Warehouse","No"
PRTW-D16-SW,"799665827755","0","Livermore Warehouse","No"
PRTW-D17-SW,"799665827670","34","Livermore Warehouse","No"
PRTW-D20-SW,"799665826635","34","Livermore Warehouse","No"
PRTW-D21-SW,"799665826710","35","Livermore Warehouse","No"
PRTW-D22-SW,"799665826796","35","Livermore Warehouse","No"
PRTW-D23-SW,"799665826871","33","Livermore Warehouse","No"
PRTW-D24A-SW,"799665822972","35","Livermore Warehouse","No"
PRTW-D24B-SW,"799665823054","35","Livermore Warehouse","No"
PRTW-D25-SW,"799665823139","34","Livermore Warehouse","No"
PRTW-D26-SW,"799665826956","0","Livermore Warehouse","No"
PRTW-D27-SW,"799665827038","0","Livermore Warehouse","No"
PRTW-D28-SW,"799665823214","34","Livermore Warehouse","No"
PRTW-D29A-SW,"799665827113","34","Livermore Warehouse","No"
PRTW-D29B-SW,"799665827199","34","Livermore Warehouse","No"
PRTW-D30-SW,"799665827274","30","Livermore Warehouse","No"
PRTW-D31-SW,"799665827359","35","Livermore Warehouse","No"
PRTW-D32-SW,"799665827434","0","Livermore Warehouse","No"
PRTW-D33-SW,"799665827519","0","Livermore Warehouse","No"
PTCH-120-RU,"797734457049","0","Livermore Warehouse","Yes"
,"PTCH-120-84-RU","797734457032","0","Livermore Warehouse","5","0"
,"PTCH-120-96-RU","797734457049","0","Livermore Warehouse","5","0"
,"PTCH-120-108-RU","797734457056","0","Livermore Warehouse","5","0"
,"PTCH-120-120-RU","797734457063","0","Livermore Warehouse","5","0"
PTCH-JTSP001-SW,"799665824631","263","Livermore Warehouse","No"
PTCH-JTSP003-SW,"799665812799","0","Livermore Warehouse","No"
PTCH-JTSP005-SW,"799665812812","30","Livermore Warehouse","No"
PTCH-JTSP100-SW,"799665812836","146","Livermore Warehouse","No"
PTCH-JTSP102-SW,"799665812898","305","Livermore Warehouse","No"
PTCH-JTSP104-SW,"799665824556","447","Livermore Warehouse","No"
PTCH-JTSP1066-SW,"799665812973","85","Livermore Warehouse","No"
PTCH-JTSP112-SW,"799665812997","45","Livermore Warehouse","No"
PTCH-JTSP120-SW,"799665813017","0","Livermore Warehouse","No"
PTCH-JTSP130907-SW,"799665813031","0","Livermore Warehouse","No"
PTCH-JTSP190912-SW,"799665813116","122","Livermore Warehouse","No"
PTCH-JTSP194010-SW,"799665813130","146","Livermore Warehouse","No"
PTCH-JTSP202-SW,"799665823917","144","Livermore Warehouse","No"
PTCH-JTSP203-SW,"799665823993","150","Livermore Warehouse","No"
PTCH-JTSP204-SW,"799665824075","152","Livermore Warehouse","No"
PTCH-JTSP205-SW,"799665824150","46","Livermore Warehouse","No"
PTCH-JTSP206-SW,"799665824235","23","Livermore Warehouse","No"
PTCH-JTSP207-SW,"799665824310","127","Livermore Warehouse","No"
PTCH-JTSP208-SW,"799665824396","156","Livermore Warehouse","No"
PTCH-JTSP209-SW,"799665824471","93","Livermore Warehouse","No"
PTCH-JTSP27-SW,"799665813192","0","Livermore Warehouse","No"
PTCH-JTSP29-SW,"799665813215","141","Livermore Warehouse","No"
PTCH-JTSP41-SW,"799665813239","362","Livermore Warehouse","No"
PTCH-JTSP5-SW,"799665813291","0","Livermore Warehouse","No"
PTCH-JTSP54-SW,"799665813314","0","Livermore Warehouse","No"
PTCH-JTSP87-SW,"799665813376","62","Livermore Warehouse","No"
PTFFLK-C2,"797734455243","237","Atlanta Warehouse","Yes"
,"PTFFLK-C2-84","797734455243","29","Atlanta Warehouse","20","157"
,"PTFFLK-C2-84","797734455243","29","Livermore Warehouse","20","157"
,"PTFFLK-C2-96","610395230588","88","Atlanta Warehouse","20","148"
,"PTFFLK-C2-96","610395230588","88","Livermore Warehouse","20","148"
,"PTFFLK-C2-108","610395230564","83","Atlanta Warehouse","20","80"
,"PTFFLK-C2-108","610395230564","83","Livermore Warehouse","20","80"
,"PTFFLK-C2-120","610395230571","37","Livermore Warehouse","20","17"
,"PTFFLK-C2-120","610395230571","37","Atlanta Warehouse","20","17"
,"PTFFLK-C2-CUS","799665815387","0","Livermore Warehouse","0",""
PTFFLK-C2,"797734455243","237","Livermore Warehouse","Yes"
,"PTFFLK-C2-84","797734455243","29","Atlanta Warehouse","20","157"
,"PTFFLK-C2-84","797734455243","29","Livermore Warehouse","20","157"
,"PTFFLK-C2-96","610395230588","88","Atlanta Warehouse","20","148"
,"PTFFLK-C2-96","610395230588","88","Livermore Warehouse","20","148"
,"PTFFLK-C2-108","610395230564","83","Atlanta Warehouse","20","80"
,"PTFFLK-C2-108","610395230564","83","Livermore Warehouse","20","80"
,"PTFFLK-C2-120","610395230571","37","Livermore Warehouse","20","17"
,"PTFFLK-C2-120","610395230571","37","Atlanta Warehouse","20","17"
,"PTFFLK-C2-CUS","799665815387","0","Livermore Warehouse","0",""
PTFFLK-C2-SW,"799665815394","30","Livermore Warehouse","No"
PTFFLK-C20A,"799418011578","246","Atlanta Warehouse","Yes"
,"PTFFLK-C20A-84","799418011578","40","Atlanta Warehouse","15","181"
,"PTFFLK-C20A-96","799418011585","73","Atlanta Warehouse","15","156"
,"PTFFLK-C20A-108","799418011592","89","Atlanta Warehouse","20","98"
,"PTFFLK-C20A-120","799418011608","44","Atlanta Warehouse","15","29"
,"PTFFLK-C20A-CUS","799418011622","0","Livermore Warehouse","0",""
PTFFLK-C20A-SW,"799418011615","35","Livermore Warehouse","No"
PTFFLK-C20B,"799418011646","295","Atlanta Warehouse","No"
,"PTFFLK-C20B-84","799418011646","52","Atlanta Warehouse","0","52"
,"PTFFLK-C20B-96","799418011653","104","Atlanta Warehouse","0","104"
,"PTFFLK-C20B-108","799418011660","102","Atlanta Warehouse","0","102"
,"PTFFLK-C20B-120","799418011677","37","Atlanta Warehouse","0","37"
,"PTFFLK-C20B-CUS","799418011691","0","Livermore Warehouse","0",""
PTFFLK-C20B-SW,"799418011684","35","Livermore Warehouse","No"
PTFFLK-C21A,"799418011714","238","Atlanta Warehouse","Yes"
,"PTFFLK-C21A-84","799418011714","48","Atlanta Warehouse","20","163"
,"PTFFLK-C21A-96","799418011721","78","Atlanta Warehouse","20","135"
,"PTFFLK-C21A-96","799418011721","78","Livermore Warehouse","20","135"
,"PTFFLK-C21A-108","799418011738","72","Atlanta Warehouse","20","77"
,"PTFFLK-C21A-120","799418011745","40","Atlanta Warehouse","15","25"
,"PTFFLK-C21A-CUS","799418011769","0","Livermore Warehouse","0",""
PTFFLK-C21A-SW,"799418011752","32","Livermore Warehouse","No"
PTFFLK-C21B,"799418011783","252","Atlanta Warehouse","Yes"
,"PTFFLK-C21B-84","799418011783","40","Atlanta Warehouse","20","172"
,"PTFFLK-C21B-96","799418011790","70","Atlanta Warehouse","20","152"
,"PTFFLK-C21B-108","799418011806","95","Livermore Warehouse","20","102"
,"PTFFLK-C21B-108","799418011806","95","Atlanta Warehouse","20","102"
,"PTFFLK-C21B-120","799418011813","47","Atlanta Warehouse","20","27"
,"PTFFLK-C21B-CUS","799418011837","0","Livermore Warehouse","0",""
PTFFLK-C21B-SW,"799418011820","30","Livermore Warehouse","No"
PTFFLK-C22A,"799418011851","315","Atlanta Warehouse","No"
,"PTFFLK-C22A-84","799418011851","40","Atlanta Warehouse","0","40"
,"PTFFLK-C22A-96","799418011868","119","Atlanta Warehouse","0","119"
,"PTFFLK-C22A-108","799418011875","105","Atlanta Warehouse","0","105"
,"PTFFLK-C22A-120","799418011882","51","Atlanta Warehouse","0","51"
,"PTFFLK-C22A-CUS","799418011905","0","Livermore Warehouse","0",""
PTFFLK-C22A-SW,"799418011899","33","Livermore Warehouse","No"
PTFFLK-C22B,"799418011929","0","Atlanta Warehouse","Yes"
,"PTFFLK-C22B-84","799418011929","0","Atlanta Warehouse","0","0"
,"PTFFLK-C22B-96","799418011936","0","Atlanta Warehouse","0","0"
,"PTFFLK-C22B-108","799418011943","0","Atlanta Warehouse","0","0"
,"PTFFLK-C22B-120","799418011950","0","Atlanta Warehouse","0","0"
,"PTFFLK-C22B-CUS","799418011974","0","Livermore Warehouse","0",""
PTFFLK-C22B-SW,"799418011967","31","Livermore Warehouse","No"
PTFFLK-C23A,"799418011998","415","Atlanta Warehouse","Yes"
,"PTFFLK-C23A-84","799418011998","67","Atlanta Warehouse","20","340"
,"PTFFLK-C23A-96","799418012001","123","Atlanta Warehouse","20","293"
,"PTFFLK-C23A-108","799418012018","165","Atlanta Warehouse","20","190"
,"PTFFLK-C23A-120","799418012025","65","Atlanta Warehouse","20","45"
,"PTFFLK-C23A-CUS","799418012049","0","Livermore Warehouse","0",""
PTFFLK-C23A-SW,"799418012032","28","Livermore Warehouse","No"
PTFFLK-C23B,"799418012063","0","Atlanta Warehouse","No"
,"PTFFLK-C23B-84","799418012063","0","Atlanta Warehouse","5","0"
,"PTFFLK-C23B-96","799418012070","0","Livermore Warehouse","5","0"
,"PTFFLK-C23B-96","799418012070","0","Atlanta Warehouse","5","0"
,"PTFFLK-C23B-108","799418012087","0","Atlanta Warehouse","5","0"
,"PTFFLK-C23B-120","799418012094","0","Atlanta Warehouse","5","0"
,"PTFFLK-C23B-CUS","799418012117","0","Livermore Warehouse","0",""
PTFFLK-C23B-SW,"799418012100","35","Livermore Warehouse","No"
PTFFLK-C25,"799418012131","224","Atlanta Warehouse","Yes"
,"PTFFLK-C25-84","799418012131","36","Atlanta Warehouse","20","150"
,"PTFFLK-C25-96","799418012148","76","Atlanta Warehouse","20","134"
,"PTFFLK-C25-108","799418012155","85","Atlanta Warehouse","20","78"
,"PTFFLK-C25-120","799418012162","27","Atlanta Warehouse","14","13"
,"PTFFLK-C25-CUS","799418012186","0","Livermore Warehouse","0",""
PTFFLK-C25-SW,"799418012179","33","Livermore Warehouse","No"
PTFFLK-C26,"799418012209","224","Atlanta Warehouse","Yes"
,"PTFFLK-C26-84","799418012209","53","Atlanta Warehouse","20","149"
,"PTFFLK-C26-96","799418012216","67","Atlanta Warehouse","20","116"
,"PTFFLK-C26-108","799418012223","59","Atlanta Warehouse","20","69"
,"PTFFLK-C26-120","799418012230","45","Atlanta Warehouse","15","30"
,"PTFFLK-C26-CUS","799418012254","0","Livermore Warehouse","0",""
PTFFLK-C26-SW,"799418012247","31","Livermore Warehouse","No"
PTFFLK-C30,"799418012278","395","Atlanta Warehouse","Yes"
,"PTFFLK-C30-84","799418012278","78","Atlanta Warehouse","20","315"
,"PTFFLK-C30-96","799418012285","133","Atlanta Warehouse","20","257"
,"PTFFLK-C30-108","799418012292","101","Atlanta Warehouse","20","144"
,"PTFFLK-C30-108","799418012292","101","Livermore Warehouse","20","144"
,"PTFFLK-C30-120","799418012308","83","Atlanta Warehouse","20","63"
,"PTFFLK-C30-CUS","799418012322","0","Livermore Warehouse","0",""
PTFFLK-C30-SW,"799418012315","31","Livermore Warehouse","No"
PTFFLK-C5,"610395230656","324","Atlanta Warehouse","Yes"
,"PTFFLK-C5-84","610395230656","48","Atlanta Warehouse","20","244"
,"PTFFLK-C5-84","610395230656","48","Livermore Warehouse","20","244"
,"PTFFLK-C5-96","610395230663","99","Livermore Warehouse","20","216"
,"PTFFLK-C5-96","610395230663","99","Atlanta Warehouse","20","216"
,"PTFFLK-C5-108","610395230632","119","Atlanta Warehouse","20","137"
,"PTFFLK-C5-108","610395230632","119","Livermore Warehouse","20","137"
,"PTFFLK-C5-120","610395230649","58","Atlanta Warehouse","20","38"
,"PTFFLK-C5-120","610395230649","58","Livermore Warehouse","20","38"
,"PTFFLK-C5-CUS","799665815448","0","Livermore Warehouse","0",""
PTFFLK-C5,"610395230656","324","Livermore Warehouse","Yes"
,"PTFFLK-C5-84","610395230656","48","Atlanta Warehouse","20","244"
,"PTFFLK-C5-84","610395230656","48","Livermore Warehouse","20","244"
,"PTFFLK-C5-96","610395230663","99","Livermore Warehouse","20","216"
,"PTFFLK-C5-96","610395230663","99","Atlanta Warehouse","20","216"
,"PTFFLK-C5-108","610395230632","119","Atlanta Warehouse","20","137"
,"PTFFLK-C5-108","610395230632","119","Livermore Warehouse","20","137"
,"PTFFLK-C5-120","610395230649","58","Atlanta Warehouse","20","38"
,"PTFFLK-C5-120","610395230649","58","Livermore Warehouse","20","38"
,"PTFFLK-C5-CUS","799665815448","0","Livermore Warehouse","0",""
PTFFLK-C5-SW,"799665815455","34","Livermore Warehouse","No"
PTFFLK-C7,"610395230731","269","Livermore Warehouse","Yes"
,"PTFFLK-C7-84","610395230731","44","Livermore Warehouse","20","189"
,"PTFFLK-C7-84","610395230731","44","Atlanta Warehouse","20","189"
,"PTFFLK-C7-96","610395230748","76","Atlanta Warehouse","20","165"
,"PTFFLK-C7-96","610395230748","76","Livermore Warehouse","20","165"
,"PTFFLK-C7-108","610395230717","104","Livermore Warehouse","20","109"
,"PTFFLK-C7-108","610395230717","104","Atlanta Warehouse","20","109"
,"PTFFLK-C7-120","610395230724","45","Atlanta Warehouse","20","25"
,"PTFFLK-C7-120","610395230724","45","Livermore Warehouse","20","25"
,"PTFFLK-C7-CUS","799665815486","0","Livermore Warehouse","0",""
PTFFLK-C7,"610395230731","269","Atlanta Warehouse","Yes"
,"PTFFLK-C7-84","610395230731","44","Livermore Warehouse","20","189"
,"PTFFLK-C7-84","610395230731","44","Atlanta Warehouse","20","189"
,"PTFFLK-C7-96","610395230748","76","Atlanta Warehouse","20","165"
,"PTFFLK-C7-96","610395230748","76","Livermore Warehouse","20","165"
,"PTFFLK-C7-108","610395230717","104","Livermore Warehouse","20","109"
,"PTFFLK-C7-108","610395230717","104","Atlanta Warehouse","20","109"
,"PTFFLK-C7-120","610395230724","45","Atlanta Warehouse","20","25"
,"PTFFLK-C7-120","610395230724","45","Livermore Warehouse","20","25"
,"PTFFLK-C7-CUS","799665815486","0","Livermore Warehouse","0",""
PTFFLK-C7-SW,"799665815493","33","Livermore Warehouse","No"
PTSCH-11082,"610395223344","0","Livermore Warehouse","Yes"
,"PTSCH-11082-84","610395223344","0","Livermore Warehouse","5","0"
,"PTSCH-11082-96","610395223351","0","Livermore Warehouse","10","0"
,"PTSCH-11082-108","610395223368","0","Livermore Warehouse","10","0"
,"PTSCH-11082-120","610395223375","0","Livermore Warehouse","10","0"
,"PTSCH-11082-CUS","799665815646","0","Livermore Warehouse","0",""
PTSCH-11082-SW,"799665815653","156","Livermore Warehouse","No"
PTSCH-11083,"610395223382","524","Livermore Warehouse","Yes"
,"PTSCH-11083-84","610395223382","61","Livermore Warehouse","5","489"
,"PTSCH-11083-96","610395223399","174","Livermore Warehouse","10","433"
,"PTSCH-11083-108","610395223405","209","Livermore Warehouse","10","269"
,"PTSCH-11083-120","610395223412","80","Livermore Warehouse","10","70"
,"PTSCH-11083-CUS","799665815660","0","Livermore Warehouse","0",""
PTSCH-11083-SW,"799665815677","33","Livermore Warehouse","No"
PTSCH-11087,"610395223429","0","Livermore Warehouse","Yes"
,"PTSCH-11087-84","610395223429","0","Livermore Warehouse","5","0"
,"PTSCH-11087-96","610395223436","0","Livermore Warehouse","10","0"
,"PTSCH-11087-108","610395223443","0","Livermore Warehouse","10","0"
,"PTSCH-11087-120","610395223450","0","Livermore Warehouse","10","0"
,"PTSCH-11087-CUS","799665815684","0","Livermore Warehouse","0",""
PTSCH-11087-SW,"799665815691","34","Livermore Warehouse","No"
PTSCH-11089,"797734451825","493","Livermore Warehouse","Yes"
,"PTSCH-11089-84","797734451825","55","Livermore Warehouse","5","458"
,"PTSCH-11089-84","797734451825","55","Atlanta Warehouse","5","458"
,"PTSCH-11089-96","797734451832","101","Atlanta Warehouse","10","408"
,"PTSCH-11089-96","797734451832","101","Livermore Warehouse","10","408"
,"PTSCH-11089-108","797734451849","225","Livermore Warehouse","10","317"
,"PTSCH-11089-120","797734451856","112","Atlanta Warehouse","10","102"
,"PTSCH-11089-120","797734451856","112","Livermore Warehouse","10","102"
,"PTSCH-11089-CUS","799665815707","0","Livermore Warehouse","0",""
PTSCH-11089,"797734451825","493","Atlanta Warehouse","Yes"
,"PTSCH-11089-84","797734451825","55","Livermore Warehouse","5","458"
,"PTSCH-11089-84","797734451825","55","Atlanta Warehouse","5","458"
,"PTSCH-11089-96","797734451832","101","Atlanta Warehouse","10","408"
,"PTSCH-11089-96","797734451832","101","Livermore Warehouse","10","408"
,"PTSCH-11089-108","797734451849","225","Livermore Warehouse","10","317"
,"PTSCH-11089-120","797734451856","112","Atlanta Warehouse","10","102"
,"PTSCH-11089-120","797734451856","112","Livermore Warehouse","10","102"
,"PTSCH-11089-CUS","799665815707","0","Livermore Warehouse","0",""
PTSCH-11089-SW,"799665815714","114","Livermore Warehouse","No"
PTSCH-11091,"610395223467","0","Livermore Warehouse","Yes"
,"PTSCH-11091-84","610395223467","0","Livermore Warehouse","5","0"
,"PTSCH-11091-84","610395223467","0","Atlanta Warehouse","5","0"
,"PTSCH-11091-96","610395223474","0","Livermore Warehouse","10","0"
,"PTSCH-11091-96","610395223474","0","Atlanta Warehouse","10","0"
,"PTSCH-11091-108","610395223481","0","Livermore Warehouse","10","0"
,"PTSCH-11091-108","610395223481","0","Atlanta Warehouse","10","0"
,"PTSCH-11091-120","610395223498","0","Atlanta Warehouse","10","0"
,"PTSCH-11091-120","610395223498","0","Livermore Warehouse","10","0"
,"PTSCH-11091-CUS","799665815721","0","Livermore Warehouse","0",""
PTSCH-11091,"610395223467","0","Atlanta Warehouse","Yes"
,"PTSCH-11091-84","610395223467","0","Livermore Warehouse","5","0"
,"PTSCH-11091-84","610395223467","0","Atlanta Warehouse","5","0"
,"PTSCH-11091-96","610395223474","0","Livermore Warehouse","10","0"
,"PTSCH-11091-96","610395223474","0","Atlanta Warehouse","10","0"
,"PTSCH-11091-108","610395223481","0","Livermore Warehouse","10","0"
,"PTSCH-11091-108","610395223481","0","Atlanta Warehouse","10","0"
,"PTSCH-11091-120","610395223498","0","Atlanta Warehouse","10","0"
,"PTSCH-11091-120","610395223498","0","Livermore Warehouse","10","0"
,"PTSCH-11091-CUS","799665815721","0","Livermore Warehouse","0",""
PTSCH-11091-SW,"799665815738","98","Livermore Warehouse","No"
PTSCH-11093,"797734451788","548","Livermore Warehouse","Yes"
,"PTSCH-11093-84","797734451788","53","Livermore Warehouse","5","513"
,"PTSCH-11093-96","797734451795","286","Livermore Warehouse","10","465"
,"PTSCH-11093-108","797734451801","116","Livermore Warehouse","10","189"
,"PTSCH-11093-120","797734451818","93","Livermore Warehouse","10","83"
,"PTSCH-11093-CUS","799665815745","0","Livermore Warehouse","0",""
PTSCH-11093-SW,"799665815752","149","Livermore Warehouse","No"
PTSCH-11095,"610395223504","628","Livermore Warehouse","Yes"
,"PTSCH-11095-84","610395223504","79","Livermore Warehouse","5","593"
,"PTSCH-11095-96","610395223511","287","Livermore Warehouse","10","519"
,"PTSCH-11095-108","610395223528","164","Livermore Warehouse","10","242"
,"PTSCH-11095-120","610395223535","98","Livermore Warehouse","10","88"
,"PTSCH-11095-CUS","799665815769","0","Livermore Warehouse","0",""
PTSCH-11095-SW,"799665815776","0","Livermore Warehouse","No"
PTSCH-11096-SW,"799665815790","0","Livermore Warehouse","No"
PTSCH-11098,"797734451740","124","Livermore Warehouse","Yes"
,"PTSCH-11098-84","797734451740","0","Livermore Warehouse","5","99"
,"PTSCH-11098-96","797734451757","0","Livermore Warehouse","10","94"
,"PTSCH-11098-108","797734451764","72","Livermore Warehouse","10","104"
,"PTSCH-11098-120","797734451771","52","Livermore Warehouse","10","42"
,"PTSCH-11098-CUS","799665815806","0","Livermore Warehouse","0",""
PTSCH-11098-SW,"799665815813","0","Livermore Warehouse","No"
PTSCH-11100,"797734451863","121","Livermore Warehouse","Yes"
,"PTSCH-11100-84","797734451863","0","Livermore Warehouse","5","78"
,"PTSCH-11100-96","797734451870","93","Livermore Warehouse","10","83"
,"PTSCH-11100-108","797734451887","0","Livermore Warehouse","10","0"
,"PTSCH-11100-120","797734451894","0","Livermore Warehouse","10","0"
,"PTSCH-11100-CUS","799665815820","28","Livermore Warehouse","0",""
PTSCH-11100-SW,"799665815837","33","Livermore Warehouse","No"
