z2t_ID,ZipCode,SalesTaxRate,RateState,ReportingCodeState,RateCounty,ReportingCodeCounty,RateCity,ReportingCodeCity,RateSpecialDistrict,ReportingCodeSpecialDistrict,City,PostOffice,State,County,ShippingTaxable,PrimaryRecord
74553,92411,8.25,7.5,0,0.5,31,0.25,149,0,,San Bernardino,San Bernardino,CA,San Bernardino,0,1
74558,92413,8.25,7.5,0,0.5,31,0.25,149,0,,San Bernardino,San Bernardino,CA,San Bernardino,0,1
74557,92413,8.25,7.5,0,0.5,31,0.25,149,0,,Del Rosa,San Bernardino,CA,San Bernardino,0,0
74567,92415,8.25,7.5,0,0.5,31,0.25,149,0,,S B County Offices,San Bernardino,CA,San Bernardino,0,0
74569,92415,8.25,7.5,0,0.5,31,0.25,149,0,,Sn Bernrdno,San Bernardino,CA,San Bernardino,0,0
74568,92415,8.25,7.5,0,0.5,31,0.25,149,0,,San Bernardino,San Bernardino,CA,San Bernardino,0,1
74570,92418,8.25,7.5,0,0.5,31,0.25,149,0,,City Hall,San Bernardino,CA,San Bernardino,0,0
74572,92418,8.25,7.5,0,0.5,31,0.25,149,0,,Sn Bernrdno,San Bernardino,CA,San Bernardino,0,0
74571,92418,8.25,7.5,0,0.5,31,0.25,149,0,,San Bernardino,San Bernardino,CA,San Bernardino,0,1
74573,92423,8.25,7.5,0,0.5,31,0.25,149,0,,San Bernardino,San Bernardino,CA,San Bernardino,0,1
74578,92427,8.25,7.5,0,0.5,31,0.25,149,0,,San Bernardino,San Bernardino,CA,San Bernardino,0,1
74580,92501,8,7.5,0,0.5,26,0,,0,,Riverside,Riverside,CA,Riverside,0,1
74584,92502,8,7.5,0,0.5,26,0,,0,,Riverside,Riverside,CA,Riverside,0,1
74585,92503,8,7.5,0,0.5,26,0,,0,,Arlington,Riverside,CA,Riverside,0,0
74586,92503,8,7.5,0,0.5,26,0,,0,,Riverside,Riverside,CA,Riverside,0,1
74587,92504,8,7.5,0,0.5,26,0,,0,,Casa Blanca,Riverside,CA,Riverside,0,0
74589,92504,8,7.5,0,0.5,26,0,,0,,Woodcrest,Riverside,CA,Riverside,0,0
74588,92504,8,7.5,0,0.5,26,0,,0,,Riverside,Riverside,CA,Riverside,0,1
74590,92505,8,7.5,0,0.5,26,0,,0,,La Sierra,Riverside,CA,Riverside,0,0
74591,92505,8,7.5,0,0.5,26,0,,0,,Riverside,Riverside,CA,Riverside,0,1
