SKU,SalePrice,BaseCustomPrice,DisplayOrder,Weight
FHLCH-314043-CUS,0,0,5,2.4
FHLCH-314043-SW,0.99,0,999,0.05
FHLCH-314044,69,0,3,7
FHLCH-314044-108,89,89,2,8
FHLCH-314044-120,99,99,2,8
FHLCH-314044-84,69,69,1,7
FHLCH-314044-96,79,79,2,7
FHLCH-314044-CUS,0,0,5,2.4
FHLCH-314044-SW,0.99,0,999,0.05
FHLCH-314047,69,0,4,7
FHLCH-314047-108,89,89,2,8
FHLCH-314047-120,99,99,2,8
FHLCH-314047-84,69,69,1,7
FHLCH-314047-96,79,79,2,7
FHLCH-314047-CUS,0,0,5,2.4
FHLCH-314047-SW,0.99,0,999,0.05
FHLCH-314048,69,0,1,7
FHLCH-314048-108,89,89,2,8
FHLCH-314048-120,99,99,2,8
FHLCH-314048-84,69,69,1,7
FHLCH-314048-96,79,79,2,7
FHLCH-314048-CUS,0,0,5,2.4
FHLCH-314048-SW,0.99,0,999,0.05
FHLCH-314052,69,0,5,7
FHLCH-314052-108,89,89,2,8
FHLCH-314052-120,99,99,2,8
FHLCH-314052-84,69,69,1,7
FHLCH-314052-96,79,79,2,7
FHLCH-314052-CUS,0,0,5,2.4
FHLCH-314052-SW,0.99,0,999,0.05
FHLCH-314053,69,0,7,7
FHLCH-314053-108,89,89,2,8
FHLCH-314053-120,99,99,2,8
FHLCH-314053-84,69,69,1,7
FHLCH-314053-96,79,79,2,7
FHLCH-314053-CUS,0,0,5,2.4
FHLCH-314053-SW,0.99,0,999,0.05
FHLCH-314055,69,0,6,7
FHLCH-314055-108,89,89,2,8
FHLCH-314055-120,99,99,2,8
FHLCH-314055-84,69,69,1,7
FHLCH-314055-96,79,79,2,7
FHLCH-314055-CUS,0,0,5,2.4
FHLCH-314055-SW,0.99,0,999,0.05
FHLCH-416016,69,0,2,7
FHLCH-416016-108,89,89,2,8
FHLCH-416016-120,99,99,2,8
FHLCH-416016-84,69,69,1,7
FHLCH-416016-96,79,79,2,7
FHLCH-416016-CUS,0,0,5,2.4
FHLCH-416016-SW,0.99,0,999,0.05
FHLCH-416017,69,0,8,7
FHLCH-416017-108,89,89,2,8
FHLCH-416017-120,99,99,2,8
FHLCH-416017-84,69,69,1,7
FHLCH-416017-96,79,79,2,7
FHLCH-416017-CUS,0,0,5,2.4
FHLCH-416017-SW,0.99,0,999,0.05
FHLCH-416018,69,0,10,7
FHLCH-416018-108,89,89,2,8
FHLCH-416018-120,99,99,2,8
FHLCH-416018-84,69,69,1,7
FHLCH-416018-96,79,79,2,7
FHLCH-416018-CUS,0,0,5,2.4
FHLCH-416018-SW,0.99,0,999,0.05
FHLCH-416019,69,0,0,7
FHLCH-416019-108,89,89,2,8
FHLCH-416019-120,99,99,2,8
FHLCH-416019-84,69,69,1,7
FHLCH-416019-96,79,79,2,7
FHLCH-416019-CUS,0,0,5,2.4
FHLCH-416019-SW,0.99,0,999,0.05
FHLCH-416020,69,0,11,7
FHLCH-416020-108,89,89,2,8
FHLCH-416020-120,99,99,2,8
FHLCH-416020-84,69,69,1,7
FHLCH-416020-96,79,79,2,7
FHLCH-416020-CUS,0,0,5,2.4
FHLCH-416020-SW,0.99,0,999,0.05
fhlch-aj411-gr-50x108,1,0,1,1
fhlch-aj411-gr-50x108,1,0,1,1
FHLCH-YL3008,59,0,7,4
FHLCH-YL3008-108,69,69,2,4
FHLCH-YL3008-120,74,74,2,5
FHLCH-YL3008-84,59,59,1,4
FHLCH-YL3008-96,64,64,2,4
FHLCH-YL3008-CUS,0,0,5,1.4
FHLCH-YL3008-SW,0.99,0,999,0.05
FHLCH-YL3010B,59,0,6,4
FHLCH-YL3010B-108,69,69,2,4
FHLCH-YL3010B-120,0,0,2,0
FHLCH-YL3010B-84,59,59,1,4
FHLCH-YL3010B-96,64,64,2,4
FHLCH-YL3010B-CUS,0,0,5,1.4
FHLCH-YL3010B-SW,0.99,0,999,0.05
FHLCH-YL3012,59,0,10,4
FHLCH-YL3012-108,69,69,2,4
FHLCH-YL3012-120,0,0,2,0
FHLCH-YL3012-84,59,59,1,4
FHLCH-YL3012-96,64,64,2,4
FHLCH-YL3012-CUS,0,0,5,1.4
FHLCH-YL3012-SW,0.99,0,999,0.05
FHLCH-YL3022,59,0,8,4
FHLCH-YL3022-108,69,69,2,4
FHLCH-YL3022-120,0,0,2,0
FHLCH-YL3022-84,59,59,1,4
FHLCH-YL3022-96,64,64,2,4
FHLCH-YL3022-CUS,0,0,5,1.4
FHLCH-YL3022-SW,0.99,0,999,0.05
FHLCH-YL5003,59,0,9,4
FHLCH-YL5003-108,69,69,2,4
FHLCH-YL5003-120,0,0,2,0
FHLCH-YL5003-84,59,59,1,4
FHLCH-YL5003-96,64,64,2,4
FHLCH-YL5003-CUS,0,0,5,1.4
FHLCH-YL5003-SW,0.99,0,999,0.05
FHLCH-YL7176203,59,0,3,4
FHLCH-YL7176203-108,69,69,2,4
FHLCH-YL7176203-120,74,74,2,5
FHLCH-YL7176203-84,59,59,1,4
FHLCH-YL7176203-96,64,64,2,4
FHLCH-YL7176203-CUS,0,0,5,1.4
FHLCH-YL7176203-SW,0.99,0,999,0.05
FHLCH-YL7176209,59,0,5,4
FHLCH-YL7176209-108,69,69,2,4
FHLCH-YL7176209-120,74,74,2,5
FHLCH-YL7176209-84,59,59,1,4
FHLCH-YL7176209-96,64,64,2,4
FHLCH-YL7176209-CUS,0,0,5,1.4
FHLCH-YL7176209-SW,0.99,0,999,0.05
FHLCH-YL7176217,59,0,1,4
FHLCH-YL7176217-108,69,69,2,4
FHLCH-YL7176217-120,74,74,2,5
FHLCH-YL7176217-84,59,59,1,4
FHLCH-YL7176217-96,64,64,2,4
FHLCH-YL7176217-CUS,0,0,5,1.4
FHLCH-YL7176217-SW,0.99,0,999,0.05
FHLCH-YL7178103,59,0,2,4
FHLCH-YL7178103-108,69,69,2,4
FHLCH-YL7178103-120,74,74,2,5
FHLCH-YL7178103-84,59,59,1,4
FHLCH-YL7178103-96,64,64,2,4
FHLCH-YL7178103-CUS,0,0,5,1.4
FHLCH-YL7178103-SW,0.99,0,999,0.05
FHLCH-YL7178109,59,0,4,4
FHLCH-YL7178109-108,69,69,2,4
FHLCH-YL7178109-120,74,74,2,5
FHLCH-YL7178109-84,59,59,1,4
FHLCH-YL7178109-96,64,64,2,4
FHLCH-YL7178109-CUS,0,0,5,1.4
FHLCH-YL7178109-SW,0.99,0,999,0.05
FHLCH-YL7178117,59,0,0,4
FHLCH-YL7178117-108,69,69,2,4
FHLCH-YL7178117-120,74,74,2,5
FHLCH-YL7178117-84,59,59,1,4
FHLCH-YL7178117-96,64,64,2,4
FHLCH-YL7178117-CUS,0,0,5,1.4
FHLCH-YL7178117-SW,0.99,0,999,0.05
HDW-2042-80-WP,249,0,5,0
HDW-3032,24.99,0,1,0
HDW-3044,19.99,0,27,0
HDW-3046,22.99,0,25,0
HDW-3049,29.99,0,28,0
HDW-3058,29.99,0,29,0
HDW-3588,19.99,0,21,0
HDW-3639-22,14.99,0,20,0
HDW-3746,19.99,0,31,0
HDW-3747,19.99,0,30,0
HDW-3863,19.99,0,23,0
HDW-3909,19.99,0,26,0
HDW-AB-2018-22,21.99,21.99,3,0
HDW-AB-2018-22-WP-4,199,199,3,0
HDW-AB-2018-22-WP-6,239,239,2,0
HDW-AB-2018-22-WP-8,279,0,8,0
HDW-AB-2018-22-WP-8,279,279,1,0
HDW-AB-2031-22-WP-4,199,199,3,0
HDW-AB-2031-22-WP-6,239,239,2,0
HDW-AB-2031-22-WP-8,279,0,9,0
HDW-AB-2031-22-WP-8,279,279,1,0
HDW-AB-2040-22,21.99,21.99,1,0
HDW-AB-2041-22,14.99,14.99,3,0
HDW-AB-3032-22,0,0,1,0
HDW-AB-3044-22,19.99,19.99,1,0
HDW-AB-3046-22,22.99,22.99,1,0
HDW-AB-3049-22,88,29.99,1,0
HDW-AB-3058-22,29.99,29.99,1,0
HDW-AB-3537-22-WP-4,199,199,3,0
HDW-AB-3537-22-WP-6,239,239,2,0
HDW-AB-3537-22-WP-8,279,0,10,0
HDW-AB-3537-22-WP-8,279,279,1,0
HDW-AB-3588-22,19.99,19.99,1,0
HDW-AB-3639-22,14.99,14.99,1,0
HDW-AB-3639-22-WP-8,279,0,11,0
HDW-AB-3714-22,19.99,19.99,1,0
HDW-AB-3714-22-WP-4,199,199,3,0
HDW-AB-3714-22-WP-6,239,239,2,0
HDW-AB-3714-22-WP-8,279,0,6,0
HDW-AB-3714-22-WP-8,279,279,1,0
HDW-AB-3746-22,19.99,19.99,1,0
HDW-AB-3747-22,19.99,19.99,1,0
HDW-AB-3748-22,14.99,14.99,1,0
HDW-AB-3862-22,7.5,7.5,1,0
HDW-AB-3863-22,19.99,19.99,3,0
HDW-AB-3863-22-WP-4,199,199,3,0
HDW-AB-3863-22-WP-6,239,239,2,0
HDW-AB-3863-22-WP-8,279,0,7,0
HDW-AB-3863-22-WP-8,279,279,1,0
HDW-AB-3909-22,19.99,19.99,1,0
HDW-AB-9301-22,14.99,14.99,1,0
HDW-AB-9306-22,39.99,39.99,1,0
HDW-AB-9309-22,59.99,59.99,2,0
HDW-AB-9311-22,14.99,14.99,3,0
HDW-AB-9319-22,68.99,68.99,5,0
HDW-AB-9321-22,109.99,109.99,6,0
HDW-AB-9323-22,28.99,28.99,3,0
HDW-AB-9324-22,14.99,14.99,1,0
HDW-AB-9326-22,19.99,19.99,1,0
HDW-AB-9353-22,16.99,16.99,3,0
HDW-CROWN-FINIAL,19.99,0,19,0
HDW-HG-2018-12,21.99,21.99,4,0
HDW-HG-2018-12-WP-4,199,199,3,0
HDW-HG-2018-12-WP-6,239,239,2,0
HDW-HG-2018-12-WP-8,279,0,12,0
HDW-HG-2018-12-WP-8,279,279,1,0
HDW-HG-2031-12-WP,199,0,13,0
HDW-HG-2031-12-WP-4,199,199,3,0
HDW-HG-2031-12-WP-6,239,239,2,0
HDW-HG-2031-12-WP-8,279,279,1,0
HDW-HG-2035-79-PREPACK,279,0,0,0
HDW-HG-2035-79-WP-4,199,199,3,0
HDW-HG-2035-79-WP-6,239,239,2,0
HDW-HG-2035-79-WP-8,279,279,1,0
HDW-HG-2035-80-PREPACK,199,0,1,0
HDW-HG-2035-80-WP-4,199,199,3,0
HDW-HG-2035-80-WP-6,239,239,2,0
HDW-HG-2035-80-WP-8,279,279,1,0
HDW-HG-2035-81-WP-4,249,249,3,0
HDW-HG-2035-81-WP-6,289,289,2,0
HDW-HG-2035-81-WP-8,349,349,1,0
HDW-HG-2040-12,21.99,21.99,2,0
HDW-HG-2041-12,14.99,14.99,4,0
HDW-HG-2042-79-PREPACK,279,0,3,0
HDW-HG-2042-79-WP-4,199,199,3,0
HDW-HG-2042-79-WP-6,239,239,2,0
HDW-HG-2042-79-WP-8,279,279,1,0
HDW-HG-2042-80-PREPACK,279,0,2,0
HDW-HG-2042-80-WP-4,199,199,3,0
HDW-HG-2042-80-WP-6,239,239,2,0
HDW-HG-2042-80-WP-8,279,279,1,0
HDW-HG-2042-81-PREPACK1,249,0,4,12.05
HDW-HG-2042-81-WP-4,249,249,3,0
HDW-HG-2042-81-WP-6,289,289,2,0
HDW-HG-2042-81-WP-8,349,349,1,0
HDW-HG-3032-12,0,0,2,0
HDW-HG-3044-12,19.99,19.99,2,0
HDW-HG-3046-12,22.99,22.99,2,0
HDW-HG-3049-12,29.99,29.99,2,0
HDW-HG-3058-12,29.99,29.99,2,0
HDW-HG-3588-12,19.99,19.99,2,0
HDW-HG-3714-12,19.99,19.99,2,0
HDW-HG-3714-12-WP-4,199,199,3,0
HDW-HG-3714-12-WP-6,239,239,2,0
HDW-HG-3714-12-WP-8,279,0,14,0
HDW-HG-3714-12-WP-8,279,279,1,0
HDW-HG-3746-12,19.99,19.99,2,0
HDW-HG-3747-12,19.99,19.99,2,0
HDW-HG-3748-12,14.99,14.99,2,0
HDW-HG-3862-12,7.5,7.5,2,0
HDW-HG-3863-12,19.99,19.99,4,0
HDW-HG-3863-12-WP-4,0,0,3,0
HDW-HG-3863-12-WP-6,0,0,2,0
HDW-HG-3863-12-WP-8,0,0,1,0
HDW-HG-3863-12-WP-8,199,0,2,0
HDW-HG-3909-12,19.99,19.99,2,0
HDW-HG-9301-12,14.99,14.99,2,0
HDW-HG-9306-12,39.99,39.99,3,0
HDW-HG-9309-12,59.99,59.99,4,0
HDW-HG-9311-12,14.99,14.99,4,0
HDW-HG-9320-12,79.99,79.99,7,0
HDW-HG-9321-12,109.99,109.99,8,0
HDW-HG-9324-12,14.99,14.99,2,0
HDW-HG-9326-12,19.99,19.99,2,0
HDW-HG-9326-12,19.99,19.99,4,0
HDW-HG-9353-12,16.99,16.99,4,0
HDW-ISTANBUL-FINIAL,21.99,0,24,0
HDW-NATALIE-FINIAL,14.99,0,22,0
HDW-WOOD-BRACKETS,19.99,0,15,0
HDW-WOOD-ENDCAPS,14.99,0,18,0
HDW-WOOD-RINGS,14.99,0,17,0
HDW-WOOD-RODS,39.99,0,16,0
Hemming,0,0,0,1
JQCH-2012201,69,0,999,6
JQCH-2012201-108,89,89,3,7
JQCH-2012201-120,99,99,4,7
JQCH-2012201-84,69,69,1,6
JQCH-2012201-96,79,79,2,6
JQCH-2012201-CUS,0,0,5,2.4
JQCH-2012201-FP,79,0,999,6
JQCH-2012201-FP-108,99,99,3,7
JQCH-2012201-FP-120,109,109,4,7
JQCH-2012201-FP-84,79,79,1,6
JQCH-2012201-FP-96,89,89,2,6
JQCH-2012201-SW,0.99,0,999,0.05
JQCH-20122010,69,0,999,6
JQCH-20122010-108,89,89,3,7
JQCH-20122010-120,99,99,4,7
JQCH-20122010-84,69,69,1,6
JQCH-20122010-96,79,79,2,6
JQCH-20122010-CUS,0,0,5,2.4
JQCH-20122010-FP,79,0,999,6
JQCH-20122010-FP-108,99,99,3,7
JQCH-20122010-FP-120,109,109,4,7
JQCH-20122010-FP-84,79,79,1,6
JQCH-20122010-FP-96,89,89,2,6
JQCH-20122010-SW,0.99,0,999,0.05
JQCH-2012204,79,0,999,6
JQCH-2012204-108,109,109,3,7
JQCH-2012204-120,99,99,4,7
JQCH-2012204-84,79,79,1,6
JQCH-2012204-96,89,89,2,6
JQCH-2012204-CUS,0,0,5,2.4
JQCH-2012204-FP,79,0,999,6
JQCH-2012204-FP-108,99,99,3,7
JQCH-2012204-FP-120,109,109,4,7
JQCH-2012204-FP-84,79,79,1,6
JQCH-2012204-FP-96,89,89,2,6
JQCH-2012204-SW,0.99,0,999,0.05
JQCH-201263,69,0,999,6
JQCH-201263-108,89,89,3,7
JQCH-201263-120,99,99,4,7
JQCH-201263-84,69,69,1,6
JQCH-201263-96,79,79,2,6
JQCH-201263-CUS,0,0,5,2.4
JQCH-201263-FP,79,0,999,6
JQCH-201263-FP-108,99,99,3,7
JQCH-201263-FP-120,109,109,4,7
JQCH-201263-FP-84,79,79,1,6
JQCH-201263-FP-96,89,89,2,6
JQCH-201263-SW,0.99,0,999,0.05
JQCH-201266,69,0,999,6
JQCH-201266-108,89,89,3,7
JQCH-201266-120,99,99,4,7
JQCH-201266-84,69,69,1,6
JQCH-201266-96,79,79,2,6
JQCH-201266-CUS,0,0,5,2.4
JQCH-201266-FP,79,0,999,6
JQCH-201266-FP-108,99,99,3,7
JQCH-201266-FP-120,109,109,4,7
JQCH-201266-FP-84,79,79,1,6
JQCH-201266-FP-96,89,89,2,6
JQCH-201266-SW,0.99,0,999,0.05
JQCH-201268,69,0,999,6
JQCH-201268-108,89,89,3,7
JQCH-201268-120,99,99,4,7
JQCH-201268-84,69,69,1,6
JQCH-201268-96,79,79,2,6
JQCH-201268-CUS,0,0,5,2.4
JQCH-201268-FP,79,0,999,6
JQCH-201268-FP-108,99,99,3,7
JQCH-201268-FP-120,109,109,4,7
JQCH-201268-FP-84,79,79,1,6
JQCH-201268-FP-96,89,89,2,6
JQCH-201268-SW,0.99,0,999,0.05
JQCH-201301,149,0,999,6
JQCH-201301-108,89,89,3,7
JQCH-201301-120,99,99,4,7
JQCH-201301-84,69,69,1,6
JQCH-201301-96,79,79,2,6
JQCH-201301-CUS,0,0,5,2.4
JQCH-201301-FP,79,0,999,6
JQCH-201301-FP-108,99,99,3,7
JQCH-201301-FP-120,109,109,4,7
JQCH-201301-FP-84,79,79,1,6
JQCH-201301-FP-96,89,89,2,6
JQCH-201301-SW,0.99,0,999,0.05
JQCH-201302,69,0,999,6
JQCH-201302-108,89,89,3,7
JQCH-201302-120,99,99,4,7
JQCH-201302-84,69,69,1,6
JQCH-201302-96,79,79,2,6
JQCH-201302-CUS,0,0,5,2.4
JQCH-201302-FP,79,0,999,6
JQCH-201302-FP-108,99,99,3,7
JQCH-201302-FP-120,109,109,4,7
JQCH-201302-FP-84,79,79,1,6
JQCH-201302-FP-96,89,89,2,6
JQCH-201302-SW,0.99,0,999,0.05
JQCH-HANB10,99,0,0,6
JQCH-HANB10-108,119,119,3,7
JQCH-HANB10-120,129,129,4,7
JQCH-HANB10-84,99,99,1,6
JQCH-HANB10-96,109,109,2,6
JQCH-HANB10-CUS,0,0,5,0
JQCH-HANB10-SW,0.99,0,0,0.05
JQCH-HANB11,139,0,999,6
JQCH-HANB11-108,159,159,3,7
JQCH-HANB11-120,169,169,4,7
JQCH-HANB11-84,139,139,1,6
JQCH-HANB11-96,149,149,2,6
JQCH-HANB11-CUS,0,0,5,0
JQCH-HANB11-SW,0.99,0,999,0.05
JQCH-HANB12A,99,0,999,6
JQCH-HANB12A-108,119,119,3,7
JQCH-HANB12A-120,129,129,4,7
JQCH-HANB12A-84,99,99,1,6
JQCH-HANB12A-96,109,109,2,6
JQCH-HANB12A-CUS,0,0,5,0
JQCH-HANB12A-SW,0.99,0,999,0.05
JQCH-HANB12B,99,0,999,6
JQCH-HANB12B-108,119,119,3,7
JQCH-HANB12B-120,129,129,4,7
JQCH-HANB12B-84,99,99,1,6
JQCH-HANB12B-96,109,109,2,6
JQCH-HANB12B-CUS,0,0,5,0
JQCH-HANB12B-SW,0.99,0,999,0.05
JQCH-HANB13A,79,0,999,6
JQCH-HANB13A-108,99,99,3,7
JQCH-HANB13A-120,109,109,4,7
JQCH-HANB13A-84,79,79,1,6
JQCH-HANB13A-96,89,89,2,6
JQCH-HANB13A-CUS,0,0,5,0
JQCH-HANB13A-SW,0.99,0,999,0.05
JQCH-HANB13B,79,0,999,6
JQCH-HANB13B-108,99,99,3,7
JQCH-HANB13B-120,109,109,4,7
JQCH-HANB13B-84,79,79,1,6
JQCH-HANB13B-96,89,89,2,6
JQCH-HANB13B-CUS,0,0,5,0
JQCH-HANB13B-SW,0.99,0,999,0.05
JQCH-HANB13C,79,0,999,6
JQCH-HANB13C-108,99,99,3,7
JQCH-HANB13C-120,109,109,4,7
JQCH-HANB13C-84,79,79,1,6
JQCH-HANB13C-96,89,89,2,6
JQCH-HANB13C-CUS,0,0,5,0
JQCH-HANB13C-SW,0.99,0,999,0.05
JQCH-HANB13D,75,0,0,6
JQCH-HANB13D-108,99,99,3,7
JQCH-HANB13D-120,109,109,4,7
JQCH-HANB13D-84,75,75,1,6
JQCH-HANB13D-96,89,89,2,6
JQCH-HANB13D-CUS,0,0,5,2.4
JQCH-HANB13D-SW,0.99,0,999,0.05
JQCH-HANB14A,59,0,2,1
JQCH-HANB14A-108,79,79,2,1
JQCH-HANB14A-84,59,59,1,1
JQCH-HANB14A-96,69,69,2,1
JQCH-HANB14A-CUS,0,0,5,1
JQCH-HANB14A-SW,0.99,0,999,0.05
JQCH-HANB14B,59,0,0,1
JQCH-HANB14B-108,79,79,2,1
JQCH-HANB14B-84,59,59,1,1
JQCH-HANB14B-96,69,69,2,1
JQCH-HANB14B-CUS,0,0,5,1
JQCH-HANB14B-SW,0.99,0,999,0.05
JQCH-HANB14C,59,0,1,1
JQCH-HANB14C-108,79,79,2,1
JQCH-HANB14C-84,59,59,1,1
JQCH-HANB14C-96,69,69,2,1
JQCH-HANB14C-CUS,0,0,5,1
JQCH-HANB14C-SW,0.99,0,999,0.05
JQCH-HANB15,59,0,3,1
JQCH-HANB15-108,79,79,2,1
JQCH-HANB15-84,59,59,1,1
JQCH-HANB15-96,69,69,2,1
JQCH-HANB15-CUS,0,0,5,1
JQCH-HANB15-SW,0.99,0,999,0.05
JQCH-HANB1A,119,0,999,6
JQCH-HANB1A-108,139,139,3,7
JQCH-HANB1A-120,149,149,4,7
JQCH-HANB1A-84,119,119,1,6
JQCH-HANB1A-96,129,129,2,6
JQCH-HANB1A-CUS,0,0,5,0
JQCH-HANB1A-SW,0.99,0,999,0.05
JQCH-HANB1B,119,0,0,6
JQCH-HANB1B-108,139,139,3,7
JQCH-HANB1B-120,149,149,4,7
JQCH-HANB1B-84,119,119,1,6
JQCH-HANB1B-96,129,129,2,6
JQCH-HANB1B-CUS,0,0,5,0
JQCH-HANB1B-SW,0.99,0,999,0.05
JQCH-HANB2,99,0,999,6
JQCH-HANB2-108,119,119,3,7
JQCH-HANB2-120,129,129,4,7
JQCH-HANB2-84,99,99,1,6
JQCH-HANB2-96,109,109,2,6
JQCH-HANB2-CUS,0,0,5,0
JQCH-HANB2-SW,0.99,0,999,0.05
JQCH-HANB3A,99,0,999,6
JQCH-HANB3A-108,119,119,3,7
JQCH-HANB3A-120,129,129,4,7
JQCH-HANB3A-84,99,99,1,6
JQCH-HANB3A-96,109,109,2,6
JQCH-HANB3A-CUS,0,0,5,0
JQCH-HANB3A-SW,0.99,0,999,0.05
JQCH-HANB3B,99,0,999,6
JQCH-HANB3B-108,119,119,3,7
JQCH-HANB3B-120,129,129,4,7
JQCH-HANB3B-84,99,99,1,6
JQCH-HANB3B-96,109,109,2,6
JQCH-HANB3B-CUS,0,0,5,0
JQCH-HANB3B-SW,0.99,0,999,0.05
JQCH-HANB4,89,0,0,6
JQCH-HANB4-108,109,109,3,7
JQCH-HANB4-120,119,119,4,7
JQCH-HANB4-84,89,89,1,6
JQCH-HANB4-96,99,99,2,6
JQCH-HANB4-SW,0.99,0,999,0.05
JQCH-HANB5A,119,0,999,6
JQCH-HANB5A-108,139,139,3,7
JQCH-HANB5A-120,149,149,4,7
JQCH-HANB5A-84,119,119,1,6
JQCH-HANB5A-96,129,129,2,6
JQCH-HANB5A-CUS,0,0,5,0
JQCH-HANB5A-SW,0.99,0,999,0.05
JQCH-HANB5B,119,0,999,6
JQCH-HANB5B-108,139,139,3,7
JQCH-HANB5B-120,149,149,4,7
JQCH-HANB5B-84,119,119,1,6
JQCH-HANB5B-96,129,129,2,6
JQCH-HANB5B-CUS,0,0,5,0
JQCH-HANB5B-SW,0.99,0,999,0.05
JQCH-HANB5C,119,0,0,6
JQCH-HANB5C-108,139,139,3,7
JQCH-HANB5C-120,149,149,4,7
JQCH-HANB5C-84,119,119,1,6
JQCH-HANB5C-96,129,129,2,6
JQCH-HANB5C-CUS,0,0,5,0
JQCH-HANB5C-SW,0.99,0,999,0.05
JQCH-HANB6,119,0,0,6
JQCH-HANB6-108,139,139,3,7
JQCH-HANB6-120,149,149,4,7
JQCH-HANB6-84,119,119,1,6
JQCH-HANB6-96,129,129,2,6
JQCH-HANB6-CUS,0,0,5,2.4
JQCH-HANB6-SW,0.99,0,999,0.05
JQCH-HANB7,99,0,999,6
JQCH-HANB7-108,119,119,3,7
JQCH-HANB7-120,129,129,4,7
JQCH-HANB7-84,99,99,1,6
JQCH-HANB7-96,109,109,2,6
JQCH-HANB7-CUS,0,0,5,0
JQCH-HANB7-SW,0.99,0,999,0.05
JQCH-HANB8,99,0,0,6
JQCH-HANB8-108,119,119,3,7
JQCH-HANB8-120,129,129,4,7
JQCH-HANB8-84,99,99,1,6
JQCH-HANB8-96,109,109,2,6
JQCH-HANB8-CUS,0,0,5,0
JQCH-HANB8-SW,0.99,0,999,0.05
JQCH-HANB9,129,0,999,6
JQCH-HANB9-108,149,149,3,7
JQCH-HANB9-120,159,159,4,7
JQCH-HANB9-84,129,129,1,6
JQCH-HANB9-96,139,139,2,6
JQCH-HANB9-CUS,0,0,5,0
JQCH-HANB9-SW,0.99,0,999,0.05
JQCH-ROM,0,0,999,0
JQCH-ROM-CAS,0,0,1,2.4
JQCH-ROM-FSL,0,0,3,2.4
JQCH-ROM-RLX,0,0,4,2.4
JQCH-ROM-SFL,0,0,2,2.4
LN-5000,129,0,1,5
LN-5000-108,159,159,2,6
LN-5000-120,174,174,2,6
LN-5000-84,129,129,1,5
LN-5000-96,144,144,2,5
LN-5000-CUS,0,0,5,2.4
LN-5000-SW,0.99,0,999,0.05
LN-5100,129,0,2,5
LN-5100-108,159,159,2,6
LN-5100-120,174,174,2,6
LN-5100-84,129,129,1,5
LN-5100-96,144,144,2,5
LN-5100-CUS,0,0,5,2.4
LN-5100-SW,0.99,0,999,0.05
LN-5175,129,0,4,5
LN-5175-108,159,159,2,6
LN-5175-120,174,174,2,6
LN-5175-84,129,129,1,5
LN-5175-96,144,144,2,5
LN-5175-CUS,0,0,5,2.4
LN-5175-SW,0.99,0,999,0.05
LN-5176,129,0,0,5
LN-5176-108,159,159,2,6
LN-5176-120,174,174,2,6
LN-5176-84,129,129,1,5
LN-5176-96,144,144,2,5
LN-5176-CUS,0,0,5,2.4
LN-5176-SW,0.99,0,999,0.05
LN-5177,129,0,5,5
LN-5177-108,159,159,2,6
LN-5177-120,174,174,2,6
LN-5177-84,129,129,1,5
LN-5177-96,144,144,2,5
LN-5177-CUS,0,0,5,2.4
LN-5177-SW,0.99,0,999,0.05
LN-5178,129,0,7,5
LN-5178-108,159,159,2,6
LN-5178-120,174,174,2,6
LN-5178-84,129,129,1,5
LN-5178-96,144,144,2,5
LN-5178-CUS,0,0,5,2.4
LN-5178-SW,0.99,0,999,0.05
LN-5179,129,0,3,5
LN-5179-108,159,159,2,6
LN-5179-120,174,174,2,6
LN-5179-84,129,129,1,5
LN-5179-96,144,144,2,5
LN-5179-CUS,0,0,5,2.4
LN-5179-SW,0.99,0,999,0.05
LN-5520,129,0,6,5
LN-5520-108,159,159,2,6
LN-5520-120,174,174,2,6
LN-5520-84,129,129,1,5
LN-5520-96,144,144,2,5
LN-5520-CUS,0,0,5,2.4
LN-5520-SW,0.99,0,999,0.05
LN-ROM,0,0,999,0
LN-ROM-CAS,0,0,1,2.4
LN-ROM-FSL,0,0,3,2.4
LN-ROM-RLX,0,0,4,2.4
LN-ROM-SFL,0,0,2,2.4
PDCH-HANB08,108,0,999,5
PDCH-HANB08-108,128,128,2,6
PDCH-HANB08-120,138,138,2,6
PDCH-HANB08-84,108,108,1,5
PDCH-HANB08-96,118,118,2,5
PDCH-HANB08-CUS,0,0,5,2.4
PDCH-HANB08-SW,0.99,0,999,0.05
PDCH-HANB10,108,0,999,5
PDCH-HANB10-108,128,128,2,6
PDCH-HANB10-120,138,138,2,6
PDCH-HANB10-84,108,108,1,5
PDCH-HANB10-96,118,118,2,5
PDCH-HANB10-CUS,0,0,5,2.4
PDCH-HANB10-SW,0.99,0,999,0.05
PDCH-HANB23,108,0,999,5
PDCH-HANB23-108,128,128,2,6
PDCH-HANB23-120,138,138,2,6
PDCH-HANB23-84,108,108,1,5
PDCH-HANB23-96,118,118,2,5
PDCH-HANB23-CUS,0,0,5,2.4
PDCH-HANB23-SW,0.99,0,999,0.05
PDCH-HANB35,108,0,999,5
PDCH-HANB35-108,128,128,2,6
PDCH-HANB35-120,138,138,2,6
PDCH-HANB35-84,108,108,1,5
PDCH-HANB35-96,118,118,2,5
PDCH-HANB35-CUS,0,0,5,2.4
PDCH-HANB35-SW,0.99,0,999,0.05
PDCH-HANB44,108,0,999,5
PDCH-HANB44-108,128,128,2,6
PDCH-HANB44-120,138,138,2,6
PDCH-HANB44-84,108,108,1,5
PDCH-HANB44-96,118,118,2,5
