SKU,SalePrice,BaseCustomPrice,DisplayOrder,Weight
DIS-ID68-84,169,169,1,5
DIS-ID68-96,179,179,2,5
DIS-ID68-CUS,0,0,5,2.4
DIS-ID68-FB,40,40,11,1
DIS-ID68-SW,0.99,0,999,0.05
DIS-ID7727,169,0,999,5
DIS-ID7727-108,189,189,3,6
DIS-ID7727-120,204,204,4,6
DIS-ID7727-84,169,169,1,5
DIS-ID7727-96,179,179,2,5
DIS-ID7727-CUS,0,0,5,2.4
DIS-ID7727-FB,40,40,1,1
DIS-ID7727-SW,0.99,0,999,0.05
DIS-ID7806,169,0,999,5
DIS-ID7806-108,189,189,3,6
DIS-ID7806-120,204,204,4,6
DIS-ID7806-84,169,169,1,5
DIS-ID7806-96,179,179,2,5
DIS-ID7806-CUS,0,0,5,2.4
DIS-ID7806-FB,40,40,12,1
DIS-ID7806-SW,0.99,0,999,0.05
DIS-ID7906,169,0,999,5
DIS-ID7906-108,189,189,3,6
DIS-ID7906-120,204,204,4,6
DIS-ID7906-84,169,169,1,5
DIS-ID7906-96,179,179,2,5
DIS-ID7906-CUS,0,0,5,2.4
DIS-ID7906-FB,40,40,9,1
DIS-ID7906-SW,0.99,0,0,0.05
DIS-ID9,169,0,999,5
DIS-ID9-108,189,189,3,6
DIS-ID9-120,204,204,4,6
DIS-ID9-84,169,169,1,5
DIS-ID9-96,179,179,2,5
DIS-ID9-CUS,0,0,5,2.4
DIS-ID9-FB,40,40,14,1
DIS-ID9-SW,0.99,0,999,0.05
DIS-ROM,40,0,0,0
DS-ASST100,229,0,99,5
DS-ASST100-108,259,259,3,6
DS-ASST100-120,269,269,4,6
DS-ASST100-84,229,229,1,5
DS-ASST100-96,249,249,2,5
DS-ASST100-CUS,0,0,5,2.4
DS-ASST100-FB,60,60,15,1
DS-ASST100-SW,1.49,0,999,0.05
DS-CHX14,229,0,0,5
DS-CHX14-108,259,259,3,6
DS-CHX14-120,269,269,4,6
DS-CHX14-84,229,229,1,5
DS-CHX14-96,249,249,2,5
DS-CHX14-CUS,0,0,5,0
DS-CHX14-FB,60,60,38,1
DS-CHX14-SW,1.49,0,999,0.05
DS-CHX4,229,0,0,5
DS-CHX4-108,259,259,3,0
DS-CHX4-120,269,269,4,0
DS-CHX4-84,229,229,1,0
DS-CHX4-96,249,249,2,0
DS-CHX4-CUS,0,0,5,0
DS-CHX4-FB,60,60,37,1
DS-CHX4-SW,1.49,0,999,0.05
DS-D12012,229,0,11,5
DS-D12012-108,259,259,3,6
DS-D12012-120,269,269,4,6
DS-D12012-84,229,229,1,5
DS-D12012-96,249,249,2,5
DS-D12012-CUS,0,0,5,2.4
DS-D12012-FB,60,60,19,1
DS-D12012-SW,1.49,0,999,0.05
DS-D22012,229,0,999,5
DS-D22012-108,259,213,3,6
DS-D22012-120,269,269,4,6
DS-D22012-84,229,215,1,5
DS-D22012-96,249,249,2,5
DS-D22012-CUS,0,0,5,0
DS-D22012-FB,60,60,43,1
DS-D22012-SW,1.49,0,999,0.05
DS-D32012,249,0,12,5
DS-D32012-108,279,279,3,6
DS-D32012-120,289,289,4,6
DS-D32012-84,249,249,1,5
DS-D32012-96,269,269,2,5
DS-D32012-CUS,0,0,5,2.4
DS-D32012-FB,60,60,35,1
DS-D32012-SW,1.49,0,999,0.05
DS-D42012,229,0,7,5
DS-D42012-108,259,259,3,6
DS-D42012-120,269,269,4,6
DS-D42012-84,229,229,1,5
DS-D42012-96,249,249,2,5
DS-D42012-CUS,0,0,5,2.4
DS-D42012-FB,60,60,17,1
DS-D42012-SW,1.49,0,999,0.05
DS-DST2,229,0,99,5
DS-DST2-108,259,259,3,6
DS-DST2-120,269,269,4,6
DS-DST2-84,229,229,1,5
DS-DST2-96,249,249,2,5
DS-DST2-CUS,0,0,5,2.4
DS-DST2-FB,60,60,11,1
DS-DST2-SW,1.49,0,999,0.05
DS-DST4,229,0,99,5
DS-DST4-108,259,259,3,6
DS-DST4-120,269,269,4,6
DS-DST4-84,229,229,1,5
DS-DST4-96,249,249,2,5
DS-DST4-CUS,0,0,5,2.4
DS-DST4-FB,60,60,12,1
DS-DST4-SW,1.49,0,999,0.05
DS-DUPST1,229,0,10,5
DS-DUPST1-108,259,259,3,6
DS-DUPST1-120,269,269,4,6
DS-DUPST1-84,229,229,1,5
DS-DUPST1-96,249,219,2,5
DS-DUPST1-CUS,0,0,5,2.4
DS-DUPST1-FB,60,60,18,1
DS-DUPST1-SW,1.49,0,999,0.05
DS-DXB20,249,0,5,5
DS-DXB20-108,279,279,3,6
DS-DXB20-120,289,289,4,6
DS-DXB20-84,249,249,1,5
DS-DXB20-96,269,269,2,5
DS-DXB20-CUS,0,0,5,2.4
DS-DXB20-FB,60,60,32,1
DS-DXB20-SW,1.49,0,999,0.05
DS-DXB66,249,0,99,5
DS-DXB66-108,279,279,3,6
DS-DXB66-120,289,289,4,6
DS-DXB66-84,249,249,1,5
DS-DXB66-96,269,269,2,5
DS-DXB66-CUS,0,0,5,2.4
DS-DXB66-FB,60,60,27,1
DS-DXB66-SW,1.49,0,999,0.05
DS-DXB69,239,0,2,5
DS-DXB69-108,269,269,3,6
DS-DXB69-120,279,279,4,6
DS-DXB69-84,239,239,1,5
DS-DXB69-96,259,259,2,5
DS-DXB69-CUS,0,0,5,2.4
DS-DXB69-FB,60,60,21,1
DS-DXB69-SW,1.49,0,999,0.05
DS-EFCH10A,229,0,0,5
DS-EFCH10A-108,259,259,3,6
DS-EFCH10A-120,269,269,4,6
DS-EFCH10A-84,229,229,1,5
DS-EFCH10A-96,249,249,2,5
DS-EFCH10A-CUS,0,0,5,2.4
DS-EFCH10A-FB,60,60,42,1
DS-EFCH10A-SW,1.49,0,999,0.05
ds-efch14,2,0,1,2
DS-EFCH14-1,229,0,1,2
DS-EFCH14-108,259,259,3,6
DS-EFCH14-120,269,269,4,6
DS-EFCH14-84,229,229,1,5
DS-EFCH14-96,249,249,2,5
DS-EFCH14-CUS,0,0,5,2.4
DS-EFCH14-FB,60,60,40,1
DS-EFCH14-SW,1.49,0,999,0.05
DS-EFCH38,229,0,999,5
DS-EFCH38-108,259,259,3,6
DS-EFCH38-120,269,269,4,6
DS-EFCH38-84,229,229,1,5
DS-EFCH38-96,249,249,2,5
DS-EFCH38-CUS,0,0,5,2.4
DS-EFCH38-FB,60,60,41,1
DS-EFCH38-SW,1.49,0,999,0.05
DS-EMBS20131,239,0,8,5
DS-EMBS20131-108,269,269,3,6
DS-EMBS20131-120,279,279,4,6
DS-EMBS20131-84,239,239,1,5
DS-EMBS20131-96,259,259,2,5
DS-EMBS20131-SW,1.99,0,999,0.05
DS-EMBS201310,279,0,11,5
DS-EMBS201310-108,309,309,3,6
DS-EMBS201310-120,319,319,4,6
DS-EMBS201310-84,279,279,1,5
DS-EMBS201310-96,299,299,2,5
DS-EMBS201310-CUS,0,0,5,2.4
DS-EMBS201310-SW,1.99,0,999,0.05
DS-EMBS201311,279,0,18,5
DS-EMBS201311-108,309,309,3,6
DS-EMBS201311-120,319,319,4,6
DS-EMBS201311-84,279,279,1,5
DS-EMBS201311-96,299,299,2,5
DS-EMBS201311-CUS,0,0,5,2.4
DS-EMBS201311-SW,1.99,0,999,0.05
DS-EMBS201312,299,0,2,5
DS-EMBS201312-108,329,329,3,6
DS-EMBS201312-120,339,339,4,6
DS-EMBS201312-84,299,299,1,5
DS-EMBS201312-96,319,319,2,5
DS-EMBS201312-CUS,0,0,5,2.4
DS-EMBS201312-SW,1.99,0,999,0.05
DS-EMBS201313,289,0,10,5
DS-EMBS201313-108,319,319,3,6
DS-EMBS201313-120,329,329,4,6
DS-EMBS201313-84,289,289,1,5
DS-EMBS201313-96,309,309,2,5
DS-EMBS201313-CUS,0,0,5,2.4
DS-EMBS201313-SW,1.99,0,999,0.05
DS-EMBS201314,289,0,21,5
DS-EMBS201314-108,319,319,3,6
DS-EMBS201314-120,329,329,4,6
DS-EMBS201314-84,289,289,1,5
DS-EMBS201314-96,309,309,2,5
DS-EMBS201314-CUS,0,0,5,2.4
DS-EMBS201314-SW,1.99,0,999,0.05
DS-EMBS201315,289,0,15,5
DS-EMBS201315-108,319,319,3,6
DS-EMBS201315-120,329,329,4,6
DS-EMBS201315-84,289,289,1,5
DS-EMBS201315-96,309,309,2,5
DS-EMBS201315-CUS,0,0,5,2.4
DS-EMBS201315-SW,1.99,0,999,0.05
DS-EMBS201316,339,0,6,5
DS-EMBS201316-108,369,369,3,6
DS-EMBS201316-120,379,379,4,6
DS-EMBS201316-84,339,339,1,5
DS-EMBS201316-96,359,359,2,5
DS-EMBS201316-CUS,0,0,5,2.4
DS-EMBS201316-SW,1.99,0,999,0.05
DS-EMBS201317,289,0,14,5
DS-EMBS201317-108,319,319,3,6
DS-EMBS201317-120,329,329,4,6
DS-EMBS201317-84,289,289,1,5
DS-EMBS201317-96,309,309,2,5
DS-EMBS201317-CUS,0,0,5,2.4
DS-EMBS201317-SW,1.99,0,999,0.05
DS-EMBS201318,289,0,17,5
DS-EMBS201318-108,319,319,3,6
DS-EMBS201318-120,329,329,4,6
DS-EMBS201318-84,289,289,1,5
DS-EMBS201318-96,309,309,2,5
DS-EMBS201318-CUS,0,0,5,2.4
DS-EMBS201318-SW,1.99,0,999,0.05
DS-EMBS201319,299,0,1,5
DS-EMBS201319-108,329,329,3,6
DS-EMBS201319-120,339,339,4,6
DS-EMBS201319-84,299,299,1,5
DS-EMBS201319-96,319,319,2,5
DS-EMBS201319-CUS,0,0,5,2.4
DS-EMBS201319-SW,1.99,0,999,0.05
DS-EMBS20132,259,0,0,5
DS-EMBS20132-108,289,289,3,6
DS-EMBS20132-120,299,299,4,6
DS-EMBS20132-84,259,259,1,5
DS-EMBS20132-96,279,279,2,5
DS-EMBS20132-CUS,0,0,5,2.4
DS-EMBS20132-SW,1.99,0,999,0.05
DS-EMBS201320,289,0,4,5
DS-EMBS201320-108,319,319,3,6
DS-EMBS201320-120,329,329,4,6
DS-EMBS201320-84,289,289,1,5
DS-EMBS201320-96,309,309,2,5
DS-EMBS201320-CUS,0,0,5,2.4
DS-EMBS201320-SW,1.99,0,999,0.05
DS-EMBS201321,289,0,3,5
DS-EMBS201321-108,319,319,3,6
DS-EMBS201321-120,329,329,4,6
DS-EMBS201321-84,289,289,1,5
DS-EMBS201321-96,309,309,2,5
DS-EMBS201321-CUS,0,0,5,2.4
DS-EMBS201321-SW,1.99,0,999,0.05
DS-EMBS201322,289,0,16,5
DS-EMBS201322-108,319,319,3,6
DS-EMBS201322-120,329,329,4,6
DS-EMBS201322-84,289,289,1,5
DS-EMBS201322-96,309,309,2,5
DS-EMBS201322-CUS,0,0,5,2.4
DS-EMBS201322-SW,1.99,0,999,0.05
DS-EMBS201323,289,0,19,5
DS-EMBS201323-108,319,319,3,6
DS-EMBS201323-120,329,329,4,6
DS-EMBS201323-84,289,289,1,5
DS-EMBS201323-96,309,309,2,5
DS-EMBS201323-CUS,0,0,5,2.4
DS-EMBS201323-SW,1.99,0,999,0.05
DS-EMBS201324,289,0,20,5
DS-EMBS201324-108,319,319,3,6
DS-EMBS201324-96,309,309,2,5
DS-EMBS201324-CUS,0,0,4,2.4
DS-EMBS201324-SW,1.99,0,0,0.05
DS-EMBS20133,259,0,9,5
DS-EMBS20133-108,289,289,3,6
DS-EMBS20133-120,299,299,4,6
DS-EMBS20133-84,259,259,1,5
DS-EMBS20133-96,279,279,2,5
DS-EMBS20133-CUS,0,0,5,2.4
DS-EMBS20133-SW,1.99,0,999,0.05
DS-EMBS20134,255,0,5,5
DS-EMBS20134-108,285,285,3,6
DS-EMBS20134-120,295,295,4,6
DS-EMBS20134-84,255,255,1,5
DS-EMBS20134-96,275,275,2,5
DS-EMBS20134-CUS,0,0,5,2.4
DS-EMBS20134-SW,1.99,0,999,0.05
DS-EMBS20135,275,0,12,5
DS-EMBS20135-108,305,305,3,6
DS-EMBS20135-120,315,315,4,6
DS-EMBS20135-84,275,275,1,5
DS-EMBS20135-96,295,295,2,5
DS-EMBS20135-CUS,0,0,5,2.4
DS-EMBS20135-SW,1.99,0,999,0.05
DS-EMBS20136,275,0,13,5
DS-EMBS20136-108,305,305,3,6
DS-EMBS20136-120,315,315,4,6
DS-EMBS20136-84,275,275,1,5
DS-EMBS20136-96,295,295,2,5
DS-EMBS20136-CUS,0,0,5,2.4
DS-EMBS20136-SW,1.99,0,999,0.05
DS-EMBS20137,279,0,22,5
DS-EMBS20137-108,309,309,3,6
DS-EMBS20137-120,319,319,4,6
DS-EMBS20137-84,279,279,1,5
DS-EMBS20137-96,299,299,2,5
DS-EMBS20137-CUS,0,0,5,2.4
DS-EMBS20137-SW,1.99,0,999,0.05
DS-EMBS20138,279,0,7,5
DS-EMBS20138-108,309,309,3,6
DS-EMBS20138-120,319,319,4,6
DS-EMBS20138-84,279,279,1,5
DS-EMBS20138-96,299,299,2,5
DS-EMBS20138-CUS,0,0,5,2.4
DS-EMBS20138-SW,1.99,0,999,0.05
DS-EMBS20139-SW,1.99,0,999,0.05
DS-EMBS204411,40.04,0,0,15
DS-MDSTK2,249,0,13,5
DS-MDSTK2-108,279,279,3,6
DS-MDSTK2-120,289,289,4,6
DS-MDSTK2-84,249,249,1,5
DS-MDSTK2-96,269,269,2,5
DS-MDSTK2-CUS,0,0,5,2.4
DS-MDSTK2-FB,60,60,36,1
DS-MDSTK2-SW,1.49,0,999,0.05
DS-MDSTK5,229,0,3,5
DS-MDSTK5-108,259,259,3,6
DS-MDSTK5-120,269,269,4,6
DS-MDSTK5-84,229,229,1,5
DS-MDSTK5-96,249,249,2,5
DS-MDSTK5-CUS,0,0,5,2.4
DS-MDSTK5-FB,60,60,16,1
DS-MDSTK5-SW,1.49,0,999,0.05
DS-MSTK1,179,0,999,5
DS-MSTK1-108,199,199,3,6
DS-MSTK1-120,209,209,4,6
DS-MSTK1-84,179,179,1,5
DS-MSTK1-96,189,189,2,5
DS-MSTK1-CUS,0,0,5,2.4
DS-MSTK1-FB,45,45,1,1
DS-MSTK1-SW,0.99,0,999,0.05
DS-MSTK4,249,0,99,5
DS-MSTK4-108,279,279,3,6
DS-MSTK4-120,289,289,4,6
DS-MSTK4-84,249,249,1,5
DS-MSTK4-96,269,269,2,5
DS-MSTK4-CUS,0,0,5,2.4
DS-MSTK4-FB,60,60,28,1
DS-MSTK4-SW,1.49,0,999,0.05
DS-MSTK5,249,0,4,5
DS-MSTK5-108,279,279,3,6
DS-MSTK5-120,289,289,4,6
DS-MSTK5-84,249,249,1,5
DS-MSTK5-96,269,269,2,5
DS-MSTK5-CUS,0,0,5,2.4
DS-MSTK5-FB,60,60,31,1
DS-MSTK5-SW,1.49,0,999,0.05
DS-PS001,199,0,99,5
DS-PS001-108,229,229,3,6
DS-PS001-84,199,199,1,5
DS-PS001-96,219,219,2,5
DS-PS001-CUS,0,0,4,0
DS-PS001-FB,60,60,7,1
DS-PS001-SW,1.49,0,999,0.05
DS-PS002,199,0,99,5
DS-PS002-108,229,229,3,6
DS-PS002-120,239,239,4,6
DS-PS002-84,199,199,1,5
DS-PS002-96,219,219,2,5
DS-PS002-CUS,0,0,5,0
DS-PS002-FB,60,60,5,1
DS-PS002-SW,1.49,0,999,0.05
DS-PS003,199,0,99,5
DS-PS003-108,229,229,3,6
DS-PS003-120,239,239,4,6
DS-PS003-84,199,199,1,5
DS-PS003-96,219,219,2,5
DS-PS003-CUS,0,0,5,0
DS-PS003-FB,60,60,6,1
DS-PS003-SW,1.49,0,999,0.05
DS-ROM,60,0,0,0
DS-ROM-CAS,0,0,1,2.4
DS-ROM-FSL,0,0,3,2.4
DS-ROM-RLX,0,0,4,2.4
DS-ROM-SFL,0,0,2,2.4
DS-SDG6,249,0,99,5
DS-SDG6-108,279,279,3,6
DS-SDG6-120,289,289,4,6
DS-SDG6-84,249,249,1,5
DS-SDG6-96,269,269,2,5
DS-SDG6-CUS,0,0,5,2.4
DS-SDG6-FB,60,60,25,1
DS-SDG6-SW,1.49,0,0,0.05
DS-SLK02,249,0,99,5
DS-SLK02-108,279,279,3,6
DS-SLK02-120,289,289,4,6
DS-SLK02-84,249,249,1,5
DS-SLK02-96,269,269,2,5
DS-SLK02-CUS,0,0,5,0
DS-SLK02-FB,60,60,4,1
DS-SLK02-SW,1.49,0,999,0.05
DS-SLK136,249,0,6,5
DS-SLK136-108,279,279,3,6
DS-SLK136-120,289,289,4,6
DS-SLK136-84,249,249,1,5
DS-SLK136-96,269,269,2,5
DS-SLK136-CUS,0,0,5,2.4
DS-SLK136-FB,60,60,33,1
DS-SLK136-SW,1.49,0,999,0.05
DS-SLK196,249,0,99,5
DS-SLK196-108,279,279,3,6
DS-SLK196-120,289,289,4,6
DS-SLK196-84,249,249,1,5
DS-SLK196-96,269,269,2,5
DS-SLK196-CUS,0,0,5,0
DS-SLK196-FB,60,60,8,1
DS-SLK196-SW,1.49,0,999,0.05
DS-SLK33,229,0,999,5
DS-SLK33-108,259,259,3,6
DS-SLK33-120,269,269,4,6
DS-SLK33-84,229,229,1,5
DS-SLK33-96,249,249,2,5
DS-SLK33-CUS,0,0,5,0
DS-SLK33-FB,60,60,39,1
DS-SLK33-SW,1.49,0,999,0.05
DS-SLK50,249,0,99,5
DS-SLK50-CUS,0,0,0,0
DS-SLK50-FB,60,60,10,1
DS-SLK50-SW,1.49,0,999,0.05
DS-SLK83,249,0,99,5
DS-SLK83-108,279,279,3,6
DS-SLK83-120,289,289,4,6
DS-SLK83-84,249,249,1,5
DS-SLK83-96,269,269,2,5
DS-SLK83-CUS,0,0,5,0
DS-SLK83-FB,60,60,9,1
DS-SLK83-SW,1.49,0,999,0.05
DS-SSL28,249,0,8,5
DS-SSL28-108,279,279,3,6
DS-SSL28-120,289,289,4,6
DS-SSL28-84,249,249,1,5
DS-SSL28-96,269,269,2,5
DS-SSL28-CUS,0,0,5,2.4
DS-SSL28-FB,60,60,34,1
DS-SSL28-SW,1.49,0,999,0.05
DS-TF514,249,0,99,5
DS-TF514-108,279,279,3,6
DS-TF514-120,289,289,4,6
DS-TF514-84,249,249,1,5
DS-TF514-96,269,269,2,5
DS-TF514-CUS,0,0,5,2.4
DS-TF514-FB,60,60,23,1
DS-TF514-SW,1.49,0,999,0.05
DS-TF708,229,0,99,5
DS-TF708-108,279,279,3,6
DS-TF708-120,289,289,4,6
DS-TF708-84,229,229,1,5
DS-TF708-96,269,269,2,5
DS-TF708-CUS,0,0,5,2.4
DS-TF708-FB,60,60,13,1
DS-TF708-SW,1.49,0,999,0.05
DS-TF926,239,0,9,5
DS-TF926-108,269,269,3,6
DS-TF926-120,279,279,4,6
DS-TF926-84,239,239,1,5
DS-TF926-96,259,259,2,5
DS-TF926-CUS,0,0,5,2.4
DS-TF926-FB,60,60,22,1
DS-TF926-SW,1.49,0,999,0.05
DS-TF940,249,0,99,5
DS-TF940-108,279,279,3,6
DS-TF940-120,289,289,4,6
DS-TF940-84,249,249,1,5
DS-TF940-96,269,269,2,5
DS-TF940-CUS,0,0,5,2.4
DS-TF940-FB,60,60,24,1
DS-TF940-SW,1.49,0,999,0.05
DS-TF944,249,0,1,5
DS-TF944-108,279,279,3,6
DS-TF944-120,289,289,4,6
DS-TF944-84,249,249,1,5
DS-TF944-96,269,269,2,5
DS-TF944-CUS,0,0,5,2.4
DS-TF944-FB,60,60,30,1
DS-TF944-SW,1.49,0,999,0.05
DS-TF959,229,0,99,5
DS-TF959-108,259,259,3,6
DS-TF959-120,269,269,4,6
DS-TF959-84,229,229,1,5
DS-TF959-96,249,249,2,5
DS-TF959-CUS,0,0,5,2.4
DS-TF959-FB,60,60,14,1
DS-TF959-SW,1.49,0,999,0.05
DS-TFSN25,239,0,99,5
DS-TFSN25-108,269,269,3,6
DS-TFSN25-120,279,279,4,6
DS-TFSN25-84,239,239,1,5
DS-TFSN25-96,259,259,2,5
DS-TFSN25-CUS,0,0,5,2.4
DS-TFSN25-FB,60,60,20,1
DS-TFSN25-SW,1.49,0,999,0.05
DS-TFSN30,249,0,99,5
DS-TFSN30-108,279,279,3,6
DS-TFSN30-120,289,289,4,6
DS-TFSN30-84,249,249,1,5
DS-TFSN30-96,269,269,2,5
DS-TFSN30-CUS,0,0,5,2.4
DS-TFSN30-FB,60,60,26,1
DS-TFSN30-SW,1.49,0,999,0.05
DS-TFSN33,249,0,0,5
DS-TFSN33-108,279,279,3,6
DS-TFSN33-120,289,289,4,6
DS-TFSN33-84,249,249,1,5
DS-TFSN33-96,269,269,2,5
DS-TFSN33-CUS,0,0,5,2.4
DS-TFSN33-FB,60,60,29,1
DS-TFSN33-SW,1.49,0,999,0.05
DS-TLT17,249,0,0,5
DS-TLT17-108,279,279,3,6
DS-TLT17-120,289,289,4,6
DS-TLT17-84,249,249,1,5
DS-TLT17-96,269,269,2,5
DS-TLT17-CUS,0,0,5,2.4
DS-TLT17-FB,60,60,44,1
DS-TLT17-SW,2.99,0,999,0.05
DS-TS001,229,0,99,5
DS-TS001-108,259,259,3,6
DS-TS001-120,269,269,4,6
DS-TS001-84,229,229,1,5
DS-TS001-96,249,249,2,5
DS-TS001-CUS,0,0,5,0
DS-TS001-FB,60,60,3,1
DS-TS001-SW,1.49,0,999,0.05
DS-TS002,229,0,99,5
DS-TS002-108,259,259,3,6
DS-TS002-120,269,269,4,6
DS-TS002-84,229,229,1,5
DS-TS002-96,249,249,2,5
DS-TS002-CUS,0,0,5,0
DS-TS002-FB,60,60,2,1
DS-TS002-SW,1.49,0,999,0.05
EFSCH-20134A,89,0,0,6
EFSCH-20134A-108,109,109,3,7
EFSCH-20134A-120,119,119,4,7
EFSCH-20134A-84,89,89,1,6
EFSCH-20134A-96,99,99,2,6
EFSCH-20134A-CUS,0,0,5,2.4
EFSCH-20134A-SW,0.99,0,999,0.05
EFSCH-20134B,89,0,999,6
EFSCH-20134B-108,109,109,3,7
EFSCH-20134B-120,119,119,4,7
EFSCH-20134B-84,89,89,1,6
EFSCH-20134B-96,99,99,2,6
EFSCH-20134B-CUS,0,0,5,0
EFSCH-20134B-SW,0.99,0,999,0.05
EFSCH-20134C,89,0,999,6
EFSCH-20134C-108,109,109,3,7
EFSCH-20134C-120,119,119,4,7
EFSCH-20134C-84,89,89,1,6
EFSCH-20134C-96,99,99,2,6
EFSCH-20134C-CUS,0,0,5,0
EFSCH-20134C-SW,0.99,0,999,0.05
EFSCH-20134D1,109,0,999,6
EFSCH-20134D1-108,129,129,3,7
EFSCH-20134D1-120,139,139,4,7
EFSCH-20134D1-84,109,109,1,6
EFSCH-20134D1-96,119,119,2,6
EFSCH-20134D1-CUS,0,0,5,0
EFSCH-20134D1-SW,0.99,0,999,0.05
EFSCH-20134D2,109,0,999,6
EFSCH-20134D2-108,129,129,3,7
EFSCH-20134D2-120,139,139,4,7
EFSCH-20134D2-84,109,109,1,6
EFSCH-20134D2-96,119,119,2,6
EFSCH-20134D2-CUS,0,0,5,0
EFSCH-20134D2-SW,0.99,0,999,0.05
EFSCH-20134E1,109,0,0,6
EFSCH-20134E1-120,139,139,4,7
EFSCH-20134E1-84,109,109,1,6
EFSCH-20134E1-96,119,119,2,6
EFSCH-20134E1-CUS,0,0,5,2.4
EFSCH-20134E1-SW,0.99,0,999,0.05
EFSCH-20134E2,109,0,999,6
EFSCH-20134E2-108,129,129,3,7
EFSCH-20134E2-120,139,139,4,7
EFSCH-20134E2-84,109,109,1,6
EFSCH-20134E2-96,119,119,2,6
EFSCH-20134E2-CUS,0,0,5,0
EFSCH-20134E2-SW,0.99,0,999,0.05
EFSCH-20134F1,109,0,0,6
EFSCH-20134F1-108,129,129,3,7
EFSCH-20134F1-120,139,139,4,7
EFSCH-20134F1-84,109,109,1,6
EFSCH-20134F1-96,119,119,2,6
EFSCH-20134F1-CUS,0,0,5,2.4
EFSCH-20134F1-SW,0.99,0,999,0.05
EFSCH-20134G1,109,0,999,6
EFSCH-20134G1-108,129,129,3,7
EFSCH-20134G1-120,139,139,4,7
EFSCH-20134G1-84,89,89,1,6
EFSCH-20134G1-96,119,119,2,6
EFSCH-20134G1-CUS,0,0,5,2.4
EFSCH-20134G1-SW,0.99,0,999,0.05
EFSCH-20136A,119,0,0,6
EFSCH-20136A-108,139,139,3,7
EFSCH-20136A-120,149,149,4,7
EFSCH-20136A-84,119,119,1,6
EFSCH-20136A-96,129,129,2,6
EFSCH-20136A-CUS,0,0,5,2.4
EFSCH-20136A-SW,0.99,0,999,0.05
EFSCH-20136B,5,0,0,6
EFSCH-20136B-108,139,139,3,7
EFSCH-20136B-120,149,149,4,7
EFSCH-20136B-84,5,2,1,1
EFSCH-20136B-96,5,2,2,1
EFSCH-20136B-CUS,0,0,5,2.4
EFSCH-20136B-SW,0.99,0,0,0.05
EFSCH-AL450C1,99,0,0,6
EFSCH-AL450C1-108,119,119,3,7
EFSCH-AL450C1-120,129,129,4,7
EFSCH-AL450C1-84,0,0,1,6
EFSCH-AL450C1-96,109,109,2,6
EFSCH-AL450C1-CUS,0,0,5,0
EFSCH-AL450C1-SW,0.99,0,999,0.05
EFSCH-AL450C2,99,0,999,6
EFSCH-AL450C2,189,189,0,5
EFSCH-AL450C2-108,119,119,3,7
EFSCH-AL450C2-120,129,129,4,7
EFSCH-AL450C2-84,79,79,1,6
EFSCH-AL450C2-96,109,109,2,6
EFSCH-AL450C2-CUS,0,0,5,2.4
EFSCH-AL450C3,99,0,999,6
EFSCH-AL450C3-108,119,119,3,7
EFSCH-AL450C3-120,129,129,4,7
EFSCH-AL450C3-84,79,79,1,6
EFSCH-AL450C3-96,109,109,2,6
EFSCH-AL450C3-CUS,0,0,5,2.4
EFSCH-AL450C4,99,0,999,6
EFSCH-AL450C4-108,119,119,3,7
EFSCH-AL450C4-120,129,129,4,7
EFSCH-AL450C4-84,79,79,1,6
EFSCH-AL450C4-96,109,109,2,6
EFSCH-AL450C4-CUS,0,0,5,2.4
EFSCH-AL450C4-SW,0.99,0,999,0.05
EFSCH-Alexandria-Merlot,10,0,0,10
EFSCH-PLK850C1,119,0,999,6
EFSCH-PLK850C1-108,139,139,3,7
EFSCH-PLK850C1-120,149,149,4,7
EFSCH-PLK850C1-84,129,129,1,6
EFSCH-PLK850C1-96,129,129,2,6
EFSCH-PLK850C1-CUS,0,0,5,0
EFSCH-PLK850C1-SW,0.99,0,999,0.05
EFSCH-PLK850C2,119,0,999,6
EFSCH-PLK850C2-108,139,139,3,7
EFSCH-PLK850C2-120,149,149,4,7
EFSCH-PLK850C2-84,129,129,1,6
EFSCH-PLK850C2-96,129,129,2,6
EFSCH-PLK850C2-CUS,0,0,5,0
EFSCH-PLK850C2-SW,0.99,0,999,0.05
EFSCH-PLK850C3,119,0,999,6
EFSCH-PLK850C3-108,139,139,3,7
EFSCH-PLK850C3-120,149,149,4,7
EFSCH-PLK850C3-84,129,129,1,6
EFSCH-PLK850C3-96,129,129,2,6
EFSCH-PLK850C3-CUS,0,0,5,0
EFSCH-PLK850C3-SW,0.99,0,999,0.05
EFSCH-PLK850C4,119,0,999,6
EFSCH-PLK850C4-108,139,139,3,7
EFSCH-PLK850C4-120,149,149,4,7
EFSCH-PLK850C4-84,119,119,1,6
EFSCH-PLK850C4-96,129,129,2,6
EFSCH-PLK850C4-CUS,0,0,5,0
EFSCH-PLK850C4-SW,0.99,0,999,0.05
EFSCH-PLK850C5,119,0,999,6
EFSCH-PLK850C5-108,139,139,3,7
EFSCH-PLK850C5-120,149,149,4,7
EFSCH-PLK850C5-84,119,119,1,6
EFSCH-PLK850C5-96,129,129,2,6
EFSCH-PLK850C5-CUS,0,0,5,0
EFSCH-PLK850C5-SW,0.99,0,999,0.05
FHLCH-314043,69,0,9,7
FHLCH-314043-108,89,89,2,8
FHLCH-314043-120,99,99,2,8
FHLCH-314043-84,69,69,1,7
FHLCH-314043-96,79,79,2,7
