Part Number,Description,Quantity of Products,ETA Backorder date,DISCONTINUED,Qty
""VCCH-VET12010-96"",""Ebony Black Vintage Cotton Velvet Curtain"",""84"","""",""No"",""""
""VCCH-VET12010-108"",""Ebony Black Vintage Cotton Velvet Curtain"",""81"","""",""No"",""""
""VCCH-VET12010-120"",""Ebony Black Vintage Cotton Velvet Curtain"",""49"","""",""No"",""""
""PTS-12012-120"",""Marin Faux Silk Taffeta Stripe Curtain"",""0"","""",""No"",""""
""VPCH-184005-84"",""Signature Natural Grey Blackout Velvet Pole Pocket Curtain"",""76"","""",""No"",""""
""VPCH-184005-96"",""Signature Natural Grey Blackout Velvet Pole Pocket Curtain"",""180"","""",""No"",""""
""VPCH-184005-108"",""Signature Natural Grey Blackout Velvet Pole Pocket Curtain"",""232"","""",""No"",""""
""VPCH-184005-120"",""Signature Natural Grey Blackout Velvet Pole Pocket Curtain"",""91"","""",""No"",""""
""DIS-ID221-96"",""Navy Textured Dupioni Silk Curtain"",""0"","""",""No"",""""
""DIS-ID221-108"",""Navy Textured Dupioni Silk Curtain"",""0"","""",""No"",""""
""DIS-ID221-120"",""Navy Textured Dupioni Silk Curtain"",""0"","""",""No"",""""
""VPCH-110602-84"",""Signature Off White Blackout Velvet Pole Pocket Curtain"",""85"","""",""No"",""""
""VPCH-110602-96"",""Signature Off White Blackout Velvet Pole Pocket Curtain"",""110"","""",""No"",""""
""VPCH-110602-108"",""Signature Off White Blackout Velvet Pole Pocket Curtain"",""223"","""",""No"",""""
""VPCH-110602-120"",""Signature Off White Blackout Velvet Pole Pocket Curtain"",""118"","""",""No"",""""
""VPCH-VET1211-96"",""Signature Amber Gold Double Wide Velvet Blackout Pole Pocket Curtain"",""104"","""",""No"",""""
""VPCH-VET1211-108"",""Signature Amber Gold Double Wide Velvet Blackout Pole Pocket Curtain"",""162"","""",""No"",""""
""VPCH-VET1211-120"",""Signature Amber Gold Double Wide Velvet Blackout Pole Pocket Curtain"",""63"","""",""No"",""""
""VPCH-VET1212-84"",""Signature Black Double Wide Velvet Blackout Pole Pocket Curtain"",""84"","""",""No"",""""
""VPCH-VET1212-96"",""Signature Black Double Wide Velvet Blackout Pole Pocket Curtain"",""183"","""",""No"",""""
""VPCH-VET1212-108"",""Signature Black Double Wide Velvet Blackout Pole Pocket Curtain"",""128"","""",""No"",""""
""VPCH-VET1212-120"",""Signature Black Double Wide Velvet Blackout Pole Pocket Curtain"",""60"","""",""No"",""""
""VPCH-192018-84"",""Signature Burgundy Blackout Velvet Pole Pocket Curtain"",""0"","""",""No"",""""
""VPCH-192018-96"",""Signature Burgundy Blackout Velvet Pole Pocket Curtain"",""179"","""",""No"",""""
""VPCH-192018-108"",""Signature Burgundy Blackout Velvet Pole Pocket Curtain"",""200"","""",""No"",""""
""VPCH-192018-120"",""Signature Burgundy Blackout Velvet Pole Pocket Curtain"",""118"","""",""No"",""""
""VPCH-192315-84"",""Signature Eggplant Blackout Velvet Pole Pocket Curtain"",""80"","""",""No"",""""
""VPCH-192315-96"",""Signature Eggplant Blackout Velvet Pole Pocket Curtain"",""186"","""",""No"",""""
""VPCH-192315-108"",""Signature Eggplant Blackout Velvet Pole Pocket Curtain"",""274"","""",""No"",""""
""VPCH-192315-120"",""Signature Eggplant Blackout Velvet Pole Pocket Curtain"",""149"","""",""No"",""""
""VPCH-193810-84"",""Signature Federal Blue Blackout Velvet Pole Pocket Curtain"",""0"","""",""No"",""""
""VPCH-193810-96"",""Signature Federal Blue Blackout Velvet Pole Pocket Curtain"",""0"","""",""No"",""""
""VPCH-193810-108"",""Signature Federal Blue Blackout Velvet Pole Pocket Curtain"",""158"","""",""No"",""""
""VPCH-193810-120"",""Signature Federal Blue Blackout Velvet Pole Pocket Curtain"",""65"","""",""No"",""""
""VPCH-190622-84"",""Signature Hunter Green Blackout Pole Pocket Velvet Curtain"",""0"","""",""No"",""""
""VPCH-190622-96"",""Signature Hunter Green Blackout Pole Pocket Velvet Curtain"",""0"","""",""No"",""""
""VPCH-190622-108"",""Signature Hunter Green Blackout Pole Pocket Velvet Curtain"",""0"","""",""No"",""""
""VPCH-190622-120"",""Signature Hunter Green Blackout Pole Pocket Velvet Curtain"",""32"","""",""No"",""""
""VPCH-VET1217-84"",""Signature Ivory Double Wide Velvet Blackout Pole Pocket Curtain"",""130"","""",""No"",""""
""VPCH-VET1217-96"",""Signature Ivory Double Wide Velvet Blackout Pole Pocket Curtain"",""249"","""",""No"",""""
""VPCH-VET1217-108"",""Signature Ivory Double Wide Velvet Blackout Pole Pocket Curtain"",""245"","""",""No"",""""
""VPCH-VET1217-120"",""Signature Ivory Double Wide Velvet Blackout Pole Pocket Curtain"",""128"","""",""No"",""""
""VPCH-120601-84"",""Signature Ivory Blackout Velvet Pole Pocket Curtain"",""24"","""",""No"",""""
""VPCH-120601-96"",""Signature Ivory Blackout Velvet Pole Pocket Curtain"",""171"","""",""No"",""""
""VPCH-120601-108"",""Signature Ivory Blackout Velvet Pole Pocket Curtain"",""222"","""",""No"",""""
""VPCH-120601-120"",""Signature Ivory Blackout Velvet Pole Pocket Curtain"",""139"","""",""No"",""""
""VPCH-190912-84"",""Signature Java Blackout Velvet Pole Pocket Curtain"",""64"","""",""No"",""""
""VPCH-190912-96"",""Signature Java Blackout Velvet Pole Pocket Curtain"",""201"","""",""No"",""""
""VPCH-190912-108"",""Signature Java Blackout Velvet Pole Pocket Curtain"",""262"","""",""No"",""""
""VPCH-190912-120"",""Signature Java Blackout Velvet Pole Pocket Curtain"",""112"","""",""No"",""""
""VPCH-VET1215-84"",""Signature Midnight Blue Double Wide Velvet Blackout Pole Pocket Curtain"",""37"","""",""No"",""""
""VPCH-VET1215-96"",""Signature Midnight Blue Double Wide Velvet Blackout Pole Pocket Curtain"",""117"","""",""No"",""""
""VPCH-VET1215-108"",""Signature Midnight Blue Double Wide Velvet Blackout Pole Pocket Curtain"",""194"","""",""No"",""""
""VPCH-VET1215-120"",""Signature Midnight Blue Double Wide Velvet Blackout Pole Pocket Curtain"",""61"","""",""No"",""""
""VPCH-194023-84"",""Signature Midnight Blue Blackout Velvet Pole Pocket Curtain"",""0"","""",""No"",""""
""VPCH-194023-96"",""Signature Midnight Blue Blackout Velvet Pole Pocket Curtain"",""36"","""",""No"",""""
""VPCH-194023-108"",""Signature Midnight Blue Blackout Velvet Pole Pocket Curtain"",""97"","""",""No"",""""
""VPCH-194023-120"",""Signature Midnight Blue Blackout Velvet Pole Pocket Curtain"",""49"","""",""No"",""""
""VPCH-145002-84"",""Signature Silver Grey Blackout Velvet Pole Pocket Curtain"",""126"","""",""No"",""""
""VPCH-145002-96"",""Signature Silver Grey Blackout Velvet Pole Pocket Curtain"",""111"","""",""No"",""""
""VPCH-145002-108"",""Signature Silver Grey Blackout Velvet Pole Pocket Curtain"",""203"","""",""No"",""""
""VPCH-145002-120"",""Signature Silver Grey Blackout Velvet Pole Pocket Curtain"",""95"","""",""No"",""""
""VPCH-VET1213-96"",""Signature Silver Grey Double Wide Velvet Blackout Pole Pocket Curtains"",""190"","""",""No"",""""
""VPCH-VET1213-108"",""Signature Silver Grey Double Wide Velvet Blackout Pole Pocket Curtains"",""196"","""",""No"",""""
""VPCH-VET1213-120"",""Signature Silver Grey Double Wide Velvet Blackout Pole Pocket Curtains"",""85"","""",""No"",""""
""VPCH-194007-84"",""Signature Warm Black Blackout Velvet Pole Pocket Curtain"",""133"","""",""No"",""""
""VPCH-194007-96"",""Signature Warm Black Blackout Velvet Pole Pocket Curtain"",""99"","""",""No"",""""
""VPCH-194007-108"",""Signature Warm Black Blackout Velvet Pole Pocket Curtain"",""107"","""",""No"",""""
""VPCH-194007-120"",""Signature Warm Black Blackout Velvet Pole Pocket Curtain"",""35"","""",""No"",""""
""VPCH-141113-84"",""Signature Wheat Blackout Velvet Pole Pocket Curtain"",""0"","""",""No"",""""
""VPCH-141113-96"",""Signature Wheat Blackout Velvet Pole Pocket Curtain"",""174"","""",""No"",""""
""VPCH-141113-108"",""Signature Wheat Blackout Velvet Pole Pocket Curtain"",""60"","""",""No"",""""
""VPCH-141113-120"",""Signature Wheat Blackout Velvet Pole Pocket Curtain"",""0"","""",""No"",""""
""DIS-ID20-120"",""Sunrise Gold Textured Dupioni Silk Curtain"",""0"","""",""No"",""""
""SHCH-ORG2-84-PR"",""Pair (2 Panels) Off White Solid Faux Organza Sheer Curtain"",""122"","""",""No"",""""
""SHCH-ORG2-96-PR"",""Pair (2 Panels) Off White Solid Faux Organza Sheer Curtain"",""514"","""",""No"",""""
""SHCH-ORG2-108-PR"",""Pair (2 Panels) Off White Solid Faux Organza Sheer Curtain"",""399"","""",""No"",""""
""SHCH-ORG2-120-PR"",""Pair (2 Panels) Off White Solid Faux Organza Sheer Curtain"",""126"","""",""No"",""""
""SHCH-VOL3-84-DLSW"",""Signature Double Layered Off White Sheer Curtain"",""79"",""11/9/2015 12:00:00 AM"",""No"",""50""
""SHCH-VOL3-96-DLSW"",""Signature Double Layered Off White Sheer Curtain"",""122"",""11/9/2015 12:00:00 AM"",""No"",""5""
""SHCH-VOL3-108-DLSW"",""Signature Double Layered Off White Sheer Curtain"",""136"",""11/9/2015 12:00:00 AM"",""No"",""5""
""SHCH-VOL3-120-DLSW"",""Signature Double Layered Off White Sheer Curtain"",""76"",""11/9/2015 12:00:00 AM"",""No"",""5""
""SHCH-VOL1-84-DLSW"",""Signature Double Layered White Sheer Curtain"",""0"",""11/9/2015 12:00:00 AM"",""No"",""5""
""SHCH-VOL1-96-DLSW"",""Signature Double Layered White Sheer Curtain"",""42"",""11/9/2015 12:00:00 AM"",""No"",""5""
""SHCH-VOL1-108-DLSW"",""Signature Double Layered White Sheer Curtain"",""96"",""11/9/2015 12:00:00 AM"",""No"",""5""
""SHCH-VOL1-120-DLSW"",""Signature Double Layered White Sheer Curtain"",""70"",""11/9/2015 12:00:00 AM"",""No"",""5""
""BOCH-KC24-120"",""Aegean Blackout Curtain"",""62"","""",""No"",""""
""BOCH-KC24-84"",""Aegean Blackout Curtain"",""0"","""",""No"",""""
""BOCH-KC24-96"",""Aegean Blackout Curtain"",""127"","""",""No"",""""
""BOCH-KC24-108"",""Aegean Blackout Curtain"",""112"","""",""No"",""""
""SHCH-LH1222-84"",""Agatha Taupe Gray Patterned Sheer Curtain"",""39"","""",""No"",""""
""SHCH-LH1222-96"",""Agatha Taupe Gray Patterned Sheer Curtain"",""123"","""",""No"",""""
""SHCH-LH1222-108"",""Agatha Taupe Gray Patterned Sheer Curtain"",""0"","""",""No"",""""
""SHCH-EMB20136-120"",""Alegra Gold Embroidered Sheer Curtain"",""49"","""",""No"",""""
""SHCH-EMB20136-84"",""Alegra Gold Embroidered Sheer Curtain"",""29"","""",""No"",""""
""SHCH-EMB20136-96"",""Alegra Gold Embroidered Sheer Curtain"",""104"","""",""No"",""""
""SHCH-EMB20136-108"",""Alegra Gold Embroidered Sheer Curtain"",""98"","""",""No"",""""
""SHCH-LH96-84"",""Alesandra Patterned Sheer Curtain"",""85"","""",""No"",""""
""SHCH-LH96-96"",""Alesandra Patterned Sheer Curtain"",""127"","""",""No"",""""
""SHCH-LH96-108"",""Alesandra Patterned Sheer Curtain"",""146"","""",""No"",""""
""EFSCH-AL450C4-120"",""Alexandria Merlot Faux Taffeta Silk Curtain"",""0"","""",""No"",""""
""EFSCH-AL450C4-96"",""Alexandria Merlot Faux Taffeta Silk Curtain"",""47"","""",""No"",""""
""EFSCH-AL450C4-108"",""Alexandria Merlot Faux Taffeta Silk Curtain"",""78"","""",""No"",""""
""EFSCH-AL450C2-96"",""Alexandria Off White Taffeta Faux Silk Curtain"",""62"","""",""No"",""""
""EFSCH-AL450C2-108"",""Alexandria Off White Taffeta Faux Silk Curtain"",""82"","""",""No"",""""
""EFSCH-AL450C2-120"",""Alexandria Off White Taffeta Faux Silk Curtain"",""42"","""",""No"",""""
""EFSCH-AL450C3-96"",""Alexandria Platinum Embroidered Faux Silk Curtain"",""122"","""",""No"",""""
""EFSCH-AL450C3-108"",""Alexandria Platinum Embroidered Faux Silk Curtain"",""150"","""",""No"",""""
""EFSCH-AL450C3-120"",""Alexandria Platinum Embroidered Faux Silk Curtain"",""57"","""",""No"",""""
""PRTW-D05-84"",""Allium Blue Gray Printed Cotton Curtain"",""41"","""",""No"",""""
""PRTW-D05-96"",""Allium Blue Gray Printed Cotton Curtain"",""104"","""",""No"",""""
""PRTW-D05-108"",""Allium Blue Gray Printed Cotton Curtain"",""0"","""",""No"",""""
""PRTW-D05-120"",""Allium Blue Gray Printed Cotton Curtain"",""65"","""",""No"",""""
""BOCH-KC5-84"",""Ambrosia Stripe Blackout Curtain"",""0"","""",""No"",""""
""BOCH-KC5-96"",""Ambrosia Stripe Blackout Curtain"",""135"","""",""No"",""""
""BOCH-KC5-108"",""Ambrosia Stripe Blackout Curtain"",""206"","""",""No"",""""
""BOCH-KC5-120"",""Ambrosia Stripe Blackout Curtain"",""89"","""",""No"",""""
""SHCH-LH1211-84"",""Antoinette White Patterned Sheer Curtain"",""52"","""",""No"",""""
""SHCH-LH1211-96"",""Antoinette White Patterned Sheer Curtain"",""128"","""",""No"",""""
""SHCH-LH1211-108"",""Antoinette White Patterned Sheer Curtain"",""125"","""",""No"",""""
""PRTW-D09-120"",""Bali Red Printed Cotton Curtain"",""0"","""",""No"",""""
""PRTW-D09-108"",""Bali Red Printed Cotton Curtain"",""0"","""",""No"",""""
""PRTW-D09-84"",""Bali Red Printed Cotton Curtain"",""0"","""",""No"",""""
""PRTW-D09-96"",""Bali Red Printed Cotton Curtain"",""0"","""",""No"",""""
""FHLCH-314044-96"",""Barley Heavy Faux Linen Curtain"",""87"","""",""No"",""""
""FHLCH-314044-108"",""Barley Heavy Faux Linen Curtain"",""127"","""",""No"",""""
""FHLCH-314044-120"",""Barley Heavy Faux Linen Curtain"",""0"","""",""No"",""""
""FHLCH-314044-84"",""Barley Heavy Faux Linen Curtain"",""50"","""",""No"",""""
""SHCH-EMB20135-120"",""Bella Gold Embroidered Sheer Curtain"",""41"","""",""No"",""""
""SHCH-EMB20135-84"",""Bella Gold Embroidered Sheer Curtain"",""24"","""",""No"",""""
""SHCH-EMB20135-96"",""Bella Gold Embroidered Sheer Curtain"",""79"","""",""No"",""""
""SHCH-EMB20135-108"",""Bella Gold Embroidered Sheer Curtain"",""60"","""",""No"",""""
""FHLCH-YL7178109-120"",""Bermuda Gray Linen Blend Stripe Curtain"",""56"","""",""No"",""""
""FHLCH-YL7178109-84"",""Bermuda Gray Linen Blend Stripe Curtain"",""29"","""",""No"",""""
""FHLCH-YL7178109-96"",""Bermuda Gray Linen Blend Stripe Curtain"",""55"","""",""No"",""""
""FHLCH-YL7178109-108"",""Bermuda Gray Linen Blend Stripe Curtain"",""84"","""",""No"",""""
""FHLCH-YL7176209-120"",""Bermuda Stone Linen Blend Stripe Curtain"",""37"","""",""No"",""""
""FHLCH-YL7176209-84"",""Bermuda Stone Linen Blend Stripe Curtain"",""35"","""",""No"",""""
""FHLCH-YL7176209-96"",""Bermuda Stone Linen Blend Stripe Curtain"",""62"","""",""No"",""""
""FHLCH-YL7176209-108"",""Bermuda Stone Linen Blend Stripe Curtain"",""91"","""",""No"",""""
""BOCH-131009-84"",""Biscotti Blackout Curtain"",""137"","""",""No"",""""
""BOCH-131009-96"",""Biscotti Blackout Curtain"",""302"","""",""No"",""""
""BOCH-131009-108"",""Biscotti Blackout Curtain"",""178"","""",""No"",""""
""BOCH-131009-120"",""Biscotti Blackout Curtain"",""129"","""",""No"",""""
""BOCH-131009-120-GR"",""Biscotti Grommet Blackout Curtain"",""98"","""",""No"",""""
""BOCH-131009-84-GR"",""Biscotti Grommet Blackout Curtain"",""192"","""",""No"",""""
""BOCH-131009-96-GR"",""Biscotti Grommet Blackout Curtain"",""188"","""",""No"",""""
""BOCH-131009-108-GR"",""Biscotti Grommet Blackout Curtain"",""325"","""",""No"",""""
""DIS-ID224-120"",""Black Textured Dupioni Silk Curtain"",""0"","""",""No"",""""
""BOCH-201304-84"",""Blaze Blackout Curtain"",""98"","""",""No"",""""
""BOCH-201304-96"",""Blaze Blackout Curtain"",""148"","""",""No"",""""
""BOCH-201304-108"",""Blaze Blackout Curtain"",""188"","""",""No"",""""
""BOCH-201304-120"",""Blaze Blackout Curtain"",""138"","""",""No"",""""
""VCCH-VET1201-108"",""British Tan Vintage Cotton Velvet Curtain"",""201"","""",""No"",""""
""VCCH-VET1201-120"",""British Tan Vintage Cotton Velvet Curtain"",""83"","""",""No"",""""
""VCCH-VET1201-84"",""British Tan Vintage Cotton Velvet Curtain"",""58"","""",""No"",""""
""VCCH-VET1201-96"",""British Tan Vintage Cotton Velvet Curtain"",""93"","""",""No"",""""
""PRTW-D17-84"",""Cabana Black Printed Cotton Curtain"",""102"","""",""No"",""""
""PRTW-D17-96"",""Cabana Black Printed Cotton Curtain"",""96"","""",""No"",""""
""PRTW-D17-108"",""Cabana Black Printed Cotton Curtain"",""143"","""",""No"",""""
""PRTW-D17-120"",""Cabana Black Printed Cotton Curtain"",""55"","""",""No"",""""
""PRTW-D15-84"",""Cabana Burgundy Printed Cotton Curtain"",""0"","""",""No"",""""
""PRTW-D15-96"",""Cabana Burgundy Printed Cotton Curtain"",""109"","""",""No"",""""
""PRTW-D15-108"",""Cabana Burgundy Printed Cotton Curtain"",""0"","""",""No"",""""
""PRTW-D15-120"",""Cabana Burgundy Printed Cotton Curtain"",""55"","""",""No"",""""
""PRTW-D16-84"",""Cabana Navy Printed Cotton Curtain"",""38"","""",""No"",""""
""PRTW-D16-96"",""Cabana Navy Printed Cotton Curtain"",""33"","""",""No"",""""
""PRTW-D16-108"",""Cabana Navy Printed Cotton Curtain"",""85"","""",""No"",""""
""PRTW-D16-120"",""Cabana Navy Printed Cotton Curtain"",""29"","""",""No"",""""
""PRTW-D31-84"",""Cabana Spice Printed Cotton Curtain"",""30"","""",""No"",""""
""PRTW-D31-96"",""Cabana Spice Printed Cotton Curtain"",""75"","""",""No"",""""
""PRTW-D31-108"",""Cabana Spice Printed Cotton Curtain"",""84"","""",""No"",""""
""PRTW-D31-120"",""Cabana Spice Printed Cotton Curtain"",""42"","""",""No"",""""
""PRTW-D32-120"",""Cabana Teal Printed Cotton Curtain"",""0"","""",""No"",""""
""PRTW-D32-108"",""Cabana Teal Printed Cotton Curtain"",""107"","""",""No"",""""
""PRTW-D32-84"",""Cabana Teal Printed Cotton Curtain"",""33"","""",""No"",""""
""PRTW-D32-96"",""Cabana Teal Printed Cotton Curtain"",""0"","""",""No"",""""
""PRTW-D33-84"",""Cabana Yellow Printed Cotton Curtain"",""0"","""",""No"",""""
""PRTW-D33-96"",""Cabana Yellow Printed Cotton Curtain"",""46"","""",""No"",""""
""PRTW-D33-108"",""Cabana Yellow Printed Cotton Curtain"",""89"","""",""No"",""""
""PRTW-D33-120"",""Cabana Yellow Printed Cotton Curtain"",""42"","""",""No"",""""
""SHCH-EMBOCS3231-84"",""Camille Taupe Gold Embroidered Sheer Curtain"",""98"","""",""No"",""""
""SHCH-EMBOCS3231-96"",""Camille Taupe Gold Embroidered Sheer Curtain"",""180"","""",""No"",""""
""SHCH-EMBOCS3231-108"",""Camille Taupe Gold Embroidered Sheer Curtain"",""167"","""",""No"",""""
""BOCH-PL1604-96"",""Candlelight Bellino Blackout Curtain"",""95"","""",""No"",""""
""BOCH-PL1604-108"",""Candlelight Bellino Blackout Curtain"",""0"","""",""No"",""""
""BOCH-PL1604-120"",""Candlelight Bellino Blackout Curtain"",""46"","""",""No"",""""
""BOCH-PL1604-84"",""Candlelight Bellino Blackout Curtain"",""26"","""",""No"",""""
""BOCH-KC35-108"",""Casablanca Rose Blackout Curtain"",""135"","""",""No"",""""
""BOCH-KC35-120"",""Casablanca Rose Blackout Curtain"",""62"","""",""No"",""""
""BOCH-KC35-84"",""Casablanca Rose Blackout Curtain"",""0"","""",""No"",""""
""BOCH-KC35-96"",""Casablanca Rose Blackout Curtain"",""88"","""",""No"",""""
""BOCH-KC26-96"",""Casablanca Teal Blackout Curtain"",""292"","""",""No"",""""
""BOCH-KC26-108"",""Casablanca Teal Blackout Curtain"",""279"","""",""No"",""""
""BOCH-KC26-120"",""Casablanca Teal Blackout Curtain"",""108"","""",""No"",""""
""BOCH-KC26-84"",""Casablanca Teal Blackout Curtain"",""283"","""",""No"",""""
""DIS-ID7806-108"",""Cashmere Textured Dupioni Silk Curtain"",""68"","""",""No"",""""
""DIS-ID7806-120"",""Cashmere Textured Dupioni Silk Curtain"",""40"","""",""No"",""""
""EFSCH-20134G1-96"",""Chai Embroidered Faux Silk Curtain"",""106"","""",""No"",""""
""BOCH-KC30-84"",""Charleston Stripe Blackout Curtain"",""116"","""",""Yes"",""""
""BOCH-KC30-96"",""Charleston Stripe Blackout Curtain"",""116"","""",""Yes"",""""
""FHLCH-416018-84"",""Chestnut Heavy Faux Linen Curtain"",""53"","""",""No"",""""
""FHLCH-416018-96"",""Chestnut Heavy Faux Linen Curtain"",""149"","""",""No"",""""
""FHLCH-416018-108"",""Chestnut Heavy Faux Linen Curtain"",""136"","""",""No"",""""
""FHLCH-416018-120"",""Chestnut Heavy Faux Linen Curtain"",""74"","""",""No"",""""
""DIS-ID112-96"",""Chili Pepper Textured Dupioni Silk Curtain"",""0"","""",""No"",""""
""DIS-ID112-108"",""Chili Pepper Textured Dupioni Silk Curtain"",""0"","""",""No"",""""
""DIS-ID112-120"",""Chili Pepper Textured Dupioni Silk Curtain"",""0"","""",""No"",""""
""DIS-ID112-84"",""Chili Pepper Textured Dupioni Silk Curtain"",""0"","""",""No"",""""
""VCCH-VET1202-108"",""Chinchilla Grey Vintage Cotton Velvet Curtain"",""120"","""",""No"",""""
""VCCH-VET1202-120"",""Chinchilla Grey Vintage Cotton Velvet Curtain"",""61"","""",""No"",""""
""VCCH-VET1202-84"",""Chinchilla Grey Vintage Cotton Velvet Curtain"",""63"","""",""No"",""""
""VCCH-VET1202-96"",""Chinchilla Grey Vintage Cotton Velvet Curtain"",""130"","""",""No"",""""
""FHLCH-314055-120"",""Cinnabar Heavy Faux Linen Curtain"",""77"","""",""No"",""""
""FHLCH-314055-84"",""Cinnabar Heavy Faux Linen Curtain"",""68"","""",""No"",""""
""FHLCH-314055-96"",""Cinnabar Heavy Faux Linen Curtain"",""124"","""",""No"",""""
""FHLCH-314055-108"",""Cinnabar Heavy Faux Linen Curtain"",""150"","""",""No"",""""
""SHCH-EMBOCS3595-84"",""Cleopatra Gold Embroidered Sheer Curtain"",""0"","""",""No"",""""
""SHCH-EMBOCS3595-96"",""Cleopatra Gold Embroidered Sheer Curtain"",""47"","""",""No"",""""
""SHCH-EMBOCS3595-108"",""Cleopatra Gold Embroidered Sheer Curtain"",""0"","""",""No"",""""
""SHCH-EMBOCS3595-120"",""Cleopatra Gold Embroidered Sheer Curtain"",""27"","""",""No"",""""
""SHCH-EMB20133B-84"",""Contessa Creme Embroidered Sheer Curtain"",""0"","""",""No"",""""
""SHCH-EMB20133B-96"",""Contessa Creme Embroidered Sheer Curtain"",""210"","""",""No"",""""
""SHCH-EMB20133B-108"",""Contessa Creme Embroidered Sheer Curtain"",""100"","""",""No"",""""
""SHCH-EMB20133B-120"",""Contessa Creme Embroidered Sheer Curtain"",""35"","""",""No"",""""
""SHCH-EMB20133A-84"",""Contessa Gold Embroidered Sheer Curtain"",""32"","""",""No"",""""
""SHCH-EMB20133A-96"",""Contessa Gold Embroidered Sheer Curtain"",""90"","""",""No"",""""
""SHCH-EMB20133A-108"",""Contessa Gold Embroidered Sheer Curtain"",""105"","""",""No"",""""
""SHCH-EMB20133A-120"",""Contessa Gold Embroidered Sheer Curtain"",""0"","""",""No"",""""
""BOCH-PL4201-84"",""Cottage White Bellino Blackout Curtain"",""181"","""",""No"",""""
""BOCH-PL4201-96"",""Cottage White Bellino Blackout Curtain"",""289"","""",""No"",""""
""BOCH-PL4201-108"",""Cottage White Bellino Blackout Curtain"",""318"","""",""No"",""""
""BOCH-PL4201-120"",""Cottage White Bellino Blackout Curtain"",""193"","""",""No"",""""
""FHLCH-YL7178117-84"",""Del Mar Gray Linen Blend Stripe Curtain"",""0"","""",""No"",""""
""FHLCH-YL7178117-96"",""Del Mar Gray Linen Blend Stripe Curtain"",""37"","""",""No"",""""
""FHLCH-YL7178117-108"",""Del Mar Gray Linen Blend Stripe Curtain"",""32"","""",""No"",""""
""FHLCH-YL7178117-120"",""Del Mar Gray Linen Blend Stripe Curtain"",""28"","""",""No"",""""
""FHLCH-YL7176217-84"",""Del Mar Stone Linen Blend Stripe Curtain"",""49"","""",""No"",""""
