Part Number,Description,Quantity of Products,ETA Backorder date,DISCONTINUED,Qty
""FHLCH-YL7176217-96"",""Del Mar Stone Linen Blend Stripe Curtain"",""86"","""",""No"",""""
""FHLCH-YL7176217-108"",""Del Mar Stone Linen Blend Stripe Curtain"",""72"","""",""No"",""""
""FHLCH-YL7176217-120"",""Del Mar Stone Linen Blend Stripe Curtain"",""80"","""",""No"",""""
""PRTW-D26-84"",""Deuville Printed Cotton Curtain"",""52"","""",""No"",""""
""PRTW-D26-96"",""Deuville Printed Cotton Curtain"",""30"","""",""No"",""""
""PRTW-D26-108"",""Deuville Printed Cotton Curtain"",""76"","""",""No"",""""
""PRTW-D26-120"",""Deuville Printed Cotton Curtain"",""37"","""",""No"",""""
""VCCH-VET12010-108"",""Ebony Black Vintage Cotton Velvet Curtain"",""81"","""",""No"",""""
""VCCH-VET12010-120"",""Ebony Black Vintage Cotton Velvet Curtain"",""49"","""",""No"",""""
""VCCH-VET12010-84"",""Ebony Black Vintage Cotton Velvet Curtain"",""55"","""",""No"",""""
""VCCH-VET12010-96"",""Ebony Black Vintage Cotton Velvet Curtain"",""84"","""",""No"",""""
""BOCH-193810-84"",""Eclipse Blackout Curtain"",""81"","""",""No"",""""
""BOCH-193810-96"",""Eclipse Blackout Curtain"",""0"","""",""No"",""""
""BOCH-193810-108"",""Eclipse Blackout Curtain"",""86"","""",""No"",""""
""BOCH-193810-120"",""Eclipse Blackout Curtain"",""22"","""",""No"",""""
""BOCH-193810-96-GR"",""Eclipse Grommet Blackout Curtain"",""82"","""",""No"",""""
""BOCH-193810-108-GR"",""Eclipse Grommet Blackout Curtain"",""137"","""",""No"",""""
""BOCH-193810-120-GR"",""Eclipse Grommet Blackout Curtain"",""79"","""",""No"",""""
""BOCH-193810-84-GR"",""Eclipse Grommet Blackout Curtain"",""53"","""",""No"",""""
""BOCH-120601-84"",""Egg Nog Blackout Curtain"",""170"","""",""No"",""""
""BOCH-120601-96"",""Egg Nog Blackout Curtain"",""358"","""",""No"",""""
""BOCH-120601-108"",""Egg Nog Blackout Curtain"",""203"","""",""No"",""""
""BOCH-120601-120"",""Egg Nog Blackout Curtain"",""162"","""",""No"",""""
""BOCH-120601-84-GR"",""Egg Nog Grommet Blackout Curtain"",""55"","""",""No"",""""
""BOCH-120601-96-GR"",""Egg Nog Grommet Blackout Curtain"",""174"","""",""No"",""""
""BOCH-120601-108-GR"",""Egg Nog Grommet Blackout Curtain"",""199"","""",""No"",""""
""BOCH-120601-120-GR"",""Egg Nog Grommet Blackout Curtain"",""88"","""",""No"",""""
""SHCH-EMB20137-120"",""Esparanza Copper Embroidered Sheer Curtain"",""64"","""",""No"",""""
""SHCH-EMB20137-84"",""Esparanza Copper Embroidered Sheer Curtain"",""65"","""",""No"",""""
""SHCH-EMB20137-96"",""Esparanza Copper Embroidered Sheer Curtain"",""125"","""",""No"",""""
""SHCH-EMB20137-108"",""Esparanza Copper Embroidered Sheer Curtain"",""128"","""",""No"",""""
""FHLCH-416019-84"",""Estate Blue Heavy Faux Linen Curtain"",""67"","""",""No"",""""
""FHLCH-416019-96"",""Estate Blue Heavy Faux Linen Curtain"",""130"","""",""No"",""""
""FHLCH-416019-108"",""Estate Blue Heavy Faux Linen Curtain"",""136"","""",""No"",""""
""FHLCH-314053-108"",""Farro Gold Heavy Faux Linen Curtain"",""107"","""",""No"",""""
""FHLCH-314053-120"",""Farro Gold Heavy Faux Linen Curtain"",""69"","""",""No"",""""
""FHLCH-314053-84"",""Farro Gold Heavy Faux Linen Curtain"",""52"","""",""No"",""""
""FHLCH-314053-96"",""Farro Gold Heavy Faux Linen Curtain"",""102"","""",""No"",""""
""PTFFLK-C23A-84"",""Filigree Blue Flocked Faux Silk Curtain"",""67"","""",""No"",""""
""PTFFLK-C23A-96"",""Filigree Blue Flocked Faux Silk Curtain"",""123"","""",""No"",""""
""PTFFLK-C23A-108"",""Filigree Blue Flocked Faux Silk Curtain"",""165"","""",""No"",""""
""PTFFLK-C23A-120"",""Filigree Blue Flocked Faux Silk Curtain"",""65"","""",""No"",""""
""PTFFLK-C23B-84"",""Filigree Pearl Flocked Faux Silk Curtain"",""0"","""",""No"",""""
""PTFFLK-C23B-96"",""Filigree Pearl Flocked Faux Silk Curtain"",""0"","""",""No"",""""
""PTFFLK-C23B-108"",""Filigree Pearl Flocked Faux Silk Curtain"",""0"","""",""No"",""""
""PTFFLK-C23B-120"",""Filigree Pearl Flocked Faux Silk Curtain"",""0"","""",""No"",""""
""PTFFLK-C5-84"",""Fiori Dahlia Flocked Faux Silk Curtain"",""48"","""",""No"",""""
""PTFFLK-C5-120"",""Fiori Dahlia Flocked Faux Silk Curtain"",""58"","""",""No"",""""
""PTFFLK-C5-96"",""Fiori Dahlia Flocked Faux Silk Curtain"",""99"","""",""No"",""""
""PTFFLK-C5-108"",""Fiori Dahlia Flocked Faux Silk Curtain"",""119"","""",""No"",""""
""PTFFLK-C7-84"",""Firenze Fern Flocked Faux Silk Curtain"",""44"","""",""No"",""""
""PTFFLK-C7-96"",""Firenze Fern Flocked Faux Silk Curtain"",""76"","""",""No"",""""
""PTFFLK-C7-108"",""Firenze Fern Flocked Faux Silk Curtain"",""104"","""",""No"",""""
""PTFFLK-C7-120"",""Firenze Fern Flocked Faux Silk Curtain"",""45"","""",""No"",""""
""SHCH-EMB20131B-84"",""Florentina Silver Embroidered Sheer Curtain"",""0"","""",""No"",""""
""SHCH-EMB20131B-96"",""Florentina Silver Embroidered Sheer Curtain"",""0"","""",""No"",""""
""SHCH-EMB20131B-108"",""Florentina Silver Embroidered Sheer Curtain"",""0"","""",""No"",""""
""SHCH-EMB20131B-120"",""Florentina Silver Embroidered Sheer Curtain"",""0"","""",""No"",""""
""SHCH-EMB20131A-84"",""Florentina White Embroidered Sheer Curtain"",""0"","""",""No"",""""
""SHCH-EMB20131A-96"",""Florentina White Embroidered Sheer Curtain"",""0"","""",""No"",""""
""SHCH-EMB20131A-108"",""Florentina White Embroidered Sheer Curtain"",""23"","""",""No"",""""
""SHCH-EMB20131A-120"",""Florentina White Embroidered Sheer Curtain"",""0"","""",""No"",""""
""SHCH-LH20133-84"",""Florina White Patterned Sheer Curtain"",""69"","""",""No"",""""
""SHCH-LH20133-96"",""Florina White Patterned Sheer Curtain"",""116"","""",""No"",""""
""SHCH-LH20133-108"",""Florina White Patterned Sheer Curtain"",""134"","""",""No"",""""
""SHCH-LH20135-84"",""Francesca Taupe Patterned Sheer Curtain"",""78"","""",""No"",""""
""SHCH-LH20135-96"",""Francesca Taupe Patterned Sheer Curtain"",""106"","""",""No"",""""
""SHCH-LH20135-108"",""Francesca Taupe Patterned Sheer Curtain"",""124"","""",""No"",""""
""SHFLNCH-M012-120"",""Gardenia Faux Linen Sheer Curtain"",""74"","""",""No"",""""
""SHFLNCH-M012-84"",""Gardenia Faux Linen Sheer Curtain"",""22"","""",""No"",""""
""SHFLNCH-M012-96"",""Gardenia Faux Linen Sheer Curtain"",""197"","""",""No"",""""
""SHFLNCH-M012-108"",""Gardenia Faux Linen Sheer Curtain"",""190"","""",""No"",""""
""BOCH-KC31-84"",""Georgetown Stripe Blackout Curtain"",""58"","""",""No"",""""
""BOCH-KC31-96"",""Georgetown Stripe Blackout Curtain"",""148"","""",""No"",""""
""BOCH-KC31-108"",""Georgetown Stripe Blackout Curtain"",""238"","""",""No"",""""
""BOCH-KC31-120"",""Georgetown Stripe Blackout Curtain"",""97"","""",""No"",""""
""SHCH-EMB20138-120"",""Gia Gold Embroidered Sheer Curtain"",""64"","""",""No"",""""
""SHCH-EMB20138-84"",""Gia Gold Embroidered Sheer Curtain"",""45"","""",""No"",""""
""SHCH-EMB20138-96"",""Gia Gold Embroidered Sheer Curtain"",""92"","""",""No"",""""
""SHCH-EMB20138-108"",""Gia Gold Embroidered Sheer Curtain"",""88"","""",""No"",""""
""BOCH-PL1608-120"",""Ginger Bellino Blackout Curtain"",""33"","""",""No"",""""
""BOCH-PL1608-84"",""Ginger Bellino Blackout Curtain"",""33"","""",""No"",""""
""BOCH-PL1608-96"",""Ginger Bellino Blackout Curtain"",""60"","""",""No"",""""
""BOCH-PL1608-108"",""Ginger Bellino Blackout Curtain"",""28"","""",""No"",""""
""BOCH-PL1606-96"",""Green Tea Bellino Blackout Curtain"",""143"","""",""No"",""""
""BOCH-PL1606-108"",""Green Tea Bellino Blackout Curtain"",""121"","""",""No"",""""
""BOCH-PL1606-120"",""Green Tea Bellino Blackout Curtain"",""44"","""",""No"",""""
""BOCH-PL1606-84"",""Green Tea Bellino Blackout Curtain"",""71"","""",""No"",""""
""FHLCH-YL3012-84"",""Grenada Natural Linen Blend Stripe Curtain"",""51"","""",""No"",""""
""FHLCH-YL3012-96"",""Grenada Natural Linen Blend Stripe Curtain"",""84"","""",""No"",""""
""FHLCH-YL3012-108"",""Grenada Natural Linen Blend Stripe Curtain"",""102"","""",""No"",""""
""BOCH-KC36-84"",""Haight Sunshine Blackout Curtain"",""0"","""",""No"",""""
""BOCH-KC36-96"",""Haight Sunshine Blackout Curtain"",""164"","""",""No"",""""
""BOCH-KC36-108"",""Haight Sunshine Blackout Curtain"",""125"","""",""No"",""""
""BOCH-KC36-120"",""Haight Sunshine Blackout Curtain"",""69"","""",""No"",""""
""FHLCH-416020-96"",""Heirloom Red Heavy Faux Linen Curtain"",""121"","""",""No"",""""
""FHLCH-416020-108"",""Heirloom Red Heavy Faux Linen Curtain"",""126"","""",""No"",""""
""FHLCH-416020-120"",""Heirloom Red Heavy Faux Linen Curtain"",""61"","""",""No"",""""
""FHLCH-416020-84"",""Heirloom Red Heavy Faux Linen Curtain"",""55"","""",""No"",""""
""BOCH-KC27-84"",""Henna Blackout Curtain"",""283"","""",""No"",""""
""BOCH-KC27-96"",""Henna Blackout Curtain"",""448"","""",""No"",""""
""BOCH-KC27-108"",""Henna Blackout Curtain"",""367"","""",""No"",""""
""BOCH-KC27-120"",""Henna Blackout Curtain"",""155"","""",""No"",""""
""FHLCH-YL5003-84"",""Hilo Natural Linen Blend Solid Curtain"",""0"","""",""No"",""""
""FHLCH-YL5003-96"",""Hilo Natural Linen Blend Solid Curtain"",""67"","""",""No"",""""
""FHLCH-YL5003-108"",""Hilo Natural Linen Blend Solid Curtain"",""0"","""",""No"",""""
""PRTW-D25-84"",""Honeycomb Printed Cotton Curtain"",""0"","""",""No"",""""
""PRTW-D25-96"",""Honeycomb Printed Cotton Curtain"",""0"","""",""No"",""""
""PRTW-D25-108"",""Honeycomb Printed Cotton Curtain"",""0"","""",""No"",""""
""PRTW-D25-120"",""Honeycomb Printed Cotton Curtain"",""0"","""",""No"",""""
""PRTW-D24B-84"",""Ikat Black Printed Cotton Curtain"",""0"","""",""No"",""""
""PRTW-D24B-96"",""Ikat Black Printed Cotton Curtain"",""52"","""",""No"",""""
""PRTW-D24B-108"",""Ikat Black Printed Cotton Curtain"",""58"","""",""No"",""""
""PRTW-D24B-120"",""Ikat Black Printed Cotton Curtain"",""32"","""",""No"",""""
""PRTW-D24A-84"",""Ikat Blue Printed Cotton Curtain"",""0"","""",""No"",""""
""PRTW-D24A-96"",""Ikat Blue Printed Cotton Curtain"",""0"","""",""No"",""""
""PRTW-D24A-108"",""Ikat Blue Printed Cotton Curtain"",""0"","""",""No"",""""
""PRTW-D24A-120"",""Ikat Blue Printed Cotton Curtain"",""0"","""",""No"",""""
""PRTW-D12-84"",""Impressions Grey Printed Cotton Curtain"",""0"","""",""No"",""""
""PRTW-D12-96"",""Impressions Grey Printed Cotton Curtain"",""0"","""",""No"",""""
""PRTW-D12-108"",""Impressions Grey Printed Cotton Curtain"",""0"","""",""No"",""""
""PRTW-D12-120"",""Impressions Grey Printed Cotton Curtain"",""0"","""",""No"",""""
""PRTW-D11-84"",""Isles Mustard Printed Cotton Curtain"",""40"","""",""No"",""""
""PRTW-D11-96"",""Isles Mustard Printed Cotton Curtain"",""172"","""",""No"",""""
""PRTW-D11-108"",""Isles Mustard Printed Cotton Curtain"",""172"","""",""No"",""""
""PRTW-D11-120"",""Isles Mustard Printed Cotton Curtain"",""55"","""",""No"",""""
""BOCH-PL1605-108"",""Jadite Bellino Blackout Curtain"",""199"","""",""No"",""""
""BOCH-PL1605-120"",""Jadite Bellino Blackout Curtain"",""129"","""",""No"",""""
""BOCH-PL1605-84"",""Jadite Bellino Blackout Curtain"",""68"","""",""No"",""""
""BOCH-PL1605-96"",""Jadite Bellino Blackout Curtain"",""123"","""",""No"",""""
""PRTW-D13-84"",""Jakarta Khaki Printed Cotton Curtain"",""25"","""",""No"",""""
""PRTW-D13-96"",""Jakarta Khaki Printed Cotton Curtain"",""72"","""",""No"",""""
""PRTW-D13-108"",""Jakarta Khaki Printed Cotton Curtain"",""40"","""",""No"",""""
""PRTW-D13-120"",""Jakarta Khaki Printed Cotton Curtain"",""45"","""",""No"",""""
""BOCH-191016-84"",""Java Blackout Curtain"",""130"","""",""No"",""""
""BOCH-191016-96"",""Java Blackout Curtain"",""202"","""",""No"",""""
""BOCH-191016-108"",""Java Blackout Curtain"",""224"","""",""No"",""""
""BOCH-191016-120"",""Java Blackout Curtain"",""112"","""",""No"",""""
""BOCH-191016-120-GR"",""Java Grommet Blackout Curtain"",""160"","""",""No"",""""
""BOCH-191016-84-GR"",""Java Grommet Blackout Curtain"",""155"","""",""No"",""""
""BOCH-191016-96-GR"",""Java Grommet Blackout Curtain"",""184"","""",""No"",""""
""BOCH-191016-108-GR"",""Java Grommet Blackout Curtain"",""397"","""",""No"",""""
""BOCH-190303-84"",""Jet Black Blackout Curtain"",""215"","""",""No"",""""
""BOCH-190303-96"",""Jet Black Blackout Curtain"",""305"","""",""No"",""""
""BOCH-190303-108"",""Jet Black Blackout Curtain"",""205"","""",""No"",""""
""BOCH-190303-120"",""Jet Black Blackout Curtain"",""165"","""",""No"",""""
""BOCH-190303-84-GR"",""Jet Black Grommet Blackout Curtain"",""147"","""",""No"",""""
""BOCH-190303-96-GR"",""Jet Black Grommet Blackout Curtain"",""204"","""",""No"",""""
""BOCH-190303-108-GR"",""Jet Black Grommet Blackout Curtain"",""162"","""",""No"",""""
""BOCH-190303-120-GR"",""Jet Black Grommet Blackout Curtain"",""258"","""",""No"",""""
""SHCH-EMBOCS3293-84"",""Juliette Ivory Embroidered Sheer Curtain"",""109"","""",""No"",""""
""SHCH-EMBOCS3293-96"",""Juliette Ivory Embroidered Sheer Curtain"",""172"","""",""No"",""""
""SHCH-EMBOCS3293-108"",""Juliette Ivory Embroidered Sheer Curtain"",""161"","""",""No"",""""
""BOCH-KC22-84"",""Kabuchi Blackout Curtain"",""21"","""",""No"",""""
""BOCH-KC22-96"",""Kabuchi Blackout Curtain"",""86"","""",""No"",""""
""BOCH-KC22-108"",""Kabuchi Blackout Curtain"",""143"","""",""No"",""""
""BOCH-KC22-120"",""Kabuchi Blackout Curtain"",""63"","""",""No"",""""
""BOCH-KC29-84"",""Key Largo Stripe Blackout Curtain"",""47"","""",""No"",""""
""BOCH-KC29-96"",""Key Largo Stripe Blackout Curtain"",""119"","""",""No"",""""
""BOCH-KC29-108"",""Key Largo Stripe Blackout Curtain"",""174"","""",""No"",""""
""BOCH-KC29-120"",""Key Largo Stripe Blackout Curtain"",""84"","""",""No"",""""
""FHLCH-YL7178103-84"",""Key West Gray Linen Blend Stripe Curtain"",""55"","""",""No"",""""
""FHLCH-YL7178103-96"",""Key West Gray Linen Blend Stripe Curtain"",""107"","""",""No"",""""
""FHLCH-YL7178103-108"",""Key West Gray Linen Blend Stripe Curtain"",""112"","""",""No"",""""
""FHLCH-YL7178103-120"",""Key West Gray Linen Blend Stripe Curtain"",""58"","""",""No"",""""
""FHLCH-YL7176203-96"",""Key West Stone Linen Blend Stripe Curtain"",""111"","""",""No"",""""
""FHLCH-YL7176203-108"",""Key West Stone Linen Blend Stripe Curtain"",""102"","""",""No"",""""
""FHLCH-YL7176203-120"",""Key West Stone Linen Blend Stripe Curtain"",""58"","""",""No"",""""
""FHLCH-YL7176203-84"",""Key West Stone Linen Blend Stripe Curtain"",""26"","""",""No"",""""
""FHLCH-YL3022-84"",""Lanai Natural Linen Blend Stripe Curtain"",""37"","""",""No"",""""
""FHLCH-YL3022-96"",""Lanai Natural Linen Blend Stripe Curtain"",""88"","""",""No"",""""
""FHLCH-YL3022-108"",""Lanai Natural Linen Blend Stripe Curtain"",""70"","""",""No"",""""
""BOCH-201302-96"",""Lichen Blackout Curtain"",""0"","""",""No"",""""
""BOCH-201302-84"",""Lichen Blackout Curtain"",""0"","""",""No"",""""
""BOCH-201302-108"",""Lichen Blackout Curtain"",""82"","""",""No"",""""
""BOCH-201302-120"",""Lichen Blackout Curtain"",""58"","""",""No"",""""
""BOCH-201302-84-GR"",""Lichen Grommet Blackout Curtain"",""72"","""",""No"",""""
""BOCH-201302-96-GR"",""Lichen Grommet Blackout Curtain"",""132"","""",""No"",""""
""BOCH-201302-108-GR"",""Lichen Grommet Blackout Curtain"",""200"","""",""No"",""""
""BOCH-201302-120-GR"",""Lichen Grommet Blackout Curtain"",""120"","""",""No"",""""
""SHCH-LH20134-84"",""Loretta Taupe Patterned Sheer Curtain"",""108"","""",""No"",""""
""SHCH-LH20134-96"",""Loretta Taupe Patterned Sheer Curtain"",""160"","""",""No"",""""
""SHCH-LH20134-108"",""Loretta Taupe Patterned Sheer Curtain"",""151"","""",""No"",""""
""PTFFLK-C20A-96"",""Luna Autumn Flocked Faux Silk Curtain"",""73"","""",""No"",""""
""PTFFLK-C20A-108"",""Luna Autumn Flocked Faux Silk Curtain"",""89"","""",""No"",""""
""PTFFLK-C20A-120"",""Luna Autumn Flocked Faux Silk Curtain"",""44"","""",""No"",""""
""PTFFLK-C20A-84"",""Luna Autumn Flocked Faux Silk Curtain"",""40"","""",""No"",""""
""PTFFLK-C20B-108"",""Luna Winter Flocked Faux Silk Curtain"",""102"","""",""No"",""""
""PTFFLK-C20B-120"",""Luna Winter Flocked Faux Silk Curtain"",""37"","""",""No"",""""
""PTFFLK-C20B-84"",""Luna Winter Flocked Faux Silk Curtain"",""52"","""",""No"",""""
""PTFFLK-C20B-96"",""Luna Winter Flocked Faux Silk Curtain"",""104"","""",""No"",""""
""SHCH-EMBOCS4084-84"",""Lunetta Taupe Gold Embroidered Sheer Curtain"",""153"","""",""No"",""""
""SHCH-EMBOCS4084-96"",""Lunetta Taupe Gold Embroidered Sheer Curtain"",""223"","""",""No"",""""
""SHCH-EMBOCS4084-108"",""Lunetta Taupe Gold Embroidered Sheer Curtain"",""227"","""",""No"",""""
""JQCH-20122010-120"",""Magdelena Champagne Faux Silk Jacquard Curtain"",""0"","""",""No"",""""
""JQCH-20122010-84"",""Magdelena Champagne Faux Silk Jacquard Curtain"",""0"","""",""No"",""""
""JQCH-20122010-96"",""Magdelena Champagne Faux Silk Jacquard Curtain"",""0"","""",""No"",""""
""JQCH-20122010-108"",""Magdelena Champagne Faux Silk Jacquard Curtain"",""0"","""",""No"",""""
""BOCH-PL1602-84"",""Mandarin Bellino Blackout Curtain"",""30"","""",""No"",""""
""BOCH-PL1602-96"",""Mandarin Bellino Blackout Curtain"",""115"","""",""No"",""""
""BOCH-PL1602-108"",""Mandarin Bellino Blackout Curtain"",""154"","""",""No"",""""
""BOCH-PL1602-120"",""Mandarin Bellino Blackout Curtain"",""82"","""",""No"",""""
""DIS-ID9-120"",""Maplewood Textured Dupioni Silk Curtain"",""47"","""",""No"",""""
""DIS-ID9-108"",""Maplewood Textured Dupioni Silk Curtain"",""102"","""",""No"",""""
""PRTW-D28-96"",""Marabella Printed Cotton Curtain"",""60"","""",""No"",""""
""PRTW-D28-108"",""Marabella Printed Cotton Curtain"",""168"","""",""No"",""""
""PRTW-D28-120"",""Marabella Printed Cotton Curtain"",""41"","""",""No"",""""
""PRTW-D28-84"",""Marabella Printed Cotton Curtain"",""0"","""",""No"",""""
""BOCH-KC6-120"",""Marco Polo Stripe Blackout Curtain"",""46"","""",""No"",""""
""BOCH-KC6-84"",""Marco Polo Stripe Blackout Curtain"",""101"","""",""No"",""""
""BOCH-KC6-96"",""Marco Polo Stripe Blackout Curtain"",""127"","""",""No"",""""
""BOCH-KC6-108"",""Marco Polo Stripe Blackout Curtain"",""120"","""",""No"",""""
""SHCH-LH20136-84"",""Margo Ivory Patterned Sheer Curtain"",""80"","""",""No"",""""
""SHCH-LH20136-96"",""Margo Ivory Patterned Sheer Curtain"",""104"","""",""No"",""""
""SHCH-LH20136-108"",""Margo Ivory Patterned Sheer Curtain"",""73"","""",""No"",""""
""SHCH-LH97-96"",""Marietta White Patterned Sheer Curtain"",""129"","""",""No"",""""
""SHCH-LH97-108"",""Marietta White Patterned Sheer Curtain"",""116"","""",""No"",""""
""SHCH-LH97-84"",""Marietta White Patterned Sheer Curtain"",""62"","""",""No"",""""
""BOCH-201303-84"",""Marigold Blackout Curtain"",""0"","""",""No"",""""
""BOCH-201303-96"",""Marigold Blackout Curtain"",""48"","""",""No"",""""
""BOCH-201303-108"",""Marigold Blackout Curtain"",""184"","""",""No"",""""
""BOCH-201303-120"",""Marigold Blackout Curtain"",""64"","""",""No"",""""
""BOCH-201303-108-GR"",""Marigold Grommet Blackout Curtain"",""160"","""",""No"",""""
""BOCH-201303-120-GR"",""Marigold Grommet Blackout Curtain"",""72"","""",""No"",""""
""BOCH-201303-84-GR"",""Marigold Grommet Blackout Curtain"",""21"","""",""No"",""""
""BOCH-201303-96-GR"",""Marigold Grommet Blackout Curtain"",""93"","""",""No"",""""
""PTSCH-12012-120"",""Marin Faux Silk Taffeta Stripe Curtain"",""0"","""",""No"",""""
""PRTW-D02-84"",""Mayan Teal Printed Cotton Curtain"",""0"","""",""No"",""""
""PRTW-D02-96"",""Mayan Teal Printed Cotton Curtain"",""0"","""",""No"",""""
""PRTW-D02-108"",""Mayan Teal Printed Cotton Curtain"",""0"","""",""No"",""""
""PRTW-D02-120"",""Mayan Teal Printed Cotton Curtain"",""24"","""",""No"",""""
""PRTW-D23-120"",""Mecca Printed Cotton Curtain"",""0"","""",""No"",""""
""PRTW-D23-108"",""Mecca Printed Cotton Curtain"",""0"","""",""No"",""""
""PRTW-D23-84"",""Mecca Printed Cotton Curtain"",""0"","""",""No"",""""
""PRTW-D23-96"",""Mecca Printed Cotton Curtain"",""0"","""",""No"",""""
""PRTW-D20-84"",""Medina Printed Cotton Curtain"",""0"","""",""No"",""""
""PRTW-D20-96"",""Medina Printed Cotton Curtain"",""0"","""",""No"",""""
""PRTW-D20-108"",""Medina Printed Cotton Curtain"",""0"","""",""No"",""""
""PRTW-D20-120"",""Medina Printed Cotton Curtain"",""0"","""",""No"",""""
""FHLCH-314043-96"",""Mineral White Heavy Faux Linen Curtain"",""0"","""",""No"",""""
""FHLCH-314043-108"",""Mineral White Heavy Faux Linen Curtain"",""33"","""",""No"",""""
""FHLCH-314043-84"",""Mineral White Heavy Faux Linen Curtain"",""27"","""",""No"",""""
""FHLCH-314043-120"",""Mineral White Heavy Faux Linen Curtain"",""21"","""",""No"",""""
""PTSCH-52012-96"",""Mirage Faux Silk Taffeta Stripe Curtain"",""106"","""",""No"",""""
""PTSCH-52012-108"",""Mirage Faux Silk Taffeta Stripe Curtain"",""127"","""",""No"",""""
""PTSCH-52012-120"",""Mirage Faux Silk Taffeta Stripe Curtain"",""61"","""",""No"",""""
""PTSCH-52012-84"",""Mirage Faux Silk Taffeta Stripe Curtain"",""44"","""",""No"",""""
""DIS-ID50-108"",""Mocha Textured Dupioni Silk Curtain"",""51"","""",""No"",""""
""DIS-ID50-120"",""Mocha Textured Dupioni Silk Curtain"",""43"","""",""No"",""""
""PRTW-D06B-108"",""Nairobi Denim Printed Cotton Curtain"",""0"","""",""No"",""""
""PRTW-D06B-120"",""Nairobi Denim Printed Cotton Curtain"",""0"","""",""No"",""""
""PRTW-D06B-84"",""Nairobi Denim Printed Cotton Curtain"",""53"","""",""No"",""""
""PRTW-D06B-96"",""Nairobi Denim Printed Cotton Curtain"",""106"","""",""No"",""""
""PRTW-D06A-96"",""Nairobi Desert Printed Cotton Curtain"",""44"","""",""No"",""""
""PRTW-D06A-108"",""Nairobi Desert Printed Cotton Curtain"",""40"","""",""No"",""""
""PRTW-D06A-120"",""Nairobi Desert Printed Cotton Curtain"",""0"","""",""No"",""""
""PRTW-D06A-84"",""Nairobi Desert Printed Cotton Curtain"",""0"","""",""No"",""""
""DIS-ID221-96"",""Navy Textured Dupioni Silk Curtain"",""0"","""",""No"",""""
""DIS-ID221-108"",""Navy Textured Dupioni Silk Curtain"",""0"","""",""No"",""""
""DIS-ID221-120"",""Navy Textured Dupioni Silk Curtain"",""0"","""",""No"",""""
""BOCH-174402-84"",""Neutral Grey Blackout Curtain"",""57"","""",""No"",""""
""BOCH-174402-96"",""Neutral Grey Blackout Curtain"",""125"","""",""No"",""""
""BOCH-174402-108"",""Neutral Grey Blackout Curtain"",""115"","""",""No"",""""
""BOCH-174402-120"",""Neutral Grey Blackout Curtain"",""104"","""",""No"",""""
""BOCH-174402-84-GR"",""Neutral Grommet Grey Blackout Curtain"",""97"","""",""No"",""""
""BOCH-174402-96-GR"",""Neutral Grommet Grey Blackout Curtain"",""221"","""",""No"",""""
""BOCH-174402-108-GR"",""Neutral Grommet Grey Blackout Curtain"",""215"","""",""No"",""""
""BOCH-174402-120-GR"",""Neutral Grommet Grey Blackout Curtain"",""134"","""",""No"",""""
""SHFLNCH-M015-108"",""Nickel Faux Linen Sheer Curtain"",""193"","""",""No"",""""
""SHFLNCH-M015-120"",""Nickel Faux Linen Sheer Curtain"",""66"","""",""No"",""""
""SHFLNCH-M015-84"",""Nickel Faux Linen Sheer Curtain"",""70"","""",""No"",""""
""SHFLNCH-M015-96"",""Nickel Faux Linen Sheer Curtain"",""183"","""",""No"",""""
""FHLCH-416016-84"",""Oatmeal Heavy Faux Linen Curtain"",""76"","""",""No"",""""
""FHLCH-416016-96"",""Oatmeal Heavy Faux Linen Curtain"",""135"","""",""No"",""""
""FHLCH-416016-108"",""Oatmeal Heavy Faux Linen Curtain"",""124"","""",""No"",""""
""FHLCH-416016-120"",""Oatmeal Heavy Faux Linen Curtain"",""23"","""",""No"",""""
""PRTW-D01-120"",""Ogee Black Printed Cotton Curtain"",""43"","""",""No"",""""
""PRTW-D01-84"",""Ogee Black Printed Cotton Curtain"",""51"","""",""No"",""""
""PRTW-D01-96"",""Ogee Black Printed Cotton Curtain"",""110"","""",""No"",""""
""PRTW-D01-108"",""Ogee Black Printed Cotton Curtain"",""105"","""",""No"",""""
""SHLNCH-J0106-120"",""Open Weave Natural Linen Sheer"",""271"","""",""No"",""""
""SHLNCH-J0106-84"",""Open Weave Natural Linen Sheer"",""254"","""",""No"",""""
""SHLNCH-J0106-96"",""Open Weave Natural Linen Sheer"",""417"","""",""No"",""""
""SHLNCH-J0106-108"",""Open Weave Natural Linen Sheer"",""616"","""",""No"",""""
""SHCH-ORG6-120-PR"",""Pair (2 Panels) Gold Solid Faux Organza Sheer Curtain"",""192"","""",""No"",""""
""SHCH-ORG6-84-PR"",""Pair (2 Panels) Gold Solid Faux Organza Sheer Curtain"",""85"","""",""No"",""""
""SHCH-ORG6-96-PR"",""Pair (2 Panels) Gold Solid Faux Organza Sheer Curtain"",""227"","""",""No"",""""
""SHCH-ORG6-108-PR"",""Pair (2 Panels) Gold Solid Faux Organza Sheer Curtain"",""278"","""",""No"",""""
""SHCH-ORG2-120-PR"",""Custom Off White Solid Faux Organza Sheer"",""126"","""",""No"",""""
""SHCH-ORG2-84-PR"",""Custom Off White Solid Faux Organza Sheer"",""126"","""",""No"",""""
""SHCH-ORG2-96-PR"",""Custom Off White Solid Faux Organza Sheer"",""514"","""",""No"",""""
