Part Number,Description,Quantity of Products,ETA Backorder date,DISCONTINUED,Qty
"PTFFLK-C30-84","Half Price Drapes PTFFLK-C30 Parisian Flocked Faux Silk Curtain","78",,"No",
"PTFFLK-C30-96","Half Price Drapes PTFFLK-C30 Parisian Flocked Faux Silk Curtain","133",,"No",
"PTFFLK-C5-108","Half Price Drapes PTFFLK-C5 Fiori Dahlia Flocked Faux Silk Curtain","119",,"No",
"PTFFLK-C5-120","Half Price Drapes PTFFLK-C5 Fiori Dahlia Flocked Faux Silk Curtain","58",,"No",
"PTFFLK-C5-84","Half Price Drapes PTFFLK-C5 Fiori Dahlia Flocked Faux Silk Curtain","48",,"No",
"PTFFLK-C5-96","Half Price Drapes PTFFLK-C5 Fiori Dahlia Flocked Faux Silk Curtain","99",,"No",
"PTFFLK-C7-108","Half Price Drapes PTFFLK-C7 Firenze Fern Flocked Faux Silk Curtain","104",,"No",
"PTFFLK-C7-120","Half Price Drapes PTFFLK-C7 Firenze Fern Flocked Faux Silk Curtain","45",,"No",
"PTFFLK-C7-84","Half Price Drapes PTFFLK-C7 Firenze Fern Flocked Faux Silk Curtain","44",,"No",
"PTFFLK-C7-96","Half Price Drapes PTFFLK-C7 Firenze Fern Flocked Faux Silk Curtain","76",,"No",
"PTSCH-12012-120","Marin Faux Silk Taffeta Stripe Curtain, 50X120","0",,"No",
"PTSCH-52012-108","Mirage Faux Silk Taffeta Stripe Curtain, 50X108","127",,"No",
"PTSCH-52012-120","Mirage Faux Silk Taffeta Stripe Curtain, 50X120","61",,"No",
"PTSCH-52012-84","Mirage Faux Silk Taffeta Stripe Curtain, 50X84","44",,"No",
"PTSCH-52012-96","Mirage Faux Silk Taffeta Stripe Curtain, 50X96","106",,"No",
"SHCH-EMB20131A-108","Half Price Drapes SHCH-EMB20131 Florentina Embroidered Sheer Curtain","0",,"No",
"SHCH-EMB20131A-120","Half Price Drapes SHCH-EMB20131 Florentina Embroidered Sheer Curtain","0",,"No",
"SHCH-EMB20131A-84","Half Price Drapes SHCH-EMB20131 Florentina Embroidered Sheer Curtain","0",,"No",
"SHCH-EMB20131A-96","Half Price Drapes SHCH-EMB20131 Florentina Embroidered Sheer Curtain","0",,"No",
"SHCH-EMB20131B-108","Half Price Drapes SHCH-EMB20131 Florentina Embroidered Sheer Curtain","0",,"No",
"SHCH-EMB20131B-120","Half Price Drapes SHCH-EMB20131 Florentina Embroidered Sheer Curtain","0",,"No",
"SHCH-EMB20131B-84","Half Price Drapes SHCH-EMB20131 Florentina Embroidered Sheer Curtain","0",,"No",
"SHCH-EMB20131B-96","Half Price Drapes SHCH-EMB20131 Florentina Embroidered Sheer Curtain","0",,"No",
"SHCH-EMB20133A-108","Half Price Drapes SHCH-EMB20133 Contessa Embroidered Sheer Curtain","105",,"No",
"SHCH-EMB20133A-120","Half Price Drapes SHCH-EMB20133 Contessa Embroidered Sheer Curtain","0",,"No",
"SHCH-EMB20133A-84","Half Price Drapes SHCH-EMB20133 Contessa Embroidered Sheer Curtain","30",,"No",
"SHCH-EMB20133A-96","Half Price Drapes SHCH-EMB20133 Contessa Embroidered Sheer Curtain","83",,"No",
"SHCH-EMB20133B-108","Half Price Drapes SHCH-EMB20133 Contessa Embroidered Sheer Curtain","98",,"No",
"SHCH-EMB20133B-120","Half Price Drapes SHCH-EMB20133 Contessa Embroidered Sheer Curtain","29",,"No",
"SHCH-EMB20133B-84","Half Price Drapes SHCH-EMB20133 Contessa Embroidered Sheer Curtain","0",,"No",
"SHCH-EMB20133B-96","Half Price Drapes SHCH-EMB20133 Contessa Embroidered Sheer Curtain","187",,"No",
"SHCH-EMB20135-108","Half Price Drapes SHCH-EMB20135 Bella Embroidered Sheer Curtain","46",,"No",
"SHCH-EMB20135-120","Half Price Drapes SHCH-EMB20135 Bella Embroidered Sheer Curtain","0",,"No",
"SHCH-EMB20135-84","Half Price Drapes SHCH-EMB20135 Bella Embroidered Sheer Curtain","0",,"No",
"SHCH-EMB20135-96","Half Price Drapes SHCH-EMB20135 Bella Embroidered Sheer Curtain","66",,"No",
"SHCH-EMB20136-108","Half Price Drapes SHCH-EMB20136 Alegra Embroidered Sheer Curtain","95",,"No",
"SHCH-EMB20136-120","Half Price Drapes SHCH-EMB20136 Alegra Embroidered Sheer Curtain","42",,"No",
"SHCH-EMB20136-84","Half Price Drapes SHCH-EMB20136 Alegra Embroidered Sheer Curtain","0",,"No",
"SHCH-EMB20136-96","Half Price Drapes SHCH-EMB20136 Alegra Embroidered Sheer Curtain","98",,"No",
"SHCH-EMB20137-108","Half Price Drapes SHCH-EMB20137 Esparanza Embroidered Sheer Curtain","122",,"No",
"SHCH-EMB20137-120","Half Price Drapes SHCH-EMB20137 Esparanza Embroidered Sheer Curtain","58",,"No",
"SHCH-EMB20137-84","Half Price Drapes SHCH-EMB20137 Esparanza Embroidered Sheer Curtain","54",,"No",
"SHCH-EMB20137-96","Half Price Drapes SHCH-EMB20137 Esparanza Embroidered Sheer Curtain","125",,"No",
"SHCH-EMB20138-108","Half Price Drapes SHCH-EMB20138 Gia Embroidered Sheer Curtain","78",,"No",
"SHCH-EMB20138-120","Half Price Drapes SHCH-EMB20138 Gia Embroidered Sheer Curtain","60",,"No",
"SHCH-EMB20138-84","Half Price Drapes SHCH-EMB20138 Gia Embroidered Sheer Curtain","41",,"No",
"SHCH-EMB20138-96","Half Price Drapes SHCH-EMB20138 Gia Embroidered Sheer Curtain","86",,"No",
"SHCH-EMBOCS3231-108","Half Price Drapes SHCH-EMBOCS3231 Camille Embroidered Sheer Curtain","165",,"No",
"SHCH-EMBOCS3231-84","Half Price Drapes SHCH-EMBOCS3231 Camille Embroidered Sheer Curtain","90",,"No",
"SHCH-EMBOCS3231-96","Half Price Drapes SHCH-EMBOCS3231 Camille Embroidered Sheer Curtain","166",,"No",
"SHCH-EMBOCS3293-108","Half Price Drapes SHCH-EMBOCS3293 Juliette Embroidered Sheer Curtain","144",,"No",
"SHCH-EMBOCS3293-84","Half Price Drapes SHCH-EMBOCS3293 Juliette Embroidered Sheer Curtain","105",,"No",
"SHCH-EMBOCS3293-96","Half Price Drapes SHCH-EMBOCS3293 Juliette Embroidered Sheer Curtain","170",,"No",
"SHCH-EMBOCS3595-108","Half Price Drapes SHCH-EMBOCS3595 Cleopatra Embroidered Sheer Curtain","0",,"No",
"SHCH-EMBOCS3595-120","Half Price Drapes SHCH-EMBOCS3595 Cleopatra Embroidered Sheer Curtain","23",,"No",
"SHCH-EMBOCS3595-84","Half Price Drapes SHCH-EMBOCS3595 Cleopatra Embroidered Sheer Curtain","0",,"No",
"SHCH-EMBOCS3595-96","Half Price Drapes SHCH-EMBOCS3595 Cleopatra Embroidered Sheer Curtain","39",,"No",
"SHCH-EMBOCS4084-108","Half Price Drapes SHCH-EMBOCS4084 Lunetta Embroidered Sheer Curtain","227",,"No",
"SHCH-EMBOCS4084-84","Half Price Drapes SHCH-EMBOCS4084 Lunetta Embroidered Sheer Curtain","153",,"No",
"SHCH-EMBOCS4084-96","Half Price Drapes SHCH-EMBOCS4084 Lunetta Embroidered Sheer Curtain","223",,"No",
"SHCH-LH1211-108","Half Price Drapes SHCH-LH1211 Antoinette Patterned Sheer Curtain","115",,"No",
"SHCH-LH1211-84","Half Price Drapes SHCH-LH1211 Antoinette Patterned Sheer Curtain","33",,"No",
"SHCH-LH1211-96","Half Price Drapes SHCH-LH1211 Antoinette Patterned Sheer Curtain","110",,"No",
"SHCH-LH1222-108","Half Price Drapes SHCH-LH1222 Agatha Patterned Sheer Curtain","109",,"No",
"SHCH-LH1222-84","Half Price Drapes SHCH-LH1222 Agatha Patterned Sheer Curtain","0",,"No",
"SHCH-LH1222-96","Half Price Drapes SHCH-LH1222 Agatha Patterned Sheer Curtain","108",,"No",
"SHCH-LH130-108","Half Price Drapes SHCH-LH130 Piera Patterned Sheer Curtain","149",,"No",
"SHCH-LH130-84","Half Price Drapes SHCH-LH130 Piera Patterned Sheer Curtain","93",,"No",
"SHCH-LH130-96","Half Price Drapes SHCH-LH130 Piera Patterned Sheer Curtain","156",,"No",
"SHCH-LH159-108","Half Price Drapes SHCH-LH Palazzo Banded Sheer Curtain","144",,"No",
"SHCH-LH159-84","Half Price Drapes SHCH-LH Palazzo Banded Sheer Curtain","80",,"No",
"SHCH-LH159-96","Half Price Drapes SHCH-LH Palazzo Banded Sheer Curtain","144",,"No",
"SHCH-LH20132-108","Half Price Drapes SHCH-LH20132 Sabrina Patterned Sheer Curtain","143",,"No",
"SHCH-LH20132-84","Half Price Drapes SHCH-LH20132 Sabrina Patterned Sheer Curtain","93",,"No",
"SHCH-LH20132-96","Half Price Drapes SHCH-LH20132 Sabrina Patterned Sheer Curtain","110",,"No",
"SHCH-LH20133-108","Half Price Drapes SHCH-LH20133 Florina Patterned Sheer Curtain","126",,"No",
"SHCH-LH20133-84","Half Price Drapes SHCH-LH20133 Florina Patterned Sheer Curtain","47",,"No",
"SHCH-LH20133-96","Half Price Drapes SHCH-LH20133 Florina Patterned Sheer Curtain","81",,"No",
"SHCH-LH20134-108","Half Price Drapes SHCH-LH20134 Loretta Patterned Sheer Curtain","161",,"No",
"SHCH-LH20134-84","Half Price Drapes SHCH-LH20134 Loretta Patterned Sheer Curtain","311",,"No",
"SHCH-LH20134-96","Half Price Drapes SHCH-LH20134 Loretta Patterned Sheer Curtain","158",,"No",
"SHCH-LH20135-108","Half Price Drapes SHCH-LH20135 Francesca Patterned Sheer Curtain","122",,"No",
"SHCH-LH20135-84","Half Price Drapes SHCH-LH20135 Francesca Patterned Sheer Curtain","75",,"No",
"SHCH-LH20135-96","Half Price Drapes SHCH-LH20135 Francesca Patterned Sheer Curtain","103",,"No",
"SHCH-LH20136-108","Half Price Drapes SHCH-LH20136 Margo Patterned Sheer Curtain","63",,"No",
"SHCH-LH20136-108","Half Price Drapes SHCH-LH20136 Margo Patterned Sheer Curtain","73",,"No",
"SHCH-LH20136-84","Half Price Drapes SHCH-LH20136 Margo Patterned Sheer Curtain","74",,"No",
"SHCH-LH20136-84","Half Price Drapes SHCH-LH20136 Margo Patterned Sheer Curtain","80",,"No",
"SHCH-LH20136-96","Half Price Drapes SHCH-LH20136 Margo Patterned Sheer Curtain","100",,"No",
"SHCH-LH20136-96","Half Price Drapes SHCH-LH20136 Margo Patterned Sheer Curtain","104",,"No",
"SHCH-LH94A-84","Half Price Drapes SHCH-LH Palazzo Banded Sheer Curtain","181",,"No",
"SHCH-LH96-108","Half Price Drapes SHCH-LH96 Alesandra Patterned Sheer Curtain","141",,"No",
"SHCH-LH96-84","Half Price Drapes SHCH-LH96 Alesandra Patterned Sheer Curtain","72",,"No",
"SHCH-LH96-96","Half Price Drapes SHCH-LH96 Alesandra Patterned Sheer Curtain","123",,"No",
"SHCH-LH97-108","Half Price Drapes SHCH-LH97 Marietta Patterned Sheer Curtain","113",,"No",
"SHCH-LH97-108","Half Price Drapes SHCH-LH97 Marietta Patterned Sheer Curtain","116",,"No",
"SHCH-LH97-84","Half Price Drapes SHCH-LH97 Marietta Patterned Sheer Curtain","51",,"No",
"SHCH-LH97-84","Half Price Drapes SHCH-LH97 Marietta Patterned Sheer Curtain","62",,"No",
"SHCH-LH97-96","Half Price Drapes SHCH-LH97 Marietta Patterned Sheer Curtain","121",,"No",
"SHCH-LH97-96","Half Price Drapes SHCH-LH97 Marietta Patterned Sheer Curtain","129",,"No",
"SHCH-LHOCS333-108","Half Price Drapes SHCH-LHOCS333 Zara Patterned Sheer Curtain","154",,"No",
"SHCH-LHOCS333-84","Half Price Drapes SHCH-LHOCS333 Zara Patterned Sheer Curtain","105",,"No",
"SHCH-LHOCS333-96","Half Price Drapes SHCH-LHOCS333 Zara Patterned Sheer Curtain","158",,"No",
"SHCH-ORG1-108-PR","Half Price Drapes SHCH-ORG Solid Organza Sheer Curtain (2 Panels)","555",,"No",
"SHCH-ORG1-120-PR","Half Price Drapes SHCH-ORG Solid Organza Sheer Curtain (2 Panels)","326",,"No",
"SHCH-ORG1-84-PR","Half Price Drapes SHCH-ORG Solid Organza Sheer Curtain (2 Panels)","206",,"No",
"SHCH-ORG1-96-PR","Half Price Drapes SHCH-ORG Solid Organza Sheer Curtain (2 Panels)","510",,"No",
"SHCH-ORG2-108-PR","Half Price Drapes SHCH-ORG Solid Organza Sheer Curtain (2 Panels)","399",,"No",
"SHCH-ORG2-120-PR","Half Price Drapes SHCH-ORG Solid Organza Sheer Curtain (2 Panels)","126",,"No",
"SHCH-ORG2-84-PR","Half Price Drapes SHCH-ORG Solid Organza Sheer Curtain (2 Panels)","122",,"No",
"SHCH-ORG2-96-PR","Half Price Drapes SHCH-ORG Solid Organza Sheer Curtain (2 Panels)","514",,"No",
"SHCH-ORG6-108-PR","Half Price Drapes SHCH-ORG Solid Organza Sheer Curtain (2 Panels)","278",,"No",
"SHCH-ORG6-120-PR","Half Price Drapes SHCH-ORG Solid Organza Sheer Curtain (2 Panels)","192",,"No",
"SHCH-ORG6-84-PR","Half Price Drapes SHCH-ORG Solid Organza Sheer Curtain (2 Panels)","85",,"No",
"SHCH-ORG6-96-PR","Half Price Drapes SHCH-ORG Solid Organza Sheer Curtain (2 Panels)","227",,"No",
"SHCH-OUR1921ASH-108","Half Price Drapes SHCH-OUR192 Havannah Weaved Sheer Curtain","0",,"No",
"SHCH-OUR1921ASH-84","Half Price Drapes SHCH-OUR192 Havannah Weaved Sheer Curtain","268",,"No",
"SHCH-OUR1921ASH-96","Half Price Drapes SHCH-OUR192 Havannah Weaved Sheer Curtain","175",,"No",
"SHCH-OUR1922COC-108","Half Price Drapes SHCH-OUR192 Havannah Weaved Sheer Curtain","270",,"No",
"SHCH-OUR1922COC-84","Half Price Drapes SHCH-OUR192 Havannah Weaved Sheer Curtain","142",,"No",
"SHCH-OUR1922COC-96","Half Price Drapes SHCH-OUR192 Havannah Weaved Sheer Curtain","22",,"No",
"SHCH-OUR1923NAT-108","Half Price Drapes SHCH-OUR192 Havannah Weaved Sheer Curtain","103",,"No",
"SHCH-OUR1923NAT-84","Half Price Drapes SHCH-OUR192 Havannah Weaved Sheer Curtain","265",,"No",
"SHCH-OUR1923NAT-96","Half Price Drapes SHCH-OUR192 Havannah Weaved Sheer Curtain","73",,"No",
"SHCH-OUR1925BLU-108","Half Price Drapes SHCH-OUR192 Havannah Weaved Sheer Curtain","176",,"No",
"SHCH-OUR1925BLU-84","Half Price Drapes SHCH-OUR192 Havannah Weaved Sheer Curtain","65",,"No",
"SHCH-OUR1925BLU-96","Half Price Drapes SHCH-OUR192 Havannah Weaved Sheer Curtain","0",,"No",
"SHCH-VOL1-108-DLDW","Half Price Drapes SHCH-VOL Signature Double Wide Layered Sheer Curtain","0",,"No",
"SHCH-VOL1-108-DLSW","Half Price Drapes SHCH-VOL Signature Double Layered Sheer Curtain","96","11/09/15","No","5"
"SHCH-VOL1-108-PR","Half Price Drapes SHCH-VOL Solid Sheer Curtain (2 Panels)","1061",,"No",
"SHCH-VOL1-108-SLDW","Half Price Drapes SHCH-VOL Doublewide Solid Sheer Curtain","257",,"No",
"SHCH-VOL1-120-DLDW","Half Price Drapes SHCH-VOL Signature Double Wide Layered Sheer Curtain","28",,"No",
"SHCH-VOL1-120-DLSW","Half Price Drapes SHCH-VOL Signature Double Layered Sheer Curtain","70","11/09/15","No","5"
"SHCH-VOL1-120-PR","Half Price Drapes SHCH-VOL Solid Sheer Curtain (2 Panels)","557",,"No",
"SHCH-VOL1-120-SLDW","Half Price Drapes SHCH-VOL Doublewide Solid Sheer Curtain","161",,"No",
"SHCH-VOL1-84-DLDW","Half Price Drapes SHCH-VOL Signature Double Wide Layered Sheer Curtain","10",,"No",
"SHCH-VOL1-84-DLSW","Half Price Drapes SHCH-VOL Signature Double Layered Sheer Curtain","0","11/09/15","No","5"
"SHCH-VOL1-84-PR","Half Price Drapes SHCH-VOL Solid Sheer Curtain (2 Panels)","332",,"No",
"SHCH-VOL1-84-SLDW","Half Price Drapes SHCH-VOL Doublewide Solid Sheer Curtain","87",,"No",
"SHCH-VOL1-96-DLDW","Half Price Drapes SHCH-VOL Signature Double Wide Layered Sheer Curtain","0",,"No",
"SHCH-VOL1-96-DLSW","Half Price Drapes SHCH-VOL Signature Double Layered Sheer Curtain","42","11/09/15","No","5"
"SHCH-VOL1-96-PR","Half Price Drapes SHCH-VOL Solid Sheer Curtain (2 Panels)","1092",,"No",
"SHCH-VOL1-96-SLDW","Half Price Drapes SHCH-VOL Doublewide Solid Sheer Curtain","143",,"No",
"SHCH-VOL3-108-DLDW","Half Price Drapes SHCH-VOL Signature Double Wide Layered Sheer Curtain","33",,"No",
"SHCH-VOL3-108-DLSW","Half Price Drapes SHCH-VOL Signature Double Layered Sheer Curtain","136","11/09/15","No","5"
"SHCH-VOL3-108-PR","Half Price Drapes SHCH-VOL Solid Sheer Curtain (2 Panels)","1546",,"No",
"SHCH-VOL3-108-SLDW","Half Price Drapes SHCH-VOL Doublewide Solid Sheer Curtain","227",,"No",
"SHCH-VOL3-120-DLDW","Half Price Drapes SHCH-VOL Signature Double Wide Layered Sheer Curtain","52",,"No",
"SHCH-VOL3-120-DLSW","Half Price Drapes SHCH-VOL Signature Double Layered Sheer Curtain","76","11/09/15","No","5"
"SHCH-VOL3-120-PR","Half Price Drapes SHCH-VOL Solid Sheer Curtain (2 Panels)","553",,"No",
"SHCH-VOL3-120-SLDW","Half Price Drapes SHCH-VOL Doublewide Solid Sheer Curtain","191",,"No",
"SHCH-VOL3-84-DLDW","Half Price Drapes SHCH-VOL Signature Double Wide Layered Sheer Curtain","0",,"No",
"SHCH-VOL3-84-DLSW","Half Price Drapes SHCH-VOL Signature Double Layered Sheer Curtain","79","11/09/15","No","50"
"SHCH-VOL3-84-PR","Half Price Drapes SHCH-VOL Solid Sheer Curtain (2 Panels)","591",,"No",
"SHCH-VOL3-84-SLDW","Half Price Drapes SHCH-VOL Doublewide Solid Sheer Curtain","40",,"No",
"SHCH-VOL3-96-DLDW","Half Price Drapes SHCH-VOL Signature Double Wide Layered Sheer Curtain","40",,"No",
"SHCH-VOL3-96-DLSW","Half Price Drapes SHCH-VOL Signature Double Layered Sheer Curtain","122","11/09/15","No","5"
"SHCH-VOL3-96-PR","Half Price Drapes SHCH-VOL Solid Sheer Curtain (2 Panels)","1434",,"No",
"SHCH-VOL3-96-SLDW","Half Price Drapes SHCH-VOL Doublewide Solid Sheer Curtain","136",,"No",
"SHFLNCH-M011-108","Half Price Drapes SHFLNCH-M01 Faux Linen Sheer Curtain","134",,"No",
"SHFLNCH-M011-120","Half Price Drapes SHFLNCH-M01 Faux Linen Sheer Curtain","27",,"No",
"SHFLNCH-M011-84","Half Price Drapes SHFLNCH-M01 Faux Linen Sheer Curtain","0",,"No",
"SHFLNCH-M011-96","Half Price Drapes SHFLNCH-M01 Faux Linen Sheer Curtain","76",,"No",
"SHFLNCH-M012-108","Half Price Drapes SHFLNCH-M01 Faux Linen Sheer Curtain","190",,"No",
"SHFLNCH-M012-120","Half Price Drapes SHFLNCH-M01 Faux Linen Sheer Curtain","46",,"No",
"SHFLNCH-M012-84","Half Price Drapes SHFLNCH-M01 Faux Linen Sheer Curtain","0",,"No",
"SHFLNCH-M012-96","Half Price Drapes SHFLNCH-M01 Faux Linen Sheer Curtain","160",,"No",
"SHFLNCH-M013-108","Half Price Drapes SHFLNCH-M01 Faux Linen Sheer Curtain","183",,"No",
"SHFLNCH-M013-120","Half Price Drapes SHFLNCH-M01 Faux Linen Sheer Curtain","0",,"No",
"SHFLNCH-M013-84","Half Price Drapes SHFLNCH-M01 Faux Linen Sheer Curtain","36",,"No",
"SHFLNCH-M013-96","Half Price Drapes SHFLNCH-M01 Faux Linen Sheer Curtain","180",,"No",
"SHFLNCH-M015-108","Half Price Drapes SHFLNCH-M01 Faux Linen Sheer Curtain","174",,"No",
"SHFLNCH-M015-84","Half Price Drapes SHFLNCH-M01 Faux Linen Sheer Curtain","50",,"No",
"SHFLNCH-M015-96","Half Price Drapes SHFLNCH-M01 Faux Linen Sheer Curtain","155",,"No",
"SHLNCH-J0106-108","Half Price Drapes SHLNCH-J0106 Open Weave Natural Linen Sheer Curtain","616",,"No",
"SHLNCH-J0106-120","Half Price Drapes SHLNCH-J0106 Open Weave Natural Linen Sheer Curtain","267",,"No",
"SHLNCH-J0106-84","Half Price Drapes SHLNCH-J0106 Open Weave Natural Linen Sheer Curtain","252",,"No",
"SHLNCH-J0106-96","Half Price Drapes SHLNCH-J0106 Open Weave Natural Linen Sheer Curtain","405",,"No",
"VCCH-VET1201-108","Half Price Drapes VCCH-VET1201 British Vintage Cotton Velvet Curtain","201",,"No",
"VCCH-VET1201-120","Half Price Drapes VCCH-VET1201 British Vintage Cotton Velvet Curtain","83",,"No",
"VCCH-VET1201-84","Half Price Drapes VCCH-VET1201 British Vintage Cotton Velvet Curtain","58",,"No",
"VCCH-VET1201-96","Half Price Drapes VCCH-VET1201 British Vintage Cotton Velvet Curtain","93",,"No",
"VCCH-VET12010-108","Half Price Drapes VCCH-VET12010 Ebony Vintage Cotton Velvet Curtain","66",,"No",
"VCCH-VET12010-120","Half Price Drapes VCCH-VET12010 Ebony Vintage Cotton Velvet Curtain","47",,"No",
"VCCH-VET12010-84","Half Price Drapes VCCH-VET12010 Ebony Vintage Cotton Velvet Curtain","44",,"No",
"VCCH-VET12010-96","Half Price Drapes VCCH-VET12010 Ebony Vintage Cotton Velvet Curtain","69",,"No",
"VCCH-VET1202-108","Half Price Drapes VCCH-VET1202 Chinchilla Vintage Cotton Velvet Curtain","110",,"No",
"VCCH-VET1202-120","Half Price Drapes VCCH-VET1202 Chinchilla Vintage Cotton Velvet Curtain","60",,"No",
"VCCH-VET1202-84","Half Price Drapes VCCH-VET1202 Chinchilla Vintage Cotton Velvet Curtain","49",,"No",
"VCCH-VET1202-96","Half Price Drapes VCCH-VET1202 Chinchilla Vintage Cotton Velvet Curtain","121",,"No",
"VPCH-1-20601-CUS","Signature Ivory Blackout Velvet Curtain","0",,"No",
"VPCH-110602-108","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","208",,"No",
"VPCH-110602-108-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","199",,"No",
"VPCH-110602-120","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","109",,"No",
"VPCH-110602-120-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","103",,"No",
"VPCH-110602-84","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","66",,"No",
"VPCH-110602-84-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","77",,"No",
"VPCH-110602-96","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","83",,"No",
"VPCH-110602-96-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","165",,"No",
"VPCH-120601-108","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","200",,"No",
"VPCH-120601-108-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","114",,"No",
"VPCH-120601-120","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","112",,"No",
"VPCH-120601-120-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","73",,"No",
"VPCH-120601-84","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","0",,"No",
"VPCH-120601-84-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","58",,"No",
"VPCH-120601-96","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","123",,"No",
"VPCH-120601-96-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","92",,"No",
"VPCH-120601-CUS","Signature Ivory Blackout Velvet Curtain","0",,"No",
"VPCH-120601-FB","Signature Blackout Velvet Roman Shade","0",,"No",
"VPCH-120601-SW","Half Price Drapes BOCH-120601 Egg Nog Blackout Curtain (2 Panels)","74","05/02/15","No","22"
"VPCH-141113-108","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","28",,"No",
"VPCH-141113-120","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","0",,"No",
"VPCH-141113-84","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","0",,"No",
"VPCH-141113-96","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","171",,"No",
"VPCH-145002-108","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","184",,"No",
"VPCH-145002-108-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","0",,"No",
"VPCH-145002-120","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","78",,"No",
"VPCH-145002-120-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","41",,"No",
"VPCH-145002-84","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","99",,"No",
"VPCH-145002-84-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","0",,"No",
"VPCH-145002-96","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","57",,"No",
"VPCH-145002-96-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","0",,"No",
"VPCH-184005-108","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","211",,"No",
"VPCH-184005-108-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","149",,"No",
"VPCH-184005-120","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","91",,"No",
"VPCH-184005-120-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","58",,"No",
"VPCH-184005-84","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","65",,"No",
"VPCH-184005-84-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","24",,"No",
"VPCH-184005-96","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","138",,"No",
"VPCH-184005-96-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","228",,"No",
"VPCH-190622-108","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","0",,"No",
"VPCH-190622-108-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","121",,"No",
"VPCH-190622-120","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","23",,"No",
"VPCH-190622-120-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","22",,"No",
"VPCH-190622-84","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","0",,"No",
"VPCH-190622-84-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","0",,"No",
"VPCH-190622-96","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","0",,"No",
"VPCH-190622-96-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","116",,"No",
"VPCH-190912-108","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","233",,"No",
"VPCH-190912-108-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","97",,"No",
"VPCH-190912-120","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","108",,"No",
"VPCH-190912-120-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","47",,"No",
"VPCH-190912-84","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","29",,"No",
"VPCH-190912-84-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","0",,"No",
"VPCH-190912-96","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","172",,"No",
