ID,image,Discontinue,SKU,Name,UPC
"testtt","","Test by karan","PTFFLK-C7","Firenze Fern Flocked Faux Silk Curtain","610395230731"
"testtt","","Test by karan","PTCH-JTSP202","Flamingo Pink Faux Silk Taffeta Curtain","799665823856"
"testtt","","Test by karan","PDCH-KBS8","Flax Gold Vintage Textured Faux Dupioni Silk Curtain","797734455847"
"testtt","","Test by karan","PTCH-JTSP203","Fuchsia Rose Faux Silk Taffeta Curtain","799665823931"
"testtt","","Test by karan","SHFLNCH-M012","Gardenia Faux Linen Sheer Curtain","610395226413"
"testtt","","Test by karan","BOCH-KC31","Georgetown Stripe Blackout Curtain","799665825935"
"testtt","","Test by karan","PTCH-JTSP005","Graphite Faux Silk Taffeta Curtain","610395224433"
"testtt","","Test by karan","FHLCH-YL3012","Grenada Natural Linen Blend Stripe Curtain","799665828813"
"testtt","","Test by karan","BOCH-KC36","Haight Sunshine Blackout Curtain","799665826338"
"testtt","","Test by karan","BOCH-KC27","Henna Blackout Curtain","799665825614"
"testtt","","Test by karan","FHLCH-YL5003","Hilo Natural Linen Blend Solid Curtain","799665829056"
"testtt","","Test by karan","PTCH-JTSP54","Honey Faux Silk Taffeta Curtain","610395224266"
"testtt","","Test by karan","PRTW-D25","Honeycomb Printed Cotton Curtain","799665823078"
"testtt","","Test by karan","PDCH-KBS1","Ice Vintage Textured Faux Dupioni Silk Curtain","797734455601"
"testtt","","Test by karan","PRTW-D24B","Ikat Black Printed Cotton Curtain","799665822996"
"testtt","","Test by karan","PRTW-D24A","Ikat Blue Printed Cotton Curtain","799665822910"
"testtt","","Test by karan","VCCH-VET1205","Indigo Blue Vintage Cotton Velvet Curtain","610395227458"
"testtt","","Test by karan","VCCH-VET1209","Iron Grey Vintage Cotton Velvet Curtain","610395227618"
"testtt","","Test by karan","BOCH-191016","Java Blackout Curtain","797734455434"
"testtt","","Test by karan","PTCH-JTSP190912","Java Faux Silk Taffeta Curtain","610395224129"
"testtt","","Test by karan","BOCH-191016-GR","Java Grommet Blackout Curtain","797734456745"
"testtt","","Test by karan","BOCH-190303","Jet Black Blackout Curtain","797734455397"
"testtt","","Test by karan","PTCH-JTSP41","Jet Black Faux Silk Taffeta Curtain","610395224396"
"testtt","","Test by karan","BOCH-190303-GR","Jet Black Grommet Blackout Curtain","797734456707"
"testtt","","Test by karan","SHCH-EMBOCS3293","Juliette Ivory Embroidered Sheer Curtain","799665834746"
"testtt","","Test by karan","BOCH-KC22","Kabuchi Blackout Curtain","799665825218"
"testtt","","Test by karan","BOCH-KC29","Key Largo Stripe Blackout Curtain","799665825775"
"testtt","","Test by karan","FHLCH-YL7178103","Key West Gray Linen Blend Stripe Curtain","799665828578"
"testtt","","Test by karan","FHLCH-YL7176203","Key West Stone Linen Blend Stripe Curtain","799665828653"
"testtt","","Test by karan","VCCH-VET1206","Kona Brown Vintage Cotton Velvet Curtain","610395227496"
"testtt","","Test by karan","FHLCH-YL3022","Lanai Natural Linen Blend Stripe Curtain","799665828738"
"testtt","","Test by karan","DIS-ID1","Lily White Textured Dupioni Silk Curtain","797734450453"
"testtt","","Test by karan","PTFFLK-C20A","Luna Autumn Flocked Faux Silk Curtain","799418011578"
"testtt","","Test by karan","PTFFLK-C20B","Luna Winter Flocked Faux Silk Curtain","799418011646"
"testtt","","Test by karan","SHCH-EMBOCS4084","Lunetta Taupe Gold Embroidered Sheer Curtain","799665834821"
"testtt","","Test by karan","JQCH-20122010","Magdelena Champagne Faux Silk Jacquard Curtain","610395227250"
"testtt","","Test by karan","JQCH-2012204","Magdelena Gold & Blue Faux Silk Jacquard Curtain","610395227175"
"testtt","","Test by karan","JQCH-2012201","Magdelena Golden Faux Silk Jacquard Curtain","610395227137"
"testtt","","Test by karan","VCCH-VET1204","Majestic Plum Vintage Cotton Velvet Curtain","610395227410"
"testtt","","Test by karan","PTSCH-SLK211","Manchester Faux Silk Taffeta Stripe Curtain","610395223887"
"testtt","","Test by karan","DIS-ID9","Maplewood Textured Dupioni Silk Curtain","797734450378"
"testtt","","Test by karan","PRTW-D28","Marabella Printed Cotton Curtain","799665823153"
"testtt","","Test by karan","BOCH-KC6","Marco Polo Stripe Blackout Curtain","610395225652"
"testtt","","Test by karan","BOCH-201303","Marigold Blackout Curtain","799665815004"
"testtt","","Test by karan","BOCH-201303-GR","Marigold Grommet Blackout Curtain","799665815042"
"testtt","","Test by karan","PTSCH-12012","Marin Faux Silk Taffeta Stripe Curtain","610395222316"
"testtt","","Test by karan","PRTW-D23","Mecca Printed Cotton Curtain","799665826819"
"testtt","","Test by karan","PRTW-D20","Medina Printed Cotton Curtain","799665826574"
"testtt","","Test by karan","PTCH-JTSP003","Mediterranean Faux Solid Taffeta Curtain","610395223962"
"testtt","","Test by karan","PTSCH-11100","Millazo Faux Silk Taffeta Stripe Curtain","797734451863"
"testtt","","Test by karan","PTSCH-52012","Mirage Faux Silk Taffeta Stripe Curtain","610395222477"
"testtt","","Test by karan","DIS-ID50","Mocha Textured Dupioni Silk Curtain","797734450330"
"testtt","","Test by karan","PTCH-JTSP27","Mushroom Faux Silk Taffeta Curtain","610395224167"
"testtt","","Test by karan","DIS-ID221","Navy Textured Dupioni Silk Curtain","797734449891"
"testtt","","Test by karan","BOCH-174402","Neutral Grey Blackout Curtain","797734456424"
"testtt","","Test by karan","BOCH-174402-GR","Neutral Grommet Grey Blackout Curtain","797734456462"
"testtt","","Test by karan","SHFLNCH-M015","Nickel Faux Linen Sheer Curtain","610395226536"
"testtt","","Test by karan","PDCH-KBS2","Off White Vintage Textured Faux Dupioni Silk Curtain","797734455649"
"testtt","","Test by karan","VCCH-VET1207","Old Gold Vintage Cotton Velvet Curtain","610395227533"
"testtt","","Test by karan","PTSCH-11098","Orinda Faux Silk Taffeta Stripe Curtain","797734451740"
"testtt","","Test by karan","PTSCH-13402","Orleans Faux Silk Taffeta Stripe Curtain","799665833602"
"testtt","","Test by karan","PRTW-D21","Palu Printed Cotton Curtain","799665826659"
"testtt","","Test by karan","PRTW-D27","Panama Printed Cotton Curtain","799665826970"
"testtt","","Test by karan","PTCH-JTSP87","Paprika Faux Silk Taffeta Curtain","610395224310"
"testtt","","Test by karan","PTFFLK-C30","Parisian Tan Flocked Faux Silk Curtain","799418012278"
"testtt","","Test by karan","PTSCH-13400","Park Ave Faux Silk Taffeta Stripe Curtain","799665833442"
"testtt","","Test by karan","PTFFLK-C22B","Pavillion Pearl Flocked Faux Silk Curtain","799418011929"
"testtt","","Test by karan","PTFFLK-C22A","Pavillion Silver Flocked Faux Silk Curtain","799418011851"
"testtt","","Test by karan","PDCH-KBS14","Peacock Vintage Textured Faux Dupioni Silk Curtain","797734456127"
"testtt","","Test by karan","DIS-ID7727","Pearl Textured Dupioni Silk Curtain","797734449938"
"testtt","","Test by karan","PRTW-D30","Picante Stripes Printed Cotton Curtain","799665827212"
"testtt","","Test by karan","BOCH-KC91B","Pink Polka Dot Blackout Curtain","610395225973"
"testtt","","Test by karan","PTFFLK-C21B","Piscean Bone Flocked Faux Silk Curtain","799418011783"
"testtt","","Test by karan","PTFFLK-C21A","Piscean Pearl Flocked Faux Silk Curtain","799418011714"
"testtt","","Test by karan","BOCH-KC8","Pistachio Stripe Blackout Curtain","610395225898"
"testtt","","Test by karan","PTCH-JTSP112","Platinum Faux Silk Taffeta Curtain","610395224358"
"testtt","","Test by karan","CZCH-CTZ1","Polar White Cotenza Curtain","610395221395"
"testtt","","Test by karan","CZCH-CTZ1-GR","Polar White Cotenza Grommet Curtain","610395221432"
"testtt","","Test by karan","PTFFLK-C26","Pompeii Blue Flocked Faux Silk Curtain","799418012209"
"testtt","","Test by karan","BOCH-KC28","Portside Stripe Blackout Curtain","799665825690"
"testtt","","Test by karan","PTSCH-11089","Presidio Faux Silk Taffeta Stripe Curtain","797734451825"
"testtt","","Test by karan","PTSCH-11083","Regency Faux Silk Taffeta Stripe Curtain","610395223382"
"testtt","","Test by karan","PTFFLK-C2","Renaissance Paprika Flocked Faux Silk Curtain","797734455243"
"testtt","","Test by karan","DIS-ID37","Restful Green Textured Dupioni Silk Curtain","797734450057"
"testtt","","Test by karan","PTSCH-11095","Rialto Faux Silk Taffeta Stripe Curtain","610395223504"
"testtt","","Test by karan","PTCH-JTSP5","Robin's Egg Faux Silk Taffeta Curtain","610395224280"
"testtt","","Test by karan","PTSCH-13401","Roxbury Faux Silk Taffeta Stripe Curtain","799665833527"
"testtt","","Test by karan","PDCH-KBS5","Ruby Vintage Textured Faux Dupioni Silk Curtain","797734455762"
"testtt","","Test by karan","CZCH-CTZ9","Rusty Cotenza Curtain","610395221470"
"testtt","","Test by karan","CZCH-CTZ9-GR","Rusty Cotenza Grommet Curtain","610395221517"
"testtt","","Test by karan","PTSCH-32012","Sake Faux Silk Taffeta Stripe Curtain","610395222392"
"testtt","","Test by karan","BOCH-KC20","Santos Blackout Curtain","799665825058"
"testtt","","Test by karan","BOCH-KC32","Savannah Stripe  Blackout Curtain","799665826024"
"testtt","","Test by karan","BOCH-KC32","Savannah Stripe Blackout Curtain","799665826017"
"testtt","","Test by karan","BOCH-KC32","Savannah Stripe  Blackout Curtain","799665826031"
"testtt","","Test by karan","BOCH-KC25","Seville Grey & Gold Blackout Curtain","799665825454"
"testtt","","Test by karan","BOCH-KC21","Seville Grey & Silver Blackout Curtain","799665825133"
"testtt","","Test by karan","DIS-ID68","Shoreline Textured Dupioni Silk Curtain","797734450491"
"testtt","","Test by karan","VPCH-VET1211","Signature Amber Gold Doublewide Blackout Velvet Curtain","610395225096"
"testtt","","Test by karan","VPCH-VET1212","Signature Black Doublewide Blackout Velvet Curtain","610395225010"
"testtt","","Test by karan","VPCH-192018","Signature Burgundy Blackout Velvet Curtain","610395223061"
"testtt","","Test by karan","VPCH-VET1216","Signature Burgundy Doublewide Blackout Velvet Curtain","610395224976"
"testtt","","Test by karan","VPCH-192315","Signature Eggplant Blackout Velvet Curtain","610395223108"
"testtt","","Test by karan","VPCH-193810","Signature Federal Blue Blackout Velvet Curtain","610395223146"
"testtt","","Test by karan","VPCH-190622","Signature Hunter Green Blackout Velvet Curtain","610395222989"
"testtt","","Test by karan","VPCH601","Signature Ivory Blackout Velvet Curtain","610395222828"
"testtt","","Test by karan","VPCH-VET1217","Signature Ivory Doublewide Blackout Velvet Curtain","610395224853"
"testtt","","Test by karan","VPCH-190912","Signature Java Blackout Velvet Curtain","610395223023"
"testtt","","Test by karan","VPCH-VET1214","Signature Java Doublewide Blackout Velvet Curtain","610395224938"
"testtt","","Test by karan","VPCH-194023","Signature Midnight Blue Blackout Velvet Curtain","610395223221"
"testtt","","Test by karan","VPCH-VET1215","Signature Midnight Blue Doublewide Blackout Velvet Curtain","610395225058"
"testtt","","Test by karan","VPCH-184005","Signature Natural Grey Blackout Velvet Curtain","610395222767"
"testtt","","Test by karan","VPCH-110602","Signature Off White Blackout Velvet Curtain","610395222804"
"testtt","","Test by karan","VPCH-145002","Signature Silver Grey Blackout Velvet Curtain","610395222903"
"testtt","","Test by karan","VPCH-VET1213","Signature Silver Grey Doublewide Blackout Velvet Curtain","610395224891"
"testtt","","Test by karan","VPCH-194007","Signature Warm Black Blackout Velvet Curtain","610395223184"
"testtt","","Test by karan","VPCH-141113","Signature Wheat Blackout Velvet Curtain","610395222866"
"testtt","","Test by karan","PDCH-KBS9","Silver Vintage Textured Faux Dupioni Silk Curtain","797734455885"
"testtt","","Test by karan","PDCH-KBS11","Smokey Plum Vintage Textured Faux Dupioni Silk Curtain","797734456004"
"testtt","","Test by karan","PRTW-D22","Sorong Printed Cotton Curtain","799665826734"
"testtt","","Test by karan","BOCH-KC1","Sundip Stripe Blackout Curtain","610395225577"
"testtt","","Test by karan","DIS-ID20","Sunrise Gold Textured Dupioni Silk Curtain","610395223269"
"testtt","","Test by karan","SSTF-5","Tahitian Teal Silk Taffeta Curtain","610395233572"
"testtt","","Test by karan","PTFFLK-C25","Taurean Copper Flocked Faux Silk Curtain","799418012131"
"testtt","","Test by karan","PRTW-D29B","Tide Pools Printed Cotton Curtain","799665827137"
"testtt","","Test by karan","PRTW-D29A","Tide Sands Printed Cotton Curtain","799665827052"
"testtt","","Test by karan","BOCH-KC23","Trellise Blackout Curtain","799665825294"
"testtt","","Test by karan","FHLCH-YL3008","Trinidad Hemp Linen Blend Stripe Curtain","799665828899"
"testtt","","Test by karan","FHLCH-YL3010B","Trinidad Natural Linen Blend Stripe Curtain","799665828974"
"testtt","","Test by karan","BOCH-KC33","Tugra Blackout Curtain","799665826093"
"testtt","","Test by karan","SHFLNCH-M013","Tumbleweed Faux Linen Sheer Curtain","610395226451"
"testtt","","Test by karan","CZCH-CTZ6","Turquoise Cotenza Curtain","610395221715"
"testtt","","Test by karan","CZCH-CTZ6-GR","Turquoise Cotenza Grommet Curtain","610395221753"
"testtt","","Test by karan","CZCH-CTZ2","Vanilla Cotenza Curtain","610395221791"
"testtt","","Test by karan","CZCH-CTZ2-GR","Vanilla Cotenza Grommet Curtain","610395221838"
"testtt","","Test by karan","PTSCH-11082","Verona Faux Silk Taffeta Stripe Curtain","610395223344"
"testtt","","Test by karan","PTCH-JTSP29","White Faux Silk Taffeta Curtain","610395224204"
"testtt","","Test by karan","SHFLNCH-M011","White Orchid Faux Linen Sheer Curtain","610395226376"
"testtt","","Test by karan","DIS-ID7906","Winter Blue Textured Dupioni Silk Curtain","797734450095"
"testtt","","Test by karan","PTCH-JTSP207","Wisteria Blue Faux Silk Taffeta Curtain","799665824259"
"testtt","","Test by karan","PTCH-JTSP204","Hollywood Red Faux Silk Taffeta Curtain","799665824013"
"testtt","","Test by karan","BOCH-KC34C","Sunburst Blackout Curtain","799665826178"
"testtt","","Test by karan","JQCH-HANB4","Xena Faux Silk Jacquard Curtain","799418012698"
"testtt","","Test by karan","JQCH-HANB6","Dahl Multi Jacquard Curtain","799418012971"
"testtt","","Test by karan","JQCH-HANB13D","Surrey Ivory Jacquard Curtain","799418013749"
"testtt","","Test by karan","BOCH-120601-SW","Eggnog Blackout Swatch","799665831196"
"testtt","","Test by karan","PDCH-KBS3-84","","797734455687"
"testtt","","Test by karan","PDCH-KBS3-96","","797734455694"
"testtt","","Test by karan","PDCH-KBS3-108","","797734455700"
"testtt","","Test by karan","PDCH-KBS3-120","","797734455717"
"testtt","","Test by karan","PTSCH-11091-84","","610395223467"
"testtt","","Test by karan","PTSCH-11091-96","","610395223474"
"testtt","","Test by karan","PTSCH-11091-108","","610395223481"
"testtt","","Test by karan","PTSCH-11091-120","","610395223498"
"testtt","","Test by karan","VPCH-VET1216-96","","610395225003"
"testtt","","Test by karan","VPCH-VET1216-108","","610395224983"
"testtt","","Test by karan","VPCH-VET1216-120","","610395224990"
"testtt","","Test by karan","VPCH-VET1214-96","","610395224969"
"testtt","","Test by karan","VPCH-VET1214-108","","610395224945"
"testtt","","Test by karan","VPCH-VET1214-120","","610395224952"
"testtt","","Test by karan","PTS-22012-96","","610395222361"
"testtt","","Test by karan","PTS-22012-108","","610395222378"
"testtt","","Test by karan","PTS-22012-120","","610395222385"
"testtt","","Test by karan","DIS-ID15-84","","797734449730"
"testtt","","Test by karan","DIS-ID15-96","","797734449747"
"testtt","","Test by karan","DIS-ID15-108","","797734449754"
"testtt","","Test by karan","DIS-ID15-120","","797734449761"
"testtt","","Test by karan","DIS-ID224-84","","797734449778"
"testtt","","Test by karan","DIS-ID224-96","","797734449785"
"testtt","","Test by karan","DIS-ID224-108","","797734449792"
"testtt","","Test by karan","DIS-ID224-120","","797734449808"
"testtt","","Test by karan","VCCH-VET1201-84","","610395227298"
"testtt","","Test by karan","VCCH-VET1201-96","","610395227304"
"testtt","","Test by karan","VCCH-VET1201-108","","610395227311"
"testtt","","Test by karan","VCCH-VET1201-120","","610395227328"
"testtt","","Test by karan","VCCH-VET1208-84","","610395227571"
"testtt","","Test by karan","VCCH-VET1208-96","","610395227588"
"testtt","","Test by karan","VCCH-VET1208-108","","610395227595"
"testtt","","Test by karan","VCCH-VET1208-120","","610395227601"
"testtt","","Test by karan","PDCH-KBS16-84","","797734458718"
"testtt","","Test by karan","CZCH-CTZ3-84","","610395221074"
"testtt","","Test by karan","CZCH-CTZ3-120","","610395221104"
"testtt","","Test by karan","DIS-ID7806-84","","797734449976"
"testtt","","Test by karan","DIS-ID7806-96","","797734449983"
"testtt","","Test by karan","DIS-ID7806-108","","797734449990"
"testtt","","Test by karan","DIS-ID7806-120","","797734450002"
"testtt","","Test by karan","PTSCH-11087-84","","610395223429"
"testtt","","Test by karan","PTSCH-11087-96","","610395223436"
"testtt","","Test by karan","PTSCH-11087-108","","610395223443"
"testtt","","Test by karan","PTSCH-11087-120","","610395223450"
"testtt","","Test by karan","CZCH-CTZ12-84","","610395220916"
"testtt","","Test by karan","CZCH-CTZ12-96","","610395220923"
"testtt","","Test by karan","CZCH-CTZ12-120","","610395220947"
"testtt","","Test by karan","VCCH-VET1202-84","","610395227335"
"testtt","","Test by karan","VCCH-VET1202-96","","610395227342"
"testtt","","Test by karan","VCCH-VET1202-108","","610395227359"
"testtt","","Test by karan","VCCH-VET1202-120","","610395227366"
"testtt","","Test by karan","DIS-ID124-84","","797734449815"
"testtt","","Test by karan","DIS-ID124-96","","797734449822"
"testtt","","Test by karan","DIS-ID124-108","","797734449839"
"testtt","","Test by karan","DIS-ID124-120","","797734449846"
"testtt","","Test by karan","CZCH-CTZ5-84","","610395220992"
"testtt","","Test by karan","CZCH-CTZ5-96","","610395221005"
"testtt","","Test by karan","CZCH-CTZ5-120","","610395221029"
"testtt","","Test by karan","VCCH-VET1203-84","","610395227373"
"testtt","","Test by karan","VCCH-VET1203-96","","610395227380"
"testtt","","Test by karan","VCCH-VET1203-108","","610395227397"
"testtt","","Test by karan","VCCH-VET1203-120","","610395227403"
"testtt","","Test by karan","CZCH-CTZ10-84","","610395221159"
"testtt","","Test by karan","CZCH-CTZ10-96","","610395221166"
"testtt","","Test by karan","CZCH-CTZ10-120","","610395221180"
"testtt","","Test by karan","PDCH-KBS6-84","","797734455809"
"testtt","","Test by karan","PDCH-KBS6-96","","797734455816"
"testtt","","Test by karan","PDCH-KBS6-108","","797734455823"
"testtt","","Test by karan","PDCH-KBS6-120","","797734455830"
"testtt","","Test by karan","PTSCH-11093-84","","797734451788"
"testtt","","Test by karan","PTSCH-11093-96","","797734451795"
"testtt","","Test by karan","PTSCH-11093-108","","797734451801"
"testtt","","Test by karan","PTSCH-11093-120","","797734451818"
"testtt","","Test by karan","DIS-ID112-84","","797734450255"
"testtt","","Test by karan","DIS-ID112-96","","797734450262"
"testtt","","Test by karan","DIS-ID112-108","","797734450279"
"testtt","","Test by karan","DIS-ID112-120","","797734450286"
"testtt","","Test by karan","DIS-ID1-84","","797734450453"
"testtt","","Test by karan","DIS-ID1-96","","797734450460"
"testtt","","Test by karan","DIS-ID1-108","","797734450477"
"testtt","","Test by karan","DIS-ID1-120","","797734450484"
"testtt","","Test by karan","DIS-ID9-84","","797734450378"
"testtt","","Test by karan","DIS-ID9-96","","797734450385"
"testtt","","Test by karan","DIS-ID9-108","","797734450392"
"testtt","","Test by karan","DIS-ID9-120","","797734450408"
"testtt","","Test by karan","DIS-ID50-84","","797734450330"
"testtt","","Test by karan","DIS-ID50-96","","797734450347"
"testtt","","Test by karan","DIS-ID50-108","","797734450354"
"testtt","","Test by karan","DIS-ID50-120","","797734450361"
"testtt","","Test by karan","DIS-ID37-84","","797734450057"
"testtt","","Test by karan","DIS-ID37-96","","797734450064"
"testtt","","Test by karan","DIS-ID37-108","","797734450071"
"testtt","","Test by karan","DIS-ID37-120","","797734450088"
"testtt","","Test by karan","DIS-ID68-84","","797734450491"
"testtt","","Test by karan","DIS-ID68-108","","797734450514"
"testtt","","Test by karan","DIS-ID68-120","","797734450521"
"testtt","","Test by karan","VCCH-VET12010-84","","610395227656"
"testtt","","Test by karan","VCCH-VET12010-96","","610395227663"
"testtt","","Test by karan","VCCH-VET12010-108","","610395227670"
"testtt","","Test by karan","VCCH-VET12010-120","","610395227687"
"testtt","","Test by karan","PTCH-JTSP102-84","","610395224044"
"testtt","","Test by karan","PTCH-JTSP102-108","","610395224020"
"testtt","","Test by karan","PTCH-JTSP120-84","","610395224082"
"testtt","","Test by karan","PTCH-JTSP120-108","","610395224068"
"testtt","","Test by karan","PTCH-JTSP120-120","","610395224075"
"testtt","","Test by karan","PTCH-JTSP100-84","","610395224006"
"testtt","","Test by karan","PTCH-JTSP100-108","","610395223986"
"testtt","","Test by karan","PTCH-JTSP100-120","","610395223993"
"testtt","","Test by karan","PTCH-JTSP005-84","","610395224433"
"testtt","","Test by karan","PTCH-JTSP005-120","","610395224426"
"testtt","","Test by karan","PTCH-JTSP54-84","","610395224266"
"testtt","","Test by karan","PTCH-JTSP54-108","","610395224242"
"testtt","","Test by karan","PTCH-JTSP54-120","","610395224259"
"testtt","","Test by karan","PTCH-JTSP41-96","","610395224402"
"testtt","","Test by karan","PTCH-JTSP41-108","","610395224372"
"testtt","","Test by karan","PTCH-JTSP003-96","","610395223979"
"testtt","","Test by karan","PTCH-JTSP27-84","","610395224167"
"testtt","","Test by karan","PTCH-JTSP27-120","","610395224150"
"testtt","","Test by karan","PTCH-JTSP87-96","","610395224327"
"testtt","","Test by karan","PTCH-JTSP87-108","","610395224297"
"testtt","","Test by karan","PTCH-JTSP87-120","","610395224303"
"testtt","","Test by karan","PTCH-JTSP112-84","","610395224358"
