Part Number,Description,Quantity of Products,ETA Backorder date,DISCONTINUED,Qty
"VPCH-145002-96","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","47","'07/06/15","No","100"
"VPCH-145002-96-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","0",,"No",
"VPCH-184005-108","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","201","'07/06/15","No","120"
"VPCH-184005-108-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","139",,"No",
"VPCH-184005-120","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","81",,"No",
"VPCH-184005-120-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","48",,"No",
"VPCH-184005-84","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","55","'07/06/15","No","80"
"VPCH-184005-84-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","14",,"No",
"VPCH-184005-96","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","128","'07/06/15","No","130"
"VPCH-184005-96-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","218",,"No",
"VPCH-190622-108","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","0",,"No",
"VPCH-190622-108-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","111",,"No",
"VPCH-190622-120","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","13",,"No",
"VPCH-190622-120-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","12",,"No",
"VPCH-190622-84","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","0",,"No",
"VPCH-190622-84-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","0",,"No",
"VPCH-190622-96","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","0",,"No",
"VPCH-190622-96-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","106",,"No",
"VPCH-190912-108","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","223",,"No",
"VPCH-190912-108-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","87",,"No",
"VPCH-190912-120","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","98",,"No",
"VPCH-190912-120-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","37",,"No",
"VPCH-190912-84","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","19",,"No",
"VPCH-190912-84-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","0",,"No",
"VPCH-190912-96","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","162",,"No",
"VPCH-190912-96-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","100",,"No",
"VPCH-192018-108","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","174",,"No",
"VPCH-192018-108-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","64",,"No",
"VPCH-192018-120","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","69",,"No",
"VPCH-192018-120-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","36",,"No",
"VPCH-192018-84","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","0","'07/06/15","No","200"
"VPCH-192018-84-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","0",,"No",
"VPCH-192018-96","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","131","'07/06/15","No","200"
"VPCH-192018-96-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","68",,"No",
"VPCH-192315-108","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","264",,"No",
"VPCH-192315-108-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","265",,"No",
"VPCH-192315-120","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","139",,"No",
"VPCH-192315-120-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","110",,"No",
"VPCH-192315-84","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","34",,"No",
"VPCH-192315-84-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","83",,"No",
"VPCH-192315-96","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","153",,"No",
"VPCH-192315-96-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","257",,"No",
"VPCH-193810-96","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","0",,"No",
"VPCH-194007-108","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","0",,"No",
"VPCH-194007-108","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","62",,"No",
"VPCH-194007-108-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","245",,"No",
"VPCH-194007-120","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","0",,"No",
"VPCH-194007-120","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","12",,"No",
"VPCH-194007-120-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","92",,"No",
"VPCH-194007-84","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","0",,"No",
"VPCH-194007-84","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","111",,"No",
"VPCH-194007-84-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","78",,"No",
"VPCH-194007-96","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","57","'07/06/15","No","225"
"VPCH-194007-96-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","256",,"No",
"VPCH-194023-108","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","73",,"No",
"VPCH-194023-108-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","119",,"No",
"VPCH-194023-120","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","32","'07/06/15","No","60"
"VPCH-194023-120-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","73",,"No",
"VPCH-194023-84","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","0",,"No",
"VPCH-194023-84-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","0",,"No",
"VPCH-194023-96","Half Price Drapes VPCH-1 Signature Blackout Velvet Curtain","13",,"No",
"VPCH-194023-96-GRBO","Half Price Drapes VPCH-1 Signature Grommet Blackout Velvet Curtain","50",,"No",
"VPCH-VET1211-108","Half Price Drapes VPCH-VET121 Signature Doublewide Blackout Velvet Curtain","146","'07/20/15","No","100"
"VPCH-VET1211-120","Half Price Drapes VPCH-VET121 Signature Doublewide Blackout Velvet Curtain","49","'07/20/15","No","30"
"VPCH-VET1211-84","Half Price Drapes VPCH-VET121 Signature Doublewide Blackout Velvet Curtain","38","'07/20/15","No","20"
"VPCH-VET1211-96","Half Price Drapes VPCH-VET121 Signature Doublewide Blackout Velvet Curtain","76","'07/20/15","No","20"
"VPCH-VET1212-108","Half Price Drapes VPCH-VET121 Signature Doublewide Blackout Velvet Curtain","100","'07/20/15","No","58"
"VPCH-VET1212-120","Half Price Drapes VPCH-VET121 Signature Doublewide Blackout Velvet Curtain","23","'07/20/15","No","32"
"VPCH-VET1212-84","Half Price Drapes VPCH-VET121 Signature Doublewide Blackout Velvet Curtain","57","'07/20/15","No","40"
"VPCH-VET1212-96","Half Price Drapes VPCH-VET121 Signature Doublewide Blackout Velvet Curtain","157","'07/20/15","No","68"
"VPCH-VET1213-108","Half Price Drapes VPCH-VET121 Signature Doublewide Blackout Velvet Curtain","157","'05/12/15","No","50"
"VPCH-VET1213-120","Half Price Drapes VPCH-VET121 Signature Doublewide Blackout Velvet Curtain","62","'05/12/15","No","50"
"VPCH-VET1213-84","Half Price Drapes VPCH-VET121 Signature Doublewide Blackout Velvet Curtain","48","'05/12/15","No","50"
"VPCH-VET1213-96","Half Price Drapes VPCH-VET121 Signature Doublewide Blackout Velvet Curtain","137","'05/12/15","No","50"
"VPCH-VET1214-108","Half Price Drapes VPCH-VET121 Signature Doublewide Blackout Velvet Curtain","107","'05/12/15","No","40"
"VPCH-VET1214-120","Half Price Drapes VPCH-VET121 Signature Doublewide Blackout Velvet Curtain","16","'05/12/15","No","40"
"VPCH-VET1214-84","Half Price Drapes VPCH-VET121 Signature Doublewide Blackout Velvet Curtain","18","'05/12/15","No","60"
"VPCH-VET1214-96","Half Price Drapes VPCH-VET121 Signature Doublewide Blackout Velvet Curtain","59","'05/12/15","No","100"
"VPCH-VET1215-108","Half Price Drapes VPCH-VET121 Signature Doublewide Blackout Velvet Curtain","169","'05/12/15","No","60"
"VPCH-VET1215-120","Half Price Drapes VPCH-VET121 Signature Doublewide Blackout Velvet Curtain","48","'05/12/15","No","30"
"VPCH-VET1215-84","Half Price Drapes VPCH-VET121 Signature Doublewide Blackout Velvet Curtain","14","'05/12/15","No","50"
"VPCH-VET1215-96","Half Price Drapes VPCH-VET121 Signature Doublewide Blackout Velvet Curtain","90","'05/12/15","No","100"
"VPCH-VET1216-108","Half Price Drapes VPCH-VET121 Signature Doublewide Blackout Velvet Curtain","114","'05/12/15","No","100"
"VPCH-VET1216-120","Half Price Drapes VPCH-VET121 Signature Doublewide Blackout Velvet Curtain","26","'05/12/15","No","30"
"VPCH-VET1216-84","Half Price Drapes VPCH-VET121 Signature Doublewide Blackout Velvet Curtain","29","'05/12/15","No","30"
"VPCH-VET1216-96","Half Price Drapes VPCH-VET121 Signature Doublewide Blackout Velvet Curtain","105","'05/12/15","No","50"
"VPCH-VET1217-108","Half Price Drapes VPCH-VET121 Signature Doublewide Blackout Velvet Curtain","214","'07/20/15","No","46"
"VPCH-VET1217-120","Half Price Drapes VPCH-VET121 Signature Doublewide Blackout Velvet Curtain","108","'07/20/15","No","66"
"VPCH-VET1217-84","Half Price Drapes VPCH-VET121 Signature Doublewide Blackout Velvet Curtain","96","'07/20/15","No","24"
"VPCH-VET1217-96","Half Price Drapes VPCH-VET121 Signature Doublewide Blackout Velvet Curtain","205","'07/20/15","No","32"
"VPCH-VET1218-108","Half Price Drapes VPCH-VET121 Signature Doublewide Blackout Velvet Curtain","53",,"No",
"VPCH-VET1218-120","Half Price Drapes VPCH-VET121 Signature Doublewide Blackout Velvet Curtain","0",,"No",
"VPCH-VET1218-84","Half Price Drapes VPCH-VET121 Signature Doublewide Blackout Velvet Curtain","25",,"No",
"VPCH-VET1218-96","Half Price Drapes VPCH-VET121 Signature Doublewide Blackout Velvet Curtain","44",,"No",
"VPCH-VET1219-108","Half Price Drapes VPCH-VET121 Signature Doublewide Blackout Velvet Curtain","253","'05/12/15","No","100"
"VPCH-VET1219-120","Half Price Drapes VPCH-VET121 Signature Doublewide Blackout Velvet Curtain","168","'05/12/15","No","60"
"VPCH-VET1219-84","Half Price Drapes VPCH-VET121 Signature Doublewide Blackout Velvet Curtain","154","'05/12/15","No","50"
"VPCH-VET1219-96","Half Price Drapes VPCH-VET121 Signature Doublewide Blackout Velvet Curtain","242","'05/12/15","No","50"

