Part Number,Description,Quantity of Products,ETA Backorder date,DISCONTINUED,Qty
"EFSCH-AL450C2-120","Half Price Drapes EFSCH-AL450C Alexandria Faux Taffeta Silk Curtain","32",,"No",
"EFSCH-AL450C2-96","Half Price Drapes EFSCH-AL450C Alexandria Faux Taffeta Silk Curtain","52",,"No",
"EFSCH-AL450C3-108","Half Price Drapes EFSCH-AL450C Alexandria Faux Taffeta Silk Curtain","140",,"No",
"EFSCH-AL450C3-120","Half Price Drapes EFSCH-AL450C Alexandria Faux Taffeta Silk Curtain","47",,"No",
"EFSCH-AL450C3-96","Half Price Drapes EFSCH-AL450C Alexandria Faux Taffeta Silk Curtain","112",,"No",
"EFSCH-AL450C4-108","Half Price Drapes EFSCH-AL450C Alexandria Faux Taffeta Silk Curtain","28",,"No",
"EFSCH-AL450C4-120","Half Price Drapes EFSCH-AL450C Alexandria Faux Taffeta Silk Curtain","0",,"No",
"EFSCH-AL450C4-96","Half Price Drapes EFSCH-AL450C Alexandria Faux Taffeta Silk Curtain","0",,"No",
"EFSCH-AL450C4-SW","Half Price Drapes BOCH-120601 Egg Nog Blackout Curtain (2 Panels)","0",,"Yes",
"FHLCH-314043-108","Half Price Drapes FHLCH-314043 Mineral Heavy Faux Linen Curtain","23",,"No",
"FHLCH-314043-120","Half Price Drapes FHLCH-314043 Mineral Heavy Faux Linen Curtain","11",,"No",
"FHLCH-314043-84","Half Price Drapes FHLCH-314043 Mineral Heavy Faux Linen Curtain","15",,"No",
"FHLCH-314043-96","Half Price Drapes FHLCH-314043 Mineral Heavy Faux Linen Curtain","34",,"No",
"FHLCH-314044-108","Half Price Drapes FHLCH-314044 Barley Heavy Faux Linen Curtain","117",,"No",
"FHLCH-314044-120","Half Price Drapes FHLCH-314044 Barley Heavy Faux Linen Curtain","0",,"No",
"FHLCH-314044-84","Half Price Drapes FHLCH-314044 Barley Heavy Faux Linen Curtain","40",,"No",
"FHLCH-314044-96","Half Price Drapes FHLCH-314044 Barley Heavy Faux Linen Curtain","71",,"No",
"FHLCH-314047-108","Half Price Drapes FHLCH-314047 Spruce Heavy Faux Linen Curtain","95",,"No",
"FHLCH-314047-120","Half Price Drapes FHLCH-314047 Spruce Heavy Faux Linen Curtain","47",,"No",
"FHLCH-314047-84","Half Price Drapes FHLCH-314047 Spruce Heavy Faux Linen Curtain","30",,"No",
"FHLCH-314047-96","Half Price Drapes FHLCH-314047 Spruce Heavy Faux Linen Curtain","96",,"No",
"FHLCH-314048-108","Half Price Drapes FHLCH-314048 Teal Ivy Heavy Faux Linen Curtain","21",,"No",
"FHLCH-314048-120","Half Price Drapes FHLCH-314048 Teal Ivy Heavy Faux Linen Curtain","23",,"No",
"FHLCH-314048-84","Half Price Drapes FHLCH-314048 Teal Ivy Heavy Faux Linen Curtain","18",,"No",
"FHLCH-314048-96","Half Price Drapes FHLCH-314048 Teal Ivy Heavy Faux Linen Curtain","18",,"No",
"FHLCH-314052-108","Half Price Drapes FHLCH-314052 Poppyseed Heavy Faux Linen Curtain","55",,"No",
"FHLCH-314052-120","Half Price Drapes FHLCH-314052 Poppyseed Heavy Faux Linen Curtain","0",,"No",
"FHLCH-314052-84","Half Price Drapes FHLCH-314052 Poppyseed Heavy Faux Linen Curtain","54",,"No",
"FHLCH-314052-96","Half Price Drapes FHLCH-314052 Poppyseed Heavy Faux Linen Curtain","0",,"No",
"FHLCH-314053-108","Half Price Drapes FHLCH-314053 Farro Heavy Faux Linen Curtain","0",,"No",
"FHLCH-314053-120","Half Price Drapes FHLCH-314053 Farro Heavy Faux Linen Curtain","49",,"No",
"FHLCH-314053-84","Half Price Drapes FHLCH-314053 Farro Heavy Faux Linen Curtain","40",,"No",
"FHLCH-314053-96","Half Price Drapes FHLCH-314053 Farro Heavy Faux Linen Curtain","0",,"No",
"FHLCH-314055-108","Half Price Drapes FHLCH-314055 Cinnabar Heavy Faux Linen Curtain","126",,"No",
"FHLCH-314055-120","Half Price Drapes FHLCH-314055 Cinnabar Heavy Faux Linen Curtain","67",,"No",
"FHLCH-314055-84","Half Price Drapes FHLCH-314055 Cinnabar Heavy Faux Linen Curtain","53",,"No",
"FHLCH-314055-96","Half Price Drapes FHLCH-314055 Cinnabar Heavy Faux Linen Curtain","104",,"No",
"FHLCH-416016-108","Half Price Drapes FHLCH-416016 Oatmeal Heavy Faux Linen Curtain","114",,"No",
"FHLCH-416016-120","Half Price Drapes FHLCH-416016 Oatmeal Heavy Faux Linen Curtain","13",,"No",
"FHLCH-416016-84","Half Price Drapes FHLCH-416016 Oatmeal Heavy Faux Linen Curtain","54",,"No",
"FHLCH-416016-96","Half Price Drapes FHLCH-416016 Oatmeal Heavy Faux Linen Curtain","108",,"No",
"FHLCH-416017-108","Half Price Drapes FHLCH-416017 Pepper Heavy Faux Linen Curtain","71",,"No",
"FHLCH-416017-120","Half Price Drapes FHLCH-416017 Pepper Heavy Faux Linen Curtain","0",,"No",
"FHLCH-416017-84","Half Price Drapes FHLCH-416017 Pepper Heavy Faux Linen Curtain","50",,"No",
"FHLCH-416017-96","Half Price Drapes FHLCH-416017 Pepper Heavy Faux Linen Curtain","86",,"No",
"FHLCH-416018-108","Half Price Drapes FHLCH-416018 Chestnut Heavy Faux Linen Curtain","115",,"No",
"FHLCH-416018-120","Half Price Drapes FHLCH-416018 Chestnut Heavy Faux Linen Curtain","58",,"No",
"FHLCH-416018-84","Half Price Drapes FHLCH-416018 Chestnut Heavy Faux Linen Curtain","43",,"No",
"FHLCH-416018-96","Half Price Drapes FHLCH-416018 Chestnut Heavy Faux Linen Curtain","127",,"No",
"FHLCH-416019-108","Half Price Drapes FHLCH-416019 Estate Heavy Faux Linen Curtain","126",,"No",
"FHLCH-416019-120","Half Price Drapes FHLCH-416019 Estate Heavy Faux Linen Curtain","59",,"No",
"FHLCH-416019-84","Half Price Drapes FHLCH-416019 Estate Heavy Faux Linen Curtain","0",,"No",
"FHLCH-416019-96","Half Price Drapes FHLCH-416019 Estate Heavy Faux Linen Curtain","120",,"No",
"FHLCH-416020-108","Half Price Drapes FHLCH-416020 Heirloom Heavy Faux Linen Curtain","96",,"No",
"FHLCH-416020-120","Half Price Drapes FHLCH-416020 Heirloom Heavy Faux Linen Curtain","51",,"No",
"FHLCH-416020-84","Half Price Drapes FHLCH-416020 Heirloom Heavy Faux Linen Curtain","33",,"No",
"FHLCH-416020-96","Half Price Drapes FHLCH-416020 Heirloom Heavy Faux Linen Curtain","107",,"No",
"FHLCH-YL3008-108","Half Price Drapes FHLCH-YL30 Trinidad Linen Blend Stripe Curtain","63",,"No",
"FHLCH-YL3008-84","Half Price Drapes FHLCH-YL30 Trinidad Linen Blend Stripe Curtain","26",,"No",
"FHLCH-YL3008-96","Half Price Drapes FHLCH-YL30 Trinidad Linen Blend Stripe Curtain","94",,"No",
"FHLCH-YL3010B-108","Half Price Drapes FHLCH-YL30 Trinidad Linen Blend Stripe Curtain","121",,"No",
"FHLCH-YL3010B-84","Half Price Drapes FHLCH-YL30 Trinidad Linen Blend Stripe Curtain","28",,"No",
"FHLCH-YL3010B-96","Half Price Drapes FHLCH-YL30 Trinidad Linen Blend Stripe Curtain","108",,"No",
"FHLCH-YL3012-108","Half Price Drapes FHLCH-YL3012 Grenada Linen Blend Stripe Curtain","90",,"No",
"FHLCH-YL3012-84","Half Price Drapes FHLCH-YL3012 Grenada Linen Blend Stripe Curtain","37",,"No",
"FHLCH-YL3012-96","Half Price Drapes FHLCH-YL3012 Grenada Linen Blend Stripe Curtain","74",,"No",
"FHLCH-YL3022-108","Half Price Drapes FHLCH-YL3022 Lanai Linen Blend Stripe Curtain","52","'07/04/15","No","150"
"FHLCH-YL3022-84","Half Price Drapes FHLCH-YL3022 Lanai Linen Blend Stripe Curtain","15","'07/04/15","No","70"
"FHLCH-YL3022-96","Half Price Drapes FHLCH-YL3022 Lanai Linen Blend Stripe Curtain","56","'07/04/15","No","150"
"FHLCH-YL5003-108","Half Price Drapes FHLCH-YL5003 Hilo Linen Blend Solid Curtain","0","'07/04/15","No","150"
"FHLCH-YL5003-84","Half Price Drapes FHLCH-YL5003 Hilo Linen Blend Solid Curtain","0","'07/04/15","No","70"
"FHLCH-YL5003-96","Half Price Drapes FHLCH-YL5003 Hilo Linen Blend Solid Curtain","45","'07/04/15","No","150"
"FHLCH-YL7176203-108","Half Price Drapes FHLCH-YL717 Key West Linen Blend Stripe Curtain","92",,"No",
"FHLCH-YL7176203-120","Half Price Drapes FHLCH-YL717 Key West Linen Blend Stripe Curtain","48",,"No",
"FHLCH-YL7176203-84","Half Price Drapes FHLCH-YL717 Key West Linen Blend Stripe Curtain","16",,"No",
"FHLCH-YL7176203-96","Half Price Drapes FHLCH-YL717 Key West Linen Blend Stripe Curtain","99",,"No",
"FHLCH-YL7176209-108","Half Price Drapes FHLCH-YL717 Bermuda Linen Blend Stripe Curtain","81",,"No",
"FHLCH-YL7176209-120","Half Price Drapes FHLCH-YL717 Bermuda Linen Blend Stripe Curtain","24",,"No",
"FHLCH-YL7176209-84","Half Price Drapes FHLCH-YL717 Bermuda Linen Blend Stripe Curtain","25",,"No",
"FHLCH-YL7176209-96","Half Price Drapes FHLCH-YL717 Bermuda Linen Blend Stripe Curtain","50",,"No",
"FHLCH-YL7176217-108","Half Price Drapes FHLCH-YL717 Del Mar Linen Blend Stripe Curtain","55","'07/04/15","No","90"
"FHLCH-YL7176217-120","Half Price Drapes FHLCH-YL717 Del Mar Linen Blend Stripe Curtain","0","'07/04/15","No","50"
"FHLCH-YL7176217-84","Half Price Drapes FHLCH-YL717 Del Mar Linen Blend Stripe Curtain","35","'07/04/15","No","60"
"FHLCH-YL7176217-96","Half Price Drapes FHLCH-YL717 Del Mar Linen Blend Stripe Curtain","55","'07/04/15","No","90"
"FHLCH-YL7178103-108","Half Price Drapes FHLCH-YL717 Key West Linen Blend Stripe Curtain","102",,"No",
"FHLCH-YL7178103-120","Half Price Drapes FHLCH-YL717 Key West Linen Blend Stripe Curtain","48",,"No",
"FHLCH-YL7178103-84","Half Price Drapes FHLCH-YL717 Key West Linen Blend Stripe Curtain","45",,"No",
"FHLCH-YL7178103-96","Half Price Drapes FHLCH-YL717 Key West Linen Blend Stripe Curtain","95",,"No",
"FHLCH-YL7178109-108","Half Price Drapes FHLCH-YL717 Bermuda Linen Blend Stripe Curtain","68","'07/04/15","No","90"
"FHLCH-YL7178109-120","Half Price Drapes FHLCH-YL717 Bermuda Linen Blend Stripe Curtain","39","'07/04/15","No","50"
"FHLCH-YL7178109-84","Half Price Drapes FHLCH-YL717 Bermuda Linen Blend Stripe Curtain","18","'07/04/15","No","50"
"FHLCH-YL7178109-96","Half Price Drapes FHLCH-YL717 Bermuda Linen Blend Stripe Curtain","41","'07/04/15","No","100"
"FHLCH-YL7178117-108","Half Price Drapes FHLCH-YL717 Del Mar Linen Blend Stripe Curtain","0","'07/04/15","No","80"
"FHLCH-YL7178117-120","Half Price Drapes FHLCH-YL717 Del Mar Linen Blend Stripe Curtain","0","'07/04/15","No","50"
"FHLCH-YL7178117-84","Half Price Drapes FHLCH-YL717 Del Mar Linen Blend Stripe Curtain","0","'07/04/15","No","50"
"FHLCH-YL7178117-96","Half Price Drapes FHLCH-YL717 Del Mar Linen Blend Stripe Curtain","0","'07/04/15","No","80"
"JQCH-20122010-108","Magdelena Champagne Faux Silk Jacquard Curtain, 50X108","0","'07/19/15","No","100"
"JQCH-20122010-120","Magdelena Champagne Faux Silk Jacquard Curtain, 50X120","0","'07/19/15","No","48"
"JQCH-20122010-84","Magdelena Champagne Faux Silk Jacquard Curtain, 50X84","0","'07/19/15","No","80"
"JQCH-20122010-96","Magdelena Champagne Faux Silk Jacquard Curtain, 50X96","0","'07/19/15","No","150"
"JQCH-HANB1B-120","Copenhagen Taupe Faux Silk Jacquard Curtain, 50X120","0",,"No",
"JQCH-HANB6-84","Dahl Multi Faux Silk Jacquard Curtain, 50X84","0",,"No",
"PRTW-D01-108","Half Price Drapes PRTW-D01 Ogee Printed Cotton Curtain","85",,"No",
"PRTW-D01-120","Half Price Drapes PRTW-D01 Ogee Printed Cotton Curtain","29",,"No",
"PRTW-D01-84","Half Price Drapes PRTW-D01 Ogee Printed Cotton Curtain","0",,"No",
"PRTW-D01-96","Half Price Drapes PRTW-D01 Ogee Printed Cotton Curtain","47",,"No",
"PRTW-D02-108","Half Price Drapes PRTW-D02 Mayan Printed Cotton Curtain","0",,"No",
"PRTW-D02-120","Half Price Drapes PRTW-D02 Mayan Printed Cotton Curtain","50",,"No",
"PRTW-D02-84","Half Price Drapes PRTW-D02 Mayan Printed Cotton Curtain","47",,"No",
"PRTW-D02-96","Half Price Drapes PRTW-D02 Mayan Printed Cotton Curtain","73",,"No",
"PRTW-D04-108","Half Price Drapes PRTW-D04 Sahara Printed Cotton Curtain","86",,"No",
"PRTW-D04-120","Half Price Drapes PRTW-D04 Sahara Printed Cotton Curtain","0",,"No",
"PRTW-D04-84","Half Price Drapes PRTW-D04 Sahara Printed Cotton Curtain","0",,"No",
"PRTW-D04-96","Half Price Drapes PRTW-D04 Sahara Printed Cotton Curtain","0",,"No",
"PRTW-D05-108","Half Price Drapes PRTW-D05 Allium Printed Cotton Curtain","87","'06/18/15","No","40"
"PRTW-D05-120","Half Price Drapes PRTW-D05 Allium Printed Cotton Curtain","0",,"No",
"PRTW-D05-84","Half Price Drapes PRTW-D05 Allium Printed Cotton Curtain","21","'06/18/15","No","40"
"PRTW-D05-96","Half Price Drapes PRTW-D05 Allium Printed Cotton Curtain","0","'06/18/15","No","60"
"PRTW-D06A-108","Half Price Drapes PRTW-D06 Nairobi Printed Cotton Curtain","77",,"No",
"PRTW-D06A-120","Half Price Drapes PRTW-D06 Nairobi Printed Cotton Curtain","69",,"No",
"PRTW-D06A-84","Half Price Drapes PRTW-D06 Nairobi Printed Cotton Curtain","0",,"No",
"PRTW-D06A-96","Half Price Drapes PRTW-D06 Nairobi Printed Cotton Curtain","0",,"No",
"PRTW-D06B-108","Half Price Drapes PRTW-D06 Nairobi Printed Cotton Curtain","97",,"No",
"PRTW-D06B-120","Half Price Drapes PRTW-D06 Nairobi Printed Cotton Curtain","23",,"No",
"PRTW-D06B-84","Half Price Drapes PRTW-D06 Nairobi Printed Cotton Curtain","19",,"No",
"PRTW-D06B-96","Half Price Drapes PRTW-D06 Nairobi Printed Cotton Curtain","0",,"No",
"PRTW-D09-108","Half Price Drapes PRTW-D09 Bali Printed Cotton Curtain","0",,"No",
"PRTW-D09-120","Half Price Drapes PRTW-D09 Bali Printed Cotton Curtain","0",,"No",
"PRTW-D09-84","Half Price Drapes PRTW-D09 Bali Printed Cotton Curtain","0",,"No",
"PRTW-D09-96","Half Price Drapes PRTW-D09 Bali Printed Cotton Curtain","0",,"No",
"PRTW-D11-108","Half Price Drapes PRTW-D11 Isles Printed Cotton Curtain","233",,"No",
"PRTW-D11-120","Half Price Drapes PRTW-D11 Isles Printed Cotton Curtain","0",,"No",
"PRTW-D11-84","Half Price Drapes PRTW-D11 Isles Printed Cotton Curtain","0",,"No",
"PRTW-D11-96","Half Price Drapes PRTW-D11 Isles Printed Cotton Curtain","0",,"No",
"PRTW-D12-108","Half Price Drapes PRTW-D12 Impressions Printed Cotton Curtain","0",,"No",
"PRTW-D12-120","Half Price Drapes PRTW-D12 Impressions Printed Cotton Curtain","0",,"No",
"PRTW-D12-84","Half Price Drapes PRTW-D12 Impressions Printed Cotton Curtain","0",,"No",
"PRTW-D12-96","Half Price Drapes PRTW-D12 Impressions Printed Cotton Curtain","0",,"No",
"PRTW-D13-108","Half Price Drapes PRTW-D13 Jakarta Printed Cotton Curtain","13",,"No",
"PRTW-D13-120","Half Price Drapes PRTW-D13 Jakarta Printed Cotton Curtain","0",,"No",
"PRTW-D13-84","Half Price Drapes PRTW-D13 Jakarta Printed Cotton Curtain","11",,"No",
"PRTW-D13-96","Half Price Drapes PRTW-D13 Jakarta Printed Cotton Curtain","56",,"No",
"PRTW-D15-108","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","104",,"No",
"PRTW-D15-120","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","0",,"No",
"PRTW-D15-84","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","0",,"No",
"PRTW-D15-96","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","0",,"No",
"PRTW-D16-108","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","122","'06/18/15","No","40"
"PRTW-D16-120","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","28","'06/18/15","No","20"
"PRTW-D16-84","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","0",,"No",
"PRTW-D16-96","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","0",,"No",
"PRTW-D17-108","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","126","'06/18/15","No","60"
"PRTW-D17-120","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","27","'06/18/15","No","80"
"PRTW-D17-84","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","0","'06/18/15","No","120"
"PRTW-D17-96","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","37","'06/18/15","No","180"
"PRTW-D20-108","Half Price Drapes PRTW-D20 Medina Printed Cotton Curtain","11",,"No",
"PRTW-D20-120","Half Price Drapes PRTW-D20 Medina Printed Cotton Curtain","21",,"No",
"PRTW-D20-84","Half Price Drapes PRTW-D20 Medina Printed Cotton Curtain","0",,"No",
"PRTW-D20-96","Half Price Drapes PRTW-D20 Medina Printed Cotton Curtain","0",,"No",
"PRTW-D21-108","Half Price Drapes PRTW-D21 Palu Printed Cotton Curtain","0","'06/18/15","No","160"
"PRTW-D21-120","Half Price Drapes PRTW-D21 Palu Printed Cotton Curtain","0","'06/18/15","No","80"
"PRTW-D21-84","Half Price Drapes PRTW-D21 Palu Printed Cotton Curtain","0","'06/18/15","No","30"
"PRTW-D21-96","Half Price Drapes PRTW-D21 Palu Printed Cotton Curtain","0","'06/18/15","No","176"
"PRTW-D22-108","Half Price Drapes PRTW-D22 Sorong Printed Cotton Curtain","0",,"No",
"PRTW-D22-120","Half Price Drapes PRTW-D22 Sorong Printed Cotton Curtain","0",,"No",
"PRTW-D22-84","Half Price Drapes PRTW-D22 Sorong Printed Cotton Curtain","0",,"No",
"PRTW-D22-96","Half Price Drapes PRTW-D22 Sorong Printed Cotton Curtain","0",,"No",
"PRTW-D23-108","Half Price Drapes PRTW-D23 Mecca Printed Cotton Curtain","25",,"No",
"PRTW-D23-108","Half Price Drapes PRTW-D23 Mecca Printed Cotton Curtain","25","'06/18/15","No","144"
"PRTW-D23-120","Half Price Drapes PRTW-D23 Mecca Printed Cotton Curtain","0",,"No",
"PRTW-D23-120","Half Price Drapes PRTW-D23 Mecca Printed Cotton Curtain","0","'06/18/15","No","96"
"PRTW-D23-84","Half Price Drapes PRTW-D23 Mecca Printed Cotton Curtain","23",,"No",
"PRTW-D23-84","Half Price Drapes PRTW-D23 Mecca Printed Cotton Curtain","23","'06/18/15","No","136"
"PRTW-D23-96","Half Price Drapes PRTW-D23 Mecca Printed Cotton Curtain","0",,"No",
"PRTW-D23-96","Half Price Drapes PRTW-D23 Mecca Printed Cotton Curtain","0","'06/18/15","No","200"
"PRTW-D24A-108","Half Price Drapes PRTW-D24 Ikat Printed Cotton Curtain","0","'06/18/15","No","180"
"PRTW-D24A-120","Half Price Drapes PRTW-D24 Ikat Printed Cotton Curtain","12","'06/04/15","No","140"
"PRTW-D24A-84","Half Price Drapes PRTW-D24 Ikat Printed Cotton Curtain","0","'06/04/15","No","190"
"PRTW-D24A-96","Half Price Drapes PRTW-D24 Ikat Printed Cotton Curtain","0","'06/04/15","No","270"
"PRTW-D24B-108","Half Price Drapes PRTW-D24 Ikat Printed Cotton Curtain","39",,"No",
"PRTW-D24B-120","Half Price Drapes PRTW-D24 Ikat Printed Cotton Curtain","0",,"No",
"PRTW-D24B-84","Half Price Drapes PRTW-D24 Ikat Printed Cotton Curtain","0",,"No",
"PRTW-D24B-96","Half Price Drapes PRTW-D24 Ikat Printed Cotton Curtain","38",,"No",
"PRTW-D25-108","Half Price Drapes PRTW-D25 Honeycomb Printed Cotton Curtain","0",,"No",
"PRTW-D25-120","Half Price Drapes PRTW-D25 Honeycomb Printed Cotton Curtain","0",,"No",
"PRTW-D25-84","Half Price Drapes PRTW-D25 Honeycomb Printed Cotton Curtain","0",,"No",
"PRTW-D25-96","Half Price Drapes PRTW-D25 Honeycomb Printed Cotton Curtain","0",,"No",
"PRTW-D26-108","Half Price Drapes PRTW-D26 Deuville Printed Cotton Curtain","58",,"No",
"PRTW-D26-120","Half Price Drapes PRTW-D26 Deuville Printed Cotton Curtain","0",,"No",
"PRTW-D26-84","Half Price Drapes PRTW-D26 Deuville Printed Cotton Curtain","0",,"No",
"PRTW-D26-96","Half Price Drapes PRTW-D26 Deuville Printed Cotton Curtain","0",,"No",
"PRTW-D27-108","Half Price Drapes PRTW-D27 Panama Printed Cotton Curtain","0",,"No",
"PRTW-D27-120","Half Price Drapes PRTW-D27 Panama Printed Cotton Curtain","0",,"No",
"PRTW-D27-84","Half Price Drapes PRTW-D27 Panama Printed Cotton Curtain","0",,"No",
"PRTW-D27-96","Half Price Drapes PRTW-D27 Panama Printed Cotton Curtain","77",,"No",
"PRTW-D28-108","Half Price Drapes PRTW-D28 Marabella Printed Cotton Curtain","0",,"No",
"PRTW-D28-120","Half Price Drapes PRTW-D28 Marabella Printed Cotton Curtain","0",,"No",
"PRTW-D28-84","Half Price Drapes PRTW-D28 Marabella Printed Cotton Curtain","0",,"No",
"PRTW-D28-96","Half Price Drapes PRTW-D28 Marabella Printed Cotton Curtain","24",,"No",
"PRTW-D29A-108","Half Price Drapes PRTW-D29 Tide Printed Cotton Curtain","0",,"No",
"PRTW-D29A-120","Half Price Drapes PRTW-D29 Tide Printed Cotton Curtain","14",,"No",
"PRTW-D29A-84","Half Price Drapes PRTW-D29 Tide Printed Cotton Curtain","0",,"No",
"PRTW-D29A-96","Half Price Drapes PRTW-D29 Tide Printed Cotton Curtain","0",,"No",
"PRTW-D29B-108","Half Price Drapes PRTW-D29 Tide Printed Cotton Curtain","0",,"No",
"PRTW-D29B-120","Half Price Drapes PRTW-D29 Tide Printed Cotton Curtain","0",,"No",
"PRTW-D29B-84","Half Price Drapes PRTW-D29 Tide Printed Cotton Curtain","0",,"No",
"PRTW-D29B-96","Half Price Drapes PRTW-D29 Tide Printed Cotton Curtain","0",,"No",
"PRTW-D30-108","Half Price Drapes PRTW-D30 Picante Stripes Printed Cotton Curtain","0",,"No",
"PRTW-D30-120","Half Price Drapes PRTW-D30 Picante Stripes Printed Cotton Curtain","23",,"No",
"PRTW-D30-84","Half Price Drapes PRTW-D30 Picante Stripes Printed Cotton Curtain","0",,"No",
"PRTW-D30-96","Half Price Drapes PRTW-D30 Picante Stripes Printed Cotton Curtain","0",,"No",
"PRTW-D31-108","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","0",,"No",
"PRTW-D31-120","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","0",,"No",
"PRTW-D31-84","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","16",,"No",
"PRTW-D31-96","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","0",,"No",
"PRTW-D32-108","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","92",,"No",
"PRTW-D32-120","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","15",,"No",
"PRTW-D32-84","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","0",,"No",
"PRTW-D32-96","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","0",,"No",
"PRTW-D33-108","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","37",,"No",
"PRTW-D33-120","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","20",,"No",
"PRTW-D33-84","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","0",,"No",
"PRTW-D33-96","Half Price Drapes PRTW-D Cabana Printed Cotton Curtain","0",,"No",
"PTFFLK-C2-108","Half Price Drapes PTFFLK-C2 Renaissance Paprika Flocked Faux Silk Curtain","63",,"No",
"PTFFLK-C2-120","Half Price Drapes PTFFLK-C2 Renaissance Paprika Flocked Faux Silk Curtain","17",,"No",
"PTFFLK-C2-84","Half Price Drapes PTFFLK-C2 Renaissance Paprika Flocked Faux Silk Curtain","9",,"No",
"PTFFLK-C2-96","Half Price Drapes PTFFLK-C2 Renaissance Paprika Flocked Faux Silk Curtain","68",,"No",
"PTFFLK-C20A-108","Half Price Drapes PTFFLK-C20 Luna Flocked Faux Silk Curtain","69",,"No",
"PTFFLK-C20A-120","Half Price Drapes PTFFLK-C20 Luna Flocked Faux Silk Curtain","29",,"No",
"PTFFLK-C20A-84","Half Price Drapes PTFFLK-C20 Luna Flocked Faux Silk Curtain","25",,"No",
"PTFFLK-C20A-96","Half Price Drapes PTFFLK-C20 Luna Flocked Faux Silk Curtain","58",,"No",
"PTFFLK-C20B-108","Half Price Drapes PTFFLK-C20 Luna Flocked Faux Silk Curtain","92",,"No",
"PTFFLK-C20B-120","Half Price Drapes PTFFLK-C20 Luna Flocked Faux Silk Curtain","27",,"No",
"PTFFLK-C20B-84","Half Price Drapes PTFFLK-C20 Luna Flocked Faux Silk Curtain","42",,"No",
"PTFFLK-C20B-96","Half Price Drapes PTFFLK-C20 Luna Flocked Faux Silk Curtain","94",,"No",
"PTFFLK-C21A-108","Half Price Drapes PTFFLK-C21 Piscean Flocked Faux Silk Curtain","52",,"No",
"PTFFLK-C21A-120","Half Price Drapes PTFFLK-C21 Piscean Flocked Faux Silk Curtain","25",,"No",
"PTFFLK-C21A-84","Half Price Drapes PTFFLK-C21 Piscean Flocked Faux Silk Curtain","28",,"No",
"PTFFLK-C21A-96","Half Price Drapes PTFFLK-C21 Piscean Flocked Faux Silk Curtain","58",,"No",
"PTFFLK-C21B-108","Half Price Drapes PTFFLK-C21 Piscean Flocked Faux Silk Curtain","75",,"No",
"PTFFLK-C21B-120","Half Price Drapes PTFFLK-C21 Piscean Flocked Faux Silk Curtain","27",,"No",
"PTFFLK-C21B-84","Half Price Drapes PTFFLK-C21 Piscean Flocked Faux Silk Curtain","20",,"No",
"PTFFLK-C21B-96","Half Price Drapes PTFFLK-C21 Piscean Flocked Faux Silk Curtain","50",,"No",
"PTFFLK-C22A-108","Half Price Drapes PTFFLK-C22 Pavillion Flocked Faux Silk Curtain","95",,"No",
"PTFFLK-C22A-120","Half Price Drapes PTFFLK-C22 Pavillion Flocked Faux Silk Curtain","41",,"No",
"PTFFLK-C22A-84","Half Price Drapes PTFFLK-C22 Pavillion Flocked Faux Silk Curtain","30",,"No",
"PTFFLK-C22A-96","Half Price Drapes PTFFLK-C22 Pavillion Flocked Faux Silk Curtain","109",,"No",
"PTFFLK-C22B-108","Half Price Drapes PTFFLK-C22 Pavillion Flocked Faux Silk Curtain","0",,"No",
"PTFFLK-C22B-120","Half Price Drapes PTFFLK-C22 Pavillion Flocked Faux Silk Curtain","0",,"No",
"PTFFLK-C22B-84","Half Price Drapes PTFFLK-C22 Pavillion Flocked Faux Silk Curtain","0",,"No",
"PTFFLK-C22B-96","Half Price Drapes PTFFLK-C22 Pavillion Flocked Faux Silk Curtain","0",,"No",
"PTFFLK-C23A-108","Half Price Drapes PTFFLK-C23 Filigree Flocked Faux Silk Curtain","145",,"No",
"PTFFLK-C23A-120","Half Price Drapes PTFFLK-C23 Filigree Flocked Faux Silk Curtain","45",,"No",
"PTFFLK-C23A-84","Half Price Drapes PTFFLK-C23 Filigree Flocked Faux Silk Curtain","47",,"No",
